"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend"
2016-09-14 21:00:00;538,565856933594;477,166666667;12,8674516800316;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;0
2016-09-14 22:00:00;666,12767791748;607,166666667;9,71084456499283;;;;;;;;;;;;;
2016-09-14 23:00:00;673,995666503906;539,833333333;24,8525470523598;;;;;;;;;;;;;
2016-09-15 00:00:00;525,233764648438;445,333333333;17,9417136187494;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;467,182239532471;393,166666667;18,8254954299469;;;;;;;;;;;;;
2016-09-15 02:00:00;396,293304443359;358,5;10,5420653956372;;;;;;;;;;;;;
2016-09-15 03:00:00;407,138793945312;383,833333333;6,07176568276146;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;389,72953414917;396,833333333;1,79012159189484;;;;;;;;;;;;;
2016-09-15 05:00:00;302,713500976562;316;4,20458829855617;;;;;;;;;;;;;
2016-09-15 06:00:00;342,799285888672;294;16,5983965607727;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;398,285877227783;357,5;11,4086369867925;;;;;;;;;;;;;
2016-09-15 08:00:00;474,549102783203;459,166666667;3,35007683111258;;;;;;;;;;;;;
2016-09-15 09:00:00;588,707885742188;503;17,0393411018265;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;605,219579696655;525,5;15,1702340050724;;;;;;;;;;;;;
2016-09-15 11:00:00;639,145206451416;593,666666667;7,66061871719099;;;;;;;;;;;;;
2016-09-15 12:00:00;592,359802246094;615,5;3,75957721428209;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;559,384384155273;625,333333333;10,5462072245888;;;;;;;;;;;;;
2016-09-15 14:00:00;535,088905334473;658;18,679497669533;;;;;;;;;;;;;
2016-09-15 15:00:00;569,939392089844;613;7,02456899023756;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;516,854290008545;522;0,985768197596758;;;;;;;;;;;;;
2016-09-15 17:00:00;443,983261108398;437;1,59800025363809;;;;;;;;;;;;;
2016-09-15 18:00:00;547,488098144531;485,5;12,7678883922824;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;0
2016-09-15 19:00:00;567,04306602478;557;1,80306391827294;;;;;;;;;;;;;
2016-09-15 20:00:00;581,719188690186;533,166666667;9,10644364298004;;;;;;;;;;;;;
2016-09-15 21:00:00;517,150390625;497,666666667;3,91501486094848;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;0
2016-09-15 22:00:00;648,734344482422;616,5;5,22860413340176;;;;;;;;;;;;;
2016-09-15 23:00:00;562,397407531738;541,833333333;3,79527669001862;;;;;;;;;;;;;
2016-09-16 00:00:00;494,652679443359;442,5;11,7859162583863;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;424,052696228027;412,5;2,80065363103693;;;;;;;;;;;;;
2016-09-16 02:00:00;374,832443237305;371,166666667;0,987636256030906;;;;;;;;;;;;;
2016-09-16 03:00:00;399,730194091797;412;2,97810823014639;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;386,424639701843;407,166666667;5,09423503032495;;;;;;;;;;;;;
2016-09-16 05:00:00;373,919523239136;341,833333333;9,38650119146769;;;;;;;;;;;;;
2016-09-16 06:00:00;345,582489013672;328;5,36051494319265;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;410,704223632812;425,666666667;3,51506101037803;;;;;;;;;;;;;
2016-09-16 08:00:00;489,29719543457;461,833333333;5,94670417212345;;;;;;;;;;;;;
2016-09-16 09:00:00;527,7080078125;499,166666667;5,71779789224993;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;533,698441028595;506;5,47400020327964;;;;;;;;;;;;;
2016-09-16 11:00:00;552,932907104492;536,666666667;3,03097647903394;;;;;;;;;;;;;
2016-09-16 12:00:00;582,466979980469;524,833333333;10,9813235911411;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;545,876163482666;564,5;3,2991738737527;;;;;;;;;;;;;
2016-09-16 14:00:00;512,162117004395;572,666666667;10,5654044812404;;;;;;;;;;;;;
2016-09-16 15:00:00;505,260925292969;520,833333333;2,98990234368792;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;473,643257141113;442,166666667;7,11871627759281;;;;;;;;;;;;;
2016-09-16 17:00:00;484,426795959473;386,666666667;25,2827920583763;;;;;;;;;;;;;
2016-09-16 18:00:00;477,524688720703;447,833333333;6,63000120306481;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;0
2016-09-16 19:00:00;520,226089477539;488,166666667;6,5673109205566;;;;;;;;;;;;;
2016-09-16 20:00:00;530,032638549805;493,5;7,40276363724512;;;;;;;;;;;;;
2016-09-16 21:00:00;537,599548339844;511,333333333;5,13680867148518;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;0
2016-09-16 22:00:00;672,190734863281;616,5;9,03337142956711;;;;;;;;;;;;;
2016-09-16 23:00:00;662,439765930176;560,5;18,1872909777298;;;;;;;;;;;;;
2016-09-17 00:00:00;571,103088378906;461,333333333;23,7940220475402;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;1
2016-09-17 01:00:00;500,746910095215;397,666666667;25,9212682551874;;;;;;;;;;;;;
2016-09-17 02:00:00;416,272018432617;363,333333333;14,5702803026603;;;;;;;;;;;;;
2016-09-17 03:00:00;386,648254394531;398,666666667;3,01465190780737;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;1
2016-09-17 04:00:00;374,438755989075;398,666666667;6,07723511987585;;;;;;;;;;;;;
2016-09-17 05:00:00;329,103778839111;332,166666667;0,922093676232498;;;;;;;;;;;;;
2016-09-17 06:00:00;333,546417236328;316;5,55266368238232;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;1
2016-09-17 07:00:00;377,36083984375;369,166666667;2,21964058963682;;;;;;;;;;;;;
2016-09-17 08:00:00;472,194915771484;452,166666667;4,4293953050799;;;;;;;;;;;;;
2016-09-17 09:00:00;521,265075683594;515,166666667;1,18377399222061;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;1
2016-09-17 10:00:00;535,765629768372;510,833333333;4,8807105583141;;;;;;;;;;;;;
2016-09-17 11:00:00;547,650899887085;534,833333333;2,39655342239194;;;;;;;;;;;;;
2016-09-17 12:00:00;568,641967773438;524,5;8,41600910837703;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;1
2016-09-17 13:00:00;525,901100158691;567,333333333;7,30297882038772;;;;;;;;;;;;;
2016-09-17 14:00:00;491,74853515625;606,166666667;18,875688453784;;;;;;;;;;;;;
2016-09-17 15:00:00;510,364105224609;556,666666667;8,3178254088077;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;1
2016-09-17 16:00:00;480,408779144287;449;6,99527375151161;;;;;;;;;;;;;
2016-09-17 17:00:00;480,523551940918;401,666666667;19,6324195702537;;;;;;;;;;;;;
2016-09-17 18:00:00;461,025360107422;454;1,54743614700922;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;491,196647644043;489,666666667;0,312453569171255;;;;;;;;;;;;;
2016-09-17 20:00:00;497,397026062012;499,833333333;0,487423928840925;;;;;;;;;;;;;
2016-09-17 21:00:00;536,848876953125;517,666666667;3,70551389944225;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;687,342590332031;628,666666667;9,33339188732771;;;;;;;;;;;;;
2016-09-17 23:00:00;666,646041870117;571,333333333;16,6825044114071;;;;;;;;;;;;;
2016-09-18 00:00:00;576,581787109375;473,666666667;21,7273301426395;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;1
2016-09-18 01:00:00;490,722045898438;430,833333333;13,9006682937293;;;;;;;;;;;;;
2016-09-18 02:00:00;400,951324462891;390,166666667;2,76411562474534;;;;;;;;;;;;;
2016-09-18 03:00:00;399,450103759766;418,5;4,55194653291144;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;1
2016-09-18 04:00:00;393,678506374359;412,666666667;4,60133125023236;;;;;;;;;;;;;
2016-09-18 05:00:00;314,370674133301;348;9,66359938698253;;;;;;;;;;;;;
2016-09-18 06:00:00;342,474151611328;311,5;9,94354786880518;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;1
2016-09-18 07:00:00;367,135095596313;359,833333333;2,02920674293291;;;;;;;;;;;;;
2016-09-18 08:00:00;419,580535888672;434,333333333;3,39665328726157;;;;;;;;;;;;;
2016-09-18 09:00:00;532,807189941406;515;3,45770678473908;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;1
2016-09-18 10:00:00;578,63208770752;553;4,63509723463283;;;;;;;;;;;;;
2016-09-18 11:00:00;548,159840583801;582,333333333;5,86837311091328;;;;;;;;;;;;;
2016-09-18 12:00:00;588,929260253906;581,333333333;1,30663880520251;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;1
2016-09-18 13:00:00;524,462203979492;582;9,88621924750993;;;;;;;;;;;;;
2016-09-18 14:00:00;479,253433227539;572,166666667;16,2388406826811;;;;;;;;;;;;;
2016-09-18 15:00:00;463,226684570312;547,333333333;15,3666227946539;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;1
2016-09-18 16:00:00;418,082298278809;451,333333333;7,36728989384401;;;;;;;;;;;;;
2016-09-18 17:00:00;426,871936798096;378,166666667;12,8793133885552;;;;;;;;;;;;;
2016-09-18 18:00:00;413,739044189453;400,166666667;3,39168118011874;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;445,386348724365;445,166666667;0,0493482719651938;;;;;;;;;;;;;
2016-09-18 20:00:00;473,178062438965;453,833333333;4,2625183487284;;;;;;;;;;;;;
2016-09-18 21:00:00;512,024780273438;450,5;13,6569989508185;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;653,90185546875;580,166666667;12,7093114854997;;;;;;;;;;;;;
2016-09-18 23:00:00;645,326293945312;527;22,4528072002491;;;;;;;;;;;;;
2016-09-19 00:00:00;543,40869140625;453,833333333;19,7375008608114;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;463,792625427246;406,166666667;14,1877616972176;;;;;;;;;;;;;
2016-09-19 02:00:00;416,343795776367;370,166666667;12,4746859367831;;;;;;;;;;;;;
2016-09-19 03:00:00;379,267395019531;391,166666667;3,04199530825529;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;358,573699951172;402,333333333;10,8764623152935;;;;;;;;;;;;;
2016-09-19 05:00:00;278,702087402344;317,5;12,2198149913878;;;;;;;;;;;;;
2016-09-19 06:00:00;314,998931884766;304,166666667;3,56129267433;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;370,042381286621;350,333333333;5,62579865470215;;;;;;;;;;;;;
2016-09-19 08:00:00;450,59423828125;407,5;10,5752731978528;;;;;;;;;;;;;
2016-09-19 09:00:00;545,544982910156;476,166666667;14,5701749197986;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;582,748481750488;529,166666667;10,1256973386056;;;;;;;;;;;;;
2016-09-19 11:00:00;582,795974731445;561,5;3,79269362982107;;;;;;;;;;;;;
2016-09-19 12:00:00;557,328674316406;581,833333333;4,21162859065159;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;514,624629974365;579,166666667;11,1439487814557;;;;;;;;;;;;;
2016-09-19 14:00:00;491,653175354004;567,166666667;13,314162441308;;;;;;;;;;;;;
2016-09-19 15:00:00;522,184814453125;564,5;7,49604704107617;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;454,313369750977;485,833333333;6,48781411637291;;;;;;;;;;;;;
2016-09-19 17:00:00;366,734954833984;393;6,68321759949507;;;;;;;;;;;;;
2016-09-19 18:00:00;452,231750488281;457,5;1,15152994791667;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;0
2016-09-19 19:00:00;497,802143096924;499,666666667;0,373153483003658;;;;;;;;;;;;;
2016-09-19 20:00:00;492,417861938477;473,666666667;3,95873228813442;;;;;;;;;;;;;
2016-09-19 21:00:00;525,470275878906;470;11,8021863572141;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;0
2016-09-19 22:00:00;667,317977905273;583,166666667;14,4300619442513;;;;;;;;;;;;;
2016-09-19 23:00:00;654,816329956055;527,833333333;24,0574038439788;;;;;;;;;;;;;
2016-09-20 00:00:00;479,016693115234;440,166666667;8,82620820481748;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;387,585845947266;404,333333333;4,14200017784373;;;;;;;;;;;;;
2016-09-20 02:00:00;350,179183959961;379,666666667;7,766676744604;;;;;;;;;;;;;
2016-09-20 03:00:00;383,049346923828;399,833333333;4,19774566298937;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;382,590887844563;412,166666667;7,17568430790463;;;;;;;;;;;;;
2016-09-20 05:00:00;291,555107116699;330;11,6499675403942;;;;;;;;;;;;;
2016-09-20 06:00:00;322,548828125;313,833333333;2,77710933361952;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;384,278060913086;372,833333333;3,06966318643617;;;;;;;;;;;;;
2016-09-20 08:00:00;459,507461547852;469,833333333;2,1977733490931;;;;;;;;;;;;;
2016-09-20 09:00:00;524,152709960938;491,666666667;6,60733083944043;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;534,35976600647;533,5;0,1611557650365;;;;;;;;;;;;;
2016-09-20 11:00:00;554,434988021851;541,833333333;2,32574371372346;;;;;;;;;;;;;
2016-09-20 12:00:00;540,533935546875;589,833333333;8,35819120420789;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;499,02490234375;614,166666667;18,7476414094742;;;;;;;;;;;;;
2016-09-20 14:00:00;470,590782165527;608,666666667;22,6849755478746;;;;;;;;;;;;;
2016-09-20 15:00:00;512,405822753906;568;9,78770726163622;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;430,474014282227;482,5;10,7825877135282;;;;;;;;;;;;;
2016-09-20 17:00:00;353,173049926758;412,333333333;14,3476839303856;;;;;;;;;;;;;
2016-09-20 18:00:00;462,686065673828;445,333333333;3,89657163342241;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;0
2016-09-20 19:00:00;525,542133331299;494,5;6,2774789345397;;;;;;;;;;;;;
2016-09-20 20:00:00;494,957302093506;507,666666667;2,50348612741021;;;;;;;;;;;;;
2016-09-20 21:00:00;501,454772949219;500,666666667;0,157411374610828;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;0
2016-09-20 22:00:00;635,02473449707;601;5,6613534936889;;;;;;;;;;;;;
2016-09-20 23:00:00;546,019638061523;536,333333333;1,80602325578547;;;;;;;;;;;;;
