"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend"
2016-09-14 19:00:00;514,723110198975;480,5;7,12239546284591;;;;;;;;;;;;;
2016-09-14 20:00:00;519,902610778809;471,833333333;10,1877663255053;;;;;;;;;;;;;
2016-09-14 21:00:00;503,07421875;477,166666667;5,42945555354144;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;0
2016-09-14 22:00:00;659,260986328125;607,166666667;8,57990441851712;;;;;;;;;;;;;
2016-09-14 23:00:00;646,723114013672;539,833333333;19,8005150998588;;;;;;;;;;;;;
2016-09-15 00:00:00;546,331787109375;445,333333333;22,679293512676;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;471,651847839355;393,166666667;19,9623182294927;;;;;;;;;;;;;
2016-09-15 02:00:00;392,574340820312;358,5;9,50469757888773;;;;;;;;;;;;;
2016-09-15 03:00:00;413,524139404297;383,833333333;7,7353380993459;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;387,786853790283;396,833333333;2,27966725142152;;;;;;;;;;;;;
2016-09-15 05:00:00;323,923248291016;316;2,50735705411887;;;;;;;;;;;;;
2016-09-15 06:00:00;360,194580078125;294;22,5151632918793;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;427,278610229492;357,5;19,5184923718859;;;;;;;;;;;;;
2016-09-15 08:00:00;507,07746887207;459,166666667;10,4342944911148;;;;;;;;;;;;;
2016-09-15 09:00:00;558,120971679688;503;10,9584436738941;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;588,488103866577;525,5;11,9863185283686;;;;;;;;;;;;;
2016-09-15 11:00:00;608,412776947021;593,666666667;2,48390403369117;;;;;;;;;;;;;
2016-09-15 12:00:00;566,108703613281;615,5;8,02458105389419;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;571,529456615448;625,333333333;8,6040314580353;;;;;;;;;;;;;
2016-09-15 14:00:00;533,443031311035;658;18,9296304998427;;;;;;;;;;;;;
2016-09-15 15:00:00;527,873474121094;613;13,8868720846503;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;458,769706726074;522;12,1130830026678;;;;;;;;;;;;;
2016-09-15 17:00:00;451,900001525879;437;3,40961133315307;;;;;;;;;;;;;
2016-09-15 18:00:00;513,149597167969;485,5;5,6950766566362;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;0
2016-09-15 19:00:00;548,902145385742;557;1,45383386252384;;;;;;;;;;;;;
2016-09-15 20:00:00;583,997581481934;533,166666667;9,53377583274183;;;;;;;;;;;;;
2016-09-15 21:00:00;530,996520996094;497,666666667;6,69722458052339;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;0
2016-09-15 22:00:00;664,138717651367;616,5;7,72728591263053;;;;;;;;;;;;;
2016-09-15 23:00:00;629,76570892334;541,833333333;16,2286759010263;;;;;;;;;;;;;
2016-09-16 00:00:00;503,677673339844;442,5;13,8254629016596;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;432,560394287109;412,5;4,86312588778409;;;;;;;;;;;;;
2016-09-16 02:00:00;387,276870727539;371,166666667;4,34042318649068;;;;;;;;;;;;;
2016-09-16 03:00:00;396,501159667969;412;3,76185444952215;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;383,144045829773;407,166666667;5,89994781102106;;;;;;;;;;;;;
2016-09-16 05:00:00;357,371994018555;341,833333333;4,54568328198046;;;;;;;;;;;;;
2016-09-16 06:00:00;324,855865478516;328;0,958577598013529;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;381,963054656982;425,666666667;10,2670975747807;;;;;;;;;;;;;
2016-09-16 08:00:00;460,926666259766;461,833333333;0,196319106438473;;;;;;;;;;;;;
2016-09-16 09:00:00;536,316223144531;499,166666667;7,44231515409144;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;552,213505744934;506;9,13310390216088;;;;;;;;;;;;;
2016-09-16 11:00:00;579,680202484131;536,666666667;8,01494456219333;;;;;;;;;;;;;
2016-09-16 12:00:00;551,93310546875;524,833333333;5,16350056572255;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;497,547035217285;564,5;11,8605783494623;;;;;;;;;;;;;
2016-09-16 14:00:00;471,904945373535;572,666666667;17,5951783399429;;;;;;;;;;;;;
2016-09-16 15:00:00;454,709869384766;520,833333333;12,6957050780691;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;440,502544403076;442,166666667;0,376356335602546;;;;;;;;;;;;;
2016-09-16 17:00:00;371,901428222656;386,666666667;3,81859614939596;;;;;;;;;;;;;
2016-09-16 18:00:00;471,428100585938;447,833333333;5,26864918190288;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;0
2016-09-16 19:00:00;524,274887084961;488,166666667;7,3966993003625;;;;;;;;;;;;;
2016-09-16 20:00:00;516,140602111816;493,5;4,587761319517;;;;;;;;;;;;;
2016-09-16 21:00:00;542,755249023438;511,333333333;6,14509433320561;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;0
2016-09-16 22:00:00;670,571228027344;616,5;8,7706777011101;;;;;;;;;;;;;
2016-09-16 23:00:00;644,414138793945;560,5;14,9713004092677;;;;;;;;;;;;;
2016-09-17 00:00:00;564,926208496094;461,333333333;22,4551029977967;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;1
2016-09-17 01:00:00;483,108200073242;397,666666667;21,4857166989532;;;;;;;;;;;;;
2016-09-17 02:00:00;387,384689331055;363,333333333;6,61963926552572;;;;;;;;;;;;;
2016-09-17 03:00:00;384,210357666016;398,666666667;3,62616446512683;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;1
2016-09-17 04:00:00;367,161451339722;398,666666667;7,90264598509665;;;;;;;;;;;;;
2016-09-17 05:00:00;312,850852966309;332,166666667;5,81509694952495;;;;;;;;;;;;;
2016-09-17 06:00:00;326,769866943359;316;3,40818574156942;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;1
2016-09-17 07:00:00;365,259044647217;369,166666667;1,05849806404867;;;;;;;;;;;;;
2016-09-17 08:00:00;459,526397705078;452,166666667;1,62765891000502;;;;;;;;;;;;;
2016-09-17 09:00:00;515,288208007812;515,166666667;0,0235926251981487;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;1
2016-09-17 10:00:00;543,239919662476;510,833333333;6,34386681817228;;;;;;;;;;;;;
2016-09-17 11:00:00;591,154006958008;534,833333333;10,5305092474371;;;;;;;;;;;;;
2016-09-17 12:00:00;563,170776367188;524,5;7,37288395942564;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;1
2016-09-17 13:00:00;525,122871398926;567,333333333;7,4401519272795;;;;;;;;;;;;;
2016-09-17 14:00:00;481,737014770508;606,166666667;20,52730028536;;;;;;;;;;;;;
2016-09-17 15:00:00;477,833465576172;556,666666667;14,1616528905594;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;1
2016-09-17 16:00:00;448,885328292847;449;0,0255393557134344;;;;;;;;;;;;;
2016-09-17 17:00:00;449,369291305542;401,666666667;11,8761721091707;;;;;;;;;;;;;
2016-09-17 18:00:00;468,185760498047;454;3,12461684979006;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;492,648027420044;489,666666667;0,608855157190313;;;;;;;;;;;;;
2016-09-17 20:00:00;499,349939346313;499,833333333;0,0967110343488157;;;;;;;;;;;;;
2016-09-17 21:00:00;636,339416503906;517,666666667;22,9245492279774;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;788,004852294922;628,666666667;25,3454165897939;;;;;;;;;;;;;
2016-09-17 23:00:00;747,299789428711;571,333333333;30,7992630272719;;;;;;;;;;;;;
2016-09-18 00:00:00;573,184631347656;473,666666667;21,010126252059;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;1
2016-09-18 01:00:00;493,062065124512;430,833333333;14,4438062185439;;;;;;;;;;;;;
2016-09-18 02:00:00;408,010147094727;390,166666667;4,57329699129722;;;;;;;;;;;;;
2016-09-18 03:00:00;409,903289794922;418,5;2,05417209201389;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;1
2016-09-18 04:00:00;405,940670967102;412,666666667;1,62988587234876;;;;;;;;;;;;;
2016-09-18 05:00:00;328,583480834961;348;5,57945953018364;;;;;;;;;;;;;
2016-09-18 06:00:00;383,451904296875;311,5;23,0985246538925;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;1
2016-09-18 07:00:00;407,497272491455;359,833333333;13,2461155604908;;;;;;;;;;;;;
2016-09-18 08:00:00;455,840225219727;434,333333333;4,95170189257323;;;;;;;;;;;;;
2016-09-18 09:00:00;506,779632568359;515;1,59618785080401;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;1
2016-09-18 10:00:00;556,601959228516;553;0,651348865916026;;;;;;;;;;;;;
2016-09-18 11:00:00;561,214019775391;582,333333333;3,62667090285429;;;;;;;;;;;;;
2016-09-18 12:00:00;588,860656738281;581,333333333;1,2948377417349;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;1
2016-09-18 13:00:00;552,801036834717;582;5,01700398028921;;;;;;;;;;;;;
2016-09-18 14:00:00;513,053321838379;572,166666667;10,3314905031028;;;;;;;;;;;;;
2016-09-18 15:00:00;435,798736572266;547,333333333;20,3778191402197;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;1
2016-09-18 16:00:00;386,197120666504;451,333333333;14,4319525849064;;;;;;;;;;;;;
2016-09-18 17:00:00;325,919708251953;378,166666667;13,8158550237993;;;;;;;;;;;;;
2016-09-18 18:00:00;426,419189453125;400,166666667;6,56039719769341;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;459,536163330078;445,166666667;3,22789142562352;;;;;;;;;;;;;
2016-09-18 20:00:00;458,672618865967;453,833333333;1,06631337487412;;;;;;;;;;;;;
2016-09-18 21:00:00;465,469024658203;450,5;3,32275797074431;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;608,130386352539;580,166666667;4,81994593832629;;;;;;;;;;;;;
2016-09-18 23:00:00;583,972625732422;527;10,8107449207632;;;;;;;;;;;;;
2016-09-19 00:00:00;522,455444335938;453,833333333;15,1205532874744;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;442,514213562012;406,166666667;8,9489241432044;;;;;;;;;;;;;
2016-09-19 02:00:00;377,575698852539;370,166666667;2,001539536839;;;;;;;;;;;;;
2016-09-19 03:00:00;383,263214111328;391,166666667;2,0204821190452;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;371,43298625946;402,333333333;7,68028510527717;;;;;;;;;;;;;
2016-09-19 05:00:00;286,598678588867;317,5;9,73269965704971;;;;;;;;;;;;;
2016-09-19 06:00:00;316,688232421875;304,166666667;4,11667915228315;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;378,365173339844;350,333333333;8,00147669082886;;;;;;;;;;;;;
2016-09-19 08:00:00;448,484420776367;407,5;10,0575265708877;;;;;;;;;;;;;
2016-09-19 09:00:00;513,921630859375;476,166666667;7,92893892733956;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;543,995861053467;529,166666667;2,80236744311008;;;;;;;;;;;;;
2016-09-19 11:00:00;526,520596504211;561,5;6,22963552908078;;;;;;;;;;;;;
2016-09-19 12:00:00;532,049072265625;581,833333333;8,55644704681814;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;498,630451202393;579,166666667;13,9055336053918;;;;;;;;;;;;;
2016-09-19 14:00:00;449,720191955566;567,166666667;20,7075770869288;;;;;;;;;;;;;
2016-09-19 15:00:00;521,246520996094;564,5;7,66226377394265;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;468,848987579346;485,833333333;3,49592022373913;;;;;;;;;;;;;
2016-09-19 17:00:00;400,307113647461;393;1,85931644973561;;;;;;;;;;;;;
2016-09-19 18:00:00;516,372863769531;457,5;12,8683855233948;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;0
2016-09-19 19:00:00;564,122253417969;499,666666667;12,8997171616262;;;;;;;;;;;;;
2016-09-19 20:00:00;569,12866973877;473,666666667;20,1538359757289;;;;;;;;;;;;;
2016-09-19 21:00:00;515,491760253906;470;9,67909792636303;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;0
2016-09-19 22:00:00;638,384460449219;583,166666667;9,46861282346737;;;;;;;;;;;;;
2016-09-19 23:00:00;632,024063110352;527,833333333;19,739323607973;;;;;;;;;;;;;
2016-09-20 00:00:00;514,010437011719;440,166666667;16,7763204115099;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;425,233238220215;404,333333333;5,1689789498513;;;;;;;;;;;;;
2016-09-20 02:00:00;406,977127075195;379,666666667;7,19327315403986;;;;;;;;;;;;;
2016-09-20 03:00:00;389,650238037109;399,833333333;2,54683500522695;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;386,636979103088;412,166666667;6,1940204360431;;;;;;;;;;;;;
2016-09-20 05:00:00;302,763694763184;330;8,2534258293383;;;;;;;;;;;;;
2016-09-20 06:00:00;326,214233398438;313,833333333;3,94505578293702;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;383,085567474365;372,833333333;2,74981693554969;;;;;;;;;;;;;
2016-09-20 08:00:00;472,789489746094;469,833333333;0,629192567526611;;;;;;;;;;;;;
2016-09-20 09:00:00;545,787841796875;491,666666667;11,0076966365773;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;552,232277870178;533,5;3,51120484914306;;;;;;;;;;;;;
2016-09-20 11:00:00;546,449049592018;541,833333333;0,851870118552001;;;;;;;;;;;;;
2016-09-20 12:00:00;556,681762695312;589,833333333;5,62049798887363;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;538,629945755005;614,166666667;12,2990590358677;;;;;;;;;;;;;
2016-09-20 14:00:00;515,280670166016;608,666666667;15,3427157449507;;;;;;;;;;;;;
2016-09-20 15:00:00;512,23681640625;568;9,8174619003081;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;446,5986328125;482,5;7,4406978626943;;;;;;;;;;;;;
2016-09-20 17:00:00;419,887855529785;412,333333333;1,83213957884995;;;;;;;;;;;;;
2016-09-20 18:00:00;546,113342285156;445,333333333;22,6302415311898;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;0
2016-09-20 19:00:00;591,951267242432;494,5;19,7070307871449;;;;;;;;;;;;;
2016-09-20 20:00:00;596,287349700928;507,666666667;17,4564707223643;;;;;;;;;;;;;
2016-09-20 21:00:00;542,484985351562;500,666666667;8,35252703419467;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;0
2016-09-20 22:00:00;692,446548461914;601;15,2157318572236;;;;;;;;;;;;;
2016-09-20 23:00:00;650,765327453613;536,333333333;21,3359839876975;;;;;;;;;;;;;
