"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"temp";"pression";"hr";"visi";"p_ros";"vt_moy";"vt_raf";"rr_3h";"Hour"
2016-09-14 06:00:00;379,026306152344;317,166666667;19,5038274782802;"September";"East";15,5;1004,6;94;45;14,5;18;36;0;6
2016-09-14 07:00:00;423,610969543457;384,833333333;10,0764754119941;;;;;;;;;;;
2016-09-14 08:00:00;537,554885864258;458,833333333;17,1568948488155;;;;;;;;;;;
2016-09-14 09:00:00;597,40576171875;478,333333333;24,89319060331;"September";"East";18;1005,9;82;29;14,9;28,8;46,8;0;9
2016-09-14 10:00:00;596,354223608971;504;18,3242507160656;;;;;;;;;;;
2016-09-14 11:00:00;653,165782928467;492,333333333;32,6673898975442;;;;;;;;;;;
2016-09-14 12:00:00;615,852905273438;519,5;18,5472387436838;"September";"South";20,2;1007,2;65;7;13,4;32,4;54;0;12
2016-09-14 13:00:00;564,019504547119;543,333333333;3,80727077560708;;;;;;;;;;;
2016-09-14 14:00:00;578,739074707031;573;1,00158371850458;;;;;;;;;;;
2016-09-14 15:00:00;550,68505859375;539;2,16791439587199;"September";"South";20,4;1007,9;62;28;12,9;25,2;46,8;0;15
2016-09-14 16:00:00;520,520402908325;438,833333333;18,6145999791995;;;;;;;;;;;
2016-09-14 17:00:00;481,355331420898;380,5;26,5060003734293;;;;;;;;;;;
2016-09-14 18:00:00;494,074310302734;426;15,9798850475902;"September";"East";18,6;1009,3;63;45;11,4;25,2;43,2;0;18
2016-09-14 19:00:00;525,239625930786;480,5;9,31105638517922;;;;;;;;;;;
2016-09-14 20:00:00;537,87427520752;471,833333333;13,9966672994489;;;;;;;;;;;
2016-09-14 21:00:00;484,594573974609;477,166666667;1,55666936240395;"September";"East";13,8;1010,5;89;60;12;3,6;10,8;0;21
2016-09-14 22:00:00;634,490966796875;607,166666667;4,50029648035027;;;;;;;;;;;
2016-09-14 23:00:00;602,776084899902;539,833333333;11,6596637666455;;;;;;;;;;;
2016-09-15 00:00:00;519,417419433594;445,333333333;16,6356480764931;"September";"North";13,4;1010,4;89;60;11,6;10,8;14,4;0;0
2016-09-15 01:00:00;454,343147277832;393,166666667;15,5599357212667;;;;;;;;;;;
2016-09-15 02:00:00;373,296508789062;358,5;4,12733857435495;;;;;;;;;;;
2016-09-15 03:00:00;405,567962646484;383,833333333;5,66251740690489;"September";"East";12,7;1009,8;94;60;11,8;7,2;7,2;0;3
2016-09-15 04:00:00;358,887401580811;396,833333333;9,56218355788861;;;;;;;;;;;
2016-09-15 05:00:00;315,985481262207;316;0,00459453727625593;;;;;;;;;;;
2016-09-15 06:00:00;342,02685546875;294;16,3356651254252;"September";"North";13,8;1010,1;92;4,6;12,5;7,2;18;;6
2016-09-15 07:00:00;408,924880981445;357,5;14,384582092712;;;;;;;;;;;
2016-09-15 08:00:00;475,878829956055;459,166666667;3,6396725856354;;;;;;;;;;;
2016-09-15 09:00:00;546,650451660156;503;8,67802219883822;"September";"West";14;1010,8;98;2,9;13,7;7,2;14,4;9;9
2016-09-15 10:00:00;597,732120513916;525,5;13,7454082804788;;;;;;;;;;;
2016-09-15 11:00:00;619,849914550781;593,666666667;4,41042917750139;;;;;;;;;;;
2016-09-15 12:00:00;579,309326171875;615,5;5,87988201919171;"September";"West";16,4;1011,4;95;2;15,6;10,8;14,4;0;12
2016-09-15 13:00:00;568,22999382019;625,333333333;9,13166410120044;;;;;;;;;;;
2016-09-15 14:00:00;534,390377044678;658;18,7856569840915;;;;;;;;;;;
2016-09-15 15:00:00;552,814025878906;613;9,81826657766619;"September";"North";16,3;1011,8;91;19;14,8;10,8;18;1;15
2016-09-15 16:00:00;504,042724609375;522;3,44009107100096;;;;;;;;;;;
2016-09-15 17:00:00;482,418495178223;437;10,3932483245361;;;;;;;;;;;
2016-09-15 18:00:00;473,507110595703;485,5;2,47021408945353;"September";"West";16,1;1012,8;94;18;15,1;7,2;10,8;;18
2016-09-15 19:00:00;515,133686065674;557;7,5163938840801;;;;;;;;;;;
2016-09-15 20:00:00;523,352977752686;533,166666667;1,84064187201781;;;;;;;;;;;
2016-09-15 21:00:00;515,232177734375;497,666666667;3,52957355673742;"September";"North";16,2;1014;96;10;15,6;14,4;25,2;0;21
2016-09-15 22:00:00;648,604629516602;616,5;5,20756358744551;;;;;;;;;;;
2016-09-15 23:00:00;623,979431152344;541,833333333;15,1607685917061;;;;;;;;;;;
2016-09-16 00:00:00;505,917114257812;442,5;14,3315512447034;"September";"West";15,9;1014,7;95;16;15,1;18;28,8;0;0
2016-09-16 01:00:00;436,28889465332;412,5;5,76700476444129;;;;;;;;;;;
2016-09-16 02:00:00;384,451400756836;371,166666667;3,57918296088657;;;;;;;;;;;
2016-09-16 03:00:00;401,672302246094;412;2,50672275580249;"September";"North";15,2;1015,4;92;40;13,9;21,6;32,4;0;3
2016-09-16 04:00:00;396,593271255493;407,166666667;2,59682245063402;;;;;;;;;;;
2016-09-16 05:00:00;320,287712097168;341,833333333;6,30296086860644;;;;;;;;;;;
2016-09-16 06:00:00;325,049957275391;328;0,89940326969798;"September";"North";15,1;1016,8;92;15;13,8;18;36;;6
2016-09-16 07:00:00;387,406452178955;425,666666667;8,98830410838253;;;;;;;;;;;
2016-09-16 08:00:00;465,620361328125;461,833333333;0,819998844127264;;;;;;;;;;;
2016-09-16 09:00:00;534,16748046875;499,166666667;7,01184917563805;"September";"North";16,4;1019;76;13;12,2;28,8;39,6;;9
2016-09-16 10:00:00;549,549625396729;506;8,60664533532184;;;;;;;;;;;
2016-09-16 11:00:00;537,374419689178;536,666666667;0,131879445126348;;;;;;;;;;;
2016-09-16 12:00:00;543,413452148438;524,833333333;3,54019412171151;"September";"North";16,6;1020,4;68;16;10,7;25,2;46,8;0;12
2016-09-16 13:00:00;491,201419830322;564,5;12,9846909069403;;;;;;;;;;;
2016-09-16 14:00:00;454,100929260254;572,666666667;20,7041450651939;;;;;;;;;;;
2016-09-16 15:00:00;487,209686279297;520,833333333;6,45574023431514;"September";"North";16,7;1021,1;70;19;11,2;28,8;50,4;0;15
2016-09-16 16:00:00;471,952987670898;442,166666667;6,73644651425766;;;;;;;;;;;
2016-09-16 17:00:00;434,69607925415;386,666666667;12,4213998070109;;;;;;;;;;;
2016-09-16 18:00:00;443,006408691406;447,833333333;1,07783951803439;"September";"North";14,5;1022,6;80;55;11,1;18;39,6;0;18
2016-09-16 19:00:00;487,371013641357;488,166666667;0,162987987499225;;;;;;;;;;;
2016-09-16 20:00:00;486,501083374023;493,5;1,41822018763456;;;;;;;;;;;
2016-09-16 21:00:00;533,027648925781;511,333333333;4,24269535713078;"September";"North";13,3;1024,3;87;45;11,2;14,4;21,6;0;21
2016-09-16 22:00:00;654,19945526123;616,5;6,11507790125393;;;;;;;;;;;
2016-09-16 23:00:00;667,071166992188;560,5;19,0135891154661;;;;;;;;;;;
2016-09-17 00:00:00;529,726684570312;461,333333333;14,8251483896016;"September";"North";12,2;1024,3;94;19;11,3;7,2;14,4;;0
2016-09-17 01:00:00;454,351058959961;397,666666667;14,2542478523672;;;;;;;;;;;
2016-09-17 02:00:00;373,771774291992;363,333333333;2,87296540156012;;;;;;;;;;;
2016-09-17 03:00:00;406,646057128906;398,666666667;2,00151934663032;"September";"West";12,6;1024,5;95;19;11,8;10,8;18;0;3
2016-09-17 04:00:00;390,469469070435;398,666666667;2,05615324328393;;;;;;;;;;;
2016-09-17 05:00:00;370,475967407227;332,166666667;11,5331562689979;;;;;;;;;;;
2016-09-17 06:00:00;325,77392578125;316;3,09301448773734;"September";"North";12,3;1024,7;96;18;11,7;3,6;18;0;6
2016-09-17 07:00:00;373,179111480713;369,166666667;1,08689250032756;;;;;;;;;;;
2016-09-17 08:00:00;468,718902587891;452,166666667;3,66064930059972;;;;;;;;;;;
2016-09-17 09:00:00;516,861083984375;515,166666667;0,32890662905997;"September";"North";15,9;1025,3;79;35;12,3;18;28,8;0;9
2016-09-17 10:00:00;535,829647064209;510,833333333;4,89324249224639;;;;;;;;;;;
2016-09-17 11:00:00;600,301719665527;534,833333333;12,2408949203929;;;;;;;;;;;
2016-09-17 12:00:00;558,857177734375;524,5;6,5504628664204;"September";"North";17,3;1025;67;25;11,1;18;28,8;0;12
2016-09-17 13:00:00;516,783409118652;567,333333333;8,91009239971399;;;;;;;;;;;
2016-09-17 14:00:00;463,974906921387;606,166666667;23,4575352893376;;;;;;;;;;;
2016-09-17 15:00:00;470,197723388672;556,666666667;15,533343103882;"September";"North";16,2;1024,1;71;40;10,9;18;32,4;0;15
2016-09-17 16:00:00;448,182744979858;449;0,182016708272072;;;;;;;;;;;
2016-09-17 17:00:00;448,476989746094;401,666666667;11,6540223433332;;;;;;;;;;;
2016-09-17 18:00:00;459,912475585938;454;1,30230739778359;"September";"North";14,5;1024,2;82;55;11,5;7,2;21,6;0;18
2016-09-17 19:00:00;490,003187179565;489,666666667;0,0687244069227744;;;;;;;;;;;
2016-09-17 20:00:00;484,804723739624;499,833333333;3,00672416006388;;;;;;;;;;;
2016-09-17 21:00:00;552,625854492188;517,666666667;6,75322366229846;"September";"West";12;1024,4;94;17;11,1;7,2;10,8;0;21
2016-09-17 22:00:00;712,567886352539;628,666666667;13,3458992076609;;;;;;;;;;;
2016-09-17 23:00:00;679,125778198242;571,333333333;18,8668223218153;;;;;;;;;;;
2016-09-18 00:00:00;558,701354980469;473,666666667;17,9524324377359;"September";"West";9,8;1024,2;97;6;9,3;7,2;7,2;0;0
2016-09-18 01:00:00;481,407150268555;430,833333333;11,738603544045;;;;;;;;;;;
2016-09-18 02:00:00;418,624618530273;390,166666667;7,29379372829964;;;;;;;;;;;
2016-09-18 03:00:00;380,157928466797;418,5;9,16178531259334;"September";"West";10,1;1023,7;98;0,6;9,8;3,6;10,8;0;3
2016-09-18 04:00:00;378,621735572815;412,666666667;8,2499833022999;;;;;;;;;;;
2016-09-18 05:00:00;338,285659790039;348;2,79147707182786;;;;;;;;;;;
2016-09-18 06:00:00;354,436676025391;311,5;13,783844630944;"September";"North";10,4;1023,4;99;0,3;10,2;3,6;10,8;0;6
2016-09-18 07:00:00;406,545185089111;359,833333333;12,9815243416826;;;;;;;;;;;
2016-09-18 08:00:00;474,169418334961;434,333333333;9,17177705341325;;;;;;;;;;;
2016-09-18 09:00:00;508,708709716797;515;1,22160976372876;"September";"North";15,2;1023,5;79;18;11,6;7,2;18;0;9
2016-09-18 10:00:00;523,838086128235;553;5,27340214679297;;;;;;;;;;;
2016-09-18 11:00:00;529,906656265259;582,333333333;9,00286383533565;;;;;;;;;;;
2016-09-18 12:00:00;560,79150390625;581,333333333;3,53357157570444;"September";"West";18;1023,2;63;35;10,8;10,8;25,2;0;12
2016-09-18 13:00:00;510,704624176025;582;12,2500645745661;;;;;;;;;;;
2016-09-18 14:00:00;481,836517333984;572,166666667;15,7873840954785;;;;;;;;;;;
2016-09-18 15:00:00;462,06591796875;547,333333333;15,5786995184474;"September";"West";17,7;1023,2;62;50;10,3;10,8;25,2;0;15
2016-09-18 16:00:00;414,283821105957;451,333333333;8,20890226596831;;;;;;;;;;;
2016-09-18 17:00:00;372,811485290527;378,166666667;1,41609027143269;;;;;;;;;;;
2016-09-18 18:00:00;438,730438232422;400,166666667;9,63692750488707;"September";"North";15,7;1023,5;75;55;11,3;3,6;14,4;0;18
2016-09-18 19:00:00;474,409145355225;445,166666667;6,56888326953262;;;;;;;;;;;
2016-09-18 20:00:00;495,680278778076;453,833333333;9,22077387699749;;;;;;;;;;;
2016-09-18 21:00:00;468,106475830078;450,5;3,90820773142689;"September";"North";14,2;1023,5;86;35;11,9;0;3,6;0;21
2016-09-18 22:00:00;614,903762817383;580,166666667;5,98743398167703;;;;;;;;;;;
2016-09-18 23:00:00;578,42325592041;527;9,75773357123532;;;;;;;;;;;
2016-09-19 00:00:00;550,249877929688;453,833333333;21,244923524809;"September";"West";13,3;1023,3;93;14;12,2;3,6;7,2;0;0
2016-09-19 01:00:00;472,331420898438;406,166666667;16,2900502826549;;;;;;;;;;;
2016-09-19 02:00:00;396,163009643555;370,166666667;7,0228751850152;;;;;;;;;;;
2016-09-19 03:00:00;405,124603271484;391,166666667;3,56828375061077;"September";"South";13,6;1023;96;22;13;3,6;3,6;0;3
2016-09-19 04:00:00;391,035940170288;402,333333333;2,80796847457861;;;;;;;;;;;
2016-09-19 05:00:00;315,079689025879;317,5;0,762302669014518;;;;;;;;;;;
2016-09-19 06:00:00;320,566467285156;304,166666667;5,39171527171669;"September";"South";14,4;1022,9;95;16;13,6;7,2;10,8;0;6
2016-09-19 07:00:00;377,385726928711;350,333333333;7,72190112152332;;;;;;;;;;;
2016-09-19 08:00:00;451,324554443359;407,5;10,754491887941;;;;;;;;;;;
2016-09-19 09:00:00;496,628814697266;476,166666667;4,29726594965025;"September";"South";15,7;1023,1;93;19;14,6;10,8;14,4;;9
2016-09-19 10:00:00;556,195487976074;529,166666667;5,1078087513179;;;;;;;;;;;
2016-09-19 11:00:00;533,805286407471;561,5;4,93227312422605;;;;;;;;;;;
2016-09-19 12:00:00;563,634643554688;581,833333333;3,12781835204634;"September";"West";16,2;1022,8;92;6;14,9;7,2;14,4;0;12
2016-09-19 13:00:00;523,927871704102;579,166666667;9,53763366265323;;;;;;;;;;;
2016-09-19 14:00:00;495,068504333496;567,166666667;12,7119886570899;;;;;;;;;;;
2016-09-19 15:00:00;532,887512207031;564,5;5,60008641150908;"September";"North";17;1022;86;40;14,6;14,4;21,6;0;15
2016-09-19 16:00:00;485,222942352295;485,833333333;0,125637937709533;;;;;;;;;;;
2016-09-19 17:00:00;374,735549926758;393;4,64744276672829;;;;;;;;;;;
2016-09-19 18:00:00;511,119140625;457,5;11,7200307377049;"September";"North";15,2;1021,9;91;18;13,7;14,4;21,6;0;18
2016-09-19 19:00:00;550,879188537598;499,666666667;10,2493372656231;;;;;;;;;;;
2016-09-19 20:00:00;565,353443145752;473,666666667;19,3568141756553;;;;;;;;;;;
2016-09-19 21:00:00;533,881469726562;470;13,5918020694814;"September";"West";14,3;1021,8;96;7;13,7;10,8;21,6;0;21
2016-09-19 22:00:00;662,173980712891;583,166666667;13,5479818312396;;;;;;;;;;;
2016-09-19 23:00:00;662,823669433594;527,833333333;25,5744242691529;;;;;;;;;;;
2016-09-20 00:00:00;551,131530761719;440,166666667;25,2097381509961;"September";"North";14,2;1021;97;4,8;13,7;0;7,2;0;0
2016-09-20 01:00:00;450,363433837891;404,333333333;11,3841963326287;;;;;;;;;;;
2016-09-20 02:00:00;431,143783569336;379,666666667;13,5585031349317;;;;;;;;;;;
2016-09-20 03:00:00;407,539367675781;399,833333333;1,92731163221034;"September";"East";13,3;1020,1;98;0,3;13;3,6;3,6;0;3
2016-09-20 04:00:00;381,10620880127;412,166666667;7,53589758165112;;;;;;;;;;;
2016-09-20 05:00:00;318,436553955078;330;3,50407455906723;;;;;;;;;;;
2016-09-20 06:00:00;322,318084716797;313,833333333;2,70358514619413;"September";"North";13,5;1020;99;7;13,3;7,2;10,8;0;6
2016-09-20 07:00:00;366,319004058838;372,833333333;1,74724969356314;;;;;;;;;;;
2016-09-20 08:00:00;441,095726013184;469,833333333;6,11655352674781;;;;;;;;;;;
2016-09-20 09:00:00;528,016479492188;491,666666667;7,39318226952465;"September";"North";14,5;1020,5;97;4,9;14;7,2;14,4;0;9
2016-09-20 10:00:00;546,647115707397;533,5;2,46431409698172;;;;;;;;;;;
2016-09-20 11:00:00;525,438302278519;541,833333333;3,02584393500304;;;;;;;;;;;
2016-09-20 12:00:00;579,153442382812;589,833333333;1,81066249508792;"September";"North";17;1019,9;86;50;14,6;7,2;14,4;0;12
2016-09-20 13:00:00;564,885704994202;614,166666667;8,02403717874164;;;;;;;;;;;
2016-09-20 14:00:00;533,922657012939;608,666666667;12,279957774483;;;;;;;;;;;
2016-09-20 15:00:00;520,119934082031;568;8,42958907006492;"September";"North";18,1;1018,5;81;19;14,8;14,4;25,2;0;15
2016-09-20 16:00:00;460,976696014404;482,5;4,46078839079704;;;;;;;;;;;
2016-09-20 17:00:00;415,189819335938;412,333333333;0,692761358837468;;;;;;;;;;;
2016-09-20 18:00:00;498,306457519531;445,333333333;11,895162616745;"September";"North";15,6;1018,6;91;12;14,1;14,4;21,6;0;18
2016-09-20 19:00:00;550,505645751953;494,5;11,3257119821948;;;;;;;;;;;
2016-09-20 20:00:00;553,183921813965;507,666666667;8,96597278009224;;;;;;;;;;;
2016-09-20 21:00:00;499,533050537109;500,666666667;0,22642133087015;"September";"North";14,3;1018,9;98;1,6;14;7,2;10,8;;21
2016-09-20 22:00:00;653,163787841797;601;8,67949880895123;;;;;;;;;;;
2016-09-20 23:00:00;634,534408569336;536,333333333;18,3097094909379;;;;;;;;;;;
