"dt_posix";"puissance";"reality";"mape";"Month";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-14 18:00:00;481,334503173828;426;12,9893199938564;"September";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;512,772718429565;480,5;6,7164866658825;;;;;;;;;;;
2016-09-14 20:00:00;524,5940284729;471,833333333;11,1820618452711;;;;;;;;;;;
2016-09-14 21:00:00;485,692565917969;477,166666667;1,78677595200058;"September";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;638,775512695312;607,166666667;5,2059587200047;;;;;;;;;;;
2016-09-14 23:00:00;605,577972412109;539,833333333;12,1786920183668;;;;;;;;;;;
2016-09-15 00:00:00;533,713256835938;445,333333333;19,8457912057643;"September";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;455,00074005127;393,166666667;15,7271911956466;;;;;;;;;;;
2016-09-15 02:00:00;362,621978759766;358,5;1,14978487022751;;;;;;;;;;;
2016-09-15 03:00:00;392,323059082031;383,833333333;2,21182607443473;"September";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;354,322166442871;396,833333333;10,7125998043254;;;;;;;;;;;
2016-09-15 05:00:00;295,050346374512;316;6,62963722325579;;;;;;;;;;;
2016-09-15 06:00:00;340,614318847656;294;15,8552104924001;"September";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;408,390228271484;357,5;14,2350288871285;;;;;;;;;;;
2016-09-15 08:00:00;484,862945556641;459,166666667;5,59628578358373;;;;;;;;;;;
2016-09-15 09:00:00;567,683654785156;503;12,8595735159356;"September";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;597,431591033936;525,5;13,6882190359535;;;;;;;;;;;
2016-09-15 11:00:00;637,380249023438;593,666666667;7,36332100332617;;;;;;;;;;;
2016-09-15 12:00:00;575,799560546875;615,5;6,45011201512998;"September";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;563,737228393555;625,333333333;9,85012339117455;;;;;;;;;;;
2016-09-15 14:00:00;521,635181427002;658;20,7241365612459;;;;;;;;;;;
2016-09-15 15:00:00;545,670776367188;613;10,9835601358585;"September";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
2016-09-15 16:00:00;475,055404663086;522;8,99321749749311;;;;;;;;;;;
2016-09-15 17:00:00;442,035095214844;437;1,15219570133724;;;;;;;;;;;
2016-09-15 18:00:00;462,540679931641;485,5;4,72900516341079;"September";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18
2016-09-15 19:00:00;503,961803436279;557;9,52211787499474;;;;;;;;;;;
2016-09-15 20:00:00;527,16480255127;533,166666667;1,12570130335605;;;;;;;;;;;
2016-09-15 21:00:00;504,927276611328;497,666666667;1,45893033040655;"September";16,2;1014;96;15,6;10;14,4;25,2;320;0;21
2016-09-15 22:00:00;640,680770874023;616,5;3,92226615961451;;;;;;;;;;;
2016-09-15 23:00:00;605,685699462891;541,833333333;11,7845031307161;;;;;;;;;;;
2016-09-16 00:00:00;500,117980957031;442,5;13,0210126456568;"September";15,9;1014,7;95;15,1;16;18;28,8;310;0;0
2016-09-16 01:00:00;421,358337402344;412,5;2,14747573390152;;;;;;;;;;;
2016-09-16 02:00:00;387,286026000977;371,166666667;4,34288980708453;;;;;;;;;;;
2016-09-16 03:00:00;397,666961669922;412;3,47889279856265;"September";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3
2016-09-16 04:00:00;378,047170639038;407,166666667;7,15173868881001;;;;;;;;;;;
2016-09-16 05:00:00;365,043491363525;341,833333333;6,78990483585023;;;;;;;;;;;
2016-09-16 06:00:00;318,948699951172;328;2,75954269781345;"September";15,1;1016,8;92;13,8;15;18;36;320;;6
2016-09-16 07:00:00;356,42586517334;425,666666667;16,2664373125151;;;;;;;;;;;
2016-09-16 08:00:00;448,961044311523;461,833333333;2,78721523381144;;;;;;;;;;;
2016-09-16 09:00:00;538,023376464844;499,166666667;7,78431581926233;"September";16,4;1019;76;12,2;13;28,8;39,6;350;;9
2016-09-16 10:00:00;556,271772384644;506;9,93513288234062;;;;;;;;;;;
2016-09-16 11:00:00;530,76891708374;536,666666667;1,09895954967504;;;;;;;;;;;
2016-09-16 12:00:00;563,445129394531;524,833333333;7,35696336517416;"September";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12
2016-09-16 13:00:00;508,540019989014;564,5;9,91319397891698;;;;;;;;;;;
2016-09-16 14:00:00;486,231925964355;572,666666667;15,0933773054588;;;;;;;;;;;
2016-09-16 15:00:00;497,752532958984;520,833333333;4,43151367181384;"September";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15
2016-09-16 16:00:00;489,102495193481;442,166666667;10,6149631043602;;;;;;;;;;;
2016-09-16 17:00:00;416,33854675293;386,666666667;7,67376209118209;;;;;;;;;;;
2016-09-16 18:00:00;469,670776367188;447,833333333;4,876243327325;"September";14,5;1022,6;80;11,1;55;18;39,6;330;0;18
2016-09-16 19:00:00;524,996189117432;488,166666667;7,5444566303325;;;;;;;;;;;
2016-09-16 20:00:00;515,32458114624;493,5;4,42240752710035;;;;;;;;;;;
2016-09-16 21:00:00;527,295654296875;511,333333333;3,12170553400628;"September";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21
2016-09-16 22:00:00;650,311851501465;616,5;5,48448523949146;;;;;;;;;;;
2016-09-16 23:00:00;631,445457458496;560,5;12,6575303226576;;;;;;;;;;;
2016-09-17 00:00:00;539,904602050781;461,333333333;17,0313443752539;"September";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0
2016-09-17 01:00:00;457,206443786621;397,666666667;14,9722825950305;;;;;;;;;;;
2016-09-17 02:00:00;396,817123413086;363,333333333;9,21572204039908;;;;;;;;;;;
2016-09-17 03:00:00;393,910034179688;398,666666667;1,19313523929144;"September";12,6;1024,5;95;11,8;19;10,8;18;310;0;3
2016-09-17 04:00:00;376,639478683472;398,666666667;5,52521437713459;;;;;;;;;;;
2016-09-17 05:00:00;318,977897644043;332,166666667;3,97052755331976;;;;;;;;;;;
2016-09-17 06:00:00;323,732757568359;316;2,44707517986056;"September";12,3;1024,7;96;11,7;18;3,6;18;350;0;6
2016-09-17 07:00:00;377,779644012451;369,166666667;2,33308641411559;;;;;;;;;;;
2016-09-17 08:00:00;462,175094604492;452,166666667;2,21343780408805;;;;;;;;;;;
2016-09-17 09:00:00;500,242340087891;515,166666667;2,89698995388541;"September";15,9;1025,3;79;12,3;35;18;28,8;340;0;9
2016-09-17 10:00:00;522,461158752441;510,833333333;2,27624641163765;;;;;;;;;;;
2016-09-17 11:00:00;581,532569885254;534,833333333;8,73154937094727;;;;;;;;;;;
2016-09-17 12:00:00;555,327880859375;524,5;5,87757499702097;"September";17,3;1025;67;11,1;25;18;28,8;340;0;12
2016-09-17 13:00:00;509,089958190918;567,333333333;10,2661648311603;;;;;;;;;;;
2016-09-17 14:00:00;472,719047546387;606,166666667;22,0150045290965;;;;;;;;;;;
2016-09-17 15:00:00;473,393432617188;556,666666667;14,9592636017538;"September";16,2;1024,1;71;10,9;40;18;32,4;330;0;15
2016-09-17 16:00:00;444,747423171997;449;0,947121787973926;;;;;;;;;;;
2016-09-17 17:00:00;446,973882675171;401,666666667;11,2798048153029;;;;;;;;;;;
2016-09-17 18:00:00;458,641143798828;454;1,02227836978593;"September";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18
2016-09-17 19:00:00;486,452842712402;489,666666667;0,65632892197321;;;;;;;;;;;
2016-09-17 20:00:00;475,06435585022;499,833333333;4,95544731233013;;;;;;;;;;;
2016-09-17 21:00:00;575,748413085938;517,666666667;11,2199123796974;"September";12;1024,4;94;11,1;17;7,2;10,8;310;0;21
2016-09-17 22:00:00;726,059310913086;628,666666667;15,4919370486799;;;;;;;;;;;
2016-09-17 23:00:00;686,319404602051;571,333333333;20,1259167915609;;;;;;;;;;;
2016-09-18 00:00:00;565,288513183594;473,666666667;19,3431062314981;"September";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0
2016-09-18 01:00:00;487,663200378418;430,833333333;13,1906848074573;;;;;;;;;;;
2016-09-18 02:00:00;426,995101928711;390,166666667;9,4391547018401;;;;;;;;;;;
2016-09-18 03:00:00;396,752716064453;418,5;5,19648361661813;"September";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3
2016-09-18 04:00:00;394,596068143845;412,666666667;4,37898187152039;;;;;;;;;;;
2016-09-18 05:00:00;306,056205749512;348;12,0528144397955;;;;;;;;;;;
2016-09-18 06:00:00;371,145385742188;311,5;19,147796385935;"September";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6
2016-09-18 07:00:00;405,501361846924;359,833333333;12,6914391423713;;;;;;;;;;;
2016-09-18 08:00:00;494,451629638672;434,333333333;13,8415110450617;;;;;;;;;;;
2016-09-18 09:00:00;524,346496582031;515;1,81485370524879;"September";15,2;1023,5;79;11,6;18;7,2;18;360;0;9
2016-09-18 10:00:00;545,124616622925;553;1,4241199596881;;;;;;;;;;;
2016-09-18 11:00:00;560,534809112549;582,333333333;3,74330696401781;;;;;;;;;;;
2016-09-18 12:00:00;542,366821289062;581,333333333;6,70295505343346;"September";18;1023,2;63;10,8;35;10,8;25,2;300;0;12
2016-09-18 13:00:00;502,670551300049;582;13,6304894673456;;;;;;;;;;;
2016-09-18 14:00:00;494,705963134766;572,166666667;13,5381363586698;;;;;;;;;;;
2016-09-18 15:00:00;453,237060546875;547,333333333;17,1917672569152;"September";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15
2016-09-18 16:00:00;403,258850097656;451,333333333;10,6516580285183;;;;;;;;;;;
2016-09-18 17:00:00;361,034461975098;378,166666667;4,530331782782;;;;;;;;;;;
2016-09-18 18:00:00;444,496276855469;400,166666667;11,0777868026069;"September";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18
2016-09-18 19:00:00;472,604112625122;445,166666667;6,16340979964841;;;;;;;;;;;
2016-09-18 20:00:00;485,988399505615;453,833333333;7,08521472772065;;;;;;;;;;;
2016-09-18 21:00:00;470,593353271484;450,5;4,46023380055147;"September";14,2;1023,5;86;11,9;35;0;3,6;0;0;21
2016-09-18 22:00:00;610,385299682617;580,166666667;5,20861241291581;;;;;;;;;;;
2016-09-18 23:00:00;575,925468444824;527;9,2837701033822;;;;;;;;;;;
2016-09-19 00:00:00;517,447448730469;453,833333333;14,0170654566689;"September";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0
2016-09-19 01:00:00;439,745391845703;406,166666667;8,26722819335467;;;;;;;;;;;
2016-09-19 02:00:00;368,162414550781;370,166666667;0,541445866605212;;;;;;;;;;;
2016-09-19 03:00:00;394,009368896484;391,166666667;0,726724046735902;"September";13,6;1023;96;13;22;3,6;3,6;160;0;3
2016-09-19 04:00:00;384,834288597107;402,333333333;4,34938974380469;;;;;;;;;;;
2016-09-19 05:00:00;301,643707275391;317,5;4,99410794475886;;;;;;;;;;;
2016-09-19 06:00:00;323,410095214844;304,166666667;6,3266066458595;"September";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6
2016-09-19 07:00:00;378,753051757812;350,333333333;8,11219365123869;;;;;;;;;;;
2016-09-19 08:00:00;449,774604797363;407,5;10,3741361465922;;;;;;;;;;;
2016-09-19 09:00:00;523,6435546875;476,166666667;9,97064501654885;"September";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9
2016-09-19 10:00:00;564,039836883545;529,166666667;6,59020539524844;;;;;;;;;;;
2016-09-19 11:00:00;559,185306549072;561,5;0,412233918241805;;;;;;;;;;;
2016-09-19 12:00:00;573,343933105469;581,833333333;1,45907766729352;"September";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12
2016-09-19 13:00:00;530,332836151123;579,166666667;8,4317405207221;;;;;;;;;;;
2016-09-19 14:00:00;503,699020385742;567,166666667;11,1902990798508;;;;;;;;;;;
2016-09-19 15:00:00;560,432434082031;564,5;0,720560835778344;"September";17;1022;86;14,6;40;14,4;21,6;340;0;15
2016-09-19 16:00:00;508,645900726318;485,833333333;4,69555418044611;;;;;;;;;;;
2016-09-19 17:00:00;410,742340087891;393;4,51459035315283;;;;;;;;;;;
2016-09-19 18:00:00;557,314758300781;457,5;21,8174335083675;"September";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18
2016-09-19 19:00:00;588,772531509399;499,666666667;17,8330616762522;;;;;;;;;;;
2016-09-19 20:00:00;606,489555358887;473,666666667;28,0414261840521;;;;;;;;;;;
2016-09-19 21:00:00;503,013519287109;470;7,02415303981051;"September";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21
2016-09-19 22:00:00;623,418617248535;583,166666667;6,90230647296579;;;;;;;;;;;
2016-09-19 23:00:00;630,383232116699;527,833333333;19,4284620367093;;;;;;;;;;;
2016-09-20 00:00:00;542,924255371094;440,166666667;23,3451545711509;"September";14,2;1021;97;13,7;4,8;0;7,2;0;0;0
2016-09-20 01:00:00;449,20622253418;404,333333333;11,0979940316282;;;;;;;;;;;
2016-09-20 02:00:00;400,328918457031;379,666666667;5,4422085487304;;;;;;;;;;;
2016-09-20 03:00:00;393,388671875;399,833333333;1,61183696323602;"September";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3
2016-09-20 04:00:00;391,524750471115;412,166666667;5,00814788415727;;;;;;;;;;;
2016-09-20 05:00:00;304,282615661621;330;7,79314676920573;;;;;;;;;;;
2016-09-20 06:00:00;328,848846435547;313,833333333;4,78455011234079;"September";13,5;1020;99;13,3;7;7,2;10,8;40;0;6
2016-09-20 07:00:00;373,725700378418;372,833333333;0,239347441775266;;;;;;;;;;;
2016-09-20 08:00:00;454,481636047363;469,833333333;3,26747725129073;;;;;;;;;;;
2016-09-20 09:00:00;547,77490234375;491,666666667;11,411844544416;"September";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9
2016-09-20 10:00:00;557,472242355347;533,5;4,49339125685973;;;;;;;;;;;
2016-09-20 11:00:00;569,382484436035;541,833333333;5,08443268589088;;;;;;;;;;;
2016-09-20 12:00:00;567,645141601562;589,833333333;3,76177311072903;"September";17;1019,9;86;14,6;50;7,2;14,4;10;0;12
2016-09-20 13:00:00;536,029354095459;614,166666667;12,722493227381;;;;;;;;;;;
2016-09-20 14:00:00;484,709808349609;608,666666667;20,3653107859785;;;;;;;;;;;
2016-09-20 15:00:00;515,466125488281;568;9,24892156896457;"September";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15
2016-09-20 16:00:00;454,862117767334;482,5;5,72805849381679;;;;;;;;;;;
2016-09-20 17:00:00;422,611701965332;412,333333333;2,49273289385781;;;;;;;;;;;
2016-09-20 18:00:00;552,328186035156;445,333333333;24,0257902774483;"September";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18
2016-09-20 19:00:00;592,014385223389;494,5;19,7197947873385;;;;;;;;;;;
2016-09-20 20:00:00;600,893825531006;507,666666667;18,363852698085;;;;;;;;;;;
2016-09-20 21:00:00;513,493225097656;500,666666667;2,5618958250295;"September";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21
2016-09-20 22:00:00;663,81965637207;601;10,4525218589135;;;;;;;;;;;
2016-09-20 23:00:00;615,187271118164;536,333333333;14,7024122657327;;;;;;;;;;;
