"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"visi";"p_ros";"vt_moy";"vt_raf";"rr_3h";"Hour";"vt_north";"vt_east";"vt_south";"vt_west"
2016-09-14 14:00:00;562,996559143066;573;1,74580119667253;;;;;;;;;;;;;;;
2016-09-14 15:00:00;571,39453125;539;6,01011711502783;"September";"Wednesday";20,4;1007,9;62;28;12,9;25,2;46,8;0;15;0;0;0;0
2016-09-14 16:00:00;537,932010650635;438,833333333;22,5823039842864;;;;;;;;;;;;;;;
2016-09-14 17:00:00;474,19401550293;380,5;24,6239199744887;;;;;;;;;;;;;;;
2016-09-14 18:00:00;491,512573242188;426;15,3785383197623;"September";"Wednesday";18,6;1009,3;63;45;11,4;25,2;43,2;0;18;0;0;0;0
2016-09-14 19:00:00;524,742637634277;480,5;9,2076248978725;;;;;;;;;;;;;;;
2016-09-14 20:00:00;535,167869567871;471,833333333;13,4230737339984;;;;;;;;;;;;;;;
2016-09-14 21:00:00;490,342590332031;477,166666667;2,76128333881007;"September";"Wednesday";13,8;1010,5;89;60;12;3,6;10,8;0;21;0;0;0;0
2016-09-14 22:00:00;641,47590637207;607,166666667;5,65071200192998;;;;;;;;;;;;;;;
2016-09-14 23:00:00;622,299758911133;539,833333333;15,2762751920069;;;;;;;;;;;;;;;
2016-09-15 00:00:00;552,636047363281;445,333333333;24,094920815201;"September";"Thursday";13,4;1010,4;89;60;11,6;10,8;14,4;0;0;0;0;0;0
2016-09-15 01:00:00;489,517959594727;393,166666667;24,5064755220801;;;;;;;;;;;;;;;
2016-09-15 02:00:00;413,70344543457;358,5;15,3984506093641;;;;;;;;;;;;;;;
2016-09-15 03:00:00;396,040740966797;383,833333333;3,18039278344963;"September";"Thursday";12,7;1009,8;94;60;11,8;7,2;7,2;0;3;0;0;0;0
2016-09-15 04:00:00;366,87721824646;396,833333333;7,54879002601391;;;;;;;;;;;;;;;
2016-09-15 05:00:00;309,693092346191;316;1,99585685247107;;;;;;;;;;;;;;;
2016-09-15 06:00:00;335,161346435547;294;14,0004579712744;"September";"Thursday";13,8;1010,1;92;4,6;12,5;7,2;18;;6;0;0;0;0
2016-09-15 07:00:00;399,197402954102;357,5;11,6636092179305;;;;;;;;;;;;;;;
2016-09-15 08:00:00;492,677505493164;459,166666667;7,29818631422281;;;;;;;;;;;;;;;
2016-09-15 09:00:00;547,046508789062;503;8,75676119066849;"September";"Thursday";14;1010,8;98;2,9;13,7;7,2;14,4;9;9;0;0;0;0
2016-09-15 10:00:00;593,820163726807;525,5;13,0009826311716;;;;;;;;;;;;;;;
2016-09-15 11:00:00;585,701198577881;593,666666667;1,34174083477506;;;;;;;;;;;;;;;
2016-09-15 12:00:00;589,678161621094;615,5;4,19526212492384;"September";"Thursday";16,4;1011,4;95;2;15,6;10,8;14,4;0;12;0;0;0;0
2016-09-15 13:00:00;580,488883018494;625,333333333;7,17128736373086;;;;;;;;;;;;;;;
2016-09-15 14:00:00;552,093662261963;658;16,0951881060847;;;;;;;;;;;;;;;
2016-09-15 15:00:00;522,259155273438;613;14,8027479162418;"September";"Thursday";16,3;1011,8;91;19;14,8;10,8;18;1;15;0;0;0;0
2016-09-15 16:00:00;463,218944549561;522;11,2607385920382;;;;;;;;;;;;;;;
2016-09-15 17:00:00;433,606369018555;437;0,77657459529641;;;;;;;;;;;;;;;
2016-09-15 18:00:00;477,502319335938;485,5;1,6473080667482;"September";"Thursday";16,1;1012,8;94;18;15,1;7,2;10,8;;18;0;0;0;0
2016-09-15 19:00:00;517,747459411621;557;7,04713475554379;;;;;;;;;;;;;;;
2016-09-15 20:00:00;534,735679626465;533,166666667;0,294281892991042;;;;;;;;;;;;;;;
2016-09-15 21:00:00;528,379028320312;497,666666667;6,17127159811626;"September";"Thursday";16,2;1014;96;10;15,6;14,4;25,2;0;21;0;0;0;0
2016-09-15 22:00:00;660,970031738281;616,5;7,21330604027271;;;;;;;;;;;;;;;
2016-09-15 23:00:00;637,765266418457;541,833333333;17,7050630117839;;;;;;;;;;;;;;;
2016-09-16 00:00:00;504,775390625;442,5;14,0735346045198;"September";"Friday";15,9;1014,7;95;16;15,1;18;28,8;0;0;0;0;0;0
2016-09-16 01:00:00;427,129554748535;412,5;3,54655872691761;;;;;;;;;;;;;;;
2016-09-16 02:00:00;395,199111938477;371,166666667;6,47483931875751;;;;;;;;;;;;;;;
2016-09-16 03:00:00;391,533721923828;412;4,96754322237181;"September";"Friday";15,2;1015,4;92;40;13,9;21,6;32,4;0;3;0;0;0;0
2016-09-16 04:00:00;373,220232009888;407,166666667;8,33723323546898;;;;;;;;;;;;;;;
2016-09-16 05:00:00;344,500926971436;341,833333333;0,780378441278839;;;;;;;;;;;;;;;
2016-09-16 06:00:00;324,718048095703;328;1,00059509277344;"September";"Friday";15,1;1016,8;92;15;13,8;18;36;;6;0;0;0;0
2016-09-16 07:00:00;394,058891296387;425,666666667;7,42547581141469;;;;;;;;;;;;;;;
2016-09-16 08:00:00;455,722732543945;461,833333333;1,32311817879302;;;;;;;;;;;;;;;
2016-09-16 09:00:00;534,365295410156;499,166666667;7,05147821231374;"September";"Friday";16,4;1019;76;13;12,2;28,8;39,6;;9;0;0;0;0
2016-09-16 10:00:00;558,49303817749;506;10,3741182168953;;;;;;;;;;;;;;;
2016-09-16 11:00:00;559,465402603149;536,666666667;4,24821166511838;;;;;;;;;;;;;;;
2016-09-16 12:00:00;573,408447265625;524,833333333;9,25534085728596;"September";"Friday";16,6;1020,4;68;16;10,7;25,2;46,8;0;12;0;0;0;0
2016-09-16 13:00:00;518,06042098999;564,5;8,22667475819482;;;;;;;;;;;;;;;
2016-09-16 14:00:00;494,775321960449;572,666666667;13,6015153736622;;;;;;;;;;;;;;;
2016-09-16 15:00:00;501,175598144531;520,833333333;3,77428515618842;"September";"Friday";16,7;1021,1;70;19;11,2;28,8;50,4;0;15;0;0;0;0
2016-09-16 16:00:00;476,106218338013;442,166666667;7,67573727952969;;;;;;;;;;;;;;;
2016-09-16 17:00:00;449,636829376221;386,666666667;16,285386907543;;;;;;;;;;;;;;;
2016-09-16 18:00:00;460,667175292969;447,833333333;2,86576299813435;"September";"Friday";14,5;1022,6;80;55;11,1;18;39,6;0;18;0;0;0;0
2016-09-16 19:00:00;514,007629394531;488,166666667;5,29347136787578;;;;;;;;;;;;;;;
2016-09-16 20:00:00;503,303386688232;493,5;1,98650186185054;;;;;;;;;;;;;;;
2016-09-16 21:00:00;554,225524902344;511,333333333;8,38830343599186;"September";"Friday";13,3;1024,3;87;45;11,2;14,4;21,6;0;21;0;0;0;0
2016-09-16 22:00:00;679,2236328125;616,5;10,1741496857259;;;;;;;;;;;;;;;
2016-09-16 23:00:00;696,447814941406;560,5;24,2547395078334;;;;;;;;;;;;;;;
2016-09-17 00:00:00;557,419921875;461,333333333;20,8280177475584;"September";"Saturday";12,2;1024,3;94;19;11,3;7,2;14,4;;0;0;0;0;0
2016-09-17 01:00:00;474,791976928711;397,666666667;19,3944619266504;;;;;;;;;;;;;;;
2016-09-17 02:00:00;388,296157836914;363,333333333;6,87050215704688;;;;;;;;;;;;;;;
2016-09-17 03:00:00;396,654846191406;398,666666667;0,504637243041492;"September";"Saturday";12,6;1024,5;95;19;11,8;10,8;18;0;3;0;0;0;0
2016-09-17 04:00:00;380,237344741821;398,666666667;4,62273961333528;;;;;;;;;;;;;;;
2016-09-17 05:00:00;319,318901062012;332,166666667;3,86786721675125;;;;;;;;;;;;;;;
2016-09-17 06:00:00;332,195922851562;316;5,1252920416337;"September";"Saturday";12,3;1024,7;96;18;11,7;3,6;18;0;6;0;0;0;0
2016-09-17 07:00:00;380,560878753662;369,166666667;3,08646828532329;;;;;;;;;;;;;;;
2016-09-17 08:00:00;468,013671875;452,166666667;3,50468231654736;;;;;;;;;;;;;;;
2016-09-17 09:00:00;504,197937011719;515,166666667;2,12916136951293;"September";"Saturday";15,9;1025,3;79;35;12,3;18;28,8;0;9;0;0;0;0
2016-09-17 10:00:00;525,487819671631;510,833333333;2,86874120821673;;;;;;;;;;;;;;;
2016-09-17 11:00:00;546,11612701416;534,833333333;2,10959059167974;;;;;;;;;;;;;;;
2016-09-17 12:00:00;555,60986328125;524,5;5,93133713655863;"September";"Saturday";17,3;1025;67;25;11,1;18;28,8;0;12;0;0;0;0
2016-09-17 13:00:00;522,736129760742;567,333333333;7,86084669311705;;;;;;;;;;;;;;;
2016-09-17 14:00:00;467,618286132812;606,166666667;22,8564829036202;;;;;;;;;;;;;;;
2016-09-17 15:00:00;474,532073974609;556,666666667;14,7547172501212;"September";"Saturday";16,2;1024,1;71;40;10,9;18;32,4;0;15;0;0;0;0
2016-09-17 16:00:00;445,458484649658;449;0,78875620274873;;;;;;;;;;;;;;;
2016-09-17 17:00:00;491,697540283203;401,666666667;22,4143253816087;;;;;;;;;;;;;;;
2016-09-17 18:00:00;482,824310302734;454;6,348967027034;"September";"Saturday";14,5;1024,2;82;55;11,5;7,2;21,6;0;18;0;0;0;0
2016-09-17 19:00:00;513,733959197998;489,666666667;4,91503591510857;;;;;;;;;;;;;;;
2016-09-17 20:00:00;517,345405578613;499,833333333;3,50358230989496;;;;;;;;;;;;;;;
2016-09-17 21:00:00;564,808959960938;517,666666667;9,10668898143732;"September";"Saturday";12;1024,4;94;17;11,1;7,2;10,8;0;21;0;0;0;0
2016-09-17 22:00:00;717,660614013672;628,666666667;14,1559831410326;;;;;;;;;;;;;;;
2016-09-17 23:00:00;655,516700744629;571,333333333;14,7345450545527;;;;;;;;;;;;;;;
2016-09-18 00:00:00;553,706237792969;473,666666667;16,8978686402349;"September";"Sunday";9,8;1024,2;97;6;9,3;7,2;7,2;0;0;0;0;0;0
2016-09-18 01:00:00;468,525604248047;430,833333333;8,74868957409889;;;;;;;;;;;;;;;
2016-09-18 02:00:00;375,263977050781;390,166666667;3,81957017074909;;;;;;;;;;;;;;;
2016-09-18 03:00:00;377,860382080078;418,5;9,71078086497536;"September";"Sunday";10,1;1023,7;98;0,6;9,8;3,6;10,8;0;3;0;0;0;0
2016-09-18 04:00:00;366,24579334259;412,666666667;11,2489999978285;;;;;;;;;;;;;;;
2016-09-18 05:00:00;290,590972900391;348;16,4968468677038;;;;;;;;;;;;;;;
2016-09-18 06:00:00;359,720855712891;311,5;15,4802105017305;"September";"Sunday";10,4;1023,4;99;0,3;10,2;3,6;10,8;0;6;0;0;0;0
2016-09-18 07:00:00;388,420808792114;359,833333333;7,94464348100253;;;;;;;;;;;;;;;
2016-09-18 08:00:00;441,187843322754;434,333333333;1,57816807131831;;;;;;;;;;;;;;;
2016-09-18 09:00:00;515,411499023438;515;0,0799027229975728;"September";"Sunday";15,2;1023,5;79;18;11,6;7,2;18;0;9;0;0;0;0
2016-09-18 10:00:00;565,082195281982;553;2,18484543977982;;;;;;;;;;;;;;;
2016-09-18 11:00:00;553,955574035645;582,333333333;4,87311264408216;;;;;;;;;;;;;;;
2016-09-18 12:00:00;569,428894042969;581,333333333;2,04778198796527;"September";"Sunday";18;1023,2;63;35;10,8;10,8;25,2;0;12;0;0;0;0
2016-09-18 13:00:00;498,609268188477;582;14,3283044349697;;;;;;;;;;;;;;;
2016-09-18 14:00:00;448,603134155273;572,166666667;21,5957237130768;;;;;;;;;;;;;;;
2016-09-18 15:00:00;441,064849853516;547,333333333;19,4156790766533;"September";"Sunday";17,7;1023,2;62;50;10,3;10,8;25,2;0;15;0;0;0;0
2016-09-18 16:00:00;391,997123718262;451,333333333;13,1468706679724;;;;;;;;;;;;;;;
2016-09-18 17:00:00;364,614234924316;378,166666667;3,583719279684;;;;;;;;;;;;;;;
2016-09-18 18:00:00;450,527954101562;400,166666667;12,5850780760984;"September";"Sunday";15,7;1023,5;75;55;11,3;3,6;14,4;0;18;0;0;0;0
2016-09-18 19:00:00;488,358299255371;445,166666667;9,70235101198175;;;;;;;;;;;;;;;
2016-09-18 20:00:00;491,244277954102;453,833333333;8,24332235500457;;;;;;;;;;;;;;;
2016-09-18 21:00:00;488,964660644531;450,5;8,53821545938541;"September";"Sunday";14,2;1023,5;86;35;11,9;0;3,6;0;21;0;0;0;0
2016-09-18 22:00:00;641,251663208008;580,166666667;10,5288704178637;;;;;;;;;;;;;;;
2016-09-18 23:00:00;604,686553955078;527;14,7412815854038;;;;;;;;;;;;;;;
2016-09-19 00:00:00;529,434387207031;453,833333333;16,6583299024796;"September";"Monday";13,3;1023,3;93;14;12,2;3,6;7,2;0;0;0;0;0;0
2016-09-19 01:00:00;444,741584777832;406,166666667;9,49731262473542;;;;;;;;;;;;;;;
2016-09-19 02:00:00;378,08544921875;370,166666667;2,13924787530199;;;;;;;;;;;;;;;
2016-09-19 03:00:00;386,610931396484;391,166666667;1,16465324342013;"September";"Monday";13,6;1023;96;22;13;3,6;3,6;0;3;0;0;0;0
2016-09-19 04:00:00;367,465692520142;402,333333333;8,66635645722136;;;;;;;;;;;;;;;
2016-09-19 05:00:00;293,190132141113;317,5;7,65665129413755;;;;;;;;;;;;;;;
2016-09-19 06:00:00;319,128875732422;304,166666667;4,91908243246207;"September";"Monday";14,4;1022,9;95;16;13,6;7,2;10,8;0;6;0;0;0;0
2016-09-19 07:00:00;384,896987915039;350,333333333;9,86593375320798;;;;;;;;;;;;;;;
2016-09-19 08:00:00;453,603515625;407,5;11,3137461656442;;;;;;;;;;;;;;;
2016-09-19 09:00:00;493,003662109375;476,166666667;3,53594584018828;"September";"Monday";15,7;1023,1;93;19;14,6;10,8;14,4;;9;0;0;0;0
2016-09-19 10:00:00;512,752723693848;529,166666667;3,10184749098746;;;;;;;;;;;;;;;
2016-09-19 11:00:00;510,96103477478;561,5;9,00070618436683;;;;;;;;;;;;;;;
2016-09-19 12:00:00;554,847778320312;581,833333333;4,6380214859988;"September";"Monday";16,2;1022,8;92;6;14,9;7,2;14,4;0;12;0;0;0;0
2016-09-19 13:00:00;525,385776519775;579,166666667;9,28590909016293;;;;;;;;;;;;;;;
2016-09-19 14:00:00;480,894454956055;567,166666667;15,211086402156;;;;;;;;;;;;;;;
2016-09-19 15:00:00;499,367248535156;564,5;11,5381313489537;"September";"Monday";17;1022;86;40;14,6;14,4;21,6;0;15;0;0;0;0
2016-09-19 16:00:00;442,958908081055;485,833333333;8,82492458016632;;;;;;;;;;;;;;;
2016-09-19 17:00:00;354,818908691406;393;9,71529040931139;;;;;;;;;;;;;;;
2016-09-19 18:00:00;521,547119140625;457,5;13,9993703039617;"September";"Monday";15,2;1021,9;91;18;13,7;14,4;21,6;0;18;0;0;0;0
2016-09-19 19:00:00;574,682239532471;499,666666667;15,0131233219654;;;;;;;;;;;;;;;
2016-09-19 20:00:00;580,656429290771;473,666666667;22,5875642414559;;;;;;;;;;;;;;;
2016-09-19 21:00:00;513,62451171875;470;9,28181100398936;"September";"Monday";14,3;1021,8;96;7;13,7;10,8;21,6;0;21;0;0;0;0
2016-09-19 22:00:00;636,622909545898;583,166666667;9,1665463639099;;;;;;;;;;;;;;;
2016-09-19 23:00:00;634,400863647461;527,833333333;20,1896173630303;;;;;;;;;;;;;;;
2016-09-20 00:00:00;521,176940917969;440,166666667;18,404454581804;"September";"Tuesday";14,2;1021;97;4,8;13,7;0;7,2;0;0;0;0;0;0
2016-09-20 01:00:00;441,454742431641;404,333333333;9,18089260478267;;;;;;;;;;;;;;;
2016-09-20 02:00:00;406,767417907715;379,666666667;7,13803807919869;;;;;;;;;;;;;;;
2016-09-20 03:00:00;399,6650390625;399,833333333;0,0420911055856919;"September";"Tuesday";13,3;1020,1;98;0,3;13;3,6;3,6;0;3;0;0;0;0
2016-09-20 04:00:00;400,580037772655;412,166666667;2,81115136943028;;;;;;;;;;;;;;;
2016-09-20 05:00:00;315,957618713379;330;4,25526705655185;;;;;;;;;;;;;;;
2016-09-20 06:00:00;332,26708984375;313,833333333;5,87374078941145;"September";"Tuesday";13,5;1020;99;7;13,3;7,2;10,8;0;6;0;0;0;0
2016-09-20 07:00:00;384,588264465332;372,833333333;3,1528648544504;;;;;;;;;;;;;;;
2016-09-20 08:00:00;468,084503173828;469,833333333;0,37222351738342;;;;;;;;;;;;;;;
2016-09-20 09:00:00;565,668579101562;491,666666667;15,0512364273584;"September";"Tuesday";14,5;1020,5;97;4,9;14;7,2;14,4;0;9;0;0;0;0
2016-09-20 10:00:00;572,15403175354;533,5;7,24536677667105;;;;;;;;;;;;;;;
2016-09-20 11:00:00;568,572797298431;541,833333333;4,93499796347852;;;;;;;;;;;;;;;
2016-09-20 12:00:00;572,132385253906;589,833333333;3,00100843386897;"September";"Tuesday";17;1019,9;86;50;14,6;7,2;14,4;0;12;0;0;0;0
2016-09-20 13:00:00;555,926136016846;614,166666667;9,48285437993856;;;;;;;;;;;;;;;
2016-09-20 14:00:00;519,844390869141;608,666666667;14,5929259251606;;;;;;;;;;;;;;;
2016-09-20 15:00:00;510,333923339844;568;10,1524782852388;"September";"Tuesday";18,1;1018,5;81;19;14,8;14,4;25,2;0;15;0;0;0;0
2016-09-20 16:00:00;448,149425506592;482,5;7,1192900504473;;;;;;;;;;;;;;;
2016-09-20 17:00:00;412,612236022949;412,333333333;0,0676401026554874;;;;;;;;;;;;;;;
2016-09-20 18:00:00;500,493865966797;445,333333333;12,386347148317;"September";"Tuesday";15,6;1018,6;91;12;14,1;14,4;21,6;0;18;0;0;0;0
2016-09-20 19:00:00;545,209735870361;494,5;10,2547494176666;;;;;;;;;;;;;;;
2016-09-20 20:00:00;559,209461212158;507,666666667;10,1528813943121;;;;;;;;;;;;;;;
2016-09-20 21:00:00;510,327453613281;500,666666667;1,92958460977526;"September";"Tuesday";14,3;1018,9;98;1,6;14;7,2;10,8;;21;0;0;0;0
2016-09-20 22:00:00;667,710845947266;601;11,0999743672655;;;;;;;;;;;;;;;
2016-09-20 23:00:00;618,201469421387;536,333333333;15,2644131923749;;;;;;;;;;;;;;;
