"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend";"f_evening"
2016-09-14 10:00:00;558,372055053711;504;10,7881061614506;;;;;;;;;;;;;;
2016-09-14 11:00:00;536,860024452209;492,333333333;9,04401309124705;;;;;;;;;;;;;;
2016-09-14 12:00:00;589,755065917969;519,5;13,5235930544694;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12;0;0
2016-09-14 13:00:00;596,160221099854;543,333333333;9,72274007979495;;;;;;;;;;;;;;
2016-09-14 14:00:00;599,999635696411;573;4,71197830652899;;;;;;;;;;;;;;
2016-09-14 15:00:00;511,497375488281;539;5,10252773872333;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15;0;0
2016-09-14 16:00:00;421,107551574707;438,833333333;4,03929702050279;;;;;;;;;;;;;;
2016-09-14 17:00:00;378,61116027832;380,5;0,496409913713453;;;;;;;;;;;;;;
2016-09-14 18:00:00;493,641174316406;426;15,8782099334287;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;0;1
2016-09-14 19:00:00;531,714973449707;480,5;10,6586833402096;;;;;;;;;;;;;;
2016-09-14 20:00:00;535,355304718018;471,833333333;13,4627985980351;;;;;;;;;;;;;;
2016-09-14 21:00:00;529,801391601562;477,166666667;11,030679343596;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;0;1
2016-09-14 22:00:00;657,426940917969;607,166666667;8,27783819669633;;;;;;;;;;;;;;
2016-09-14 23:00:00;668,83235168457;539,833333333;23,8960824362427;;;;;;;;;;;;;;
2016-09-15 00:00:00;534,992309570312;445,333333333;20,1330036461182;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0;1
2016-09-15 01:00:00;476,949645996094;393,166666667;21,3097870273055;;;;;;;;;;;;;;
2016-09-15 02:00:00;406,084487915039;358,5;13,2732183863428;;;;;;;;;;;;;;
2016-09-15 03:00:00;406,208190917969;383,833333333;5,82931591445633;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0;0
2016-09-15 04:00:00;388,822731018066;396,833333333;2,01863141073674;;;;;;;;;;;;;;
2016-09-15 05:00:00;301,548385620117;316;4,57329568983633;;;;;;;;;;;;;;
2016-09-15 06:00:00;358,647369384766;294;21,9889011512808;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0;0
2016-09-15 07:00:00;414,142780303955;357,5;15,8441343507567;;;;;;;;;;;;;;
2016-09-15 08:00:00;490,546020507812;459,166666667;6,83397905788524;;;;;;;;;;;;;;
2016-09-15 09:00:00;595,989929199219;503;18,4870634590892;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0;0
2016-09-15 10:00:00;612,521348953247;525,5;16,5597238731203;;;;;;;;;;;;;;
2016-09-15 11:00:00;646,327083587646;593,666666667;8,8703678136918;;;;;;;;;;;;;;
2016-09-15 12:00:00;615,197265625;615,5;0,0491851137286759;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0;0
2016-09-15 13:00:00;582,215545654297;625,333333333;6,89516860534;;;;;;;;;;;;;;
2016-09-15 14:00:00;558,443809509277;658;15,1301201353682;;;;;;;;;;;;;;
2016-09-15 15:00:00;547,564453125;613;10,6746405995106;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0;0
2016-09-15 16:00:00;494,5163230896;522;5,26507220505755;;;;;;;;;;;;;;
2016-09-15 17:00:00;421,785667419434;437;3,48154063628522;;;;;;;;;;;;;;
2016-09-15 18:00:00;505,910583496094;485,5;4,20403367581746;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;0;1
2016-09-15 19:00:00;525,518434524536;557;5,65198662037053;;;;;;;;;;;;;;
2016-09-15 20:00:00;538,642929077148;533,166666667;1,0271201769575;;;;;;;;;;;;;;
2016-09-15 21:00:00;519,137512207031;497,666666667;4,31430251976226;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;0;1
2016-09-15 22:00:00;650,725677490234;616,5;5,55161029849706;;;;;;;;;;;;;;
2016-09-15 23:00:00;563,030330657959;541,833333333;3,91208809442731;;;;;;;;;;;;;;
2016-09-16 00:00:00;493,747711181641;442,5;11,5814036568679;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0;1
2016-09-16 01:00:00;423,120826721191;412,5;2,57474587180398;;;;;;;;;;;;;;
2016-09-16 02:00:00;373,933227539062;371,166666667;0,745368892337674;;;;;;;;;;;;;;
2016-09-16 03:00:00;385,030578613281;412;6,54597606473756;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0;0
2016-09-16 04:00:00;371,735866546631;407,166666667;8,701792907165;;;;;;;;;;;;;;
2016-09-16 05:00:00;359,138496398926;341,833333333;5,06245628452735;;;;;;;;;;;;;;
2016-09-16 06:00:00;335,874633789062;328;2,40080298447027;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0;0
2016-09-16 07:00:00;400,966857910156;425,666666667;5,80261756229235;;;;;;;;;;;;;;
2016-09-16 08:00:00;479,799621582031;461,833333333;3,89021037510882;;;;;;;;;;;;;;
2016-09-16 09:00:00;532,505554199219;499,166666667;6,67890902147509;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0;0
2016-09-16 10:00:00;538,471103668213;506;6,41721416367844;;;;;;;;;;;;;;
2016-09-16 11:00:00;557,644351959229;536,666666667;3,90888545817681;;;;;;;;;;;;;;
2016-09-16 12:00:00;577,531433105469;524,833333333;10,0409208839318;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0;0
2016-09-16 13:00:00;540,912864685059;564,5;4,17841192470175;;;;;;;;;;;;;;
2016-09-16 14:00:00;506,708557128906;572,666666667;11,5177141218956;;;;;;;;;;;;;;
2016-09-16 15:00:00;501,420623779297;520,833333333;3,72724023431339;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0;0
2016-09-16 16:00:00;469,791292190552;442,166666667;6,24755948515588;;;;;;;;;;;;;;
2016-09-16 17:00:00;478,26859664917;386,666666667;23,6901543057132;;;;;;;;;;;;;;
2016-09-16 18:00:00;473,506500244141;447,833333333;5,73275033371636;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;0;1
2016-09-16 19:00:00;516,346500396729;488,166666667;5,77258458102614;;;;;;;;;;;;;;
2016-09-16 20:00:00;524,86674118042;493,5;6,35597592308408;;;;;;;;;;;;;;
2016-09-16 21:00:00;531,381591796875;511,333333333;3,92078066438489;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;0;1
2016-09-16 22:00:00;666,027206420898;616,5;8,03361012504435;;;;;;;;;;;;;;
2016-09-16 23:00:00;653,54328918457;560,5;16,6000515940357;;;;;;;;;;;;;;
2016-09-17 00:00:00;579,86474609375;461,333333333;25,6932253094297;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;1;1
2016-09-17 01:00:00;509,50463104248;397,666666667;28,1235451069707;;;;;;;;;;;;;;
2016-09-17 02:00:00;425,052429199219;363,333333333;16,9869071191584;;;;;;;;;;;;;;
2016-09-17 03:00:00;386,236267089844;398,666666667;3,1179932049697;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;1;0
2016-09-17 04:00:00;373,959043502808;398,666666667;6,19756433883907;;;;;;;;;;;;;;
2016-09-17 05:00:00;328,642440795898;332,166666667;1,06098119551371;;;;;;;;;;;;;;
2016-09-17 06:00:00;340,086059570312;316;7,62217075009889;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;1;0
2016-09-17 07:00:00;383,901733398438;369,166666667;3,99144019812845;;;;;;;;;;;;;;
2016-09-17 08:00:00;478,924407958984;452,166666667;5,91767223559852;;;;;;;;;;;;;;
2016-09-17 09:00:00;525,92333984375;515,166666667;2,08799867552438;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;1;0
2016-09-17 10:00:00;540,448643684387;510,833333333;5,79745063975332;;;;;;;;;;;;;;
2016-09-17 11:00:00;551,940595626831;534,833333333;3,19861557379402;;;;;;;;;;;;;;
2016-09-17 12:00:00;569,479858398438;524,5;8,57575946586034;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;1;0
2016-09-17 13:00:00;526,757442474365;567,333333333;7,15203716662608;;;;;;;;;;;;;;
2016-09-17 14:00:00;492,056739807129;606,166666667;18,8248435842411;;;;;;;;;;;;;;
2016-09-17 15:00:00;517,526550292969;556,666666667;7,03115863006128;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;1;0
2016-09-17 16:00:00;487,505252838135;449;8,57578014212356;;;;;;;;;;;;;;
2016-09-17 17:00:00;488,262331008911;401,666666667;21,5590865581343;;;;;;;;;;;;;;
2016-09-17 18:00:00;460,039978027344;454;1,3303916359788;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1;1
2016-09-17 19:00:00;490,114889144897;489,666666667;0,0915362446352227;;;;;;;;;;;;;;
2016-09-17 20:00:00;489,278568267822;499,833333333;2,11165689866984;;;;;;;;;;;;;;
2016-09-17 21:00:00;556,284851074219;517,666666667;7,46004850106773;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1;1
2016-09-17 22:00:00;706,718719482422;628,666666667;12,4154909038251;;;;;;;;;;;;;;
2016-09-17 23:00:00;688,595916748047;571,333333333;20,5243728264496;;;;;;;;;;;;;;
2016-09-18 00:00:00;572,184387207031;473,666666667;20,7989557790208;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;1;1
2016-09-18 01:00:00;486,343734741211;430,833333333;12,8844258587823;;;;;;;;;;;;;;
2016-09-18 02:00:00;396,689895629883;390,166666667;1,67190832025901;;;;;;;;;;;;;;
2016-09-18 03:00:00;399,682434082031;418,5;4,49643152161738;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;1;0
2016-09-18 04:00:00;393,874290466309;412,666666667;4,55388760921072;;;;;;;;;;;;;;
2016-09-18 05:00:00;314,595657348633;348;9,59894903774919;;;;;;;;;;;;;;
2016-09-18 06:00:00;337,106842041016;311,5;8,22049503724418;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;1;0
2016-09-18 07:00:00;361,821582794189;359,833333333;0,552547325944783;;;;;;;;;;;;;;
2016-09-18 08:00:00;414,191436767578;434,333333333;4,63742821921043;;;;;;;;;;;;;;
2016-09-18 09:00:00;529,597961425781;515;2,83455561665655;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;1;0
2016-09-18 10:00:00;575,409091949463;553;4,05227702521933;;;;;;;;;;;;;;
2016-09-18 11:00:00;544,952526092529;582,333333333;6,41914262859052;;;;;;;;;;;;;;
2016-09-18 12:00:00;592,319030761719;581,333333333;1,88974153017059;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;1;0
2016-09-18 13:00:00;527,702331542969;582;9,32949629845898;;;;;;;;;;;;;;
2016-09-18 14:00:00;482,705505371094;572,166666667;15,6355073630971;;;;;;;;;;;;;;
2016-09-18 15:00:00;469,820922851562;547,333333333;14,1618289552043;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;1;0
2016-09-18 16:00:00;424,657619476318;451,333333333;5,91042404505938;;;;;;;;;;;;;;
2016-09-18 17:00:00;435,497947692871;378,166666667;15,1603211174492;;;;;;;;;;;;;;
2016-09-18 18:00:00;419,730621337891;400,166666667;4,88895160455001;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1;1
2016-09-18 19:00:00;451,420146942139;445,166666667;1,40475034259842;;;;;;;;;;;;;;
2016-09-18 20:00:00;483,81031036377;453,833333333;6,6052832238248;;;;;;;;;;;;;;
2016-09-18 21:00:00;528,752319335938;450,5;17,3701041811182;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1;1
2016-09-18 22:00:00;670,664138793945;580,166666667;15,5985300994358;;;;;;;;;;;;;;
2016-09-18 23:00:00;660,726165771484;527;25,3749840173595;;;;;;;;;;;;;;
2016-09-19 00:00:00;537,177734375;453,833333333;18,3645393408875;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0;1
2016-09-19 01:00:00;457,622665405273;406,166666667;12,6686907028883;;;;;;;;;;;;;;
2016-09-19 02:00:00;410,159606933594;370,166666667;10,8040360918211;;;;;;;;;;;;;;
2016-09-19 03:00:00;379,654968261719;391,166666667;2,94291395107067;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0;0
2016-09-19 04:00:00;359,008155822754;402,333333333;10,7684782544197;;;;;;;;;;;;;;
2016-09-19 05:00:00;279,018943786621;317,5;12,1200177050012;;;;;;;;;;;;;;
2016-09-19 06:00:00;316,904022216797;304,166666667;4,18762374239438;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0;0
2016-09-19 07:00:00;371,956748962402;350,333333333;6,17224042704746;;;;;;;;;;;;;;
2016-09-19 08:00:00;452,482223510742;407,5;11,0385824566238;;;;;;;;;;;;;;
2016-09-19 09:00:00;541,543273925781;476,166666667;13,7297740130351;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0;0
2016-09-19 10:00:00;578,743076324463;529,166666667;9,36877032896347;;;;;;;;;;;;;;
2016-09-19 11:00:00;578,772731781006;561,5;3,07617663063328;;;;;;;;;;;;;;
2016-09-19 12:00:00;557,773620605469;581,833333333;4,13515543870726;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0;0
2016-09-19 13:00:00;515,025852203369;579,166666667;11,0746730009083;;;;;;;;;;;;;;
2016-09-19 14:00:00;491,219314575195;567,166666667;13,3906586115357;;;;;;;;;;;;;;
2016-09-19 15:00:00;510,440887451172;564,5;9,57645926462854;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0;0
2016-09-19 16:00:00;442,489555358887;485,833333333;8,92153234459204;;;;;;;;;;;;;;
2016-09-19 17:00:00;354,935897827148;393;9,68552218138717;;;;;;;;;;;;;;
2016-09-19 18:00:00;451,429260253906;457,5;1,3269376494194;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;0;1
2016-09-19 19:00:00;497,06676864624;499,666666667;0,520326488477261;;;;;;;;;;;;;;
2016-09-19 20:00:00;490,546035766602;473,666666667;3,56355434896334;;;;;;;;;;;;;;
2016-09-19 21:00:00;512,887634277344;470;9,12502856964761;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;0;1
2016-09-19 22:00:00;654,806289672852;583,166666667;12,2845881118852;;;;;;;;;;;;;;
2016-09-19 23:00:00;640,781021118164;527,833333333;21,3983620685637;;;;;;;;;;;;;;
2016-09-20 00:00:00;465,651031494141;440,166666667;5,78970802585111;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0;1
2016-09-20 01:00:00;374,153823852539;404,333333333;7,46401718396186;;;;;;;;;;;;;;
2016-09-20 02:00:00;336,844375610352;379,666666667;11,2789177497658;;;;;;;;;;;;;;
2016-09-20 03:00:00;385,3125;399,833333333;3,63172155056576;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0;0
2016-09-20 04:00:00;384,784498691559;412,166666667;6,6434697878089;;;;;;;;;;;;;;
2016-09-20 05:00:00;293,870796203613;330;10,9482435746626;;;;;;;;;;;;;;
2016-09-20 06:00:00;332,447784423828;313,833333333;5,93131739485329;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0;0
2016-09-20 07:00:00;394,151454925537;372,833333333;5,71786900113264;;;;;;;;;;;;;;
2016-09-20 08:00:00;469,23014831543;469,833333333;0,128382763583695;;;;;;;;;;;;;;
2016-09-20 09:00:00;532,244750976562;491,666666667;8,25316969007491;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0;0
2016-09-20 10:00:00;542,463354110718;533,5;1,6801038633023;;;;;;;;;;;;;;
2016-09-20 11:00:00;562,569629669189;541,833333333;3,82706176614005;;;;;;;;;;;;;;
2016-09-20 12:00:00;548,090881347656;589,833333333;7,07699101193004;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0;0
2016-09-20 13:00:00;506,531055450439;614,166666667;17,5254726539759;;;;;;;;;;;;;;
2016-09-20 14:00:00;477,532615661621;608,666666667;21,5444771640702;;;;;;;;;;;;;;
2016-09-20 15:00:00;506,714782714844;568;10,7896509304853;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0;0
2016-09-20 16:00:00;424,808044433594;482,5;11,9568819826749;;;;;;;;;;;;;;
2016-09-20 17:00:00;345,544235229492;412,333333333;16,1978410922139;;;;;;;;;;;;;;
2016-09-20 18:00:00;456,710296630859;445,333333333;2,55470732736555;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;0;1
2016-09-20 19:00:00;519,667957305908;494,5;5,08957680604817;;;;;;;;;;;;;;
2016-09-20 20:00:00;489,39172744751;507,666666667;3,59979104782894;;;;;;;;;;;;;;
2016-09-20 21:00:00;501,403747558594;500,666666667;0,147219885138464;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;0;1
2016-09-20 22:00:00;635,162582397461;601;5,68428991638285;;;;;;;;;;;;;;
2016-09-20 23:00:00;548,722370147705;536,333333333;2,30995092878423;;;;;;;;;;;;;;
