"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend";"f_evening"
2016-09-16 00:00:00;494,535064697266;442,5;11,7593366547493;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0;0
2016-09-16 01:00:00;423,41234588623;412,5;2,64541718454072;;;;;;;;;;;;;;
2016-09-16 02:00:00;378,167404174805;371,166666667;1,88614391768255;;;;;;;;;;;;;;
2016-09-16 03:00:00;403,525787353516;412;2,05684772972922;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0;0
2016-09-16 04:00:00;390,238340377808;407,166666667;4,15759139316706;;;;;;;;;;;;;;
2016-09-16 05:00:00;364,166313171387;341,833333333;6,53329493078747;;;;;;;;;;;;;;
2016-09-16 06:00:00;333,598663330078;328;1,70690955185309;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0;0
2016-09-16 07:00:00;390,779186248779;425,666666667;8,19596251014723;;;;;;;;;;;;;;
2016-09-16 08:00:00;469,528076171875;461,833333333;1,66612980993444;;;;;;;;;;;;;;
2016-09-16 09:00:00;525,637084960938;499,166666667;5,30292186188711;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0;0
2016-09-16 10:00:00;541,508570671082;506;7,01750408519398;;;;;;;;;;;;;;
2016-09-16 11:00:00;568,762535095215;536,666666667;5,98059660152701;;;;;;;;;;;;;;
2016-09-16 12:00:00;549,123901367188;524,833333333;4,62824414751405;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0;0
2016-09-16 13:00:00;494,773921966553;564,5;12,3518295896275;;;;;;;;;;;;;;
2016-09-16 14:00:00;469,287063598633;572,666666667;18,0523171830571;;;;;;;;;;;;;;
2016-09-16 15:00:00;487,519836425781;520,833333333;6,3961914061901;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0;0
2016-09-16 16:00:00;473,254131317139;442,166666667;7,03071194499402;;;;;;;;;;;;;;
2016-09-16 17:00:00;404,195640563965;386,666666667;4,53335531817665;;;;;;;;;;;;;;
2016-09-16 18:00:00;477,962463378906;447,833333333;6,72775512748687;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;0;1
2016-09-16 19:00:00;530,503356933594;488,166666667;8,67258933422291;;;;;;;;;;;;;;
2016-09-16 20:00:00;521,00403213501;493,5;5,57325879128871;;;;;;;;;;;;;;
2016-09-16 21:00:00;533,674743652344;511,333333333;4,36924582516786;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;0;1
2016-09-16 22:00:00;661,347663879395;616,5;7,27456023996667;;;;;;;;;;;;;;
2016-09-16 23:00:00;634,250999450684;560,5;13,1580730509694;;;;;;;;;;;;;;
2016-09-17 00:00:00;576,9580078125;461,333333333;25,0631519825687;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;1;0
2016-09-17 01:00:00;495,140640258789;397,666666667;24,5114770138409;;;;;;;;;;;;;;
2016-09-17 02:00:00;399,417785644531;363,333333333;9,93150063621038;;;;;;;;;;;;;;
2016-09-17 03:00:00;391,599639892578;398,666666667;1,77266557886689;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;1;0
2016-09-17 04:00:00;374,547853469849;398,666666667;6,04986953105298;;;;;;;;;;;;;;
2016-09-17 05:00:00;320,344459533691;332,166666667;3,55911905668743;;;;;;;;;;;;;;
2016-09-17 06:00:00;321,242645263672;316;1,65906495685819;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;1;0
2016-09-17 07:00:00;359,737239837646;369,166666667;2,55424654519504;;;;;;;;;;;;;;
2016-09-17 08:00:00;454,191009521484;452,166666667;0,447698382856513;;;;;;;;;;;;;;
2016-09-17 09:00:00;520,693481445312;515,166666667;1,07282072694448;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;1;0
2016-09-17 10:00:00;548,686084747314;510,833333333;7,41000027686901;;;;;;;;;;;;;;
2016-09-17 11:00:00;596,476119995117;534,833333333;11,5256067302254;;;;;;;;;;;;;;
2016-09-17 12:00:00;570,932861328125;524,5;8,85278576322688;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;1;0
2016-09-17 13:00:00;532,87718963623;567,333333333;6,0733508278713;;;;;;;;;;;;;;
2016-09-17 14:00:00;488,489715576172;606,166666667;19,4132996025455;;;;;;;;;;;;;;
2016-09-17 15:00:00;475,652130126953;556,666666667;14,5535095580835;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;1;0
2016-09-17 16:00:00;446,743703842163;449;0,502515848070582;;;;;;;;;;;;;;
2016-09-17 17:00:00;445,365812301636;401,666666667;10,8794553447136;;;;;;;;;;;;;;
2016-09-17 18:00:00;476,904418945312;454;5,04502619940804;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1;1
2016-09-17 19:00:00;501,402202606201;489,666666667;2,39663770031174;;;;;;;;;;;;;;
2016-09-17 20:00:00;513,30786895752;499,833333333;2,69580572681464;;;;;;;;;;;;;;
2016-09-17 21:00:00;594,039794921875;517,666666667;14,7533409378286;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1;1
2016-09-17 22:00:00;745,713882446289;628,666666667;18,6183270062397;;;;;;;;;;;;;;
2016-09-17 23:00:00;702,590118408203;571,333333333;22,9737663492321;;;;;;;;;;;;;;
2016-09-18 00:00:00;556,884521484375;473,666666667;17,5688644934517;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;1;0
2016-09-18 01:00:00;476,764686584473;430,833333333;10,6610491106015;;;;;;;;;;;;;;
2016-09-18 02:00:00;391,707229614258;390,166666667;0,394847402116142;;;;;;;;;;;;;;
2016-09-18 03:00:00;397,901519775391;418,5;4,92197854829376;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;1;0
2016-09-18 04:00:00;393,918715238571;412,666666667;4,54312231706309;;;;;;;;;;;;;;
2016-09-18 05:00:00;316,69603729248;348;8,99539158262055;;;;;;;;;;;;;;
2016-09-18 06:00:00;376,486083984375;311,5;20,8623062550161;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;1;0
2016-09-18 07:00:00;400,525648117065;359,833333333;11,3086562623723;;;;;;;;;;;;;;
2016-09-18 08:00:00;449,005752563477;434,333333333;3,37814717509313;;;;;;;;;;;;;;
2016-09-18 09:00:00;518,548217773438;515;0,68897432493932;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;1;0
2016-09-18 10:00:00;568,384143829346;553;2,78194282628313;;;;;;;;;;;;;;
2016-09-18 11:00:00;572,489284515381;582,333333333;1,69044913868772;;;;;;;;;;;;;;
2016-09-18 12:00:00;579,307312011719;581,333333333;0,348512841963725;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;1;0
2016-09-18 13:00:00;543,251071929932;582;6,65789142097394;;;;;;;;;;;;;;
2016-09-18 14:00:00;503,299652099609;572,166666667;12,0361808157327;;;;;;;;;;;;;;
2016-09-18 15:00:00;468,005096435547;547,333333333;14,4935877401038;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;1;0
2016-09-18 16:00:00;418,412525177002;451,333333333;7,29412292969476;;;;;;;;;;;;;;
2016-09-18 17:00:00;360,233306884766;378,166666667;4,74218416453554;;;;;;;;;;;;;;
2016-09-18 18:00:00;441,650512695312;400,166666667;10,3666420728725;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1;1
2016-09-18 19:00:00;474,803379058838;445,166666667;6,65744194499791;;;;;;;;;;;;;;
2016-09-18 20:00:00;477,162940979004;453,833333333;5,14056723746333;;;;;;;;;;;;;;
2016-09-18 21:00:00;475,324523925781;450,5;5,51043816332547;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1;1
2016-09-18 22:00:00;618,023345947266;580,166666667;6,5251386291716;;;;;;;;;;;;;;
2016-09-18 23:00:00;594,258110046387;527;12,7624497241721;;;;;;;;;;;;;;
2016-09-19 00:00:00;517,929077148438;453,833333333;14,1231899703602;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0;0
2016-09-19 01:00:00;437,988273620605;406,166666667;7,83461804355667;;;;;;;;;;;;;;
2016-09-19 02:00:00;373,063201904297;370,166666667;0,782494886256889;;;;;;;;;;;;;;
2016-09-19 03:00:00;385,541625976562;391,166666667;1,438016367388;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0;0
2016-09-19 04:00:00;373,765387535095;402,333333333;7,10056647835835;;;;;;;;;;;;;;
2016-09-19 05:00:00;289,076721191406;317,5;8,95221379798228;;;;;;;;;;;;;;
2016-09-19 06:00:00;317,357543945312;304,166666667;4,33672677642675;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0;0
2016-09-19 07:00:00;378,956031799316;350,333333333;8,17013276869943;;;;;;;;;;;;;;
2016-09-19 08:00:00;449,275970458984;407,5;10,2517718917753;;;;;;;;;;;;;;
2016-09-19 09:00:00;509,845550537109;476,166666667;7,07291925868095;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0;0
2016-09-19 10:00:00;539,938957214355;529,166666667;2,03570844989267;;;;;;;;;;;;;;
2016-09-19 11:00:00;522,671635627747;561,5;6,91511386861147;;;;;;;;;;;;;;
2016-09-19 12:00:00;534,972412109375;581,833333333;8,05401109544289;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0;0
2016-09-19 13:00:00;501,590305328369;579,166666667;13,3944796555832;;;;;;;;;;;;;;
2016-09-19 14:00:00;452,44010925293;567,166666667;20,2280148246846;;;;;;;;;;;;;;
2016-09-19 15:00:00;546,973510742188;564,5;3,10478109084367;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0;0
2016-09-19 16:00:00;494,558128356934;485,833333333;1,79584117130832;;;;;;;;;;;;;;
2016-09-19 17:00:00;427,867736816406;393;8,8721976632077;;;;;;;;;;;;;;
2016-09-19 18:00:00;510,306365966797;457,5;11,5423750747097;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;0;1
2016-09-19 19:00:00;558,030330657959;499,666666667;11,6805198113916;;;;;;;;;;;;;;
2016-09-19 20:00:00;562,897121429443;473,666666667;18,8382381623604;;;;;;;;;;;;;;
2016-09-19 21:00:00;507,669921875;470;8,01487699468085;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;0;1
2016-09-19 22:00:00;630,729522705078;583,166666667;8,15596273873409;;;;;;;;;;;;;;
2016-09-19 23:00:00;625,503341674805;527,833333333;18,5039485333501;;;;;;;;;;;;;;
2016-09-20 00:00:00;521,686218261719;440,166666667;18,5201556065105;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0;0
2016-09-20 01:00:00;432,896827697754;404,333333333;7,06434320645774;;;;;;;;;;;;;;
2016-09-20 02:00:00;414,703742980957;379,666666667;9,22837830919919;;;;;;;;;;;;;;
2016-09-20 03:00:00;397,545135498047;399,833333333;0,572287912035436;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0;0
2016-09-20 04:00:00;394,515237092972;412,166666667;4,28259512511458;;;;;;;;;;;;;;
2016-09-20 05:00:00;310,740386962891;330;5,83624637488163;;;;;;;;;;;;;;
2016-09-20 06:00:00;332,58837890625;313,833333333;5,97611648643758;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0;0
2016-09-20 07:00:00;389,426216125488;372,833333333;4,45048264439065;;;;;;;;;;;;;;
2016-09-20 08:00:00;479,042358398438;469,833333333;1,96006209268054;;;;;;;;;;;;;;
2016-09-20 09:00:00;559,115966796875;491,666666667;13,7185017213212;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0;0
2016-09-20 10:00:00;565,52615070343;533,5;6,00302731085852;;;;;;;;;;;;;;
2016-09-20 11:00:00;559,786758840084;541,833333333;3,31345902930084;;;;;;;;;;;;;;
2016-09-20 12:00:00;547,830810546875;589,833333333;7,12108326411112;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0;0
2016-09-20 13:00:00;529,771890640259;614,166666667;13,7413475213073;;;;;;;;;;;;;;
2016-09-20 14:00:00;507,344352722168;608,666666667;16,6466014148045;;;;;;;;;;;;;;
2016-09-20 15:00:00;535,757385253906;568;5,67651668065031;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0;0
2016-09-20 16:00:00;470,08211517334;482,5;2,57365488635444;;;;;;;;;;;;;;
2016-09-20 17:00:00;445,773963928223;412,333333333;8,11009634484633;;;;;;;;;;;;;;
2016-09-20 18:00:00;535,43115234375;445,333333333;20,2315461850638;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;0;1
2016-09-20 19:00:00;581,224449157715;494,5;17,5378056941789;;;;;;;;;;;;;;
2016-09-20 20:00:00;587,0329246521;507,666666667;15,6335373575274;;;;;;;;;;;;;;
2016-09-20 21:00:00;512,256530761719;500,666666667;2,31488630387038;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;0;1
2016-09-20 22:00:00;662,269836425781;601;10,1946483237573;;;;;;;;;;;;;;
2016-09-20 23:00:00;620,560722351074;536,333333333;15,7042987603716;;;;;;;;;;;;;;
