"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_evening"
2016-09-14 00:00:00;513,954284667969;467,166666667;10,0151875849309;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0;0
2016-09-14 01:00:00;443,57145690918;405,833333333;9,29892162042153;;;;;;;;;;;;;
2016-09-14 02:00:00;388,85717010498;362,5;7,27094347723599;;;;;;;;;;;;;
2016-09-14 03:00:00;416,17724609375;396,666666667;4,91863346892443;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3;0
2016-09-14 04:00:00;403,165642738342;407,833333333;1,1445093407425;;;;;;;;;;;;;
2016-09-14 05:00:00;325,484794616699;330,833333333;1,6166867656341;;;;;;;;;;;;;
2016-09-14 06:00:00;380,64306640625;317,166666667;20,0135784779348;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6;0
2016-09-14 07:00:00;447,281593322754;384,833333333;16,227352097828;;;;;;;;;;;;;
2016-09-14 08:00:00;509,303405761719;458,833333333;10,9996525453154;;;;;;;;;;;;;
2016-09-14 09:00:00;514,137268066406;478,333333333;7,48514314984625;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9;0
2016-09-14 10:00:00;523,141964912415;504;3,79800891119336;;;;;;;;;;;;;
2016-09-14 11:00:00;528,373609542847;492,333333333;7,32029983951343;;;;;;;;;;;;;
2016-09-14 12:00:00;582,431579589844;519,5;12,1138748007399;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12;0
2016-09-14 13:00:00;583,287979722023;543,333333333;7,35361589982469;;;;;;;;;;;;;
2016-09-14 14:00:00;591,433827400208;573;3,21707284471335;;;;;;;;;;;;;
2016-09-14 15:00:00;521,764892578125;539;3,19760805600649;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15;0
2016-09-14 16:00:00;442,140594482422;438,833333333;0,75364857183997;;;;;;;;;;;;;
2016-09-14 17:00:00;402,544570922852;380,5;5,79357974319358;;;;;;;;;;;;;
2016-09-14 18:00:00;488,128234863281;426;14,5840926909111;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;1
2016-09-14 19:00:00;538,710548400879;480,5;12,1145782311923;;;;;;;;;;;;;
2016-09-14 20:00:00;534,789848327637;471,833333333;13,3429561980956;;;;;;;;;;;;;
2016-09-14 21:00:00;496,918365478516;477,166666667;4,13937103978382;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;1
2016-09-14 22:00:00;632,743743896484;607,166666667;4,21252987583921;;;;;;;;;;;;;
2016-09-14 23:00:00;657,083969116211;539,833333333;21,7197843377493;;;;;;;;;;;;;
2016-09-15 00:00:00;532,135314941406;445,333333333;19,491462936034;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;475,986427307129;393,166666667;21,064797110655;;;;;;;;;;;;;
2016-09-15 02:00:00;397,214126586914;358,5;10,7989195500458;;;;;;;;;;;;;
2016-09-15 03:00:00;393,771575927734;383,833333333;2,58920779715407;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;359,569843292236;396,833333333;9,39021168604661;;;;;;;;;;;;;
2016-09-15 05:00:00;287,387832641602;316;9,05448334126533;;;;;;;;;;;;;
2016-09-15 06:00:00;365,157562255859;294;24,2032524679794;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;424,800598144531;357,5;18,8253421383304;;;;;;;;;;;;;
2016-09-15 08:00:00;495,221435546875;459,166666667;7,85221826784366;;;;;;;;;;;;;
2016-09-15 09:00:00;585,158264160156;503;16,3336509264724;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;591,103133201599;525,5;12,4839454237106;;;;;;;;;;;;;
2016-09-15 11:00:00;649,644561767578;593,666666667;9,42917941053567;;;;;;;;;;;;;
2016-09-15 12:00:00;602,200073242188;615,5;2,16083294196791;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;572,16229057312;625,333333333;8,50283199785313;;;;;;;;;;;;;
2016-09-15 14:00:00;533,612854003906;658;18,9038215799535;;;;;;;;;;;;;
2016-09-15 15:00:00;545,84765625;613;10,9547053425775;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;515,49963760376;522;1,24528015253644;;;;;;;;;;;;;
2016-09-15 17:00:00;413,603866577148;437;5,35380627525207;;;;;;;;;;;;;
2016-09-15 18:00:00;524,408630371094;485,5;8,01413601876287;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;1
2016-09-15 19:00:00;568,041088104248;557;1,98224202948798;;;;;;;;;;;;;
2016-09-15 20:00:00;607,236404418945;533,166666667;13,8924172088588;;;;;;;;;;;;;
2016-09-15 21:00:00;551,053894042969;497,666666667;10,7275071753382;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;1
2016-09-15 22:00:00;685,621276855469;616,5;11,211885945737;;;;;;;;;;;;;
2016-09-15 23:00:00;625,716995239258;541,833333333;15,481450982401;;;;;;;;;;;;;
2016-09-16 00:00:00;494,827026367188;442,5;11,8253166931497;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;426,492691040039;412,5;3,39216752485795;;;;;;;;;;;;;
2016-09-16 02:00:00;365,04069519043;371,166666667;1,65046380149928;;;;;;;;;;;;;
2016-09-16 03:00:00;398,273498535156;412;3,33167511282615;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;365,662227630615;407,166666667;10,1934766360256;;;;;;;;;;;;;
2016-09-16 05:00:00;372,994268417358;341,833333333;9,11582693838775;;;;;;;;;;;;;
2016-09-16 06:00:00;341,296661376953;328;4,05386017590034;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;408,692604064941;425,666666667;3,98764195819389;;;;;;;;;;;;;
2016-09-16 08:00:00;467,921417236328;461,833333333;1,31824263514959;;;;;;;;;;;;;
2016-09-16 09:00:00;527,830261230469;499,166666667;5,74228939501494;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;540,643114089966;506;6,84646523517111;;;;;;;;;;;;;
2016-09-16 11:00:00;559,103837966919;536,666666667;4,18083937265312;;;;;;;;;;;;;
2016-09-16 12:00:00;577,062072753906;524,833333333;9,95149052161436;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;531,395416259766;564,5;5,86440810278731;;;;;;;;;;;;;
2016-09-16 14:00:00;507,136947631836;572,666666667;11,4429078641081;;;;;;;;;;;;;
2016-09-16 15:00:00;490,610321044922;520,833333333;5,80281835931472;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;457,890056610107;442,166666667;3,55598717145018;;;;;;;;;;;;;
2016-09-16 17:00:00;462,884370803833;386,666666667;19,7114752077846;;;;;;;;;;;;;
2016-09-16 18:00:00;484,490173339844;447,833333333;8,1853755132574;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;1
2016-09-16 19:00:00;538,483448028564;488,166666667;10,3072956015425;;;;;;;;;;;;;
2016-09-16 20:00:00;526,837440490723;493,5;6,75530709031867;;;;;;;;;;;;;
2016-09-16 21:00:00;536,8681640625;511,333333333;4,9937739366721;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;1
2016-09-16 22:00:00;678,125289916992;616,5;9,99599187623555;;;;;;;;;;;;;
2016-09-16 23:00:00;660,453048706055;560,5;17,8328365220437;;;;;;;;;;;;;
2016-09-17 00:00:00;572,411987304688;461,333333333;24,0777429129554;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;0
2016-09-17 01:00:00;500,434555053711;397,666666667;25,8427213042644;;;;;;;;;;;;;
2016-09-17 02:00:00;426,157333374023;363,333333333;17,2910091856186;;;;;;;;;;;;;
2016-09-17 03:00:00;391,190246582031;398,666666667;1,87535620860264;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;0
2016-09-17 04:00:00;381,349097251892;398,666666667;4,3438719268629;;;;;;;;;;;;;
2016-09-17 05:00:00;334,134620666504;332,166666667;0,592459809182714;;;;;;;;;;;;;
2016-09-17 06:00:00;327,679656982422;316;3,69609398177907;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;0
2016-09-17 07:00:00;372,242904663086;369,166666667;0,833292459435615;;;;;;;;;;;;;
2016-09-17 08:00:00;462,245727539062;452,166666667;2,22905879956986;;;;;;;;;;;;;
2016-09-17 09:00:00;522,221801757812;515,166666667;1,36948594451142;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;0
2016-09-17 10:00:00;553,779981613159;510,833333333;8,40717421471854;;;;;;;;;;;;;
2016-09-17 11:00:00;550,015054702759;534,833333333;2,83858922463725;;;;;;;;;;;;;
2016-09-17 12:00:00;573,3232421875;524,5;9,30853044566254;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;0
2016-09-17 13:00:00;527,87650680542;567,333333333;6,95478728453642;;;;;;;;;;;;;
2016-09-17 14:00:00;502,79231262207;606,166666667;17,0537840052031;;;;;;;;;;;;;
2016-09-17 15:00:00;491,466705322266;556,666666667;11,7125679062327;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;0
2016-09-17 16:00:00;468,975706100464;449;4,44893231636166;;;;;;;;;;;;;
2016-09-17 17:00:00;469,584693908691;401,666666667;16,9090524253033;;;;;;;;;;;;;
2016-09-17 18:00:00;476,329315185547;454;4,91835136245526;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;517,344848632812;489,666666667;5,65245377109469;;;;;;;;;;;;;
2016-09-17 20:00:00;513,646839141846;499,833333333;2,7636223692274;;;;;;;;;;;;;
2016-09-17 21:00:00;533,827453613281;517,666666667;3,12185195356167;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;678,850463867188;628,666666667;7,9825764369291;;;;;;;;;;;;;
2016-09-17 23:00:00;650,496574401855;571,333333333;13,8558764998077;;;;;;;;;;;;;
2016-09-18 00:00:00;567,817504882812;473,666666667;19,8770242538521;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;0
2016-09-18 01:00:00;481,813674926758;430,833333333;11,8329612983669;;;;;;;;;;;;;
2016-09-18 02:00:00;394,417114257812;390,166666667;1,08939280413725;;;;;;;;;;;;;
2016-09-18 03:00:00;395,378051757812;418,5;5,52495776396356;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;0
2016-09-18 04:00:00;390,544965744019;412,666666667;5,36067065984578;;;;;;;;;;;;;
2016-09-18 05:00:00;310,694808959961;348;10,7198824827698;;;;;;;;;;;;;
2016-09-18 06:00:00;327,103179931641;311,5;5,00904652701144;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;0
2016-09-18 07:00:00;348,101797103882;359,833333333;3,26026944765049;;;;;;;;;;;;;
2016-09-18 08:00:00;413,27091217041;434,333333333;4,84936788087628;;;;;;;;;;;;;
2016-09-18 09:00:00;535,425720214844;515;3,9661592650182;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;0
2016-09-18 10:00:00;598,063301086426;553;8,14887903913667;;;;;;;;;;;;;
2016-09-18 11:00:00;639,58179473877;582,333333333;9,83087488365236;;;;;;;;;;;;;
2016-09-18 12:00:00;595,536987304688;581,333333333;2,44328910063571;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;0
2016-09-18 13:00:00;531,234786987305;582;8,72254519118476;;;;;;;;;;;;;
2016-09-18 14:00:00;495,476409912109;572,166666667;13,4034821010508;;;;;;;;;;;;;
2016-09-18 15:00:00;478,916351318359;547,333333333;12,50005761535;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;0
2016-09-18 16:00:00;433,087844848633;451,333333333;4,04257499653929;;;;;;;;;;;;;
2016-09-18 17:00:00;430,567596435547;378,166666667;13,856570234068;;;;;;;;;;;;;
2016-09-18 18:00:00;452,627593994141;400,166666667;13,109769427846;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;507,710208892822;445,166666667;14,049466617546;;;;;;;;;;;;;
2016-09-18 20:00:00;490,744178771973;453,833333333;8,13312789695184;;;;;;;;;;;;;
2016-09-18 21:00:00;497,837280273438;450,5;10,5077203714623;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;643,110122680664;580,166666667;10,8492024154487;;;;;;;;;;;;;
2016-09-18 23:00:00;621,489929199219;527;17,9297778366639;;;;;;;;;;;;;
2016-09-19 00:00:00;517,741149902344;453,833333333;14,0817811023263;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;440,748374938965;406,166666667;8,51416699350097;;;;;;;;;;;;;
2016-09-19 02:00:00;373,193832397461;370,166666667;0,817784528714506;;;;;;;;;;;;;
2016-09-19 03:00:00;374,864685058594;391,166666667;4,1675283191459;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;355,722280502319;402,333333333;11,5851829736668;;;;;;;;;;;;;
2016-09-19 05:00:00;273,358688354492;317,5;13,9027753214198;;;;;;;;;;;;;
2016-09-19 06:00:00;309,293334960938;304,166666667;1,68547998704609;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;365,903995513916;350,333333333;4,44452773956161;;;;;;;;;;;;;
2016-09-19 08:00:00;447,300628662109;407,5;9,76702543855445;;;;;;;;;;;;;
2016-09-19 09:00:00;534,44580078125;476,166666667;12,2392301254902;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;564,002641677856;529,166666667;6,58317638000023;;;;;;;;;;;;;
2016-09-19 11:00:00;566,582027435303;561,5;0,905080576189267;;;;;;;;;;;;;
2016-09-19 12:00:00;554,467651367188;581,833333333;4,70335410469692;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;514,406398773193;579,166666667;11,1816289888523;;;;;;;;;;;;;
2016-09-19 14:00:00;487,412536621094;567,166666667;14,0618507280387;;;;;;;;;;;;;
2016-09-19 15:00:00;547,5771484375;564,5;2,9978479295837;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;508,320117950439;485,833333333;4,62849769141439;;;;;;;;;;;;;
2016-09-19 17:00:00;426,995666503906;393;8,65029682033238;;;;;;;;;;;;;
2016-09-19 18:00:00;465,390289306641;457,5;1,72465340035861;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;1
2016-09-19 19:00:00;512,587619781494;499,666666667;2,58591456594106;;;;;;;;;;;;;
2016-09-19 20:00:00;516,412879943848;473,666666667;9,02453482269195;;;;;;;;;;;;;
2016-09-19 21:00:00;549,611389160156;470;16,9385934383311;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;1
2016-09-19 22:00:00;682,703155517578;583,166666667;17,0682747385861;;;;;;;;;;;;;
2016-09-19 23:00:00;539,346751213074;527,833333333;2,18126009726826;;;;;;;;;;;;;
2016-09-20 00:00:00;479,344146728516;440,166666667;8,90060130135993;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;424,580760955811;404,333333333;5,00760782097954;;;;;;;;;;;;;
2016-09-20 02:00:00;360,67707824707;379,666666667;5,00164752060923;;;;;;;;;;;;;
2016-09-20 03:00:00;391,595947265625;399,833333333;2,06020493556862;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;389,492299556732;412,166666667;5,5012617331782;;;;;;;;;;;;;
2016-09-20 05:00:00;300,193916320801;330;9,03214656945431;;;;;;;;;;;;;
2016-09-20 06:00:00;346,677307128906;313,833333333;10,4654191596201;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;407,808258056641;372,833333333;9,3808470425584;;;;;;;;;;;;;
2016-09-20 08:00:00;474,027244567871;469,833333333;0,892638077660323;;;;;;;;;;;;;
2016-09-20 09:00:00;551,083984375;491,666666667;12,0848781778901;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;565,201956748962;533,5;5,94225993420101;;;;;;;;;;;;;
2016-09-20 11:00:00;591,246482849121;541,833333333;9,11962156557701;;;;;;;;;;;;;
2016-09-20 12:00:00;522,517395019531;589,833333333;11,4127049980515;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;487,017986297607;614,166666667;20,7026345241775;;;;;;;;;;;;;
2016-09-20 14:00:00;454,719764709473;608,666666667;25,2924811540158;;;;;;;;;;;;;
2016-09-20 15:00:00;500,725036621094;568;11,8441836934694;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;489,684191703796;482,5;1,48895164845521;;;;;;;;;;;;;
2016-09-20 17:00:00;353,916397094727;412,333333333;14,1674057166501;;;;;;;;;;;;;
2016-09-20 18:00:00;485,261627197266;445,333333333;8,96593425096457;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;1
2016-09-20 19:00:00;535,526943206787;494,5;8,29665181128152;;;;;;;;;;;;;
2016-09-20 20:00:00;535,262180328369;507,666666667;5,43575449665483;;;;;;;;;;;;;
2016-09-20 21:00:00;506,407165527344;500,666666667;1,14657101072036;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;1
2016-09-20 22:00:00;658,385192871094;601;9,54828500350978;;;;;;;;;;;;;
2016-09-20 23:00:00;453,238883972168;536,333333333;15,4930607882319;;;;;;;;;;;;;
