"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_evening"
2016-09-14 17:00:00;386,533538818359;380,5;1,58568694306422;;;;;;;;;;;;;
2016-09-14 18:00:00;491,933135986328;426;15,4772619686216;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;1
2016-09-14 19:00:00;528,588916778564;480,5;10,0080992255077;;;;;;;;;;;;;
2016-09-14 20:00:00;533,586540222168;471,833333333;13,087927987823;;;;;;;;;;;;;
2016-09-14 21:00:00;533,335266113281;477,166666667;11,7712747704314;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;1
2016-09-14 22:00:00;661,140068054199;607,166666667;8,8893880956085;;;;;;;;;;;;;
2016-09-14 23:00:00;669,956604003906;539,833333333;24,1043415877098;;;;;;;;;;;;;
2016-09-15 00:00:00;521,038146972656;445,333333333;16,9995839011331;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;460,205635070801;393,166666667;17,051030539316;;;;;;;;;;;;;
2016-09-15 02:00:00;385,228225708008;358,5;7,4555720245489;;;;;;;;;;;;;
2016-09-15 03:00:00;400,525756835938;383,833333333;4,34887281883248;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;382,639644622803;396,833333333;3,57673802021231;;;;;;;;;;;;;
2016-09-15 05:00:00;294,50756072998;316;6,80140483228466;;;;;;;;;;;;;
2016-09-15 06:00:00;350,796142578125;294;19,3184158428997;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;408,656658172607;357,5;14,3095547335965;;;;;;;;;;;;;
2016-09-15 08:00:00;484,727325439453;459,166666667;5,56674964190952;;;;;;;;;;;;;
2016-09-15 09:00:00;590,635681152344;503;17,4226006267085;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;603,068614959717;525,5;14,7609162625531;;;;;;;;;;;;;
2016-09-15 11:00:00;636,605731964111;593,666666667;7,23285771427635;;;;;;;;;;;;;
2016-09-15 12:00:00;595,544494628906;615,5;3,24216171748071;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;560,487701416016;625,333333333;10,3697705624231;;;;;;;;;;;;;
2016-09-15 14:00:00;536,824779510498;658;18,4156870044836;;;;;;;;;;;;;
2016-09-15 15:00:00;571,156127929688;613;6,82608027248165;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;519,125228881836;522;0,550722436429897;;;;;;;;;;;;;
2016-09-15 17:00:00;449,634323120117;437;2,89114945540439;;;;;;;;;;;;;
2016-09-15 18:00:00;547,823303222656;485,5;12,836931662751;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;1
2016-09-15 19:00:00;574,051057815552;557;3,06123120566459;;;;;;;;;;;;;
2016-09-15 20:00:00;581,249256134033;533,166666667;9,01830374498341;;;;;;;;;;;;;
2016-09-15 21:00:00;522,541381835938;497,666666667;4,99826828578449;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;1
2016-09-15 22:00:00;659,899627685547;616,5;7,03968007875862;;;;;;;;;;;;;
2016-09-15 23:00:00;562,967212677002;541,833333333;3,90043912839402;;;;;;;;;;;;;
2016-09-16 00:00:00;496,278747558594;442,5;12,1533892787782;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;424,028343200684;412,5;2,79474986683239;;;;;;;;;;;;;
2016-09-16 02:00:00;379,055816650391;371,166666667;2,12550066907504;;;;;;;;;;;;;
2016-09-16 03:00:00;393,648071289062;412;4,45435162886833;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;379,04619884491;407,166666667;6,90637768859615;;;;;;;;;;;;;
2016-09-16 05:00:00;366,514602661133;341,833333333;7,2202640647948;;;;;;;;;;;;;
2016-09-16 06:00:00;333,984924316406;328;1,82467204768483;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;399,614128112793;425,666666667;6,12040843089741;;;;;;;;;;;;;
2016-09-16 08:00:00;478,703796386719;461,833333333;3,65293317655668;;;;;;;;;;;;;
2016-09-16 09:00:00;530,584899902344;499,166666667;6,29413687518987;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;541,140650749207;506;6,94479263818311;;;;;;;;;;;;;
2016-09-16 11:00:00;558,923164367676;536,666666667;4,1471734845954;;;;;;;;;;;;;
2016-09-16 12:00:00;580,291564941406;524,833333333;10,566827235651;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;543,954456329346;564,5;3,63960029595293;;;;;;;;;;;;;
2016-09-16 14:00:00;510,185012817383;572,666666667;10,9106496826975;;;;;;;;;;;;;
2016-09-16 15:00:00;504,060180664062;520,833333333;3,22044531243807;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;474,170104980469;442,166666667;7,23786769244884;;;;;;;;;;;;;
2016-09-16 17:00:00;483,204378128052;386,666666667;24,9666495157677;;;;;;;;;;;;;
2016-09-16 18:00:00;472,926910400391;447,833333333;5,60332945308731;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;1
2016-09-16 19:00:00;513,39826965332;488,166666667;5,16864520033521;;;;;;;;;;;;;
2016-09-16 20:00:00;522,039043426514;493,5;5,78298752310307;;;;;;;;;;;;;
2016-09-16 21:00:00;537,444763183594;511,333333333;5,10653778043236;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;1
2016-09-16 22:00:00;668,648498535156;616,5;8,45879943798155;;;;;;;;;;;;;
2016-09-16 23:00:00;662,023780822754;560,5;18,1130741878241;;;;;;;;;;;;;
2016-09-17 00:00:00;574,563049316406;461,333333333;24,5440135802359;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;0
2016-09-17 01:00:00;504,020324707031;397,666666667;26,7444236479318;;;;;;;;;;;;;
2016-09-17 02:00:00;424,572143554688;363,333333333;16,8547184096542;;;;;;;;;;;;;
2016-09-17 03:00:00;389,951416015625;398,666666667;2,18609966171431;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;0
2016-09-17 04:00:00;380,037075042725;398,666666667;4,67297448769059;;;;;;;;;;;;;
2016-09-17 05:00:00;332,73766708374;332,166666667;0,171901781256291;;;;;;;;;;;;;
2016-09-17 06:00:00;336,987609863281;316;6,64164869091179;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;0
2016-09-17 07:00:00;380,536220550537;369,166666667;3,0797888623549;;;;;;;;;;;;;
2016-09-17 08:00:00;474,441879272461;452,166666667;4,92632788915101;;;;;;;;;;;;;
2016-09-17 09:00:00;529,806030273438;515,166666667;2,84167523903489;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;0
2016-09-17 10:00:00;546,507650375366;510,833333333;6,9835530914955;;;;;;;;;;;;;
2016-09-17 11:00:00;558,223634719849;534,833333333;4,37338137491988;;;;;;;;;;;;;
2016-09-17 12:00:00;560,327941894531;524,5;6,83087548036821;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;0
2016-09-17 13:00:00;518,017574310303;567,333333333;8,69255446934071;;;;;;;;;;;;;
2016-09-17 14:00:00;488,820129394531;606,166666667;19,3587908615459;;;;;;;;;;;;;
2016-09-17 15:00:00;503,928100585938;556,666666667;9,47399390677201;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;0
2016-09-17 16:00:00;476,385423660278;449;6,09920348781254;;;;;;;;;;;;;
2016-09-17 17:00:00;477,934085845947;401,666666667;18,9877392146599;;;;;;;;;;;;;
2016-09-17 18:00:00;461,176971435547;454;1,58083071267552;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;493,910041809082;489,666666667;0,866584440179536;;;;;;;;;;;;;
2016-09-17 20:00:00;493,027414321899;499,833333333;1,36163768144817;;;;;;;;;;;;;
2016-09-17 21:00:00;533,545654296875;517,666666667;3,0674155112424;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;685,564147949219;628,666666667;9,05050073417635;;;;;;;;;;;;;
2016-09-17 23:00:00;660,481384277344;571,333333333;15,6035095001859;;;;;;;;;;;;;
2016-09-18 00:00:00;566,651123046875;473,666666667;19,6307789682919;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;0
2016-09-18 01:00:00;486,365478515625;430,833333333;12,8894727696715;;;;;;;;;;;;;
2016-09-18 02:00:00;387,481155395508;390,166666667;0,688298489061916;;;;;;;;;;;;;
2016-09-18 03:00:00;395,366241455078;418,5;5,52777981957512;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;0
2016-09-18 04:00:00;390,557235717773;412,666666667;5,35769732210227;;;;;;;;;;;;;
2016-09-18 05:00:00;309,980773925781;348;10,925064963856;;;;;;;;;;;;;
2016-09-18 06:00:00;325,016052246094;311,5;4,33902158783106;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;0
2016-09-18 07:00:00;348,237201690674;359,833333333;3,22263964122378;;;;;;;;;;;;;
2016-09-18 08:00:00;406,387596130371;434,333333333;6,43416819707989;;;;;;;;;;;;;
2016-09-18 09:00:00;527,607971191406;515;2,44814974590413;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;0
2016-09-18 10:00:00;569,372825622559;553;2,96072796067967;;;;;;;;;;;;;
2016-09-18 11:00:00;539,889636039734;582,333333333;7,28855706238531;;;;;;;;;;;;;
2016-09-18 12:00:00;588,507873535156;581,333333333;1,23415255771106;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;0
2016-09-18 13:00:00;526,496807098389;582;9,53663108275109;;;;;;;;;;;;;
2016-09-18 14:00:00;487,847457885742;572,166666667;14,7368264691888;;;;;;;;;;;;;
2016-09-18 15:00:00;469,429016113281;547,333333333;14,2334318915529;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;0
2016-09-18 16:00:00;424,063858032227;451,333333333;6,0419812335584;;;;;;;;;;;;;
2016-09-18 17:00:00;433,272178649902;378,166666667;14,5717528381279;;;;;;;;;;;;;
2016-09-18 18:00:00;414,844604492188;400,166666667;3,66795614123497;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;449,947776794434;445,166666667;1,0740045213246;;;;;;;;;;;;;
2016-09-18 20:00:00;459,641788482666;453,833333333;1,27986525516055;;;;;;;;;;;;;
2016-09-18 21:00:00;506,237548828125;450,5;12,3723748786071;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;649,052856445312;580,166666667;11,8735173418454;;;;;;;;;;;;;
2016-09-18 23:00:00;633,577102661133;527;20,2233591387349;;;;;;;;;;;;;
2016-09-19 00:00:00;536,841125488281;453,833333333;18,2903691858999;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;458,281379699707;406,166666667;12,8308690273281;;;;;;;;;;;;;
2016-09-19 02:00:00;408,642395019531;370,166666667;10,3941634450689;;;;;;;;;;;;;
2016-09-19 03:00:00;378,102478027344;391,166666667;3,33980110088925;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;361,894226074219;402,333333333;10,051145134751;;;;;;;;;;;;;
2016-09-19 05:00:00;277,78475189209;317,5;12,5087395615465;;;;;;;;;;;;;
2016-09-19 06:00:00;310,457458496094;304,166666667;2,06820553285047;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;369,792694091797;350,333333333;5,55452733362952;;;;;;;;;;;;;
2016-09-19 08:00:00;442,252487182617;407,5;8,52821771352569;;;;;;;;;;;;;
2016-09-19 09:00:00;541,325439453125;476,166666667;13,684026486401;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;577,647960662842;529,166666667;9,16181933779111;;;;;;;;;;;;;
2016-09-19 11:00:00;573,976985931396;561,5;2,22208119882395;;;;;;;;;;;;;
2016-09-19 12:00:00;549,389709472656;581,833333333;5,57610263999353;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;507,520156860352;579,166666667;12,3706203982631;;;;;;;;;;;;;
2016-09-19 14:00:00;476,342384338379;567,166666667;16,0136848066825;;;;;;;;;;;;;
2016-09-19 15:00:00;525,740173339844;564,5;6,86622261473096;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;455,028694152832;485,833333333;6,3405775328005;;;;;;;;;;;;;
2016-09-19 17:00:00;371,100387573242;393;5,57242046482387;;;;;;;;;;;;;
2016-09-19 18:00:00;457,858459472656;457,5;0,0783517973019126;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;1
2016-09-19 19:00:00;489,997524261475;499,666666667;1,93511856014389;;;;;;;;;;;;;
2016-09-19 20:00:00;499,234413146973;473,666666667;5,3978352878159;;;;;;;;;;;;;
2016-09-19 21:00:00;521,154296875;470;10,8838929521277;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;1
2016-09-19 22:00:00;662,7900390625;583,166666667;13,6536220169399;;;;;;;;;;;;;
2016-09-19 23:00:00;649,824295043945;527,833333333;23,1116441511252;;;;;;;;;;;;;
2016-09-20 00:00:00;499,708587646484;440,166666667;13,5271308548518;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;414,663055419922;404,333333333;2,55475401985088;;;;;;;;;;;;;
2016-09-20 02:00:00;389,359840393066;379,666666667;2,55307473030497;;;;;;;;;;;;;
2016-09-20 03:00:00;384,202301025391;399,833333333;3,90938698815066;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;377,266029834747;412,166666667;8,46760295161127;;;;;;;;;;;;;
2016-09-20 05:00:00;292,182319641113;330;11,4599031390566;;;;;;;;;;;;;
2016-09-20 06:00:00;323,284576416016;313,833333333;3,01154851291312;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;386,220348358154;372,833333333;3,5906164573535;;;;;;;;;;;;;
2016-09-20 08:00:00;465,924758911133;469,833333333;0,831906581455114;;;;;;;;;;;;;
2016-09-20 09:00:00;526,845092773438;491,666666667;7,15493412333837;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;542,062899589539;533,5;1,60504209738305;;;;;;;;;;;;;
2016-09-20 11:00:00;559,176010131836;541,833333333;3,20074010437033;;;;;;;;;;;;;
2016-09-20 12:00:00;546,368408203125;589,833333333;7,36901810622768;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;499,119766235352;614,166666667;18,7321954569746;;;;;;;;;;;;;
2016-09-20 14:00:00;480,786636352539;608,666666667;21,0098625927258;;;;;;;;;;;;;
2016-09-20 15:00:00;519,181640625;568;8,59478158010563;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;436,755470275879;482,5;9,48073154904064;;;;;;;;;;;;;
2016-09-20 17:00:00;357,800476074219;412,333333333;13,2254302163683;;;;;;;;;;;;;
2016-09-20 18:00:00;470,025939941406;445,333333333;5,54474699290975;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;1
2016-09-20 19:00:00;521,887245178223;494,5;5,53837111794189;;;;;;;;;;;;;
2016-09-20 20:00:00;499,294225692749;507,666666667;1,64920045454606;;;;;;;;;;;;;
2016-09-20 21:00:00;494,630706787109;500,666666667;1,20558452993741;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;1
2016-09-20 22:00:00;632,13200378418;601;5,18003390751742;;;;;;;;;;;;;
2016-09-20 23:00:00;542,141513824463;536,333333333;1,08294229175882;;;;;;;;;;;;;
