"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"rose_vt";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"Hour";"f_evening"
2016-09-14 15:00:00;516,837768554688;539;4,11173125144944;"September";"Wednesday";"South";20,4;1007,9;62;12,9;28;25,2;46,8;0;15;0
2016-09-14 16:00:00;432,16032409668;438,833333333;1,52062496839925;;;;;;;;;;;;;
2016-09-14 17:00:00;380,263977050781;380,5;0,0620296844201708;;;;;;;;;;;;;
2016-09-14 18:00:00;491,399536132812;426;15,3520037870452;"September";"Wednesday";"East";18,6;1009,3;63;11,4;45;25,2;43,2;0;18;1
2016-09-14 19:00:00;553,236194610596;480,5;15,1376055381052;;;;;;;;;;;;;
2016-09-14 20:00:00;545,725868225098;471,833333333;15,6607279884458;;;;;;;;;;;;;
2016-09-14 21:00:00;548,662353515625;477,166666667;14,9833783126598;"September";"Wednesday";"East";13,8;1010,5;89;12;60;3,6;10,8;0;21;1
2016-09-14 22:00:00;681;607,166666667;12,1603074388624;;;;;;;;;;;;;
2016-09-14 23:00:00;693,869979858398;539,833333333;28,5341117367385;;;;;;;;;;;;;
2016-09-15 00:00:00;581,141357421875;445,333333333;30,4958137924349;"September";"Thursday";"North";13,4;1010,4;89;11,6;60;10,8;14,4;0;0;0
2016-09-15 01:00:00;518,936332702637;393,166666667;31,9888934384561;;;;;;;;;;;;;
2016-09-15 02:00:00;445,091690063477;358,5;24,153888441695;;;;;;;;;;;;;
2016-09-15 03:00:00;399,424194335938;383,833333333;4,06188302291387;"September";"Thursday";"East";12,7;1009,8;94;11,8;60;7,2;7,2;0;3;0
2016-09-15 04:00:00;367,829769134521;396,833333333;7,30875200298266;;;;;;;;;;;;;
2016-09-15 05:00:00;312,986434936523;316;0,953659830214102;;;;;;;;;;;;;
2016-09-15 06:00:00;351,864196777344;294;19,6816995841305;"September";"Thursday";"North";13,8;1010,1;92;12,5;4,6;7,2;18;;6;0
2016-09-15 07:00:00;409,131595611572;357,5;14,4424043668734;;;;;;;;;;;;;
2016-09-15 08:00:00;497,511566162109;459,166666667;8,35097629656948;;;;;;;;;;;;;
2016-09-15 09:00:00;596,709350585938;503;18,6300895797092;"September";"Thursday";"West";14;1010,8;98;13,7;2,9;7,2;14,4;9;9;0
2016-09-15 10:00:00;615,793598175049;525,5;17,1824163986772;;;;;;;;;;;;;
2016-09-15 11:00:00;646,166408538818;593,666666667;8,84330295425979;;;;;;;;;;;;;
2016-09-15 12:00:00;624,592407226562;615,5;1,47723919196791;"September";"Thursday";"West";16,4;1011,4;95;15,6;2;10,8;14,4;0;12;0
2016-09-15 13:00:00;607,096826553345;625,333333333;2,91628573235582;;;;;;;;;;;;;
2016-09-15 14:00:00;598,406621932983;658;9,05674438708459;;;;;;;;;;;;;
2016-09-15 15:00:00;584,335876464844;613;4,67603972841048;"September";"Thursday";"North";16,3;1011,8;91;14,8;19;10,8;18;1;15;0
2016-09-15 16:00:00;522,780090332031;522;0,149442592343151;;;;;;;;;;;;;
2016-09-15 17:00:00;447,754425048828;437;2,46096683039545;;;;;;;;;;;;;
2016-09-15 18:00:00;554,696044921875;485,5;14,252532424691;"September";"Thursday";"West";16,1;1012,8;94;15,1;18;7,2;10,8;;18;1
2016-09-15 19:00:00;586,919494628906;557;5,37154302134762;;;;;;;;;;;;;
2016-09-15 20:00:00;583,637952804565;533,166666667;9,46632437715547;;;;;;;;;;;;;
2016-09-15 21:00:00;553,194030761719;497,666666667;11,157541345214;"September";"Thursday";"North";16,2;1014;96;15,6;10;14,4;25,2;0;21;1
2016-09-15 22:00:00;678,971870422363;616,5;10,133312315063;;;;;;;;;;;;;
2016-09-15 23:00:00;608,143180847168;541,833333333;12,2380524480238;;;;;;;;;;;;;
2016-09-16 00:00:00;492,337463378906;442,5;11,2627035884534;"September";"Friday";"West";15,9;1014,7;95;15,1;16;18;28,8;0;0;0
2016-09-16 01:00:00;421,401832580566;412,5;2,15802001953125;;;;;;;;;;;;;
2016-09-16 02:00:00;377,019348144531;371,166666667;1,57683380624858;;;;;;;;;;;;;
2016-09-16 03:00:00;406,070556640625;412;1,4391852814017;"September";"Friday";"North";15,2;1015,4;92;13,9;40;21,6;32,4;0;3;0
2016-09-16 04:00:00;375,456798553467;407,166666667;7,78793322476642;;;;;;;;;;;;;
2016-09-16 05:00:00;350,170745849609;341,833333333;2,43902852753316;;;;;;;;;;;;;
2016-09-16 06:00:00;340,426452636719;328;3,78855263314596;"September";"Friday";"North";15,1;1016,8;92;13,8;15;18;36;;6;0
2016-09-16 07:00:00;413,072143554688;425,666666667;2,95877598566233;;;;;;;;;;;;;
2016-09-16 08:00:00;477,005401611328;461,833333333;3,28518259364975;;;;;;;;;;;;;
2016-09-16 09:00:00;529,677062988281;499,166666667;6,11226637487697;"September";"Friday";"North";16,4;1019;76;12,2;13;28,8;39,6;;9;0
2016-09-16 10:00:00;545,209129333496;506;7,74883978922848;;;;;;;;;;;;;
2016-09-16 11:00:00;555,445655822754;536,666666667;3,49919052591471;;;;;;;;;;;;;
2016-09-16 12:00:00;587,334350585938;524,833333333;11,9087362184142;"September";"Friday";"North";16,6;1020,4;68;10,7;16;25,2;46,8;0;12;0
2016-09-16 13:00:00;544,987037658691;564,5;3,45668066276503;;;;;;;;;;;;;
2016-09-16 14:00:00;519,133018493652;572,666666667;9,34813413969438;;;;;;;;;;;;;
2016-09-16 15:00:00;497,73291015625;520,833333333;4,43528124993885;"September";"Friday";"North";16,7;1021,1;70;11,2;19;28,8;50,4;0;15;0
2016-09-16 16:00:00;472,008720397949;442,166666667;6,74905097570902;;;;;;;;;;;;;
2016-09-16 17:00:00;479,98592376709;386,666666667;24,1342906293128;;;;;;;;;;;;;
2016-09-16 18:00:00;473,724822998047;447,833333333;5,78150122777808;"September";"Friday";"North";14,5;1022,6;80;11,1;55;18;39,6;0;18;1
2016-09-16 19:00:00;517,294696807861;488,166666667;5,96682078678896;;;;;;;;;;;;;
2016-09-16 20:00:00;515,833984375;493,5;4,52563006585613;;;;;;;;;;;;;
2016-09-16 21:00:00;559,732177734375;511,333333333;9,4652238073155;"September";"Friday";"North";13,3;1024,3;87;11,2;45;14,4;21,6;0;21;1
2016-09-16 22:00:00;698,5263671875;616,5;13,3051690490673;;;;;;;;;;;;;
2016-09-16 23:00:00;728,691436767578;560,5;30,0073928220478;;;;;;;;;;;;;
2016-09-17 00:00:00;595,630981445312;461,333333333;29,1107618740772;"September";"Saturday";"North";12,2;1024,3;94;11,3;19;7,2;14,4;;0;0
2016-09-17 01:00:00;518,559028625488;397,666666667;30,4004263097369;;;;;;;;;;;;;
2016-09-17 02:00:00;441,416152954102;363,333333333;21,4906842994055;;;;;;;;;;;;;
2016-09-17 03:00:00;408,174957275391;398,666666667;2,38502272785518;"September";"Saturday";"West";12,6;1024,5;95;11,8;19;10,8;18;0;3;0
2016-09-17 04:00:00;394,535285949707;398,666666667;1,0362995110258;;;;;;;;;;;;;
2016-09-17 05:00:00;354,140926361084;332,166666667;6,61543191993836;;;;;;;;;;;;;
2016-09-17 06:00:00;345,127319335938;316;9,21750611896756;"September";"Saturday";"North";12,3;1024,7;96;11,7;18;3,6;18;0;6;0
2016-09-17 07:00:00;396,71443939209;369,166666667;7,46215062529976;;;;;;;;;;;;;
2016-09-17 08:00:00;475,447875976562;452,166666667;5,1488114949234;;;;;;;;;;;;;
2016-09-17 09:00:00;541,503295898438;515,166666667;5,11225413744817;"September";"Saturday";"North";15,9;1025,3;79;12,3;35;18;28,8;0;9;0
2016-09-17 10:00:00;579,828674316406;510,833333333;13,5064289037751;;;;;;;;;;;;;
2016-09-17 11:00:00;586,541049957275;534,833333333;9,668005601304;;;;;;;;;;;;;
2016-09-17 12:00:00;567,436889648438;524,5;8,18625160122736;"September";"Saturday";"North";17,3;1025;67;11,1;25;18;28,8;0;12;0
2016-09-17 13:00:00;525,856014251709;567,333333333;7,31092580751741;;;;;;;;;;;;;
2016-09-17 14:00:00;499,237403869629;606,166666667;17,6402413193256;;;;;;;;;;;;;
2016-09-17 15:00:00;514,969482421875;556,666666667;7,49051213983832;"September";"Saturday";"North";16,2;1024,1;71;10,9;40;18;32,4;0;15;0
2016-09-17 16:00:00;488,352359771729;449;8,76444538345847;;;;;;;;;;;;;
2016-09-17 17:00:00;497,607355117798;401,666666667;23,8856485769423;;;;;;;;;;;;;
2016-09-17 18:00:00;483,563385009766;454;6,51175881272371;"September";"Saturday";"North";14,5;1024,2;82;11,5;55;7,2;21,6;0;18;1
2016-09-17 19:00:00;516,516136169434;489,666666667;5,48321364923389;;;;;;;;;;;;;
2016-09-17 20:00:00;524,392993927002;499,833333333;4,91356997546216;;;;;;;;;;;;;
2016-09-17 21:00:00;550,055358886719;517,666666667;6,25666945647739;"September";"Saturday";"West";12;1024,4;94;11,1;17;7,2;10,8;0;21;1
2016-09-17 22:00:00;695,492401123047;628,666666667;10,6297562761418;;;;;;;;;;;;;
2016-09-17 23:00:00;686,954391479492;571,333333333;20,237058018651;;;;;;;;;;;;;
2016-09-18 00:00:00;588,583251953125;473,666666667;24,2610665628524;"September";"Sunday";"West";9,8;1024,2;97;9,3;6;7,2;7,2;0;0;0
2016-09-18 01:00:00;495,773399353027;430,833333333;15,0731294437317;;;;;;;;;;;;;
2016-09-18 02:00:00;412,208038330078;390,166666667;5,64921956336419;;;;;;;;;;;;;
2016-09-18 03:00:00;397,140930175781;418,5;5,10372038810484;"September";"Sunday";"West";10,1;1023,7;98;9,8;0,6;3,6;10,8;0;3;0
2016-09-18 04:00:00;394,879079818726;412,666666667;4,31040069020842;;;;;;;;;;;;;
2016-09-18 05:00:00;322,401290893555;348;7,3559508926567;;;;;;;;;;;;;
2016-09-18 06:00:00;329,550048828125;311,5;5,79455821127608;"September";"Sunday";"North";10,4;1023,4;99;10,2;0,3;3,6;10,8;0;6;0
2016-09-18 07:00:00;354,904008865356;359,833333333;1,3698910053677;;;;;;;;;;;;;
2016-09-18 08:00:00;423,533638000488;434,333333333;2,486499309099;;;;;;;;;;;;;
2016-09-18 09:00:00;525,581604003906;515;2,05468038910801;"September";"Sunday";"North";15,2;1023,5;79;11,6;18;7,2;18;0;9;0
2016-09-18 10:00:00;591,793785095215;553;7,01515101179292;;;;;;;;;;;;;
2016-09-18 11:00:00;595,750907897949;582,333333333;2,30410553490959;;;;;;;;;;;;;
2016-09-18 12:00:00;598,104553222656;581,333333333;2,88495754982784;"September";"Sunday";"West";18;1023,2;63;10,8;35;10,8;25,2;0;12;0
2016-09-18 13:00:00;533,117370605469;582;8,3990772155552;;;;;;;;;;;;;
2016-09-18 14:00:00;485,757705688477;572,166666667;15,1020613419994;;;;;;;;;;;;;
2016-09-18 15:00:00;478,958435058594;547,333333333;12,4923687468541;"September";"Sunday";"West";17,7;1023,2;62;10,3;50;10,8;25,2;0;15;0
2016-09-18 16:00:00;442,566814422607;451,333333333;1,94236017217113;;;;;;;;;;;;;
2016-09-18 17:00:00;440,825508117676;378,166666667;16,5691074792298;;;;;;;;;;;;;
2016-09-18 18:00:00;433,86083984375;400,166666667;8,42003494628619;"September";"Sunday";"North";15,7;1023,5;75;11,3;55;3,6;14,4;0;18;1
2016-09-18 19:00:00;466,822238922119;445,166666667;4,86459878437355;;;;;;;;;;;;;
2016-09-18 20:00:00;469,803413391113;453,833333333;3,51893060406721;;;;;;;;;;;;;
2016-09-18 21:00:00;523,273986816406;450,5;16,1540481279481;"September";"Sunday";"North";14,2;1023,5;86;11,9;35;0;3,6;0;21;1
2016-09-18 22:00:00;675,615158081055;580,166666667;16,4519088906636;;;;;;;;;;;;;
2016-09-18 23:00:00;677,507583618164;527;28,5593137795378;;;;;;;;;;;;;
2016-09-19 00:00:00;541,211975097656;453,833333333;19,2534649499935;"September";"Monday";"West";13,3;1023,3;93;12,2;14;3,6;7,2;0;0;0
2016-09-19 01:00:00;464,613090515137;406,166666667;14,3897637705594;;;;;;;;;;;;;
2016-09-19 02:00:00;403,224197387695;370,166666667;8,93044503935134;;;;;;;;;;;;;
2016-09-19 03:00:00;387,313232421875;391,166666667;0,985113143192603;"September";"Monday";"South";13,6;1023;96;13;22;3,6;3,6;0;3;0
2016-09-19 04:00:00;379,060891151428;402,333333333;5,78436839641865;;;;;;;;;;;;;
2016-09-19 05:00:00;301,848579406738;317,5;4,92958128921629;;;;;;;;;;;;;
2016-09-19 06:00:00;317,213104248047;304,166666667;4,28923975266824;"September";"Monday";"South";14,4;1022,9;95;13,6;16;7,2;10,8;0;6;0
2016-09-19 07:00:00;373,272319793701;350,333333333;6,54776016956889;;;;;;;;;;;;;
2016-09-19 08:00:00;460,515975952148;407,5;13,01005544838;;;;;;;;;;;;;
2016-09-19 09:00:00;539,048828125;476,166666667;13,2059142018808;"September";"Monday";"South";15,7;1023,1;93;14,6;19;10,8;14,4;;9;0
2016-09-19 10:00:00;576,02698135376;529,166666667;8,85549253922462;;;;;;;;;;;;;
2016-09-19 11:00:00;591,437484741211;561,5;5,33169808392002;;;;;;;;;;;;;
2016-09-19 12:00:00;567,246948242188;581,833333333;2,50696965181683;"September";"Monday";"West";16,2;1022,8;92;14,9;6;7,2;14,4;0;12;0
2016-09-19 13:00:00;547,081438064575;579,166666667;5,53989558602699;;;;;;;;;;;;;
2016-09-19 14:00:00;546,368682861328;567,166666667;3,66699685083625;;;;;;;;;;;;;
2016-09-19 15:00:00;531,810791015625;564,5;5,79082532938441;"September";"Monday";"North";17;1022;86;14,6;40;14,4;21,6;0;15;0
2016-09-19 16:00:00;464,843040466309;485,833333333;4,32047194511955;;;;;;;;;;;;;
2016-09-19 17:00:00;388,28239440918;393;1,20040854728252;;;;;;;;;;;;;
2016-09-19 18:00:00;453,024475097656;457,5;0,978256809255464;"September";"Monday";"North";15,2;1021,9;91;13,7;18;14,4;21,6;0;18;1
2016-09-19 19:00:00;499,059238433838;499,666666667;0,121566691093073;;;;;;;;;;;;;
2016-09-19 20:00:00;510,80521774292;473,666666667;7,84065117717673;;;;;;;;;;;;;
2016-09-19 21:00:00;535,401000976562;470;13,915106590758;"September";"Monday";"West";14,3;1021,8;96;13,7;7;10,8;21,6;0;21;1
2016-09-19 22:00:00;658,950798034668;583,166666667;12,9952783139682;;;;;;;;;;;;;
2016-09-19 23:00:00;668,731948852539;527,833333333;26,6937699121493;;;;;;;;;;;;;
2016-09-20 00:00:00;484,187652587891;440,166666667;10,0009812769839;"September";"Tuesday";"North";14,2;1021;97;13,7;4,8;0;7,2;0;0;0
2016-09-20 01:00:00;405,724082946777;404,333333333;0,343961157570941;;;;;;;;;;;;;
2016-09-20 02:00:00;355,339111328125;379,666666667;6,40760895667787;;;;;;;;;;;;;
2016-09-20 03:00:00;380,241943359375;399,833333333;4,89988911387444;"September";"Tuesday";"East";13,3;1020,1;98;13;0,3;3,6;3,6;0;3;0
2016-09-20 04:00:00;378,959732413292;412,166666667;8,05667632519561;;;;;;;;;;;;;
2016-09-20 05:00:00;284,598785400391;330;13,7579438180634;;;;;;;;;;;;;
2016-09-20 06:00:00;322,376739501953;313,833333333;2,72227493434802;"September";"Tuesday";"North";13,5;1020;99;13,3;7;7,2;10,8;0;6;0
2016-09-20 07:00:00;382,833599090576;372,833333333;2,68223489251278;;;;;;;;;;;;;
2016-09-20 08:00:00;465,05973815918;469,833333333;1,01601883799014;;;;;;;;;;;;;
2016-09-20 09:00:00;521,526245117188;491,666666667;6,07313460003401;"September";"Tuesday";"North";14,5;1020,5;97;14;4,9;7,2;14,4;0;9;0
2016-09-20 10:00:00;541,843212127686;533,5;1,56386356657648;;;;;;;;;;;;;
2016-09-20 11:00:00;539,292142868042;541,833333333;0,468998547823983;;;;;;;;;;;;;
2016-09-20 12:00:00;549,893493652344;589,833333333;6,77137717106734;"September";"Tuesday";"North";17;1019,9;86;14,6;50;7,2;14,4;0;12;0
2016-09-20 13:00:00;515,514175415039;614,166666667;16,0628208279903;;;;;;;;;;;;;
2016-09-20 14:00:00;505,400115966797;608,666666667;16,9660269496407;;;;;;;;;;;;;
2016-09-20 15:00:00;507,990386962891;568;10,5650727178009;"September";"Tuesday";"North";18,1;1018,5;81;14,8;19;14,4;25,2;0;15;0
2016-09-20 16:00:00;426,13249206543;482,5;11,6823850641597;;;;;;;;;;;;;
2016-09-20 17:00:00;351,163238525391;412,333333333;14,8351078757459;;;;;;;;;;;;;
2016-09-20 18:00:00;466,238342285156;445,333333333;4,69423853716435;"September";"Tuesday";"North";15,6;1018,6;91;14,1;12;14,4;21,6;0;18;1
2016-09-20 19:00:00;514,616230010986;494,5;4,06799393548763;;;;;;;;;;;;;
2016-09-20 20:00:00;517,03345489502;507,666666667;1,84506662403415;;;;;;;;;;;;;
2016-09-20 21:00:00;535,871154785156;500,666666667;7,03152226061241;"September";"Tuesday";"North";14,3;1018,9;98;14;1,6;7,2;10,8;;21;1
2016-09-20 22:00:00;687,197067260742;601;14,342274086646;;;;;;;;;;;;;
2016-09-20 23:00:00;593,475978851318;536,333333333;10,6543155099479;;;;;;;;;;;;;
