"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_evening"
2016-09-13 19:00:00;605,362907409668;561,166666667;7,87577797611674;;;;;;;;;;;;;
2016-09-13 20:00:00;603,777145385742;542,333333333;11,3295289587179;;;;;;;;;;;;;
2016-09-13 21:00:00;570,347045898438;512,833333333;11,2148935779281;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21;1
2016-09-13 22:00:00;690,487991333008;624,333333333;10,5960477309199;;;;;;;;;;;;;
2016-09-13 23:00:00;644,552947998047;550,666666667;17,0495668276616;;;;;;;;;;;;;
2016-09-14 00:00:00;524,132446289062;467,166666667;12,1938878962587;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0;0
2016-09-14 01:00:00;455,554595947266;405,833333333;12,2516458187203;;;;;;;;;;;;;
2016-09-14 02:00:00;398,946716308594;362,5;10,0542665678879;;;;;;;;;;;;;
2016-09-14 03:00:00;422,284759521484;396,666666667;6,4583427364192;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3;0
2016-09-14 04:00:00;409,773886680603;407,833333333;0,475820191484584;;;;;;;;;;;;;
2016-09-14 05:00:00;329,005592346191;330,833333333;0,552465789464107;;;;;;;;;;;;;
2016-09-14 06:00:00;383,187072753906;317,166666667;20,8156824235954;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6;0
2016-09-14 07:00:00;447,965866088867;384,833333333;16,4051622579269;;;;;;;;;;;;;
2016-09-14 08:00:00;514,222930908203;458,833333333;12,0718338340523;;;;;;;;;;;;;
2016-09-14 09:00:00;514,348693847656;478,333333333;7,52934366160586;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9;0
2016-09-14 10:00:00;530,119511604309;504;5,18244277863275;;;;;;;;;;;;;
2016-09-14 11:00:00;525,966801643372;492,333333333;6,83144244625478;;;;;;;;;;;;;
2016-09-14 12:00:00;593,179443359375;519,5;14,1827609931424;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12;0
2016-09-14 13:00:00;590,907971858978;543,333333333;8,75606844036946;;;;;;;;;;;;;
2016-09-14 14:00:00;601,314211845398;573;4,94139822781814;;;;;;;;;;;;;
2016-09-14 15:00:00;526,804260253906;539;2,26266043526786;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15;0
2016-09-14 16:00:00;448,77392578125;438,833333333;2,2652318530021;;;;;;;;;;;;;
2016-09-14 17:00:00;400,136138916016;380,5;5,1606146954049;;;;;;;;;;;;;
2016-09-14 18:00:00;496,549377441406;426;16,5608867233348;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;1
2016-09-14 19:00:00;546,157928466797;480,5;13,6645012417892;;;;;;;;;;;;;
2016-09-14 20:00:00;543,371120452881;471,833333333;15,1616645255948;;;;;;;;;;;;;
2016-09-14 21:00:00;514,741027832031;477,166666667;7,87447317464303;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;1
2016-09-14 22:00:00;651,14616394043;607,166666667;7,24339784903743;;;;;;;;;;;;;
2016-09-14 23:00:00;675,553558349609;539,833333333;25,1411346125396;;;;;;;;;;;;;
2016-09-15 00:00:00;539,525451660156;445,333333333;21,1509247740779;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;480,905891418457;393,166666667;22,3160385124331;;;;;;;;;;;;;
2016-09-15 02:00:00;404,082656860352;358,5;12,7148275761092;;;;;;;;;;;;;
2016-09-15 03:00:00;402,001586914062;383,833333333;4,73337045099738;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;369,685081481934;396,833333333;6,84122264202164;;;;;;;;;;;;;
2016-09-15 05:00:00;298,071266174316;316;5,67364994483658;;;;;;;;;;;;;
2016-09-15 06:00:00;368,92138671875;294;25,4834648703231;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;429,201007843018;357,5;20,0562259700748;;;;;;;;;;;;;
2016-09-15 08:00:00;499,097747802734;459,166666667;8,69642420378338;;;;;;;;;;;;;
2016-09-15 09:00:00;596,609680175781;503;18,6102743888233;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;602,212047576904;525,5;14,5979158091159;;;;;;;;;;;;;
2016-09-15 11:00:00;658,079551696777;593,666666667;10,8500087079856;;;;;;;;;;;;;
2016-09-15 12:00:00;612,748474121094;615,5;0,447039135484362;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;584,184864044189;625,333333333;6,58024562188153;;;;;;;;;;;;;
2016-09-15 14:00:00;541,16626739502;658;17,7558864141308;;;;;;;;;;;;;
2016-09-15 15:00:00;557,125244140625;613;9,11496832942496;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;526,817218780518;522;0,922838846842448;;;;;;;;;;;;;
2016-09-15 17:00:00;427,378067016602;437;2,2018153280088;;;;;;;;;;;;;
2016-09-15 18:00:00;529,016357421875;485,5;8,96320441233265;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;1
2016-09-15 19:00:00;572,139663696289;557;2,71807247689211;;;;;;;;;;;;;
2016-09-15 20:00:00;610,485481262207;533,166666667;14,5018095520773;;;;;;;;;;;;;
2016-09-15 21:00:00;548,63916015625;497,666666667;10,2422960795477;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;1
2016-09-15 22:00:00;681,352844238281;616,5;10,5195205577099;;;;;;;;;;;;;
2016-09-15 23:00:00;626,815444946289;541,833333333;15,6841793195954;;;;;;;;;;;;;
2016-09-16 00:00:00;493,709808349609;442,5;11,5728380451095;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;424,856048583984;412,5;2,99540571732955;;;;;;;;;;;;;
2016-09-16 02:00:00;373,113136291504;371,166666667;0,524419297126756;;;;;;;;;;;;;
2016-09-16 03:00:00;401,088806152344;412;2,64834802127579;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;370,277040481567;407,166666667;9,06008011102802;;;;;;;;;;;;;
2016-09-16 05:00:00;373,619878768921;341,833333333;9,29884313094644;;;;;;;;;;;;;
2016-09-16 06:00:00;336,821868896484;328;2,68959417575743;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;401,008079528809;425,666666667;5,79293354851342;;;;;;;;;;;;;
2016-09-16 08:00:00;465,74592590332;461,833333333;0,847187131791372;;;;;;;;;;;;;
2016-09-16 09:00:00;540,598266601562;499,166666667;8,30015357620063;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;557,221405029297;506;10,1228073180429;;;;;;;;;;;;;
2016-09-16 11:00:00;569,089809417725;536,666666667;6,04157939454121;;;;;;;;;;;;;
2016-09-16 12:00:00;573,701416015625;524,833333333;9,3111621497598;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;534,852394104004;564,5;5,25201167333855;;;;;;;;;;;;;
2016-09-16 14:00:00;502,797950744629;572,666666667;12,2005906732824;;;;;;;;;;;;;
2016-09-16 15:00:00;490,803894042969;520,833333333;5,7656523436897;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;458,487697601318;442,166666667;3,69114909935304;;;;;;;;;;;;;
2016-09-16 17:00:00;464,807306289673;386,666666667;20,2087861092945;;;;;;;;;;;;;
2016-09-16 18:00:00;485,531402587891;447,833333333;8,41787925305218;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;1
2016-09-16 19:00:00;533,55513381958;488,166666667;9,29773994248188;;;;;;;;;;;;;
2016-09-16 20:00:00;526,166107177734;493,5;6,61927197117211;;;;;;;;;;;;;
2016-09-16 21:00:00;548,265686035156;511,333333333;7,22275476574583;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;1
2016-09-16 22:00:00;689,484848022461;616,5;11,8385803767171;;;;;;;;;;;;;
2016-09-16 23:00:00;672,982322692871;560,5;20,0682110067567;;;;;;;;;;;;;
2016-09-17 00:00:00;576,671142578125;461,333333333;25,0009702121116;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;0
2016-09-17 01:00:00;506,167724609375;397,666666667;27,284423623374;;;;;;;;;;;;;
2016-09-17 02:00:00;428,39973449707;363,333333333;17,9081838066413;;;;;;;;;;;;;
2016-09-17 03:00:00;388,573608398438;398,666666667;2,53170357906875;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;0
2016-09-17 04:00:00;375,654116630554;398,666666667;5,77237877167891;;;;;;;;;;;;;
2016-09-17 05:00:00;331,030166625977;332,166666667;0,342147528656993;;;;;;;;;;;;;
2016-09-17 06:00:00;331,825469970703;316;5,00806011731112;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;0
2016-09-17 07:00:00;378,935829162598;369,166666667;2,64627426517079;;;;;;;;;;;;;
2016-09-17 08:00:00;462,636123657227;452,166666667;2,31539778626292;;;;;;;;;;;;;
2016-09-17 09:00:00;526,946594238281;515,166666667;2,28662456899521;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;0
2016-09-17 10:00:00;559,994304656982;510,833333333;9,62368117272715;;;;;;;;;;;;;
2016-09-17 11:00:00;554,427465438843;534,833333333;3,66359590636116;;;;;;;;;;;;;
2016-09-17 12:00:00;577,796997070312;524,5;10,1614865720329;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;0
2016-09-17 13:00:00;533,563983917236;567,333333333;5,9522942566011;;;;;;;;;;;;;
2016-09-17 14:00:00;502,801025390625;606,166666667;17,0523466499288;;;;;;;;;;;;;
2016-09-17 15:00:00;499,512268066406;556,666666667;10,2672572336334;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;0
2016-09-17 16:00:00;476,49418258667;449;6,12342596585076;;;;;;;;;;;;;
2016-09-17 17:00:00;474,502975463867;401,666666667;18,1335208622755;;;;;;;;;;;;;
2016-09-17 18:00:00;468,946319580078;454;3,29214087666919;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;504,372505187988;489,666666667;3,00323455159529;;;;;;;;;;;;;
2016-09-17 20:00:00;505,391906738281;499,833333333;1,11208537618239;;;;;;;;;;;;;
2016-09-17 21:00:00;540,609436035156;517,666666667;4,43195802346584;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;688,145309448242;628,666666667;9,46107785491156;;;;;;;;;;;;;
2016-09-17 23:00:00;658,249114990234;571,333333333;15,2127972562343;;;;;;;;;;;;;
2016-09-18 00:00:00;547,130981445312;473,666666667;15,5097075534681;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;0
2016-09-18 01:00:00;459,551864624023;430,833333333;6,66580997084232;;;;;;;;;;;;;
2016-09-18 02:00:00;373,007080078125;390,166666667;4,398014503766;;;;;;;;;;;;;
2016-09-18 03:00:00;387,038330078125;418,5;7,51772280092593;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;0
2016-09-18 04:00:00;381,730161190033;412,666666667;7,49672992171456;;;;;;;;;;;;;
2016-09-18 05:00:00;300,9287109375;348;13,5262324892241;;;;;;;;;;;;;
2016-09-18 06:00:00;332,25244140625;311,5;6,66209996990369;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;0
2016-09-18 07:00:00;352,989339828491;359,833333333;1,90198985766979;;;;;;;;;;;;;
2016-09-18 08:00:00;423,005554199219;434,333333333;2,60808422113352;;;;;;;;;;;;;
2016-09-18 09:00:00;537,015625;515;4,2748786407767;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;0
2016-09-18 10:00:00;599,90726852417;553;8,48232703872874;;;;;;;;;;;;;
2016-09-18 11:00:00;644,196556091309;582,333333333;10,6233353334306;;;;;;;;;;;;;
2016-09-18 12:00:00;595,04248046875;581,333333333;2,35822485133449;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;0
2016-09-18 13:00:00;529,846717834473;582;8,96104504562325;;;;;;;;;;;;;
2016-09-18 14:00:00;495,270820617676;572,166666667;13,4394138157785;;;;;;;;;;;;;
2016-09-18 15:00:00;483,356658935547;547,333333333;11,6887955659243;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;0
2016-09-18 16:00:00;437,131896972656;451,333333333;3,14655163080227;;;;;;;;;;;;;
2016-09-18 17:00:00;429,164291381836;378,166666667;13,4854891268729;;;;;;;;;;;;;
2016-09-18 18:00:00;452,52978515625;400,166666667;13,0853274025505;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;511,265434265137;445,166666667;14,8480945559163;;;;;;;;;;;;;
2016-09-18 20:00:00;486,724193572998;453,833333333;7,24734342416942;;;;;;;;;;;;;
2016-09-18 21:00:00;515,418518066406;450,5;14,4103258748959;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;660,164428710938;580,166666667;13,7887553077664;;;;;;;;;;;;;
2016-09-18 23:00:00;636,161994934082;527;20,7138510311351;;;;;;;;;;;;;
2016-09-19 00:00:00;528,580261230469;453,833333333;16,4701273369498;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;456,190780639648;406,166666667;12,3161544454511;;;;;;;;;;;;;
2016-09-19 02:00:00;380,444473266602;370,166666667;2,77653487607176;;;;;;;;;;;;;
2016-09-19 03:00:00;368,242858886719;391,166666667;5,86036841421263;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;350,018449783325;402,333333333;13,0028708077178;;;;;;;;;;;;;
2016-09-19 05:00:00;266,971710205078;317,5;15,9144219826526;;;;;;;;;;;;;
2016-09-19 06:00:00;305,108154296875;304,166666667;0,309530179684587;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;364,915115356445;350,333333333;4,16225937872289;;;;;;;;;;;;;
2016-09-19 08:00:00;436,936264038086;407,5;7,22362307683091;;;;;;;;;;;;;
2016-09-19 09:00:00;527,372924804688;476,166666667;10,7538519015019;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;553,621780395508;529,166666667;4,62143881483322;;;;;;;;;;;;;
2016-09-19 11:00:00;558,753395080566;561,5;0,489154927770898;;;;;;;;;;;;;
2016-09-19 12:00:00;562,876037597656;581,833333333;3,25820035554649;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;526,026573181152;579,166666667;9,17526793999719;;;;;;;;;;;;;
2016-09-19 14:00:00;491,176712036133;567,166666667;13,3981700788991;;;;;;;;;;;;;
2016-09-19 15:00:00;541,187133789062;564,5;4,12982572381532;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;503,087451934814;485,833333333;3,55144808270867;;;;;;;;;;;;;
2016-09-19 17:00:00;409,030822753906;393;4,07908975926368;;;;;;;;;;;;;
2016-09-19 18:00:00;469,208892822266;457,5;2,5593208354679;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;1
2016-09-19 19:00:00;511,761875152588;499,666666667;2,42065546742758;;;;;;;;;;;;;
2016-09-19 20:00:00;520,605541229248;473,666666667;9,90968498850422;;;;;;;;;;;;;
2016-09-19 21:00:00;521,845886230469;470;11,031039623504;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;1
2016-09-19 22:00:00;655,338409423828;583,166666667;12,3758347110809;;;;;;;;;;;;;
2016-09-19 23:00:00;507,198117256165;527,833333333;3,90941889678216;;;;;;;;;;;;;
2016-09-20 00:00:00;479,661071777344;440,166666667;8,97260244838633;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;425,230731964111;404,333333333;5,1683591008562;;;;;;;;;;;;;
2016-09-20 02:00:00;364,032089233398;379,666666667;4,11797474106792;;;;;;;;;;;;;
2016-09-20 03:00:00;392,030670166016;399,833333333;1,95147890795937;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;386,533097267151;412,166666667;6,21922427816298;;;;;;;;;;;;;
2016-09-20 05:00:00;298,639251708984;330;9,50325705788352;;;;;;;;;;;;;
2016-09-20 06:00:00;347,014404296875;313,833333333;10,5728319587606;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;408,01326751709;372,833333333;9,43583393405131;;;;;;;;;;;;;
2016-09-20 08:00:00;478,167816162109;469,833333333;1,77392326976558;;;;;;;;;;;;;
2016-09-20 09:00:00;541,140197753906;491,666666667;10,0624131024148;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;557,507968902588;533,5;4,50008789176905;;;;;;;;;;;;;
2016-09-20 11:00:00;584,744205474854;541,833333333;7,91957037377051;;;;;;;;;;;;;
2016-09-20 12:00:00;530,431945800781;589,833333333;10,0708766655415;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;496,649654388428;614,166666667;19,1343846315075;;;;;;;;;;;;;
2016-09-20 14:00:00;466,138481140137;608,666666667;23,4164598346306;;;;;;;;;;;;;
2016-09-20 15:00:00;504,845825195312;568;11,1186927473041;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;494,141632080078;482,5;2,41277348809909;;;;;;;;;;;;;
2016-09-20 17:00:00;360,558639526367;412,333333333;12,5565142619259;;;;;;;;;;;;;
2016-09-20 18:00:00;481,141448974609;445,333333333;8,04074453030753;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;1
2016-09-20 19:00:00;530,753242492676;494,5;7,33129271843797;;;;;;;;;;;;;
2016-09-20 20:00:00;531,512401580811;507,666666667;4,69712440849538;;;;;;;;;;;;;
2016-09-20 21:00:00;505,17431640625;500,666666667;0,900329508504724;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;1
2016-09-20 22:00:00;658,282562255859;601;9,53120836203983;;;;;;;;;;;;;
2016-09-20 23:00:00;447,284297943115;536,333333333;16,603300569908;;;;;;;;;;;;;
