"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-14 08:00:00;481,928455352783;458,833333333;5,0334446828478;;;;;;;;;;;;
2016-09-14 09:00:00;532,244262695312;478,333333333;11,2705775670418;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;562,138765335083;504;11,5354693125165;;;;;;;;;;;;
2016-09-14 11:00:00;571,047831535339;492,333333333;15,9880497364372;;;;;;;;;;;;
2016-09-14 12:00:00;580,955932617188;519,5;11,8298234104307;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;572,823576927185;543,333333333;5,42765219525211;;;;;;;;;;;;
2016-09-14 14:00:00;575,242075920105;573;0,39128724609162;;;;;;;;;;;;
2016-09-14 15:00:00;513,349304199219;539;4,75894170700951;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;442,083198547363;438,833333333;0,740569361420228;;;;;;;;;;;;
2016-09-14 17:00:00;404,209007263184;380,5;6,23101373539648;;;;;;;;;;;;
2016-09-14 18:00:00;507,511871337891;426;19,1342420980964;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;547,344017028809;480,5;13,9113458956938;;;;;;;;;;;;
2016-09-14 20:00:00;558,448470115662;471,833333333;18,3571466159073;;;;;;;;;;;;
2016-09-14 21:00:00;521,856689453125;477,166666667;9,36570508964592;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;656,15837097168;607,166666667;8,06890545780722;;;;;;;;;;;;
2016-09-14 23:00:00;654,874639153481;539,833333333;21,3105228441898;;;;;;;;;;;;
2016-09-15 00:00:00;568,645935058594;445,333333333;27,6899554773247;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;495,910423278809;393,166666667;26,1323670907303;;;;;;;;;;;;
2016-09-15 02:00:00;422,233627319336;358,5;17,7778597822415;;;;;;;;;;;;
2016-09-15 03:00:00;389,9267578125;383,833333333;1,58751831858584;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;374,254895210266;396,833333333;5,68965261388144;;;;;;;;;;;;
2016-09-15 05:00:00;321,862732887268;316;1,85529521748989;;;;;;;;;;;;
2016-09-15 06:00:00;356,11279296875;294;21,1268003295068;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;414,079559326172;357,5;15,826450161167;;;;;;;;;;;;
2016-09-15 08:00:00;489,090896606445;459,166666667;6,51707367101784;;;;;;;;;;;;
2016-09-15 09:00:00;578,237182617188;503;14,9576903811506;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;594,601861953735;525,5;13,1497358617955;;;;;;;;;;;;
2016-09-15 11:00:00;608,059115409851;593,666666667;2,42433162428574;;;;;;;;;;;;
2016-09-15 12:00:00;609,555908203125;615,5;0,965733841896832;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;576,962432861328;625,333333333;7,73521862553801;;;;;;;;;;;;
2016-09-15 14:00:00;569,549020290375;658;13,4423981321619;;;;;;;;;;;;
2016-09-15 15:00:00;566,853332519531;613;7,52800448294759;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
2016-09-15 16:00:00;514,242107391357;522;1,48618632349475;;;;;;;;;;;;
2016-09-15 17:00:00;489,780822753906;437;12,0779914768664;;;;;;;;;;;;
2016-09-15 18:00:00;539,106567382812;485,5;11,0415174835865;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18
2016-09-15 19:00:00;584,897693634033;557;5,00856259138837;;;;;;;;;;;;
2016-09-15 20:00:00;578,601435184479;533,166666667;8,52168212268529;;;;;;;;;;;;
2016-09-15 21:00:00;520,632995605469;497,666666667;4,6148015281554;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21
2016-09-15 22:00:00;637,394844055176;616,5;3,38926910870653;;;;;;;;;;;;
2016-09-15 23:00:00;568,162574768066;541,833333333;4,85928786867104;;;;;;;;;;;;
2016-09-16 00:00:00;508,228088378906;442,5;14,8538052833686;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0
2016-09-16 01:00:00;437,60400390625;412,5;6,08581912878788;;;;;;;;;;;;
2016-09-16 02:00:00;401,200717926025;371,166666667;8,09179647750294;;;;;;;;;;;;
2016-09-16 03:00:00;400,780548095703;412;2,72316793793613;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3
2016-09-16 04:00:00;393,769587516785;407,166666667;3,29031825219919;;;;;;;;;;;;
2016-09-16 05:00:00;332,467020988464;341,833333333;2,74002311395751;;;;;;;;;;;;
2016-09-16 06:00:00;337,021087646484;328;2,75033159953792;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6
2016-09-16 07:00:00;403,286933898926;425,666666667;5,2575723025975;;;;;;;;;;;;
2016-09-16 08:00:00;463,322593688965;461,833333333;0,322467056506518;;;;;;;;;;;;
2016-09-16 09:00:00;530,224426269531;499,166666667;6,22192179015235;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9
2016-09-16 10:00:00;537,795292854309;506;6,28365471429033;;;;;;;;;;;;
2016-09-16 11:00:00;547,030989646912;536,666666667;1,93124030681464;;;;;;;;;;;;
2016-09-16 12:00:00;571,561584472656;524,833333333;8,90344575541808;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12
2016-09-16 13:00:00;532,788055419922;564,5;5,61770497432739;;;;;;;;;;;;
2016-09-16 14:00:00;498,824890136719;572,666666667;12,8943730844421;;;;;;;;;;;;
2016-09-16 15:00:00;499,794860839844;520,833333333;4,03938671868859;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15
2016-09-16 16:00:00;468,575487136841;442,166666667;5,9725941507322;;;;;;;;;;;;
2016-09-16 17:00:00;468,620576549321;386,666666667;21,1949766936855;;;;;;;;;;;;
2016-09-16 18:00:00;476,138427734375;447,833333333;6,32045278780709;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18
2016-09-16 19:00:00;518,820056915283;488,166666667;6,27928786239582;;;;;;;;;;;;
2016-09-16 20:00:00;520,280526638031;493,5;5,42665180101945;;;;;;;;;;;;
2016-09-16 21:00:00;539,978637695312;511,333333333;5,60208038376751;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21
2016-09-16 22:00:00;668,563186645508;616,5;8,44496133747085;;;;;;;;;;;;
2016-09-16 23:00:00;671,010143995285;560,5;19,7163504005861;;;;;;;;;;;;
2016-09-17 00:00:00;572,653625488281;461,333333333;24,1301211319426;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0
2016-09-17 01:00:00;495,439971923828;397,666666667;24,5867490167844;;;;;;;;;;;;
2016-09-17 02:00:00;424,345375061035;363,333333333;16,7923050627774;;;;;;;;;;;;
2016-09-17 03:00:00;397,990844726562;398,666666667;0,169520553621309;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3
2016-09-17 04:00:00;389,015808105469;398,666666667;2,42078392011451;;;;;;;;;;;;
2016-09-17 05:00:00;326,940925598145;332,166666667;1,57322862082797;;;;;;;;;;;;
2016-09-17 06:00:00;338,370056152344;316;7,07913169377967;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6
2016-09-17 07:00:00;383,683826446533;369,166666667;3,93241348429438;;;;;;;;;;;;
2016-09-17 08:00:00;467,883068084717;452,166666667;3,47579832311947;;;;;;;;;;;;
2016-09-17 09:00:00;532,836486816406;515,166666667;3,42992303126397;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9
2016-09-17 10:00:00;550,546035766602;510,833333333;7,77410161832838;;;;;;;;;;;;
2016-09-17 11:00:00;561,360248565674;534,833333333;4,95984703633973;;;;;;;;;;;;
2016-09-17 12:00:00;565,909362792969;524,5;7,89501673841158;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12
2016-09-17 13:00:00;529,595241546631;567,333333333;6,65183756516886;;;;;;;;;;;;
2016-09-17 14:00:00;489,085109710693;606,166666667;19,3150767593471;;;;;;;;;;;;
2016-09-17 15:00:00;521,17578125;556,666666667;6,37560815873869;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15
2016-09-17 16:00:00;487,643463134766;449;8,6065619453821;;;;;;;;;;;;
2016-09-17 17:00:00;478,769303321838;401,666666667;19,1956771754625;;;;;;;;;;;;
2016-09-17 18:00:00;477,319152832031;454;5,13637727577781;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18
2016-09-17 19:00:00;508,755430221558;489,666666667;3,89831794851149;;;;;;;;;;;;
2016-09-17 20:00:00;508,780705748126;499,833333333;1,79007117341752;;;;;;;;;;;;
2016-09-17 21:00:00;536,95068359375;517,666666667;3,72518034643998;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21
2016-09-17 22:00:00;679,485076904297;628,666666667;8,08352230709491;;;;;;;;;;;;
2016-09-17 23:00:00;675,005039215088;571,333333333;18,1455727915079;;;;;;;;;;;;
2016-09-18 00:00:00;553,062622070312;473,666666667;16,7619891773237;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0
2016-09-18 01:00:00;477,20613861084;430,833333333;10,7635137975727;;;;;;;;;;;;
2016-09-18 02:00:00;421,962757110596;390,166666667;8,14936107054298;;;;;;;;;;;;
2016-09-18 03:00:00;394,812622070312;418,5;5,66006641091697;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3
2016-09-18 04:00:00;389,223801136017;412,666666667;5,6808236343209;;;;;;;;;;;;
2016-09-18 05:00:00;319,469696521759;348;8,19836306846005;;;;;;;;;;;;
2016-09-18 06:00:00;336,105163574219;311,5;7,8989289162821;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6
2016-09-18 07:00:00;359,37108039856;359,833333333;0,128463066542152;;;;;;;;;;;;
2016-09-18 08:00:00;428,910135269165;434,333333333;1,24862580134438;;;;;;;;;;;;
2016-09-18 09:00:00;529,748168945312;515;2,8637221253034;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9
2016-09-18 10:00:00;572,247055053711;553;3,48048011821174;;;;;;;;;;;;
2016-09-18 11:00:00;582,020209312439;582,333333333;0,0537705816647835;;;;;;;;;;;;
2016-09-18 12:00:00;572,974975585938;581,333333333;1,43779089685791;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12
2016-09-18 13:00:00;519,426357269287;582;10,7514850052771;;;;;;;;;;;;
2016-09-18 14:00:00;490,304660797119;572,166666667;14,3073706734343;;;;;;;;;;;;
2016-09-18 15:00:00;460,811981201172;547,333333333;15,8077988060684;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15
2016-09-18 16:00:00;423,927921295166;451,333333333;6,07210015609768;;;;;;;;;;;;
2016-09-18 17:00:00;410,745347976685;378,166666667;8,61490030224482;;;;;;;;;;;;
2016-09-18 18:00:00;432,627838134766;400,166666667;8,11191290322497;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18
2016-09-18 19:00:00;465,590728759766;445,166666667;4,58795853824417;;;;;;;;;;;;
2016-09-18 20:00:00;486,328897476196;453,833333333;7,1602418236989;;;;;;;;;;;;
2016-09-18 21:00:00;519,957946777344;450,5;15,4179682080674;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21
2016-09-18 22:00:00;662,702651977539;580,166666667;14,2262542908058;;;;;;;;;;;;
2016-09-18 23:00:00;664,89871764183;527;26,1667395904802;;;;;;;;;;;;
2016-09-19 00:00:00;521,683532714844;453,833333333;14,9504662611591;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0
2016-09-19 01:00:00;444,536262512207;406,166666667;9,44676138986677;;;;;;;;;;;;
2016-09-19 02:00:00;386,034240722656;370,166666667;4,28660262646788;;;;;;;;;;;;
2016-09-19 03:00:00;380,012847900391;391,166666667;2,8514236301491;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3
2016-09-19 04:00:00;369,368451118469;402,333333333;8,19342557114119;;;;;;;;;;;;
2016-09-19 05:00:00;302,121144294739;317,5;4,84373408039724;;;;;;;;;;;;
2016-09-19 06:00:00;314,892547607422;304,166666667;3,52631702150469;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6
2016-09-19 07:00:00;373,459449768066;350,333333333;6,60117500525835;;;;;;;;;;;;
2016-09-19 08:00:00;456,10848236084;407,5;11,9284619290405;;;;;;;;;;;;
2016-09-19 09:00:00;531,971435546875;476,166666667;11,7195874441377;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9
2016-09-19 10:00:00;557,886346817017;529,166666667;5,42734113070839;;;;;;;;;;;;
2016-09-19 11:00:00;559,884414553642;561,5;0,287726704605116;;;;;;;;;;;;
2016-09-19 12:00:00;561,292846679688;581,833333333;3,53030420853468;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12
2016-09-19 13:00:00;527,839332580566;579,166666667;8,86227351132156;;;;;;;;;;;;
2016-09-19 14:00:00;514,024250030518;567,166666667;9,36980604815477;;;;;;;;;;;;
2016-09-19 15:00:00;524,57373046875;564,5;7,07285554140833;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15
2016-09-19 16:00:00;463,341053009033;485,833333333;4,62962888315243;;;;;;;;;;;;
2016-09-19 17:00:00;396,864429473877;393;0,98331538775495;;;;;;;;;;;;
2016-09-19 18:00:00;483,871032714844;457,5;5,76416015625;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18
2016-09-19 19:00:00;520,512596130371;499,666666667;4,17196720414086;;;;;;;;;;;;
2016-09-19 20:00:00;515,151041030884;473,666666667;8,75813674113749;;;;;;;;;;;;
2016-09-19 21:00:00;519,358215332031;470;10,5017479429854;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21
2016-09-19 22:00:00;645,133766174316;583,166666667;10,6259673347724;;;;;;;;;;;;
2016-09-19 23:00:00;629,967767715454;527,833333333;19,3497507513455;;;;;;;;;;;;
2016-09-20 00:00:00;497,850311279297;440,166666667;13,1049552318637;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0
2016-09-20 01:00:00;421,535980224609;404,333333333;4,25457054203386;;;;;;;;;;;;
2016-09-20 02:00:00;367,306991577148;379,666666667;3,25540169179299;;;;;;;;;;;;
2016-09-20 03:00:00;387,420257568359;399,833333333;3,10456250887477;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3
2016-09-20 04:00:00;386,885290622711;412,166666667;6,13377502084959;;;;;;;;;;;;
2016-09-20 05:00:00;312,137449741364;330;5,41289401776863;;;;;;;;;;;;
2016-09-20 06:00:00;321,890655517578;313,833333333;2,56738890640044;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6
2016-09-20 07:00:00;385,340641021729;372,833333333;3,35466455665795;;;;;;;;;;;;
2016-09-20 08:00:00;466,912967681885;469,833333333;0,621574810454195;;;;;;;;;;;;
2016-09-20 09:00:00;522,139099121094;491,666666667;6,19778287201486;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9
2016-09-20 10:00:00;537,598689079285;533,5;0,768264119828429;;;;;;;;;;;;
2016-09-20 11:00:00;553,694251060486;541,833333333;2,18903433912515;;;;;;;;;;;;
2016-09-20 12:00:00;557,504089355469;589,833333333;5,48108120557495;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12
2016-09-20 13:00:00;526,319648742676;614,166666667;14,303449322813;;;;;;;;;;;;
2016-09-20 14:00:00;517,60710144043;608,666666667;14,9604981204579;;;;;;;;;;;;
2016-09-20 15:00:00;508,354614257812;568;10,5009481940471;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15
2016-09-20 16:00:00;437,56379699707;482,5;9,31320269490771;;;;;;;;;;;;
2016-09-20 17:00:00;390,867568969727;412,333333333;5,2059250678959;;;;;;;;;;;;
2016-09-20 18:00:00;478,025817871094;445,333333333;7,34112676754152;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18
2016-09-20 19:00:00;520,649925231934;494,5;5,28815474862156;;;;;;;;;;;;
2016-09-20 20:00:00;513,180377483368;507,666666667;1,08608880164759;;;;;;;;;;;;
2016-09-20 21:00:00;504,030639648438;500,666666667;0,671898731311966;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21
2016-09-20 22:00:00;631,031875610352;601;4,99698429456765;;;;;;;;;;;;
2016-09-20 23:00:00;589,721660614014;536,333333333;9,95431832462029;;;;;;;;;;;;
