"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"f_season";"temp";"pression";"hr";"p_rosee";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_weekend";"f_evening"
2016-09-13 22:00:00;633,164367675781;624,333333333;1,41447426739764;;;;;;;;;;;;;;;
2016-09-13 23:00:00;563,855411529541;550,666666667;2,39505051983046;;;;;;;;;;;;;;;
2016-09-14 00:00:00;467,543121337891;467,166666667;0,0805825196340366;"September";"East";"Wednesday";"summer";17,5;1005,5;97;17;9;24,076;3;8;0;FALSE;0
2016-09-14 01:00:00;402,819778442383;405,833333333;0,742559726641391;;;;;;;;;;;;;;;
2016-09-14 02:00:00;374,461036682129;362,5;3,29959632610453;;;;;;;;;;;;;;;
2016-09-14 03:00:00;381,4951171875;396,666666667;3,82476037297998;"September";"East";"Wednesday";"summer";16,2;1004;97;15,7;2,9;12,964;0;;3;FALSE;0
2016-09-14 04:00:00;368,576030731201;407,833333333;9,62582000862221;;;;;;;;;;;;;;;
2016-09-14 05:00:00;315,509857177734;330,833333333;4,63178120562651;;;;;;;;;;;;;;;
2016-09-14 06:00:00;313,700744628906;317,166666667;1,09277626003892;"September";"East";"Wednesday";"summer";15,5;1004,6;94;14,5;45;36;0;7;6;FALSE;0
2016-09-14 07:00:00;370,226585388184;384,833333333;3,79560362360218;;;;;;;;;;;;;;;
2016-09-14 08:00:00;450,424072265625;458,833333333;1,83274850723889;;;;;;;;;;;;;;;
2016-09-14 09:00:00;487,964111328125;478,333333333;2,01340306518433;"September";"East";"Wednesday";"summer";18;1005,9;82;14,9;29;46,8;0;;9;FALSE;0
2016-09-14 10:00:00;499,519412994385;504;0,889005358256991;;;;;;;;;;;;;;;
2016-09-14 11:00:00;496,455962181091;492,333333333;0,837365371989326;;;;;;;;;;;;;;;
2016-09-14 12:00:00;554,36865234375;519,5;6,71196387752647;"September";"South";"Wednesday";"summer";20,2;1007,2;65;13,4;7;54;0;7;12;FALSE;0
2016-09-14 13:00:00;546,164776802063;543,333333333;0,521124564858531;;;;;;;;;;;;;;;
2016-09-14 14:00:00;564,694890022278;573;1,44940837307542;;;;;;;;;;;;;;;
2016-09-14 15:00:00;497,840179443359;539;7,63633034446023;"September";"South";"Wednesday";"summer";20,4;1007,9;62;12,9;28;46,8;0;;15;FALSE;0
2016-09-14 16:00:00;439,858322143555;438,833333333;0,233571320293691;;;;;;;;;;;;;;;
2016-09-14 17:00:00;416,853126525879;380,5;9,55404113689327;;;;;;;;;;;;;;;
2016-09-14 18:00:00;453,783081054688;426;6,52185001283744;"September";"East";"Wednesday";"summer";18,6;1009,3;63;11,4;45;43,2;0;;18;FALSE;0
2016-09-14 19:00:00;500,787853240967;480,5;4,22223792736042;;;;;;;;;;;;;;;
2016-09-14 20:00:00;483,13373374939;471,833333333;2,39499832209064;;;;;;;;;;;;;;;
2016-09-14 21:00:00;520,794311523438;477,166666667;9,14306214245344;"September";"East";"Wednesday";"summer";13,8;1010,5;89;12;60;10,8;0;;21;FALSE;1
2016-09-14 22:00:00;657,695159912109;607,166666667;8,32201371041697;;;;;;;;;;;;;;;
2016-09-14 23:00:00;636,580146789551;539,833333333;17,9216079265101;;;;;;;;;;;;;;;
2016-09-15 00:00:00;523,328552246094;445,333333333;17,5138964625342;"September";"North";"Thursday";"summer";13,4;1010,4;89;11,6;60;14,4;0;8;0;FALSE;0
2016-09-15 01:00:00;464,291385650635;393,166666667;18,0902210216807;;;;;;;;;;;;;;;
2016-09-15 02:00:00;388,865219116211;358,5;8,47007506728339;;;;;;;;;;;;;;;
2016-09-15 03:00:00;379,979919433594;383,833333333;1,00392893601639;"September";"East";"Thursday";"summer";12,7;1009,8;94;11,8;60;7,2;0;7;3;FALSE;0
2016-09-15 04:00:00;368,041598320007;396,833333333;7,25537211583793;;;;;;;;;;;;;;;
2016-09-15 05:00:00;306,407997131348;316;3,03544394577606;;;;;;;;;;;;;;;
2016-09-15 06:00:00;316,911193847656;294;7,7929230774341;"September";"North";"Thursday";"summer";13,8;1010,1;92;12,5;4,6;18;;8;6;FALSE;0
2016-09-15 07:00:00;371,049724578857;357,5;3,79013274933075;;;;;;;;;;;;;;;
2016-09-15 08:00:00;455,480377197266;459,166666667;0,802821663099466;;;;;;;;;;;;;;;
2016-09-15 09:00:00;557,783142089844;503;10,8912807335673;"September";"West";"Thursday";"summer";14;1010,8;98;13,7;2,9;14,4;9;8;9;FALSE;0
2016-09-15 10:00:00;574,476608276367;525,5;9,32000157495094;;;;;;;;;;;;;;;
2016-09-15 11:00:00;612,857963562012;593,666666667;3,23267213279073;;;;;;;;;;;;;;;
2016-09-15 12:00:00;588,296508789062;615,5;4,41973862078595;"September";"West";"Thursday";"summer";16,4;1011,4;95;15,6;2;14,4;0;8;12;FALSE;0
2016-09-15 13:00:00;589,662494421005;625,333333333;5,7042919368892;;;;;;;;;;;;;;;
2016-09-15 14:00:00;546,273147583008;658;16,979764805014;;;;;;;;;;;;;;;
2016-09-15 15:00:00;548,848815917969;613;10,4651197523705;"September";"North";"Thursday";"summer";16,3;1011,8;91;14,8;19;18;1;8;15;FALSE;0
2016-09-15 16:00:00;505,310726165771;522;3,19717889544608;;;;;;;;;;;;;;;
2016-09-15 17:00:00;451,552192687988;437;3,33002121006597;;;;;;;;;;;;;;;
2016-09-15 18:00:00;500,202056884766;485,5;3,02823004835543;"September";"West";"Thursday";"summer";16,1;1012,8;94;15,1;18;10,8;;8;18;FALSE;0
2016-09-15 19:00:00;554,556354522705;557;0,438715525546665;;;;;;;;;;;;;;;
2016-09-15 20:00:00;546,400123596191;533,166666667;2,48204881447637;;;;;;;;;;;;;;;
2016-09-15 21:00:00;520,308837890625;497,666666667;4,54966601947953;"September";"North";"Thursday";"summer";16,2;1014;96;15,6;10;25,2;0;8;21;FALSE;1
2016-09-15 22:00:00;645,325614929199;616,5;4,67568774196257;;;;;;;;;;;;;;;
2016-09-15 23:00:00;588,344917297363;541,833333333;8,58411269721166;;;;;;;;;;;;;;;
2016-09-16 00:00:00;461,183532714844;442,5;4,22226728019068;"September";"West";"Friday";"summer";15,9;1014,7;95;15,1;16;28,8;0;8;0;FALSE;0
2016-09-16 01:00:00;392,545265197754;412,5;4,83751146721117;;;;;;;;;;;;;;;
2016-09-16 02:00:00;360,996368408203;371,166666667;2,74008933779643;;;;;;;;;;;;;;;
2016-09-16 03:00:00;380,292114257812;412;7,69608877237561;"September";"North";"Friday";"summer";15,2;1015,4;92;13,9;40;32,4;0;8;3;FALSE;0
2016-09-16 04:00:00;369,80934715271;407,166666667;9,17494543944154;;;;;;;;;;;;;;;
2016-09-16 05:00:00;301,191604614258;341,833333333;11,8893404345534;;;;;;;;;;;;;;;
2016-09-16 06:00:00;315,419769287109;328;3,83543619295446;"September";"North";"Friday";"summer";15,1;1016,8;92;13,8;15;36;;8;6;FALSE;0
2016-09-16 07:00:00;377,872165679932;425,666666667;11,228152150438;;;;;;;;;;;;;;;
2016-09-16 08:00:00;435,416625976562;461,833333333;5,71996550482639;;;;;;;;;;;;;;;
2016-09-16 09:00:00;512,532287597656;499,166666667;2,67758683084754;"September";"North";"Friday";"summer";16,4;1019;76;12,2;13;39,6;;6;9;FALSE;0
2016-09-16 10:00:00;532,44033241272;506;5,22536213690113;;;;;;;;;;;;;;;
2016-09-16 11:00:00;560,972328186035;536,666666667;4,52900525199132;;;;;;;;;;;;;;;
2016-09-16 12:00:00;534,0498046875;524,833333333;1,7560758376321;"September";"North";"Friday";"summer";16,6;1020,4;68;10,7;16;46,8;0;7;12;FALSE;0
2016-09-16 13:00:00;499,16374206543;564,5;11,5741820964695;;;;;;;;;;;;;;;
2016-09-16 14:00:00;464,736328125;572,666666667;18,8469741342149;;;;;;;;;;;;;;;
2016-09-16 15:00:00;491,750213623047;520,833333333;5,58395898431458;"September";"North";"Friday";"summer";16,7;1021,1;70;11,2;19;50,4;0;8;15;FALSE;0
2016-09-16 16:00:00;454,797370910645;442,166666667;2,85654826467433;;;;;;;;;;;;;;;
2016-09-16 17:00:00;475,364276885986;386,666666667;22,9390371255801;;;;;;;;;;;;;;;
2016-09-16 18:00:00;450,566101074219;447,833333333;0,610219815680119;"September";"North";"Friday";"summer";14,5;1022,6;80;11,1;55;39,6;0;;18;FALSE;0
2016-09-16 19:00:00;492,394687652588;488,166666667;0,866101943103787;;;;;;;;;;;;;;;
2016-09-16 20:00:00;496,780197143555;493,5;0,66468027225019;;;;;;;;;;;;;;;
2016-09-16 21:00:00;517,120849609375;511,333333333;1,13184803319012;"September";"North";"Friday";"summer";13,3;1024,3;87;11,2;45;21,6;0;;21;FALSE;1
2016-09-16 22:00:00;647,27507019043;616,5;4,99190108522785;;;;;;;;;;;;;;;
2016-09-16 23:00:00;650,603805541992;560,5;16,0756120503108;;;;;;;;;;;;;;;
2016-09-17 00:00:00;541,339416503906;461,333333333;17,3423590688506;"September";"North";"Saturday";"summer";12,2;1024,3;94;11,3;19;14,4;;;0;TRUE;0
2016-09-17 01:00:00;444,305671691895;397,666666667;11,7281655552864;;;;;;;;;;;;;;;
2016-09-17 02:00:00;394,671264648438;363,333333333;8,62511871067879;;;;;;;;;;;;;;;
2016-09-17 03:00:00;381,514007568359;398,666666667;4,30250646286613;"September";"West";"Saturday";"summer";12,6;1024,5;95;11,8;19;18;0;;3;TRUE;0
2016-09-17 04:00:00;361,843704223633;398,666666667;9,23652904097067;;;;;;;;;;;;;;;
2016-09-17 05:00:00;326,655323028564;332,166666667;1,65921032767587;;;;;;;;;;;;;;;
2016-09-17 06:00:00;323,400329589844;316;2,3418764524822;"September";"North";"Saturday";"summer";12,3;1024,7;96;11,7;18;18;0;8;6;TRUE;0
2016-09-17 07:00:00;373,682720184326;369,166666667;1,22331020785248;;;;;;;;;;;;;;;
2016-09-17 08:00:00;439,737602233887;452,166666667;2,74877945442775;;;;;;;;;;;;;;;
2016-09-17 09:00:00;513,956359863281;515,166666667;0,234934999104094;"September";"North";"Saturday";"summer";15,9;1025,3;79;12,3;35;28,8;0;7;9;TRUE;0
2016-09-17 10:00:00;551,535488128662;510,833333333;7,96779539230447;;;;;;;;;;;;;;;
2016-09-17 11:00:00;543,304954528809;534,833333333;1,58397404720732;;;;;;;;;;;;;;;
2016-09-17 12:00:00;548,207336425781;524,5;4,51998787908127;"September";"North";"Saturday";"summer";17,3;1025;67;11,1;25;28,8;0;7;12;TRUE;0
2016-09-17 13:00:00;512,683734893799;567,333333333;9,63271417847826;;;;;;;;;;;;;;;
2016-09-17 14:00:00;503,185352325439;606,166666667;16,9889438011829;;;;;;;;;;;;;;;
2016-09-17 15:00:00;495,608337402344;556,666666667;10,9685621433448;"September";"North";"Saturday";"summer";16,2;1024,1;71;10,9;40;32,4;0;;15;TRUE;0
2016-09-17 16:00:00;453,682640075684;449;1,04290424848187;;;;;;;;;;;;;;;
2016-09-17 17:00:00;454,497100830078;401,666666667;13,1528051858177;;;;;;;;;;;;;;;
2016-09-17 18:00:00;456,9755859375;454;0,655415404735683;"September";"North";"Saturday";"summer";14,5;1024,2;82;11,5;55;21,6;0;;18;TRUE;0
2016-09-17 19:00:00;498,816719055176;489,666666667;1,86862880629739;;;;;;;;;;;;;;;
2016-09-17 20:00:00;502,043632507324;499,833333333;0,442207237277567;;;;;;;;;;;;;;;
2016-09-17 21:00:00;498,020172119141;517,666666667;3,79520178000902;"September";"West";"Saturday";"summer";12;1024,4;94;11,1;17;10,8;0;;21;TRUE;1
2016-09-17 22:00:00;630,38981628418;628,666666667;0,274095909413385;;;;;;;;;;;;;;;
2016-09-17 23:00:00;618,506217956543;571,333333333;8,25663091427721;;;;;;;;;;;;;;;
2016-09-18 00:00:00;542,044982910156;473,666666667;14,4359569830629;"September";"West";"Sunday";"summer";9,8;1024,2;97;9,3;6;7,2;0;;0;TRUE;0
2016-09-18 01:00:00;457,786636352539;430,833333333;6,25608580724795;;;;;;;;;;;;;;;
2016-09-18 02:00:00;382,364410400391;390,166666667;1,99972394701479;;;;;;;;;;;;;;;
2016-09-18 03:00:00;382,363861083984;418,5;8,63468074456765;"September";"West";"Sunday";"summer";10,1;1023,7;98;9,8;0,6;10,8;0;;3;TRUE;0
2016-09-18 04:00:00;366,662824630737;412,666666667;11,1479423351112;;;;;;;;;;;;;;;
2016-09-18 05:00:00;304,716484069824;348;12,4377919339586;;;;;;;;;;;;;;;
2016-09-18 06:00:00;314,347534179688;311,5;0,914136173254414;"September";"North";"Sunday";"summer";10,4;1023,4;99;10,2;0,3;10,8;0;;6;TRUE;0
2016-09-18 07:00:00;339,800407409668;359,833333333;5,56727908939803;;;;;;;;;;;;;;;
2016-09-18 08:00:00;403,845687866211;434,333333333;7,01941184961146;;;;;;;;;;;;;;;
2016-09-18 09:00:00;509,399719238281;515;1,08743315761529;"September";"North";"Sunday";"summer";15,2;1023,5;79;11,6;18;18;0;;9;TRUE;0
2016-09-18 10:00:00;577,962364196777;553;4,51398990900133;;;;;;;;;;;;;;;
2016-09-18 11:00:00;591,412643432617;582,333333333;1,55912594727344;;;;;;;;;;;;;;;
2016-09-18 12:00:00;550,562622070312;581,333333333;5,29312693739195;"September";"West";"Sunday";"summer";18;1023,2;63;10,8;35;25,2;0;7;12;TRUE;0
2016-09-18 13:00:00;498,638088226318;582;14,3233525384333;;;;;;;;;;;;;;;
2016-09-18 14:00:00;474,02091217041;572,166666667;17,1533506256684;;;;;;;;;;;;;;;
2016-09-18 15:00:00;478,273071289062;547,333333333;12,6175874623592;"September";"West";"Sunday";"summer";17,7;1023,2;62;10,3;50;25,2;0;8;15;TRUE;0
2016-09-18 16:00:00;440,113906860352;451,333333333;2,4858404296876;;;;;;;;;;;;;;;
2016-09-18 17:00:00;427,95125579834;378,166666667;13,1647216742078;;;;;;;;;;;;;;;
2016-09-18 18:00:00;431,215423583984;400,166666667;7,75895633076847;"September";"North";"Sunday";"summer";15,7;1023,5;75;11,3;55;14,4;0;8;18;TRUE;0
2016-09-18 19:00:00;479,336097717285;445,166666667;7,67564905659144;;;;;;;;;;;;;;;
2016-09-18 20:00:00;454,792343139648;453,833333333;0,211313214832719;;;;;;;;;;;;;;;
2016-09-18 21:00:00;493,105102539062;450,5;9,45729246150111;"September";"North";"Sunday";"summer";14,2;1023,5;86;11,9;35;3,6;0;8;21;TRUE;1
2016-09-18 22:00:00;630,317764282227;580,166666667;8,64425698624495;;;;;;;;;;;;;;;
2016-09-18 23:00:00;622,284271240234;527;18,0805068767048;;;;;;;;;;;;;;;
2016-09-19 00:00:00;511,750396728516;453,833333333;12,7617473512064;"September";"West";"Monday";"summer";13,3;1023,3;93;12,2;14;7,2;0;8;0;FALSE;0
2016-09-19 01:00:00;452,03589630127;406,166666667;11,2932038492159;;;;;;;;;;;;;;;
2016-09-19 02:00:00;379,80940246582;370,166666667;2,60497139994911;;;;;;;;;;;;;;;
2016-09-19 03:00:00;371,27734375;391,166666667;5,08461599922873;"September";"South";"Monday";"summer";13,6;1023;96;13;22;3,6;0;8;3;FALSE;0
2016-09-19 04:00:00;359,461381912231;402,333333333;10,6558288535553;;;;;;;;;;;;;;;
2016-09-19 05:00:00;300,026039123535;317,5;5,50360972487082;;;;;;;;;;;;;;;
2016-09-19 06:00:00;300,872650146484;304,166666667;1,0829643355108;"September";"South";"Monday";"summer";14,4;1022,9;95;13,6;16;10,8;0;8;6;FALSE;0
2016-09-19 07:00:00;354,310600280762;350,333333333;1,13528076529939;;;;;;;;;;;;;;;
2016-09-19 08:00:00;429,192520141602;407,5;5,32331782615989;;;;;;;;;;;;;;;
2016-09-19 09:00:00;501,092376708984;476,166666667;5,23466084185514;"September";"South";"Monday";"summer";15,7;1023,1;93;14,6;19;14,4;;8;9;FALSE;0
2016-09-19 10:00:00;531,199306488037;529,166666667;0,384120911061897;;;;;;;;;;;;;;;
2016-09-19 11:00:00;522,799253463745;561,5;6,89238584795278;;;;;;;;;;;;;;;
2016-09-19 12:00:00;538,227355957031;581,833333333;7,49458219008773;"September";"West";"Monday";"summer";16,2;1022,8;92;14,9;6;14,4;0;8;12;FALSE;0
2016-09-19 13:00:00;537,448326647282;579,166666667;7,20316662210549;;;;;;;;;;;;;;;
2016-09-19 14:00:00;510,746328353882;567,166666667;9,94775286154892;;;;;;;;;;;;;;;
2016-09-19 15:00:00;510,885589599609;564,5;9,49768120467504;"September";"North";"Monday";"summer";17;1022;86;14,6;40;21,6;0;8;15;FALSE;0
2016-09-19 16:00:00;448,21900177002;485,833333333;7,74222948123628;;;;;;;;;;;;;;;
2016-09-19 17:00:00;387,714202880859;393;1,34498654431059;;;;;;;;;;;;;;;
2016-09-19 18:00:00;441,181762695312;457,5;3,5668278261612;"September";"North";"Monday";"summer";15,2;1021,9;91;13,7;18;21,6;0;8;18;FALSE;0
2016-09-19 19:00:00;479,897933959961;499,666666667;3,95638413082573;;;;;;;;;;;;;;;
2016-09-19 20:00:00;494,309310913086;473,666666667;4,35805297242887;;;;;;;;;;;;;;;
2016-09-19 21:00:00;507,84326171875;470;8,0517578125;"September";"West";"Monday";"summer";14,3;1021,8;96;13,7;7;21,6;0;8;21;FALSE;1
2016-09-19 22:00:00;626,757347106934;583,166666667;7,47482373933845;;;;;;;;;;;;;;;
2016-09-19 23:00:00;618,732887268066;527,833333333;17,2212606129063;;;;;;;;;;;;;;;
2016-09-20 00:00:00;450,728881835938;440,166666667;2,39959451016952;"September";"North";"Tuesday";"summer";14,2;1021;97;13,7;4,8;7,2;0;8;0;FALSE;0
2016-09-20 01:00:00;396,055114746094;404,333333333;2,04737475356465;;;;;;;;;;;;;;;
2016-09-20 02:00:00;354,52172088623;379,666666667;6,6229005568255;;;;;;;;;;;;;;;
2016-09-20 03:00:00;373,644897460938;399,833333333;6,54983806721575;"September";"East";"Tuesday";"summer";13,3;1020,1;98;13;0,3;3,6;0;7;3;FALSE;0
2016-09-20 04:00:00;371,039910554886;412,166666667;9,97818587434231;;;;;;;;;;;;;;;
2016-09-20 05:00:00;298,750732421875;330;9,46947502367424;;;;;;;;;;;;;;;
2016-09-20 06:00:00;305,010620117188;313,833333333;2,81127346229055;"September";"North";"Tuesday";"summer";13,5;1020;99;13,3;7;10,8;0;8;6;FALSE;0
2016-09-20 07:00:00;365,356960296631;372,833333333;2,00528557077581;;;;;;;;;;;;;;;
2016-09-20 08:00:00;440,106399536133;469,833333333;6,32712319195919;;;;;;;;;;;;;;;
2016-09-20 09:00:00;501,981414794922;491,666666667;2,09791487347421;"September";"North";"Tuesday";"summer";14,5;1020,5;97;14;4,9;14,4;0;8;9;FALSE;0
2016-09-20 10:00:00;517,315970420837;533,5;3,03355755935569;;;;;;;;;;;;;;;
2016-09-20 11:00:00;538,409065246582;541,833333333;0,631978114996023;;;;;;;;;;;;;;;
2016-09-20 12:00:00;523,837524414062;589,833333333;11,1888910289305;"September";"North";"Tuesday";"summer";17;1019,9;86;14,6;50;14,4;0;8;12;FALSE;0
2016-09-20 13:00:00;528,14723777771;614,166666667;14,005877159714;;;;;;;;;;;;;;;
2016-09-20 14:00:00;501,274658203125;608,666666667;17,643813000627;;;;;;;;;;;;;;;
2016-09-20 15:00:00;484,827423095703;568;14,6430593141368;"September";"North";"Tuesday";"summer";18,1;1018,5;81;14,8;19;25,2;0;7;15;FALSE;0
2016-09-20 16:00:00;423,696216583252;482,5;12,1873126252328;;;;;;;;;;;;;;;
2016-09-20 17:00:00;408,194625854492;412,333333333;1,00372857199138;;;;;;;;;;;;;;;
2016-09-20 18:00:00;459,072357177734;445,333333333;3,085110144778;"September";"North";"Tuesday";"summer";15,6;1018,6;91;14,1;12;21,6;0;8;18;FALSE;0
2016-09-20 19:00:00;501,85037612915;494,5;1,48642591084942;;;;;;;;;;;;;;;
2016-09-20 20:00:00;509,260677337646;507,666666667;0,313987656725953;;;;;;;;;;;;;;;
2016-09-20 21:00:00;515,228637695312;500,666666667;2,90851618408178;"September";"North";"Tuesday";"summer";14,3;1018,9;98;14;1,6;10,8;;8;21;FALSE;1
2016-09-20 22:00:00;651,085678100586;601;8,33372347763493;;;;;;;;;;;;;;;
2016-09-20 23:00:00;622,401344299316;536,333333333;16,0474849533319;;;;;;;;;;;;;;;
