"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"visi";"p_ros";"vt_moy";"vt_raf";"rr_3h";"Hour";"vt_north";"vt_east";"vt_south";"vt_west"
2016-09-16 12:00:00;586,013854980469;524,833333333;11,6571333720243;"September";"Friday";16,6;1020,4;68;16;10,7;25,2;46,8;0;12;0;0;0;0
2016-09-16 13:00:00;543,153518676758;564,5;3,78148473396673;;;;;;;;;;;;;;;
2016-09-16 14:00:00;513,278915405273;572,666666667;10,3703872983164;;;;;;;;;;;;;;;
2016-09-16 15:00:00;498,151519775391;520,833333333;4,35490820306379;"September";"Friday";16,7;1021,1;70;19;11,2;28,8;50,4;0;15;0;0;0;0
2016-09-16 16:00:00;473,933589935303;442,166666667;7,18437767092622;;;;;;;;;;;;;;;
2016-09-16 17:00:00;475,452383041382;386,666666667;22,9618232002514;;;;;;;;;;;;;;;
2016-09-16 18:00:00;475,006866455078;447,833333333;6,06777814412319;"September";"Friday";14,5;1022,6;80;55;11,1;18;39,6;0;18;0;0;0;0
2016-09-16 19:00:00;516,864608764648;488,166666667;5,87871808077067;;;;;;;;;;;;;;;
2016-09-16 20:00:00;518,840061187744;493,5;5,13476417178199;;;;;;;;;;;;;;;
2016-09-16 21:00:00;541,833129882812;511,333333333;5,96475812578209;"September";"Friday";13,3;1024,3;87;45;11,2;14,4;21,6;0;21;0;0;0;0
2016-09-16 22:00:00;669,333358764648;616,5;8,56988787747744;;;;;;;;;;;;;;;
2016-09-16 23:00:00;681,116149902344;560,5;21,5193844607215;;;;;;;;;;;;;;;
2016-09-17 00:00:00;596,007507324219;461,333333333;29,1923787553431;"September";"Saturday";12,2;1024,3;94;19;11,3;7,2;14,4;;0;0;0;0;0
2016-09-17 01:00:00;514,574417114258;397,666666667;29,3984284443822;;;;;;;;;;;;;;;
2016-09-17 02:00:00;437,4501953125;363,333333333;20,3991363246517;;;;;;;;;;;;;;;
2016-09-17 03:00:00;397,241790771484;398,666666667;0,357410341684226;"September";"Saturday";12,6;1024,5;95;19;11,8;10,8;18;0;3;0;0;0;0
2016-09-17 04:00:00;384,674032211304;398,666666667;3,50985814105801;;;;;;;;;;;;;;;
2016-09-17 05:00:00;328,860580444336;332,166666667;0,995309449872783;;;;;;;;;;;;;;;
2016-09-17 06:00:00;321,113433837891;316;1,61817526515526;"September";"Saturday";12,3;1024,7;96;18;11,7;3,6;18;0;6;0;0;0;0
2016-09-17 07:00:00;372,072853088379;369,166666667;0,78722882746084;;;;;;;;;;;;;;;
2016-09-17 08:00:00;450,328704833984;452,166666667;0,406478842539097;;;;;;;;;;;;;;;
2016-09-17 09:00:00;528,189453125;515,166666667;2,52787831601261;"September";"Saturday";15,9;1025,3;79;35;12,3;18;28,8;0;9;0;0;0;0
2016-09-17 10:00:00;557,860803604126;510,833333333;9,20603006939446;;;;;;;;;;;;;;;
2016-09-17 11:00:00;563,807113647461;534,833333333;5,41734751906743;;;;;;;;;;;;;;;
2016-09-17 12:00:00;565,661560058594;524,5;7,84777122184819;"September";"Saturday";17,3;1025;67;25;11,1;18;28,8;0;12;0;0;0;0
2016-09-17 13:00:00;518,141044616699;567,333333333;8,67079119559278;;;;;;;;;;;;;;;
2016-09-17 14:00:00;498,719856262207;606,166666667;17,7256217329778;;;;;;;;;;;;;;;
2016-09-17 15:00:00;518,242431640625;556,666666667;6,90255719036263;"September";"Saturday";16,2;1024,1;71;40;10,9;18;32,4;0;15;0;0;0;0
2016-09-17 16:00:00;493,143608093262;449;9,8315385508378;;;;;;;;;;;;;;;
2016-09-17 17:00:00;497,042152404785;401,666666667;23,7449342085575;;;;;;;;;;;;;;;
2016-09-17 18:00:00;476,660583496094;454;4,99131795068144;"September";"Saturday";14,5;1024,2;82;55;11,5;7,2;21,6;0;18;0;0;0;0
2016-09-17 19:00:00;515,393501281738;489,666666667;5,25394852581091;;;;;;;;;;;;;;;
2016-09-17 20:00:00;522,880760192871;499,833333333;4,61102237943711;;;;;;;;;;;;;;;
2016-09-17 21:00:00;558,926025390625;517,666666667;7,97025603160305;"September";"Saturday";12;1024,4;94;17;11,1;7,2;10,8;0;21;0;0;0;0
2016-09-17 22:00:00;708,862121582031;628,666666667;12,7564350341976;;;;;;;;;;;;;;;
2016-09-17 23:00:00;691,102233886719;571,333333333;20,9630514388195;;;;;;;;;;;;;;;
2016-09-18 00:00:00;609,637817382812;473,666666667;28,7060838949437;"September";"Sunday";9,8;1024,2;97;6;9,3;7,2;7,2;0;0;0;0;0;0
2016-09-18 01:00:00;519,219902038574;430,833333333;20,5152577266482;;;;;;;;;;;;;;;
2016-09-18 02:00:00;427,431793212891;390,166666667;9,55107899509409;;;;;;;;;;;;;;;
2016-09-18 03:00:00;407,824432373047;418,5;2,5509122167152;"September";"Sunday";10,1;1023,7;98;0,6;9,8;3,6;10,8;0;3;0;0;0;0
2016-09-18 04:00:00;403,643845558167;412,666666667;2,18646715076564;;;;;;;;;;;;;;;
2016-09-18 05:00:00;308,732307434082;348;11,28381970285;;;;;;;;;;;;;;;
2016-09-18 06:00:00;326,946166992188;311,5;4,95864108898475;"September";"Sunday";10,4;1023,4;99;0,3;10,2;3,6;10,8;0;6;0;0;0;0
2016-09-18 07:00:00;349,614143371582;359,833333333;2,83997868312017;;;;;;;;;;;;;;;
2016-09-18 08:00:00;422,585494995117;434,333333333;2,70479777541638;;;;;;;;;;;;;;;
2016-09-18 09:00:00;527,112609863281;515;2,35196308024879;"September";"Sunday";15,2;1023,5;79;18;11,6;7,2;18;0;9;0;0;0;0
2016-09-18 10:00:00;578,821773529053;553;4,66939846818314;;;;;;;;;;;;;;;
2016-09-18 11:00:00;608,276069641113;582,333333333;4,45496330420059;;;;;;;;;;;;;;;
2016-09-18 12:00:00;592,350402832031;581,333333333;1,89513810189866;"September";"Sunday";18;1023,2;63;35;10,8;10,8;25,2;0;12;0;0;0;0
2016-09-18 13:00:00;526,604751586914;582;9,51808391977422;;;;;;;;;;;;;;;
2016-09-18 14:00:00;476,593803405762;572,166666667;16,7036754898659;;;;;;;;;;;;;;;
2016-09-18 15:00:00;482,843841552734;547,333333333;11,7824893630277;"September";"Sunday";17,7;1023,2;62;50;10,3;10,8;25,2;0;15;0;0;0;0
2016-09-18 16:00:00;445,11637878418;451,333333333;1,37746408024185;;;;;;;;;;;;;;;
2016-09-18 17:00:00;438,059375762939;378,166666667;15,8376489455848;;;;;;;;;;;;;;;
2016-09-18 18:00:00;420,635894775391;400,166666667;5,11517570388344;"September";"Sunday";15,7;1023,5;75;55;11,3;3,6;14,4;0;18;0;0;0;0
2016-09-18 19:00:00;476,893898010254;445,166666667;7,12704560312171;;;;;;;;;;;;;;;
2016-09-18 20:00:00;466,801399230957;453,833333333;2,85745117105396;;;;;;;;;;;;;;;
2016-09-18 21:00:00;516,634704589844;450,5;14,6802895870907;"September";"Sunday";14,2;1023,5;86;35;11,9;0;3,6;0;21;0;0;0;0
2016-09-18 22:00:00;664,403732299805;580,166666667;14,5194597470996;;;;;;;;;;;;;;;
2016-09-18 23:00:00;668,110244750977;527;26,7761375239045;;;;;;;;;;;;;;;
2016-09-19 00:00:00;545,976806640625;453,833333333;20,3033727449929;"September";"Monday";13,3;1023,3;93;14;12,2;3,6;7,2;0;0;0;0;0;0
2016-09-19 01:00:00;465,595779418945;406,166666667;14,6317060529905;;;;;;;;;;;;;;;
2016-09-19 02:00:00;409,34016418457;370,166666667;10,5826647953719;;;;;;;;;;;;;;;
2016-09-19 03:00:00;365,378326416016;391,166666667;6,59267326398698;"September";"Monday";13,6;1023;96;22;13;3,6;3,6;0;3;0;0;0;0
2016-09-19 04:00:00;357,669654846191;402,333333333;11,1011628384869;;;;;;;;;;;;;;;
2016-09-19 05:00:00;276,786743164062;317,5;12,8230730191929;;;;;;;;;;;;;;;
2016-09-19 06:00:00;312,177734375;304,166666667;2,63377568481903;"September";"Monday";14,4;1022,9;95;16;13,6;7,2;10,8;0;6;0;0;0;0
2016-09-19 07:00:00;369,959403991699;350,333333333;5,60211341352557;;;;;;;;;;;;;;;
2016-09-19 08:00:00;452,297134399414;407,5;10,9931618158071;;;;;;;;;;;;;;;
2016-09-19 09:00:00;549,385375976562;476,166666667;15,3766977898869;"September";"Monday";15,7;1023,1;93;19;14,6;10,8;14,4;;9;0;0;0;0
2016-09-19 10:00:00;586,220348358154;529,166666667;10,781798114857;;;;;;;;;;;;;;;
2016-09-19 11:00:00;601,034286499023;561,5;7,04083463918494;;;;;;;;;;;;;;;
2016-09-19 12:00:00;563,17138671875;581,833333333;3,20743854728056;"September";"Monday";16,2;1022,8;92;6;14,9;7,2;14,4;0;12;0;0;0;0
2016-09-19 13:00:00;543,772565841675;579,166666667;6,11121165329004;;;;;;;;;;;;;;;
2016-09-19 14:00:00;529,568695068359;567,166666667;6,62908697007673;;;;;;;;;;;;;;;
2016-09-19 15:00:00;533,083679199219;564,5;5,56533583716231;"September";"Monday";17;1022;86;40;14,6;14,4;21,6;0;15;0;0;0;0
2016-09-19 16:00:00;483,338489532471;485,833333333;0,513518449508952;;;;;;;;;;;;;;;
2016-09-19 17:00:00;399,58984375;393;1,67680502544529;;;;;;;;;;;;;;;
2016-09-19 18:00:00;476,695526123047;457,5;4,19574341487363;"September";"Monday";15,2;1021,9;91;18;13,7;14,4;21,6;0;18;0;0;0;0
2016-09-19 19:00:00;518,14501953125;499,666666667;3,69813599684543;;;;;;;;;;;;;;;
2016-09-19 20:00:00;526,660907745361;473,666666667;11,1880874901458;;;;;;;;;;;;;;;
2016-09-19 21:00:00;527,659729003906;470;12,2680274476396;"September";"Monday";14,3;1021,8;96;7;13,7;10,8;21,6;0;21;0;0;0;0
2016-09-19 22:00:00;649,971069335938;583,166666667;11,4554563021834;;;;;;;;;;;;;;;
2016-09-19 23:00:00;657,901962280273;527,833333333;24,6419884333481;;;;;;;;;;;;;;;
2016-09-20 00:00:00;487,642669677734;440,166666667;10,7859151103442;"September";"Tuesday";14,2;1021;97;4,8;13,7;0;7,2;0;0;0;0;0;0
2016-09-20 01:00:00;425,394878387451;404,333333333;5,2089559079477;;;;;;;;;;;;;;;
2016-09-20 02:00:00;365,921684265137;379,666666667;3,62027631304247;;;;;;;;;;;;;;;
2016-09-20 03:00:00;368,065612792969;399,833333333;7,94524065195274;"September";"Tuesday";13,3;1020,1;98;0,3;13;3,6;3,6;0;3;0;0;0;0
2016-09-20 04:00:00;369,445002198219;412,166666667;10,3651430170836;;;;;;;;;;;;;;;
2016-09-20 05:00:00;277,93058013916;330;15,7786120790424;;;;;;;;;;;;;;;
2016-09-20 06:00:00;322,217315673828;313,833333333;2,67147605124919;"September";"Tuesday";13,5;1020;99;7;13,3;7,2;10,8;0;6;0;0;0;0
2016-09-20 07:00:00;384,314891815186;372,833333333;3,07954183697698;;;;;;;;;;;;;;;
2016-09-20 08:00:00;463,644149780273;469,833333333;1,31731469728221;;;;;;;;;;;;;;;
2016-09-20 09:00:00;530,185302734375;491,666666667;7,8342988611557;"September";"Tuesday";14,5;1020,5;97;4,9;14;7,2;14,4;0;9;0;0;0;0
2016-09-20 10:00:00;546,520889282227;533,5;2,44065403603122;;;;;;;;;;;;;;;
2016-09-20 11:00:00;553,677719116211;541,833333333;2,18598322667822;;;;;;;;;;;;;;;
2016-09-20 12:00:00;552,413513183594;589,833333333;6,34413452660539;"September";"Tuesday";17;1019,9;86;50;14,6;7,2;14,4;0;12;0;0;0;0
2016-09-20 13:00:00;518,264762878418;614,166666667;15,6149639818502;;;;;;;;;;;;;;;
2016-09-20 14:00:00;511,979419708252;608,666666667;15,885089861779;;;;;;;;;;;;;;;
2016-09-20 15:00:00;487,611419677734;568;14,1529190708214;"September";"Tuesday";18,1;1018,5;81;19;14,8;14,4;25,2;0;15;0;0;0;0
2016-09-20 16:00:00;405,489143371582;482,5;15,9607993012265;;;;;;;;;;;;;;;
2016-09-20 17:00:00;333,609329223633;412,333333333;19,0923211259735;;;;;;;;;;;;;;;
2016-09-20 18:00:00;482,989440917969;445,333333333;8,45571278106219;"September";"Tuesday";15,6;1018,6;91;12;14,1;14,4;21,6;0;18;0;0;0;0
2016-09-20 19:00:00;534,447757720947;494,5;8,07841409928155;;;;;;;;;;;;;;;
2016-09-20 20:00:00;524,788345336914;507,666666667;3,37262219367751;;;;;;;;;;;;;;;
2016-09-20 21:00:00;520,06982421875;500,666666667;3,87546422471446;"September";"Tuesday";14,3;1018,9;98;1,6;14;7,2;10,8;;21;0;0;0;0
2016-09-20 22:00:00;660,313629150391;601;9,86915626462406;;;;;;;;;;;;;;;
2016-09-20 23:00:00;576,313003540039;536,333333333;7,45425796278382;;;;;;;;;;;;;;;
