"dt_posix";"puissance";"reality";"mape";"Month";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-14 11:00:00;576,182704925537;492,333333333;17,0310165726325;;;;;;;;;;;
2016-09-14 12:00:00;577,390930175781;519,5;11,1435861743564;"September";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;561,219644546509;543,333333333;3,29195911905271;;;;;;;;;;;
2016-09-14 14:00:00;559,230428695679;573;2,40306654525677;;;;;;;;;;;
2016-09-14 15:00:00;506,047027587891;539;6,11372400966779;"September";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;435,187477111816;438,833333333;0,830806582875734;;;;;;;;;;;
2016-09-14 17:00:00;393,462852478027;380,5;3,4067943437654;;;;;;;;;;;
2016-09-14 18:00:00;505,701934814453;426;18,7093743695899;"September";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;537,191890716553;480,5;11,7985204404896;;;;;;;;;;;
2016-09-14 20:00:00;543,817947387695;471,833333333;15,2563646883955;;;;;;;;;;;
2016-09-14 21:00:00;517,254638671875;477,166666667;8,40125155532944;"September";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;652,86750793457;607,166666667;7,52690221260696;;;;;;;;;;;
2016-09-14 23:00:00;644,546577453613;539,833333333;19,3973283335618;;;;;;;;;;;
2016-09-15 00:00:00;563,871948242188;445,333333333;26,6179524496878;"September";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;489,47770690918;393,166666667;24,4962374503005;;;;;;;;;;;
2016-09-15 02:00:00;430,335174560547;358,5;20,0377055956895;;;;;;;;;;;
2016-09-15 03:00:00;385,111450195312;383,833333333;0,332987458700901;"September";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;364,34206199646;396,833333333;8,18763662408248;;;;;;;;;;;
2016-09-15 05:00:00;301,633605957031;316;4,54632722878758;;;;;;;;;;;
2016-09-15 06:00:00;357,73095703125;294;21,6771962691327;"September";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;411,503730773926;357,5;15,1059386780212;;;;;;;;;;;
2016-09-15 08:00:00;485,142524719238;459,166666667;5,6571741674525;;;;;;;;;;;
2016-09-15 09:00:00;579,015563964844;503;15,1124381639848;"September";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;598,235563278198;525,5;13,8412108997523;;;;;;;;;;;
2016-09-15 11:00:00;612,076496124268;593,666666667;3,10103808937517;;;;;;;;;;;
2016-09-15 12:00:00;602,582153320312;615,5;2,09875656859261;"September";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;576,763164520264;625,333333333;7,76708456494066;;;;;;;;;;;
2016-09-15 14:00:00;570,609666824341;658;13,2812056497962;;;;;;;;;;;
2016-09-15 15:00:00;564,628479003906;613;7,89094959153242;"September";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
2016-09-15 16:00:00;509,35652923584;522;2,42212083604601;;;;;;;;;;;
2016-09-15 17:00:00;461,64372253418;437;5,63929577441183;;;;;;;;;;;
2016-09-15 18:00:00;538,466003417969;485,5;10,9095784589019;"September";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18
2016-09-15 19:00:00;583,350143432617;557;4,73072593045192;;;;;;;;;;;
2016-09-15 20:00:00;578,198013305664;533,166666667;8,44601687501768;;;;;;;;;;;
2016-09-15 21:00:00;512,72509765625;497,666666667;3,0258066287823;"September";16,2;1014;96;15,6;10;14,4;25,2;320;0;21
2016-09-15 22:00:00;629,595832824707;616,5;2,12422268040666;;;;;;;;;;;
2016-09-15 23:00:00;571,903266906738;541,833333333;5,54966476292034;;;;;;;;;;;
2016-09-16 00:00:00;513,656127929688;442,5;16,080480888065;"September";15,9;1014,7;95;15,1;16;18;28,8;310;0;0
2016-09-16 01:00:00;436,712738037109;412,5;5,86975467566288;;;;;;;;;;;
2016-09-16 02:00:00;399,831619262695;371,166666667;7,7229328951063;;;;;;;;;;;
2016-09-16 03:00:00;399,663452148438;412;2,99430773096177;"September";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3
2016-09-16 04:00:00;391,411144256592;407,166666667;3,86955114459156;;;;;;;;;;;
2016-09-16 05:00:00;343,745349884033;341,833333333;0,559341750668479;;;;;;;;;;;
2016-09-16 06:00:00;333,713775634766;328;1,74200476669684;"September";15,1;1016,8;92;13,8;15;18;36;320;;6
2016-09-16 07:00:00;383,35164642334;425,666666667;9,94088181134543;;;;;;;;;;;
2016-09-16 08:00:00;487,032501220703;461,833333333;5,45633371801978;;;;;;;;;;;
2016-09-16 09:00:00;525,582275390625;499,166666667;5,29194164746725;"September";16,4;1019;76;12,2;13;28,8;39,6;350;;9
2016-09-16 10:00:00;539,915723800659;506;6,70271221356901;;;;;;;;;;;
2016-09-16 11:00:00;537,076648712158;536,666666667;0,0763941699052155;;;;;;;;;;;
2016-09-16 12:00:00;564,976989746094;524,833333333;7,64883894819674;"September";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12
2016-09-16 13:00:00;522,255859375;564,5;7,48346158104517;;;;;;;;;;;
2016-09-16 14:00:00;477,635093688965;572,666666667;16,594570368681;;;;;;;;;;;
2016-09-16 15:00:00;498,929382324219;520,833333333;4,2055585936887;"September";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15
2016-09-16 16:00:00;470,284614562988;442,166666667;6,35912881175282;;;;;;;;;;;
2016-09-16 17:00:00;468,235153198242;386,666666667;21,0952982408203;;;;;;;;;;;
2016-09-16 18:00:00;474,386779785156;447,833333333;5,92931442921683;"September";14,5;1022,6;80;11,1;55;18;39,6;330;0;18
2016-09-16 19:00:00;513,489902496338;488,166666667;5,18741601146888;;;;;;;;;;;
2016-09-16 20:00:00;516,827602386475;493,5;4,72697110161593;;;;;;;;;;;
2016-09-16 21:00:00;540,485900878906;511,333333333;5,70128439620442;"September";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21
2016-09-16 22:00:00;667,974601745605;616,5;8,34948933424257;;;;;;;;;;;
2016-09-16 23:00:00;678,757186889648;560,5;21,0985168402584;;;;;;;;;;;
2016-09-17 00:00:00;551,574279785156;461,333333333;19,5608987974469;"September";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0
2016-09-17 01:00:00;480,944435119629;397,666666667;20,9416014549604;;;;;;;;;;;
2016-09-17 02:00:00;407,461868286133;363,333333333;12,1454683357358;;;;;;;;;;;
2016-09-17 03:00:00;391,901458740234;398,666666667;1,69695851005685;"September";12,6;1024,5;95;11,8;19;10,8;18;310;0;3
2016-09-17 04:00:00;385,930352210999;398,666666667;3,19472770635221;;;;;;;;;;;
2016-09-17 05:00:00;327,425903320312;332,166666667;1,42722428901638;;;;;;;;;;;
2016-09-17 06:00:00;335,430511474609;316;6,14889603626879;"September";12,3;1024,7;96;11,7;18;3,6;18;350;0;6
2016-09-17 07:00:00;389,190505981445;369,166666667;5,42406482557848;;;;;;;;;;;
2016-09-17 08:00:00;457,091064453125;452,166666667;1,08906696338843;;;;;;;;;;;
2016-09-17 09:00:00;527,105346679688;515,166666667;2,3174403130404;"September";15,9;1025,3;79;12,3;35;18;28,8;340;0;9
2016-09-17 10:00:00;555,553075790405;510,833333333;8,75427258546841;;;;;;;;;;;
2016-09-17 11:00:00;547,87096786499;534,833333333;2,43770044225584;;;;;;;;;;;
2016-09-17 12:00:00;567,020141601562;524,5;8,10679534824833;"September";17,3;1025;67;11,1;25;18;28,8;340;0;12
2016-09-17 13:00:00;527,169673919678;567,333333333;7,07937592479657;;;;;;;;;;;
2016-09-17 14:00:00;488,718795776367;606,166666667;19,3755079830467;;;;;;;;;;;
2016-09-17 15:00:00;500,553283691406;556,666666667;10,0802484387234;"September";16,2;1024,1;71;10,9;40;18;32,4;330;0;15
2016-09-17 16:00:00;467,61145401001;449;4,14508997995763;;;;;;;;;;;
2016-09-17 17:00:00;457,116924285889;401,666666667;13,8050433905832;;;;;;;;;;;
2016-09-17 18:00:00;452,142364501953;454;0,40917081454777;"September";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18
2016-09-17 19:00:00;481,150886535645;489,666666667;1,73909737195705;;;;;;;;;;;
2016-09-17 20:00:00;492,418056488037;499,833333333;1,4835498856221;;;;;;;;;;;
2016-09-17 21:00:00;527,803405761719;517,666666667;1,95815951604229;"September";12;1024,4;94;11,1;17;7,2;10,8;310;0;21
2016-09-17 22:00:00;667,505279541016;628,666666667;6,17793417932053;;;;;;;;;;;
2016-09-17 23:00:00;655,327110290527;571,333333333;14,7013611944416;;;;;;;;;;;
2016-09-18 00:00:00;528,297790527344;473,666666667;11,5336644321545;"September";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0
2016-09-18 01:00:00;451,69873046875;430,833333333;4,84303221719911;;;;;;;;;;;
2016-09-18 02:00:00;390,948974609375;390,166666667;0,200506093731136;;;;;;;;;;;
2016-09-18 03:00:00;390,56298828125;418,5;6,67551056600956;"September";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3
2016-09-18 04:00:00;388,386680364609;412,666666667;5,88368004096243;;;;;;;;;;;
2016-09-18 05:00:00;314,831130981445;348;9,53128420073411;;;;;;;;;;;
2016-09-18 06:00:00;339,301605224609;311,5;8,92507390838182;"September";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6
2016-09-18 07:00:00;394,261585235596;359,833333333;9,56783285853477;;;;;;;;;;;
2016-09-18 08:00:00;465,613098144531;434,333333333;7,20178775400352;;;;;;;;;;;
2016-09-18 09:00:00;530,626831054688;515;3,03433612712379;"September";15,2;1023,5;79;11,6;18;7,2;18;360;0;9
2016-09-18 10:00:00;541,803111076355;553;2,02475387407686;;;;;;;;;;;
2016-09-18 11:00:00;535,780951023102;582,333333333;7,99411258899683;;;;;;;;;;;
2016-09-18 12:00:00;554,515869140625;581,333333333;4,61309590465432;"September";18;1023,2;63;10,8;35;10,8;25,2;300;0;12
2016-09-18 13:00:00;519,831371307373;582;10,6818949643689;;;;;;;;;;;
2016-09-18 14:00:00;496,095584869385;572,166666667;13,2952662623194;;;;;;;;;;;
2016-09-18 15:00:00;472,346099853516;547,333333333;13,7004689670274;"September";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15
2016-09-18 16:00:00;436,64444732666;451,333333333;3,25455376802452;;;;;;;;;;;
2016-09-18 17:00:00;431,302276611328;378,166666667;14,0508444101229;;;;;;;;;;;
2016-09-18 18:00:00;451,62841796875;400,166666667;12,8600794589855;"September";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18
2016-09-18 19:00:00;481,047704696655;445,166666667;8,060135835933;;;;;;;;;;;
2016-09-18 20:00:00;487,567649841309;453,833333333;7,43319497062065;;;;;;;;;;;
2016-09-18 21:00:00;518,749084472656;450,5;15,1496302935974;"September";14,2;1023,5;86;11,9;35;0;3,6;0;0;21
2016-09-18 22:00:00;660,209945678711;580,166666667;13,7966008063772;;;;;;;;;;;
2016-09-18 23:00:00;650,008911132812;527;23,341349361065;;;;;;;;;;;
2016-09-19 00:00:00;532,846496582031;453,833333333;17,4101718506991;"September";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0
2016-09-19 01:00:00;458,301513671875;406,166666667;12,8358260988508;;;;;;;;;;;
2016-09-19 02:00:00;393,047546386719;370,166666667;6,18123720478112;;;;;;;;;;;
2016-09-19 03:00:00;389,133575439453;391,166666667;0,519750633373283;"September";13,6;1023;96;13;22;3,6;3,6;160;0;3
2016-09-19 04:00:00;380,274859428406;402,333333333;5,48263643030965;;;;;;;;;;;
2016-09-19 05:00:00;307,637741088867;317,5;3,10622327909695;;;;;;;;;;;
2016-09-19 06:00:00;325,653167724609;304,166666667;7,06405514221999;"September";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6
2016-09-19 07:00:00;384,983688354492;350,333333333;9,89068173782831;;;;;;;;;;;
2016-09-19 08:00:00;457,964904785156;407,5;12,3840257141488;;;;;;;;;;;
2016-09-19 09:00:00;536,445922851562;476,166666667;12,6592767625874;"September";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9
2016-09-19 10:00:00;562,805503845215;529,166666667;6,35694560847755;;;;;;;;;;;
2016-09-19 11:00:00;553,118591308594;561,5;1,4926818684606;;;;;;;;;;;
2016-09-19 12:00:00;563,547973632812;581,833333333;3,14271435695182;"September";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12
2016-09-19 13:00:00;531,32239151001;579,166666667;8,26088204148996;;;;;;;;;;;
2016-09-19 14:00:00;530,924427032471;567,166666667;6,39005106691295;;;;;;;;;;;
2016-09-19 15:00:00;557,55908203125;564,5;1,22956917072631;"September";17;1022;86;14,6;40;14,4;21,6;340;0;15
2016-09-19 16:00:00;488,583709716797;485,833333333;0,566115207642973;;;;;;;;;;;
2016-09-19 17:00:00;419,77033996582;393;6,81179133990339;;;;;;;;;;;
2016-09-19 18:00:00;475,335479736328;457,5;3,89846551613729;"September";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18
2016-09-19 19:00:00;508,11597442627;499,666666667;1,69098887777129;;;;;;;;;;;
2016-09-19 20:00:00;501,752922058105;473,666666667;5,92954019516235;;;;;;;;;;;
2016-09-19 21:00:00;511,417541503906;470;8,81224287317154;"September";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21
2016-09-19 22:00:00;635,366607666016;583,166666667;8,95111877661946;;;;;;;;;;;
2016-09-19 23:00:00;609,030776977539;527,833333333;15,3831595158681;;;;;;;;;;;
2016-09-20 00:00:00;508,943756103516;440,166666667;15,6252380393329;"September";14,2;1021;97;13,7;4,8;0;7,2;0;0;0
2016-09-20 01:00:00;429,283897399902;404,333333333;6,17079078324557;;;;;;;;;;;
2016-09-20 02:00:00;385,101524353027;379,666666667;1,43148139227987;;;;;;;;;;;
2016-09-20 03:00:00;392,039184570312;399,833333333;1,94934941959833;"September";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3
2016-09-20 04:00:00;390,51084959507;412,166666667;5,25414081809445;;;;;;;;;;;
2016-09-20 05:00:00;317,810302734375;330;3,69384765625;;;;;;;;;;;
2016-09-20 06:00:00;331,345001220703;313,833333333;5,57992603963518;"September";13,5;1020;99;13,3;7;7,2;10,8;40;0;6
2016-09-20 07:00:00;387,820365905762;372,833333333;4,01976734182614;;;;;;;;;;;
2016-09-20 08:00:00;470,328994750977;469,833333333;0,105497286550606;;;;;;;;;;;
2016-09-20 09:00:00;526,221862792969;491,666666667;7,02817548324311;"September";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9
2016-09-20 10:00:00;545,828437805176;533,5;2,31085994473773;;;;;;;;;;;
2016-09-20 11:00:00;562,515964508057;541,833333333;3,81715739927456;;;;;;;;;;;
2016-09-20 12:00:00;557,561340332031;589,833333333;5,47137490833349;"September";17;1019,9;86;14,6;50;7,2;14,4;10;0;12
2016-09-20 13:00:00;529,406572341919;614,166666667;13,8008294694765;;;;;;;;;;;
2016-09-20 14:00:00;527,491916656494;608,666666667;13,3364868582357;;;;;;;;;;;
2016-09-20 15:00:00;511,225280761719;568;9,99554916166923;"September";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15
2016-09-20 16:00:00;441,126113891602;482,5;8,57489867531574;;;;;;;;;;;
2016-09-20 17:00:00;382,456192016602;412,333333333;7,24587097407176;;;;;;;;;;;
2016-09-20 18:00:00;464,700103759766;445,333333333;4,34882569463626;"September";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18
2016-09-20 19:00:00;508,689113616943;494,5;2,8693859690482;;;;;;;;;;;
2016-09-20 20:00:00;487,219049453735;507,666666667;4,02776438869033;;;;;;;;;;;
2016-09-20 21:00:00;505,322143554688;500,666666667;0,929855570110064;"September";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21
2016-09-20 22:00:00;629,577323913574;601;4,75496238162633;;;;;;;;;;;
2016-09-20 23:00:00;567,902156829834;536,333333333;5,88604540028345;;;;;;;;;;;
