"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-17 04:00:00;367,356603622437;398,666666667;;;;;;;;;;;;;
2016-09-17 05:00:00;314,614562988281;332,166666667;;;;;;;;;;;;;
2016-09-17 06:00:00;317,790252685547;316;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;8;6
2016-09-17 07:00:00;361,301391601562;369,166666667;;;;;;;;;;;;;
2016-09-17 08:00:00;445,873199462891;452,166666667;;;;;;;;;;;;;
2016-09-17 09:00:00;507,153991699219;515,166666667;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;7;9
2016-09-17 10:00:00;539,603504180908;510,833333333;;;;;;;;;;;;;
2016-09-17 11:00:00;536,723655700684;534,833333333;;;;;;;;;;;;;
2016-09-17 12:00:00;546,807312011719;524,5;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;7;12
2016-09-17 13:00:00;510,616928100586;567,333333333;;;;;;;;;;;;;
2016-09-17 14:00:00;477,987930297852;606,166666667;;;;;;;;;;;;;
2016-09-17 15:00:00;484,158996582031;556,666666667;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;;15
2016-09-17 16:00:00;451,610595703125;449;;;;;;;;;;;;;
2016-09-17 17:00:00;441,787826538086;401,666666667;;;;;;;;;;;;;
2016-09-17 18:00:00;461,176452636719;454;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;;18
2016-09-17 19:00:00;489,804466247559;489,666666667;;;;;;;;;;;;;
2016-09-17 20:00:00;491,895397186279;499,833333333;;;;;;;;;;;;;
2016-09-17 21:00:00;506,801208496094;517,666666667;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;;21
2016-09-17 22:00:00;639,03450012207;628,666666667;;;;;;;;;;;;;
2016-09-17 23:00:00;637,373565673828;571,333333333;;;;;;;;;;;;;
2016-09-18 00:00:00;525,055236816406;473,666666667;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;;0
2016-09-18 01:00:00;448,471862792969;430,833333333;;;;;;;;;;;;;
2016-09-18 02:00:00;382,768157958984;390,166666667;;;;;;;;;;;;;
2016-09-18 03:00:00;377,279174804688;418,5;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;;3
2016-09-18 04:00:00;371,792531967163;412,666666667;;;;;;;;;;;;;
2016-09-18 05:00:00;302,605537414551;348;;;;;;;;;;;;;
2016-09-18 06:00:00;317,498199462891;311,5;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;;6
2016-09-18 07:00:00;337,081623077393;359,833333333;;;;;;;;;;;;;
2016-09-18 08:00:00;407,843994140625;434,333333333;;;;;;;;;;;;;
2016-09-18 09:00:00;506,255004882812;515;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;;9
2016-09-18 10:00:00;573,615051269531;553;;;;;;;;;;;;;
2016-09-18 11:00:00;594,562889099121;582,333333333;;;;;;;;;;;;;
2016-09-18 12:00:00;550,802490234375;581,333333333;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;7;12
2016-09-18 13:00:00;502,001873016357;582;;;;;;;;;;;;;
2016-09-18 14:00:00;478,667442321777;572,166666667;;;;;;;;;;;;;
2016-09-18 15:00:00;475,404815673828;547,333333333;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;8;15
2016-09-18 16:00:00;441,561538696289;451,333333333;;;;;;;;;;;;;
2016-09-18 17:00:00;433,884780883789;378,166666667;;;;;;;;;;;;;
2016-09-18 18:00:00;431,9697265625;400,166666667;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;8;18
2016-09-18 19:00:00;463,37286567688;445,166666667;;;;;;;;;;;;;
2016-09-18 20:00:00;458,913652420044;453,833333333;;;;;;;;;;;;;
2016-09-18 21:00:00;479,956115722656;450,5;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;8;21
2016-09-18 22:00:00;614,246520996094;580,166666667;;;;;;;;;;;;;
2016-09-18 23:00:00;591,70085144043;527;;;;;;;;;;;;;
2016-09-19 00:00:00;506,906524658203;453,833333333;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;8;0
2016-09-19 01:00:00;439,321975708008;406,166666667;;;;;;;;;;;;;
2016-09-19 02:00:00;372,248992919922;370,166666667;;;;;;;;;;;;;
2016-09-19 03:00:00;372,462280273438;391,166666667;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;8;3
2016-09-19 04:00:00;364,723513126373;402,333333333;;;;;;;;;;;;;
2016-09-19 05:00:00;297,897308349609;317,5;;;;;;;;;;;;;
2016-09-19 06:00:00;308,882171630859;304,166666667;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;8;6
2016-09-19 07:00:00;364,422267913818;350,333333333;;;;;;;;;;;;;
2016-09-19 08:00:00;437,89501953125;407,5;;;;;;;;;;;;;
2016-09-19 09:00:00;505,136291503906;476,166666667;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;8;9
2016-09-19 10:00:00;535,381462097168;529,166666667;;;;;;;;;;;;;
2016-09-19 11:00:00;536,14605140686;561,5;;;;;;;;;;;;;
2016-09-19 12:00:00;533,821228027344;581,833333333;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;8;12
2016-09-19 13:00:00;520,95433139801;579,166666667;;;;;;;;;;;;;
2016-09-19 14:00:00;502,057601928711;567,166666667;;;;;;;;;;;;;
2016-09-19 15:00:00;508,940399169922;564,5;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;8;15
2016-09-19 16:00:00;449,313564300537;485,833333333;;;;;;;;;;;;;
2016-09-19 17:00:00;387,85230255127;393;;;;;;;;;;;;;
2016-09-19 18:00:00;469,289886474609;457,5;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;8;18
2016-09-19 19:00:00;504,385540008545;499,666666667;;;;;;;;;;;;;
2016-09-19 20:00:00;498,435314178467;473,666666667;;;;;;;;;;;;;
2016-09-19 21:00:00;495,916625976562;470;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;8;21
2016-09-19 22:00:00;618,788566589355;583,166666667;;;;;;;;;;;;;
2016-09-19 23:00:00;589,252044677734;527,833333333;;;;;;;;;;;;;
2016-09-20 00:00:00;471,467803955078;440,166666667;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;8;0
2016-09-20 01:00:00;402,807312011719;404,333333333;;;;;;;;;;;;;
2016-09-20 02:00:00;350,79460144043;379,666666667;;;;;;;;;;;;;
2016-09-20 03:00:00;370,870178222656;399,833333333;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;7;3
2016-09-20 04:00:00;369,33709871769;412,166666667;;;;;;;;;;;;;
2016-09-20 05:00:00;300,912078857422;330;;;;;;;;;;;;;
2016-09-20 06:00:00;313,281555175781;313,833333333;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;8;6
2016-09-20 07:00:00;375,049308776855;372,833333333;;;;;;;;;;;;;
2016-09-20 08:00:00;451,942291259766;469,833333333;;;;;;;;;;;;;
2016-09-20 09:00:00;490,813293457031;491,666666667;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;8;9
2016-09-20 10:00:00;506,559114456177;533,5;;;;;;;;;;;;;
2016-09-20 11:00:00;528,645812988281;541,833333333;;;;;;;;;;;;;
2016-09-20 12:00:00;524,523742675781;589,833333333;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;8;12
2016-09-20 13:00:00;515,395879745483;614,166666667;;;;;;;;;;;;;
2016-09-20 14:00:00;496,933305740356;608,666666667;;;;;;;;;;;;;
2016-09-20 15:00:00;494,952667236328;568;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;7;15
2016-09-20 16:00:00;428,846527099609;482,5;;;;;;;;;;;;;
2016-09-20 17:00:00;372,425956726074;412,333333333;;;;;;;;;;;;;
2016-09-20 18:00:00;471,953430175781;445,333333333;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;8;18
2016-09-20 19:00:00;511,51749420166;494,5;;;;;;;;;;;;;
2016-09-20 20:00:00;494,938076019287;507,666666667;;;;;;;;;;;;;
2016-09-20 21:00:00;495,637145996094;500,666666667;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;8;21
2016-09-20 22:00:00;614,013511657715;601;;;;;;;;;;;;;
2016-09-20 23:00:00;564,681999206543;536,333333333;;;;;;;;;;;;;
