"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"f_evening";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour"
2016-09-14 02:00:00;408,319564819336;362,5;12,6398799501616;;;;;;;;;;;;;;
2016-09-14 03:00:00;419,224914550781;396,666666667;5,6869532480073;"September";"East";0;0;16,2;1004;97;15,7;2,9;7,408;12,964;0;;3
2016-09-14 04:00:00;405,592360496521;407,833333333;0,549482509966691;;;;;;;;;;;;;;
2016-09-14 05:00:00;336,284149169922;330,833333333;1,64760176431054;;;;;;;;;;;;;;
2016-09-14 06:00:00;329,338073730469;317,166666667;3,83754295221943;"September";"East";0;0;15,5;1004,6;94;14,5;45;18;36;0;7;6
2016-09-14 07:00:00;370,065410614014;384,833333333;3,83748533191835;;;;;;;;;;;;;;
2016-09-14 08:00:00;436,79859161377;458,833333333;4,80234109391496;;;;;;;;;;;;;;
2016-09-14 09:00:00;527,107482910156;478,333333333;10,1966863227575;"September";"East";0;0;18;1005,9;82;14,9;29;28,8;46,8;0;;9
2016-09-14 10:00:00;570,374919891357;504;13,1696269625709;;;;;;;;;;;;;;
2016-09-14 11:00:00;567,18782043457;492,333333333;15,2040258161722;;;;;;;;;;;;;;
2016-09-14 12:00:00;595,742309570312;519,5;14,6760942387512;"September";"South";0;0;20,2;1007,2;65;13,4;7;32,4;54;0;7;12
2016-09-14 13:00:00;570,626174926758;543,333333333;5,0232223792223;;;;;;;;;;;;;;
2016-09-14 14:00:00;621,085050582886;573;8,39180638444777;;;;;;;;;;;;;;
2016-09-14 15:00:00;523,553039550781;539;2,86585537091257;"September";"South";0;0;20,4;1007,9;62;12,9;28;25,2;46,8;0;;15
2016-09-14 16:00:00;433,236618041992;438,833333333;1,27536239065979;;;;;;;;;;;;;;
2016-09-14 17:00:00;387,676025390625;380,5;1,88594622618265;;;;;;;;;;;;;;
2016-09-14 18:00:00;473,092041015625;426;11,0544697219777;"September";"East";0;1;18,6;1009,3;63;11,4;45;25,2;43,2;0;;18
2016-09-14 19:00:00;519,495399475098;480,5;8,11558781999951;;;;;;;;;;;;;;
2016-09-14 20:00:00;525,880512237549;471,833333333;11,4547182418764;;;;;;;;;;;;;;
2016-09-14 21:00:00;523,084228515625;477,166666667;9,62296091832195;"September";"East";0;1;13,8;1010,5;89;12;60;3,6;10,8;0;;21
2016-09-14 22:00:00;661,547119140625;607,166666667;8,95642917489901;;;;;;;;;;;;;;
2016-09-14 23:00:00;658,557083129883;539,833333333;21,9926674523537;;;;;;;;;;;;;;
2016-09-15 00:00:00;546,660217285156;445,333333333;22,7530428036449;"September";"North";0;0;13,4;1010,4;89;11,6;60;10,8;14,4;0;8;0
2016-09-15 01:00:00;494,09049987793;393,166666667;25,6694785614695;;;;;;;;;;;;;;
2016-09-15 02:00:00;413,598251342773;358,5;15,369107766464;;;;;;;;;;;;;;
2016-09-15 03:00:00;407,582397460938;383,833333333;6,18733759304163;"September";"East";0;0;12,7;1009,8;94;11,8;60;7,2;7,2;0;7;3
2016-09-15 04:00:00;378,527753829956;396,833333333;4,61291377649542;;;;;;;;;;;;;;
2016-09-15 05:00:00;332,022789001465;316;5,07050284856482;;;;;;;;;;;;;;
2016-09-15 06:00:00;368,542602539062;294;25,3546267139668;"September";"North";0;0;13,8;1010,1;92;12,5;4,6;7,2;18;;8;6
2016-09-15 07:00:00;423,859420776367;357,5;18,5620757416412;;;;;;;;;;;;;;
2016-09-15 08:00:00;485,908645629883;459,166666667;5,82402445652197;;;;;;;;;;;;;;
2016-09-15 09:00:00;585,849487304688;503;16,4710710347291;"September";"West";0;0;14;1010,8;98;13,7;2,9;7,2;14,4;9;8;9
2016-09-15 10:00:00;612,723630905151;525,5;16,5982171084969;;;;;;;;;;;;;;
2016-09-15 11:00:00;627,375862121582;593,666666667;5,6781351130651;;;;;;;;;;;;;;
2016-09-15 12:00:00;624,748840332031;615,5;1,50265480617892;"September";"West";0;0;16,4;1011,4;95;15,6;2;10,8;14,4;0;8;12
2016-09-15 13:00:00;608,955967903137;625,333333333;2,61898167855089;;;;;;;;;;;;;;
2016-09-15 14:00:00;589,244270324707;658;10,4491990387983;;;;;;;;;;;;;;
2016-09-15 15:00:00;617,278869628906;613;0,698021146640498;"September";"North";0;0;16,3;1011,8;91;14,8;19;10,8;18;1;8;15
2016-09-15 16:00:00;556,783641815186;522;6,6635329147865;;;;;;;;;;;;;;
2016-09-15 17:00:00;482,303070068359;437;10,3668352559175;;;;;;;;;;;;;;
2016-09-15 18:00:00;563,193054199219;485,5;16,002688815493;"September";"West";0;1;16,1;1012,8;94;15,1;18;7,2;10,8;;8;18
2016-09-15 19:00:00;608,403968811035;557;9,22871971472803;;;;;;;;;;;;;;
2016-09-15 20:00:00;603,80199432373;533,166666667;13,2482640181344;;;;;;;;;;;;;;
2016-09-15 21:00:00;530,533386230469;497,666666667;6,60416334161689;"September";"North";0;1;16,2;1014;96;15,6;10;14,4;25,2;0;8;21
2016-09-15 22:00:00;652,005004882812;616,5;5,75912487961273;;;;;;;;;;;;;;
2016-09-15 23:00:00;601,572471618652;541,833333333;11,0253715691828;;;;;;;;;;;;;;
2016-09-16 00:00:00;500,358520507812;442,5;13,0753718661723;"September";"West";0;0;15,9;1014,7;95;15,1;16;18;28,8;0;8;0
2016-09-16 01:00:00;432,085525512695;412,5;4,74800618489583;;;;;;;;;;;;;;
2016-09-16 02:00:00;386,76358795166;371,166666667;4,20213415841387;;;;;;;;;;;;;;
2016-09-16 03:00:00;410,006195068359;412;0,483933235835103;"September";"North";0;0;15,2;1015,4;92;13,9;40;21,6;32,4;0;8;3
2016-09-16 04:00:00;380,074949264526;407,166666667;6,65371692241952;;;;;;;;;;;;;;
2016-09-16 05:00:00;348,796886444092;341,833333333;2,03711938891232;;;;;;;;;;;;;;
2016-09-16 06:00:00;344,123046875;328;4,91556307164634;"September";"North";0;0;15,1;1016,8;92;13,8;15;18;36;;8;6
2016-09-16 07:00:00;392,731872558594;425,666666667;7,73722649374639;;;;;;;;;;;;;;
2016-09-16 08:00:00;483,198226928711;461,833333333;4,6261047121746;;;;;;;;;;;;;;
2016-09-16 09:00:00;551,496520996094;499,166666667;10,4834432712639;"September";"North";0;0;16,4;1019;76;12,2;13;28,8;39,6;;6;9
2016-09-16 10:00:00;561,429496765137;506;10,9544460010152;;;;;;;;;;;;;;
2016-09-16 11:00:00;576,814315795898;536,666666667;7,48092840910687;;;;;;;;;;;;;;
2016-09-16 12:00:00;567,289855957031;524,833333333;8,08952479340581;"September";"North";0;0;16,6;1020,4;68;10,7;16;25,2;46,8;0;7;12
2016-09-16 13:00:00;515,65051651001;564,5;8,653584320636;;;;;;;;;;;;;;
2016-09-16 14:00:00;470,154281616211;572,666666667;17,9008821392426;;;;;;;;;;;;;;
2016-09-16 15:00:00;520,730041503906;520,833333333;0,0198320311860206;"September";"North";0;0;16,7;1021,1;70;11,2;19;28,8;50,4;0;8;15
2016-09-16 16:00:00;500,823904037476;442,166666667;13,2658659714507;;;;;;;;;;;;;;
2016-09-16 17:00:00;511,450328826904;386,666666667;32,2716367654647;;;;;;;;;;;;;;
2016-09-16 18:00:00;467,849517822266;447,833333333;4,46956110664992;"September";"North";0;1;14,5;1022,6;80;11,1;55;18;39,6;0;;18
2016-09-16 19:00:00;511,404518127441;488,166666667;4,76022904617798;;;;;;;;;;;;;;
2016-09-16 20:00:00;516,753894805908;493,5;4,71203542166326;;;;;;;;;;;;;;
2016-09-16 21:00:00;552,40673828125;511,333333333;8,03260852964996;"September";"North";0;1;13,3;1024,3;87;11,2;45;14,4;21,6;0;;21
2016-09-16 22:00:00;689,079467773438;616,5;11,7728252673865;;;;;;;;;;;;;;
2016-09-16 23:00:00;709,034240722656;560,5;26,5003105660404;;;;;;;;;;;;;;
2016-09-17 00:00:00;577,933532714844;461,333333333;25,2746096926145;"September";"North";1;0;12,2;1024,3;94;11,3;19;7,2;14,4;;;0
2016-09-17 01:00:00;500,787322998047;397,666666667;25,9314307621862;;;;;;;;;;;;;;
2016-09-17 02:00:00;420,177963256836;363,333333333;15,6453109882261;;;;;;;;;;;;;;
2016-09-17 03:00:00;391,695068359375;398,666666667;1,74872867247973;"September";"West";1;0;12,6;1024,5;95;11,8;19;10,8;18;0;;3
2016-09-17 04:00:00;381,345109939575;398,666666667;4,3448720888153;;;;;;;;;;;;;;
2016-09-17 05:00:00;334,504455566406;332,166666667;0,70379996971517;;;;;;;;;;;;;;
2016-09-17 06:00:00;312,156005859375;316;1,21645384196994;"September";"North";1;0;12,3;1024,7;96;11,7;18;3,6;18;0;8;6
2016-09-17 07:00:00;373,570709228516;369,166666667;1,19296863968712;;;;;;;;;;;;;;
2016-09-17 08:00:00;448,16960144043;452,166666667;0,883980514537571;;;;;;;;;;;;;;
2016-09-17 09:00:00;526,991760253906;515,166666667;2,29539183181468;"September";"North";1;0;15,9;1025,3;79;12,3;35;18;28,8;0;7;9
2016-09-17 10:00:00;548,428482055664;510,833333333;7,35957234375633;;;;;;;;;;;;;;
2016-09-17 11:00:00;572,655139923096;534,833333333;7,07169958057698;;;;;;;;;;;;;;
2016-09-17 12:00:00;562,716125488281;524,5;7,28620123704123;"September";"North";1;0;17,3;1025;67;11,1;25;18;28,8;0;7;12
2016-09-17 13:00:00;527,442344665527;567,333333333;7,03131410120378;;;;;;;;;;;;;;
2016-09-17 14:00:00;489,967964172363;606,166666667;19,1694312611338;;;;;;;;;;;;;;
2016-09-17 15:00:00;478,632293701172;556,666666667;14,0181508321763;"September";"North";1;0;16,2;1024,1;71;10,9;40;18;32,4;0;;15
2016-09-17 16:00:00;452,556711196899;449;0,792140578374034;;;;;;;;;;;;;;
2016-09-17 17:00:00;445,215564727783;401,666666667;10,8420493097296;;;;;;;;;;;;;;
2016-09-17 18:00:00;443,338958740234;454;2,34824697351666;"September";"North";1;1;14,5;1024,2;82;11,5;55;7,2;21,6;0;;18
2016-09-17 19:00:00;472,149467468262;489,666666667;3,57737219851458;;;;;;;;;;;;;;
2016-09-17 20:00:00;483,073612213135;499,833333333;3,35306191127904;;;;;;;;;;;;;;
2016-09-17 21:00:00;538,832336425781;517,666666667;4,0886676932584;"September";"West";1;1;12;1024,4;94;11,1;17;7,2;10,8;0;;21
2016-09-17 22:00:00;692,855819702148;628,666666667;10,210363685331;;;;;;;;;;;;;;
2016-09-17 23:00:00;680,972991943359;571,333333333;19,1901386132596;;;;;;;;;;;;;;
2016-09-18 00:00:00;590,371154785156;473,666666667;24,6385266962859;"September";"West";1;0;9,8;1024,2;97;9,3;6;7,2;7,2;0;;0
2016-09-18 01:00:00;500,327270507812;430,833333333;16,1301208142823;;;;;;;;;;;;;;
2016-09-18 02:00:00;422,756759643555;390,166666667;8,35286449633323;;;;;;;;;;;;;;
2016-09-18 03:00:00;422,250335693359;418,5;0,896137561137246;"September";"West";1;0;10,1;1023,7;98;9,8;0,6;3,6;10,8;0;;3
2016-09-18 04:00:00;417,307415485382;412,666666667;1,12457564257956;;;;;;;;;;;;;;
2016-09-18 05:00:00;339,476768493652;348;2,44920445584703;;;;;;;;;;;;;;
2016-09-18 06:00:00;337,343841552734;311,5;8,29657834758728;"September";"North";1;0;10,4;1023,4;99;10,2;0,3;3,6;10,8;0;;6
2016-09-18 07:00:00;392,938369750977;359,833333333;9,20010275627807;;;;;;;;;;;;;;
2016-09-18 08:00:00;470,528274536133;434,333333333;8,33344770602316;;;;;;;;;;;;;;
2016-09-18 09:00:00;535,865295410156;515;4,051513671875;"September";"North";1;0;15,2;1023,5;79;11,6;18;7,2;18;0;;9
2016-09-18 10:00:00;536,907406687737;553;2,91005304019231;;;;;;;;;;;;;;
2016-09-18 11:00:00;527,580959320068;582,333333333;9,40223938402341;;;;;;;;;;;;;;
2016-09-18 12:00:00;553,539978027344;581,333333333;4,78096708239775;"September";"West";1;0;18;1023,2;63;10,8;35;10,8;25,2;0;7;12
2016-09-18 13:00:00;513,327350616455;582;11,7994242927053;;;;;;;;;;;;;;
2016-09-18 14:00:00;513,548770904541;572,166666667;10,2448987641873;;;;;;;;;;;;;;
2016-09-18 15:00:00;523,286682128906;547,333333333;4,39341983022688;"September";"West";1;0;17,7;1023,2;62;10,3;50;10,8;25,2;0;8;15
2016-09-18 16:00:00;491,475719451904;451,333333333;8,89417713122614;;;;;;;;;;;;;;
2016-09-18 17:00:00;483,729389190674;378,166666667;27,9143382609733;;;;;;;;;;;;;;
2016-09-18 18:00:00;506,962982177734;400,166666667;26,6879588947885;"September";"North";1;1;15,7;1023,5;75;11,3;55;3,6;14,4;0;8;18
2016-09-18 19:00:00;543,499454498291;445,166666667;22,088982665193;;;;;;;;;;;;;;
2016-09-18 20:00:00;538,289960861206;453,833333333;18,6096131167686;;;;;;;;;;;;;;
2016-09-18 21:00:00;537,540405273438;450,5;19,3208446777886;"September";"North";1;1;14,2;1023,5;86;11,9;35;0;3,6;0;8;21
2016-09-18 22:00:00;680,679779052734;580,166666667;17,3248685525441;;;;;;;;;;;;;;
2016-09-18 23:00:00;671,659515380859;527;27,4496234119278;;;;;;;;;;;;;;
2016-09-19 00:00:00;543,402404785156;453,833333333;19,7361156339821;"September";"West";0;0;13,3;1023,3;93;12,2;14;3,6;7,2;0;8;0
2016-09-19 01:00:00;482,871723175049;406,166666667;18,8851185493605;;;;;;;;;;;;;;
2016-09-19 02:00:00;400,539764404297;370,166666667;8,20524927616466;;;;;;;;;;;;;;
2016-09-19 03:00:00;395,878601074219;391,166666667;1,20458485058749;"September";"South";0;0;13,6;1023;96;13;22;3,6;3,6;0;8;3
2016-09-19 04:00:00;389,240519046783;402,333333333;3,25422061795213;;;;;;;;;;;;;;
2016-09-19 05:00:00;304,784027099609;317,5;4,0050308347687;;;;;;;;;;;;;;
2016-09-19 06:00:00;320,806121826172;304,166666667;5,47050580574914;"September";"South";0;0;14,4;1022,9;95;13,6;16;7,2;10,8;0;8;6
2016-09-19 07:00:00;385,81990814209;350,333333333;10,129374350844;;;;;;;;;;;;;;
2016-09-19 08:00:00;461,577163696289;407,5;13,2704696187212;;;;;;;;;;;;;;
2016-09-19 09:00:00;534,248413085938;476,166666667;12,1977766368002;"September";"South";0;0;15,7;1023,1;93;14,6;19;10,8;14,4;;8;9
2016-09-19 10:00:00;563,669673919678;529,166666667;6,52025333908461;;;;;;;;;;;;;;
2016-09-19 11:00:00;544,750078201294;561,5;2,98306710573572;;;;;;;;;;;;;;
2016-09-19 12:00:00;585,150268554688;581,833333333;0,570083395306106;"September";"West";0;0;16,2;1022,8;92;14,9;6;7,2;14,4;0;8;12
2016-09-19 13:00:00;570,512481689453;579,166666667;1,49424776590651;;;;;;;;;;;;;;
2016-09-19 14:00:00;521,944911956787;567,166666667;7,97327441260998;;;;;;;;;;;;;;
2016-09-19 15:00:00;593,076599121094;564,5;5,06228505245239;"September";"North";0;0;17;1022;86;14,6;40;14,4;21,6;0;8;15
2016-09-19 16:00:00;528,800033569336;485,833333333;8,84391771588997;;;;;;;;;;;;;;
2016-09-19 17:00:00;439,682571411133;393;11,8785168985071;;;;;;;;;;;;;;
2016-09-19 18:00:00;484,274932861328;457,5;5,85244434127391;"September";"North";0;1;15,2;1021,9;91;13,7;18;14,4;21,6;0;8;18
2016-09-19 19:00:00;529,20934677124;499,666666667;5,91247767262585;;;;;;;;;;;;;;
2016-09-19 20:00:00;532,845428466797;473,666666667;12,4937568894627;;;;;;;;;;;;;;
2016-09-19 21:00:00;536,195495605469;470;14,0841480011636;"September";"West";0;1;14,3;1021,8;96;13,7;7;10,8;21,6;0;8;21
2016-09-19 22:00:00;660,361953735352;583,166666667;13,2372598573834;;;;;;;;;;;;;;
2016-09-19 23:00:00;676,284698486328;527,833333333;28,1246665904809;;;;;;;;;;;;;;
2016-09-20 00:00:00;477,897735595703;440,166666667;8,5719959701646;"September";"North";0;0;14,2;1021;97;13,7;4,8;0;7,2;0;8;0
2016-09-20 01:00:00;418,988658905029;404,333333333;3,62456526926003;;;;;;;;;;;;;;
2016-09-20 02:00:00;356,61792755127;379,666666667;6,07078291019585;;;;;;;;;;;;;;
2016-09-20 03:00:00;394,155731201172;399,833333333;1,41999219637337;"September";"East";0;0;13,3;1020,1;98;13;0,3;3,6;3,6;0;7;3
2016-09-20 04:00:00;389,222902297974;412,166666667;5,56662297671035;;;;;;;;;;;;;;
2016-09-20 05:00:00;308,187568664551;330;6,60982767740885;;;;;;;;;;;;;;
2016-09-20 06:00:00;325,238952636719;313,833333333;3,63429186523554;"September";"North";0;0;13,5;1020;99;13,3;7;7,2;10,8;0;8;6
2016-09-20 07:00:00;386,470031738281;372,833333333;3,65758562502283;;;;;;;;;;;;;;
2016-09-20 08:00:00;455,681442260742;469,833333333;3,01210877735392;;;;;;;;;;;;;;
2016-09-20 09:00:00;540,274597167969;491,666666667;9,88635874595304;"September";"North";0;0;14,5;1020,5;97;14;4,9;7,2;14,4;0;8;9
2016-09-20 10:00:00;563,963481903076;533,5;5,71011844481278;;;;;;;;;;;;;;
2016-09-20 11:00:00;561,486305236816;541,833333333;3,62712492842112;;;;;;;;;;;;;;
2016-09-20 12:00:00;572,006408691406;589,833333333;3,02236642694612;"September";"North";0;0;17;1019,9;86;14,6;50;7,2;14,4;0;8;12
2016-09-20 13:00:00;560,841917991638;614,166666667;8,68245568662136;;;;;;;;;;;;;;
2016-09-20 14:00:00;512,696590423584;608,666666667;15,7672633477596;;;;;;;;;;;;;;
2016-09-20 15:00:00;520,156616210938;568;8,42313094877861;"September";"North";0;0;18,1;1018,5;81;14,8;19;14,4;25,2;0;7;15
2016-09-20 16:00:00;431,306922912598;482,5;10,6099641631922;;;;;;;;;;;;;;
2016-09-20 17:00:00;357,922622680664;412,333333333;13,1958069488391;;;;;;;;;;;;;;
2016-09-20 18:00:00;487,328735351562;445,333333333;9,43010524369625;"September";"North";0;1;15,6;1018,6;91;14,1;12;14,4;21,6;0;8;18
2016-09-20 19:00:00;540,686798095703;494,5;9,34010072713916;;;;;;;;;;;;;;
2016-09-20 20:00:00;531,710845947266;507,666666667;4,73621390943857;;;;;;;;;;;;;;
2016-09-20 21:00:00;512,952087402344;500,666666667;2,45381239720417;"September";"North";0;1;14,3;1018,9;98;14;1,6;7,2;10,8;;8;21
2016-09-20 22:00:00;650,862228393555;601;8,29654382588264;;;;;;;;;;;;;;
2016-09-20 23:00:00;529,493886947632;536,333333333;1,27522306750263;;;;;;;;;;;;;;
