"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-15 00:00:00;519,839782714844;445,333333333;16,7304901306661;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;0
2016-09-15 01:00:00;460,700016021729;393,166666667;17,1767738926675;;;;;;;;;;;;;;
2016-09-15 02:00:00;415,043533325195;358,5;15,7722547629555;;;;;;;;;;;;;;
2016-09-15 03:00:00;377,366577148438;383,833333333;1,6847823320629;"September";"East";"Thursday";12,7;1009,8;94;11,8;60;7,2;0;7;3;0;0
2016-09-15 04:00:00;354,111000061035;396,833333333;10,7658126682908;;;;;;;;;;;;;;
2016-09-15 05:00:00;311,810279846191;316;1,32586080816728;;;;;;;;;;;;;;
2016-09-15 06:00:00;315,685882568359;294;7,37615053345557;"September";"North";"Thursday";13,8;1010,1;92;12,5;4,6;18;;8;6;0;0
2016-09-15 07:00:00;368,613178253174;357,5;3,10858132955911;;;;;;;;;;;;;;
2016-09-15 08:00:00;453,131103515625;459,166666667;1,31446021445458;;;;;;;;;;;;;;
2016-09-15 09:00:00;532,025817871094;503;5,7705403322254;"September";"West";"Thursday";14;1010,8;98;13,7;2,9;14,4;9;8;9;0;0
2016-09-15 10:00:00;557,504522323608;525,5;6,09029920525374;;;;;;;;;;;;;;
2016-09-15 11:00:00;566,79239654541;593,666666667;4,52682820689074;;;;;;;;;;;;;;
2016-09-15 12:00:00;574,357604980469;615,5;6,68438586832352;"September";"West";"Thursday";16,4;1011,4;95;15,6;2;14,4;0;8;12;0;0
2016-09-15 13:00:00;559,852224349976;625,333333333;10,4713926945191;;;;;;;;;;;;;;
2016-09-15 14:00:00;550,153131484985;658;16,3901015980265;;;;;;;;;;;;;;
2016-09-15 15:00:00;516,673706054688;613;15,7139141835746;"September";"North";"Thursday";16,3;1011,8;91;14,8;19;18;1;8;15;0;0
2016-09-15 16:00:00;455,796787261963;522;12,6826078042217;;;;;;;;;;;;;;
2016-09-15 17:00:00;396,964019775391;437;9,16155153881221;;;;;;;;;;;;;;
2016-09-15 18:00:00;485,924346923828;485,5;0,087404103775103;"September";"West";"Thursday";16,1;1012,8;94;15,1;18;10,8;;8;18;1;0
2016-09-15 19:00:00;512,194271087646;557;8,0441165013202;;;;;;;;;;;;;;
2016-09-15 20:00:00;509,316463470459;533,166666667;4,47331100903896;;;;;;;;;;;;;;
2016-09-15 21:00:00;510,067138671875;497,666666667;2,49172243902211;"September";"North";"Thursday";16,2;1014;96;15,6;10;25,2;0;8;21;1;0
2016-09-15 22:00:00;630,880416870117;616,5;2,33258992216013;;;;;;;;;;;;;;
2016-09-15 23:00:00;596,286605834961;541,833333333;10,0498195943392;;;;;;;;;;;;;;
2016-09-16 00:00:00;456,101135253906;442,5;3,0737028822387;"September";"West";"Friday";15,9;1014,7;95;15,1;16;28,8;0;8;0;0;0
2016-09-16 01:00:00;394,954444885254;412,5;4,25346790660511;;;;;;;;;;;;;;
2016-09-16 02:00:00;358,467575073242;371,166666667;3,42139872305696;;;;;;;;;;;;;;
2016-09-16 03:00:00;380,799346923828;412;7,57297404761453;"September";"North";"Friday";15,2;1015,4;92;13,9;40;32,4;0;8;3;0;0
2016-09-16 04:00:00;361,225318908691;407,166666667;11,2831799651914;;;;;;;;;;;;;;
2016-09-16 05:00:00;323,873756408691;341,833333333;5,25389866143133;;;;;;;;;;;;;;
2016-09-16 06:00:00;316,535308837891;328;3,49533267137481;"September";"North";"Friday";15,1;1016,8;92;13,8;15;36;;8;6;0;0
2016-09-16 07:00:00;377,664447784424;425,666666667;11,2769504031023;;;;;;;;;;;;;;
2016-09-16 08:00:00;438,974990844727;461,833333333;4,94947870551207;;;;;;;;;;;;;;
2016-09-16 09:00:00;496,381500244141;499,166666667;0,557963223276968;"September";"North";"Friday";16,4;1019;76;12,2;13;39,6;;6;9;0;0
2016-09-16 10:00:00;511,857841491699;506;1,15767618413028;;;;;;;;;;;;;;
2016-09-16 11:00:00;521,889406204224;536,666666667;2,75352679430444;;;;;;;;;;;;;;
2016-09-16 12:00:00;536,626953125;524,833333333;2,24711714042695;"September";"North";"Friday";16,6;1020,4;68;10,7;16;46,8;0;7;12;0;0
2016-09-16 13:00:00;497,967498779297;564,5;11,7860941046418;;;;;;;;;;;;;;
2016-09-16 14:00:00;465,584274291992;572,666666667;18,6989043728077;;;;;;;;;;;;;;
2016-09-16 15:00:00;486,187194824219;520,833333333;6,65205859369026;"September";"North";"Friday";16,7;1021,1;70;11,2;19;50,4;0;8;15;0;0
2016-09-16 16:00:00;462,473501205444;442,166666667;4,59257471656894;;;;;;;;;;;;;;
2016-09-16 17:00:00;480,139712810516;386,666666667;24,1740636577851;;;;;;;;;;;;;;
2016-09-16 18:00:00;442,886413574219;447,833333333;1,10463411063303;"September";"North";"Friday";14,5;1022,6;80;11,1;55;39,6;0;;18;1;0
2016-09-16 19:00:00;491,766151428223;488,166666667;0,737347509980235;;;;;;;;;;;;;;
2016-09-16 20:00:00;497,122806549072;493,5;0,734104670531361;;;;;;;;;;;;;;
2016-09-16 21:00:00;498,090087890625;511,333333333;2,58994369798897;"September";"North";"Friday";13,3;1024,3;87;11,2;45;21,6;0;;21;1;0
2016-09-16 22:00:00;632,186584472656;616,5;2,54445814641626;;;;;;;;;;;;;;
2016-09-16 23:00:00;651,688781738281;560,5;16,2691849666871;;;;;;;;;;;;;;
2016-09-17 00:00:00;550,536071777344;461,333333333;19,335853709048;"September";"North";"Saturday";12,2;1024,3;94;11,3;19;14,4;;;0;0;1
2016-09-17 01:00:00;460,314819335938;397,666666667;15,7539361279677;;;;;;;;;;;;;;
2016-09-17 02:00:00;401,790130615234;363,333333333;10,5844396189733;;;;;;;;;;;;;;
2016-09-17 03:00:00;380,024261474609;398,666666667;4,67618859340511;"September";"West";"Saturday";12,6;1024,5;95;11,8;19;18;0;;3;0;1
2016-09-17 04:00:00;370,131712913513;398,666666667;7,15759709535024;;;;;;;;;;;;;;
2016-09-17 05:00:00;331,719745635986;332,166666667;0,134547224590037;;;;;;;;;;;;;;
2016-09-17 06:00:00;316,913269042969;316;0,289009190812896;"September";"North";"Saturday";12,3;1024,7;96;11,7;18;18;0;8;6;0;1
2016-09-17 07:00:00;361,042018890381;369,166666667;2,20080752413864;;;;;;;;;;;;;;
2016-09-17 08:00:00;437,560607910156;452,166666667;3,2302378378547;;;;;;;;;;;;;;
2016-09-17 09:00:00;503,811553955078;515,166666667;2,20416293340301;"September";"North";"Saturday";15,9;1025,3;79;12,3;35;28,8;0;7;9;0;1
2016-09-17 10:00:00;538,038612365723;510,833333333;5,32566636856256;;;;;;;;;;;;;;
2016-09-17 11:00:00;550,752708435059;534,833333333;2,97651139334406;;;;;;;;;;;;;;
2016-09-17 12:00:00;539,316467285156;524,5;2,82487460155505;"September";"North";"Saturday";17,3;1025;67;11,1;25;28,8;0;7;12;0;1
2016-09-17 13:00:00;500,007751464844;567,333333333;11,8670238310568;;;;;;;;;;;;;;
2016-09-17 14:00:00;473,63549041748;606,166666667;21,8638179130239;;;;;;;;;;;;;;
2016-09-17 15:00:00;482,380828857422;556,666666667;13,3447612831498;"September";"North";"Saturday";16,2;1024,1;71;10,9;40;32,4;0;;15;0;1
2016-09-17 16:00:00;454,606214523315;449;1,24860011655132;;;;;;;;;;;;;;
2016-09-17 17:00:00;448,355838775635;401,666666667;11,623860275999;;;;;;;;;;;;;;
2016-09-17 18:00:00;460,232360839844;454;1,3727667048114;"September";"North";"Saturday";14,5;1024,2;82;11,5;55;21,6;0;;18;1;1
2016-09-17 19:00:00;496,721687316895;489,666666667;1,44078025525317;;;;;;;;;;;;;;
2016-09-17 20:00:00;501,194248199463;499,833333333;0,272273731203164;;;;;;;;;;;;;;
2016-09-17 21:00:00;499,955993652344;517,666666667;3,42125042137376;"September";"West";"Saturday";12;1024,4;94;11,1;17;10,8;0;;21;1;1
2016-09-17 22:00:00;636,897445678711;628,666666667;1,30924374523435;;;;;;;;;;;;;;
2016-09-17 23:00:00;634,877960205078;571,333333333;11,1221633965196;;;;;;;;;;;;;;
2016-09-18 00:00:00;521,17626953125;473,666666667;10,0301765371323;"September";"West";"Sunday";9,8;1024,2;97;9,3;6;7,2;0;;0;0;1
2016-09-18 01:00:00;439,595222473145;430,833333333;2,03370734394228;;;;;;;;;;;;;;
2016-09-18 02:00:00;368,764450073242;390,166666667;5,48540365495247;;;;;;;;;;;;;;
2016-09-18 03:00:00;381,007995605469;418,5;8,95866293776135;"September";"West";"Sunday";10,1;1023,7;98;9,8;0,6;10,8;0;;3;0;1
2016-09-18 04:00:00;376,238614559174;412,666666667;8,82747627814144;;;;;;;;;;;;;;
2016-09-18 05:00:00;310,972801208496;348;10,639999652731;;;;;;;;;;;;;;
2016-09-18 06:00:00;313,703002929688;311,5;0,707224054474318;"September";"North";"Sunday";10,4;1023,4;99;10,2;0,3;10,8;0;;6;0;1
2016-09-18 07:00:00;341,041215896606;359,833333333;5,22245042234672;;;;;;;;;;;;;;
2016-09-18 08:00:00;401,082130432129;434,333333333;7,65568754433536;;;;;;;;;;;;;;
2016-09-18 09:00:00;507,373626708984;515;1,48084918272148;"September";"North";"Sunday";15,2;1023,5;79;11,6;18;18;0;;9;0;1
2016-09-18 10:00:00;569,297676086426;553;2,94713853280756;;;;;;;;;;;;;;
2016-09-18 11:00:00;592,363677978516;582,333333333;1,72244040850395;;;;;;;;;;;;;;
2016-09-18 12:00:00;549,528442382812;581,333333333;5,47102481941613;"September";"West";"Sunday";18;1023,2;63;10,8;35;25,2;0;7;12;0;1
2016-09-18 13:00:00;497,947216033936;582;14,4420591006984;;;;;;;;;;;;;;
2016-09-18 14:00:00;468,035545349121;572,166666667;18,1994386223976;;;;;;;;;;;;;;
2016-09-18 15:00:00;481,179992675781;547,333333333;12,0864812406685;"September";"West";"Sunday";17,7;1023,2;62;10,3;50;25,2;0;8;15;0;1
2016-09-18 16:00:00;456,151887893677;451,333333333;1,0676265644048;;;;;;;;;;;;;;
2016-09-18 17:00:00;448,093383789062;378,166666667;18,4909785249892;;;;;;;;;;;;;;
2016-09-18 18:00:00;435,151580810547;400,166666667;8,74258579179951;"September";"North";"Sunday";15,7;1023,5;75;11,3;55;14,4;0;8;18;1;1
2016-09-18 19:00:00;472,295425415039;445,166666667;6,09406785803491;;;;;;;;;;;;;;
2016-09-18 20:00:00;482,719837188721;453,833333333;6,36500268580432;;;;;;;;;;;;;;
2016-09-18 21:00:00;483,132232666016;450,5;7,24355886038083;"September";"North";"Sunday";14,2;1023,5;86;11,9;35;3,6;0;8;21;1;1
2016-09-18 22:00:00;621,841201782227;580,166666667;7,18320053694961;;;;;;;;;;;;;;
2016-09-18 23:00:00;606,295669555664;527;15,046616613978;;;;;;;;;;;;;;
2016-09-19 00:00:00;510,382751464844;453,833333333;12,4603932718073;"September";"West";"Monday";13,3;1023,3;93;12,2;14;7,2;0;8;0;0;0
2016-09-19 01:00:00;445,896812438965;406,166666667;9,78173469969607;;;;;;;;;;;;;;
2016-09-19 02:00:00;385,878646850586;370,166666667;4,24456916260381;;;;;;;;;;;;;;
2016-09-19 03:00:00;373,585296630859;391,166666667;4,49459821971683;"September";"South";"Monday";13,6;1023;96;13;22;3,6;0;8;3;0;0
2016-09-19 04:00:00;367,034054279327;402,333333333;8,77364019561769;;;;;;;;;;;;;;
2016-09-19 05:00:00;303,506454467773;317,5;4,40741591566191;;;;;;;;;;;;;;
2016-09-19 06:00:00;306,789825439453;304,166666667;0,862408363545283;"September";"South";"Monday";14,4;1022,9;95;13,6;16;10,8;0;8;6;0;0
2016-09-19 07:00:00;356,453330993652;350,333333333;1,74690703919834;;;;;;;;;;;;;;
2016-09-19 08:00:00;436,471527099609;407,5;7,10957720235813;;;;;;;;;;;;;;
2016-09-19 09:00:00;502,798309326172;476,166666667;5,59292460465241;"September";"South";"Monday";15,7;1023,1;93;14,6;19;14,4;;8;9;0;0
2016-09-19 10:00:00;533,144365310669;529,166666667;0,751691082267682;;;;;;;;;;;;;;
2016-09-19 11:00:00;519,263814926147;561,5;7,52202761778318;;;;;;;;;;;;;;
2016-09-19 12:00:00;531,7685546875;581,833333333;8,60465975001926;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0;0
2016-09-19 13:00:00;518,988041877747;579,166666667;10,3905539204406;;;;;;;;;;;;;;
2016-09-19 14:00:00;516,888180732727;567,166666667;8,86485206010756;;;;;;;;;;;;;;
2016-09-19 15:00:00;512,317016601562;564,5;9,24410689077724;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0;0
2016-09-19 16:00:00;452,988872528076;485,833333333;6,7604379015327;;;;;;;;;;;;;;
2016-09-19 17:00:00;402,080947875977;393;2,31067375979047;;;;;;;;;;;;;;
2016-09-19 18:00:00;463,507965087891;457,5;1,31321641265369;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;1;0
2016-09-19 19:00:00;508,211849212646;499,666666667;1,71017662687941;;;;;;;;;;;;;;
2016-09-19 20:00:00;507,589290618896;473,666666667;7,16170808273172;;;;;;;;;;;;;;
2016-09-19 21:00:00;498,435424804688;470;6,05009038397606;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1;0
2016-09-19 22:00:00;616,783752441406;583,166666667;5,76457601161253;;;;;;;;;;;;;;
2016-09-19 23:00:00;631,660797119141;527,833333333;19,6705015067015;;;;;;;;;;;;;;
2016-09-20 00:00:00;444,831878662109;440,166666667;1,0598739860142;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;0;0
2016-09-20 01:00:00;380,199783325195;404,333333333;5,96872630036881;;;;;;;;;;;;;;
2016-09-20 02:00:00;339,610565185547;379,666666667;10,5503340161768;;;;;;;;;;;;;;
2016-09-20 03:00:00;370,979431152344;399,833333333;7,21648241284209;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0;0
2016-09-20 04:00:00;368,003146648407;412,166666667;10,7149664420277;;;;;;;;;;;;;;
2016-09-20 05:00:00;303,15161895752;330;8,1358730431759;;;;;;;;;;;;;;
2016-09-20 06:00:00;311,467620849609;313,833333333;0,753811731298924;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0;0
2016-09-20 07:00:00;376,153739929199;372,833333333;0,890587374931302;;;;;;;;;;;;;;
2016-09-20 08:00:00;441,822967529297;469,833333333;5,96176640022483;;;;;;;;;;;;;;
2016-09-20 09:00:00;499,795166015625;491,666666667;1,65325410480396;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0;0
2016-09-20 10:00:00;514,455595970154;533,5;3,56971022115205;;;;;;;;;;;;;;
2016-09-20 11:00:00;535,369438171387;541,833333333;1,19296742447566;;;;;;;;;;;;;;
2016-09-20 12:00:00;526,845825195312;589,833333333;10,6788654655648;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0;0
2016-09-20 13:00:00;514,323218345642;614,166666667;16,2567351405108;;;;;;;;;;;;;;
2016-09-20 14:00:00;516,731100082397;608,666666667;15,1044194826756;;;;;;;;;;;;;;
2016-09-20 15:00:00;489,122833251953;568;13,8868251316984;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0;0
2016-09-20 16:00:00;407,365348815918;482,5;15,5719484319341;;;;;;;;;;;;;;
2016-09-20 17:00:00;344,451889038086;412,333333333;16,4627593278017;;;;;;;;;;;;;;
2016-09-20 18:00:00;473,769866943359;445,333333333;6,38544916400764;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;1;0
2016-09-20 19:00:00;522,351757049561;494,5;5,63230678454207;;;;;;;;;;;;;;
2016-09-20 20:00:00;516,125774383545;507,666666667;1,66627203871425;;;;;;;;;;;;;;
2016-09-20 21:00:00;498,881225585938;500,666666667;0,35661273256884;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1;0
2016-09-20 22:00:00;627,369003295898;601;4,38752134707129;;;;;;;;;;;;;;
2016-09-20 23:00:00;537,950428009033;536,333333333;0,301509262156774;;;;;;;;;;;;;;
