"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour";"f_weekend"
2016-09-15 07:00:00;381,3544921875;357,5;6,67258522727273;;;;;;;;;;;;;;
2016-09-15 08:00:00;463,2275390625;459,166666667;0,884400521705344;;;;;;;;;;;;;;
2016-09-15 09:00:00;544,849792480469;503;8,32003826649478;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9;0
2016-09-15 10:00:00;562,378398895264;525,5;7,0177733387752;;;;;;;;;;;;;;
2016-09-15 11:00:00;576,188222885132;593,666666667;2,94415111429393;;;;;;;;;;;;;;
2016-09-15 12:00:00;566,297546386719;615,5;7,99389985593522;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12;0
2016-09-15 13:00:00;548,083265304565;625,333333333;12,3534223926134;;;;;;;;;;;;;;
2016-09-15 14:00:00;547,183126449585;658;16,84147014444;;;;;;;;;;;;;;
2016-09-15 15:00:00;519,263610839844;613;15,2914174812653;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15;0
2016-09-15 16:00:00;469,047771453857;522;10,1441050854679;;;;;;;;;;;;;;
2016-09-15 17:00:00;413,664611816406;437;5,3399057628361;;;;;;;;;;;;;;
2016-09-15 18:00:00;499,733795166016;485,5;2,93178067271177;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18;0
2016-09-15 19:00:00;538,769161224365;557;3,27304107282491;;;;;;;;;;;;;;
2016-09-15 20:00:00;536,475109100342;533,166666667;0,620526870898363;;;;;;;;;;;;;;
2016-09-15 21:00:00;498,195281982422;497,666666667;0,106218750587041;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21;0
2016-09-15 22:00:00;615,245506286621;616,5;0,203486409307203;;;;;;;;;;;;;;
2016-09-15 23:00:00;555,303050994873;541,833333333;2,4859521984401;;;;;;;;;;;;;;
2016-09-16 00:00:00;481,106475830078;442,5;8,72462730623234;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0;0
2016-09-16 01:00:00;410,948394775391;412,5;0,376146721117424;;;;;;;;;;;;;;
2016-09-16 02:00:00;370,562057495117;371,166666667;0,162894253762627;;;;;;;;;;;;;;
2016-09-16 03:00:00;381,013885498047;412;7,52090157814396;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3;0
2016-09-16 04:00:00;372,367953300476;407,166666667;8,54655260740781;;;;;;;;;;;;;;
2016-09-16 05:00:00;322,554023742676;341,833333333;5,63997355153866;;;;;;;;;;;;;;
2016-09-16 06:00:00;317,522827148438;328;3,19426001572027;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6;0
2016-09-16 07:00:00;377,339870452881;425,666666667;11,353201929698;;;;;;;;;;;;;;
2016-09-16 08:00:00;446,823104858398;461,833333333;3,2501396913632;;;;;;;;;;;;;;
2016-09-16 09:00:00;509,701843261719;499,166666667;2,11055290712087;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;6;9;0
2016-09-16 10:00:00;523,039783477783;506;3,36754614185439;;;;;;;;;;;;;;
2016-09-16 11:00:00;537,688079833984;536,666666667;0,190325434841699;;;;;;;;;;;;;;
2016-09-16 12:00:00;542,280578613281;524,833333333;3,32434016137675;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;7;12;0
2016-09-16 13:00:00;504,089134216309;564,5;10,7016591290862;;;;;;;;;;;;;;
2016-09-16 14:00:00;469,342918395996;572,666666667;18,0425637260088;;;;;;;;;;;;;;
2016-09-16 15:00:00;484,818481445312;520,833333333;6,91485156244043;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;8;15;0
2016-09-16 16:00:00;458,026781082153;442,166666667;3,58690865023928;;;;;;;;;;;;;;
2016-09-16 17:00:00;462,112417221069;386,666666667;19,5118320398287;;;;;;;;;;;;;;
2016-09-16 18:00:00;453,550415039062;447,833333333;1,27660923842206;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;;18;0
2016-09-16 19:00:00;493,861064910889;488,166666667;1,16648649584529;;;;;;;;;;;;;;
2016-09-16 20:00:00;499,031524658203;493,5;1,12087632385068;;;;;;;;;;;;;;
2016-09-16 21:00:00;495,345825195312;511,333333333;3,12663131767234;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;;21;0
2016-09-16 22:00:00;616,514404296875;616,5;0,00233646340227088;;;;;;;;;;;;;;
2016-09-16 23:00:00;625,301773071289;560,5;11,5614224926475;;;;;;;;;;;;;;
2016-09-17 00:00:00;559,42041015625;461,333333333;21,2616496004308;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;;0;1
2016-09-17 01:00:00;469,41471862793;397,666666667;18,0422595039907;;;;;;;;;;;;;;
2016-09-17 02:00:00;411,3583984375;363,333333333;13,2179078269387;;;;;;;;;;;;;;
2016-09-17 03:00:00;376,882141113281;398,666666667;5,46434587467405;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;;3;1
2016-09-17 04:00:00;365,645510673523;398,666666667;8,28289866056424;;;;;;;;;;;;;;
2016-09-17 05:00:00;314,52010345459;332,166666667;5,31256293398669;;;;;;;;;;;;;;
2016-09-17 06:00:00;318,454040527344;316;0,776595103589794;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;8;6;1
2016-09-17 07:00:00;359,622074127197;369,166666667;2,58544267443633;;;;;;;;;;;;;;
2016-09-17 08:00:00;441,546508789062;452,166666667;2,34872640131139;;;;;;;;;;;;;;
2016-09-17 09:00:00;506,843017578125;515,166666667;1,61571965490836;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;7;9;1
2016-09-17 10:00:00;543,547397613525;510,833333333;6,40405826046592;;;;;;;;;;;;;;
2016-09-17 11:00:00;547,760791778564;534,833333333;2,41710036377173;;;;;;;;;;;;;;
2016-09-17 12:00:00;544,393493652344;524,5;3,79284912342112;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;7;12;1
2016-09-17 13:00:00;506,888561248779;567,333333333;10,654190144111;;;;;;;;;;;;;;
2016-09-17 14:00:00;475,317817687988;606,166666667;21,5862824820907;;;;;;;;;;;;;;
2016-09-17 15:00:00;485,999389648438;556,666666667;12,6947204224887;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;;15;1
2016-09-17 16:00:00;455,921033859253;449;1,5414329307913;;;;;;;;;;;;;;
2016-09-17 17:00:00;441,814685821533;401,666666667;9,99535746585059;;;;;;;;;;;;;;
2016-09-17 18:00:00;459,233520507812;454;1,15275782110407;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;;18;1
2016-09-17 19:00:00;487,683643341064;489,666666667;0,404974130551575;;;;;;;;;;;;;;
2016-09-17 20:00:00;489,810750961304;499,833333333;2,00518486929702;;;;;;;;;;;;;;
2016-09-17 21:00:00;508,811737060547;517,666666667;1,7105466078134;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;;21;1
2016-09-17 22:00:00;641,468002319336;628,666666667;2,03626760111281;;;;;;;;;;;;;;
2016-09-17 23:00:00;636,029479980469;571,333333333;11,3237129488051;;;;;;;;;;;;;;
2016-09-18 00:00:00;524,389892578125;473,666666667;10,7086331972743;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;;0;1
2016-09-18 01:00:00;443,992401123047;430,833333333;3,05432908086431;;;;;;;;;;;;;;
2016-09-18 02:00:00;384,103637695312;390,166666667;1,55395872832525;;;;;;;;;;;;;;
2016-09-18 03:00:00;377,309295654297;418,5;9,84246220924806;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;;3;1
2016-09-18 04:00:00;370,63792181015;412,666666667;10,1846716131218;;;;;;;;;;;;;;
2016-09-18 05:00:00;302,758186340332;348;13,0005211665713;;;;;;;;;;;;;;
2016-09-18 06:00:00;316,592315673828;311,5;1,63477228694322;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;;6;1
2016-09-18 07:00:00;341,608299255371;359,833333333;5,06485430596918;;;;;;;;;;;;;;
2016-09-18 08:00:00;406,970672607422;434,333333333;6,29992188617017;;;;;;;;;;;;;;
2016-09-18 09:00:00;505,228668212891;515;1,89734597807949;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;;9;1
2016-09-18 10:00:00;568,565036773682;553;2,81465402779053;;;;;;;;;;;;;;
2016-09-18 11:00:00;597,383377075195;582,333333333;2,58443796374423;;;;;;;;;;;;;;
2016-09-18 12:00:00;545,901245117188;581,333333333;6,09496930318226;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;7;12;1
2016-09-18 13:00:00;493,305694580078;582;15,2395713779934;;;;;;;;;;;;;;
2016-09-18 14:00:00;471,596977233887;572,166666667;17,5769920360713;;;;;;;;;;;;;;
2016-09-18 15:00:00;472,841735839844;547,333333333;13,6099142801221;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;8;15;1
2016-09-18 16:00:00;439,134716033936;451,333333333;2,70279556109456;;;;;;;;;;;;;;
2016-09-18 17:00:00;434,742076873779;378,166666667;14,9604434217883;;;;;;;;;;;;;;
2016-09-18 18:00:00;440,423645019531;400,166666667;10,0600528994163;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;8;18;1
2016-09-18 19:00:00;470,191850662231;445,166666667;5,62153141038099;;;;;;;;;;;;;;
2016-09-18 20:00:00;471,029809951782;453,833333333;3,78916120869516;;;;;;;;;;;;;;
2016-09-18 21:00:00;474,195220947266;450,5;5,25976047664054;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;8;21;1
2016-09-18 22:00:00;607,368865966797;580,166666667;4,68868703816971;;;;;;;;;;;;;;
2016-09-18 23:00:00;588,541786193848;527;11,6777582910527;;;;;;;;;;;;;;
2016-09-19 00:00:00;503,250305175781;453,833333333;10,888792914319;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;8;0;0
2016-09-19 01:00:00;435,921257019043;406,166666667;7,32570956553595;;;;;;;;;;;;;;
2016-09-19 02:00:00;369,76838684082;370,166666667;0,107594730170016;;;;;;;;;;;;;;
2016-09-19 03:00:00;373,992309570312;391,166666667;4,39054719130964;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;8;3;0
2016-09-19 04:00:00;364,931164741516;402,333333333;9,29631365157785;;;;;;;;;;;;;;
2016-09-19 05:00:00;298,902961730957;317,5;5,85733488788755;;;;;;;;;;;;;;
2016-09-19 06:00:00;306,238006591797;304,166666667;0,680988468425619;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;8;6;0
2016-09-19 07:00:00;359,673408508301;350,333333333;2,66605380836623;;;;;;;;;;;;;;
2016-09-19 08:00:00;433,007934570312;407,5;6,25961584547546;;;;;;;;;;;;;;
2016-09-19 09:00:00;504,366546630859;476,166666667;5,92227090595162;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;8;9;0
2016-09-19 10:00:00;534,2297706604;529,166666667;0,956807053870345;;;;;;;;;;;;;;
2016-09-19 11:00:00;528,061414718628;561,5;5,95522444904222;;;;;;;;;;;;;;
2016-09-19 12:00:00;530,123718261719;581,833333333;8,88735864875009;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;8;12;0
2016-09-19 13:00:00;512,629810333252;579,166666667;11,4883780720074;;;;;;;;;;;;;;
2016-09-19 14:00:00;499,369260787964;567,166666667;11,9537007133111;;;;;;;;;;;;;;
2016-09-19 15:00:00;505,113128662109;564,5;10,5202606444448;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;8;15;0
2016-09-19 16:00:00;449,234336853027;485,833333333;7,53324112795837;;;;;;;;;;;;;;
2016-09-19 17:00:00;380,490776062012;393;3,18300863562043;;;;;;;;;;;;;;
2016-09-19 18:00:00;465,765930175781;457,5;1,80676069415984;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;8;18;0
2016-09-19 19:00:00;503,473526000977;499,666666667;0,76187978665257;;;;;;;;;;;;;;
2016-09-19 20:00:00;498,064281463623;473,666666667;5,15079833848118;;;;;;;;;;;;;;
2016-09-19 21:00:00;493,449981689453;470;4,98935780626662;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;8;21;0
2016-09-19 22:00:00;615,171188354492;583,166666667;5,48805744855226;;;;;;;;;;;;;;
2016-09-19 23:00:00;593,942070007324;527,833333333;12,5245475227722;;;;;;;;;;;;;;
2016-09-20 00:00:00;467,035858154297;440,166666667;6,10432218567433;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;8;0;0
2016-09-20 01:00:00;402,825340270996;404,333333333;0,372957888377197;;;;;;;;;;;;;;
2016-09-20 02:00:00;348,98917388916;379,666666667;8,08011223296214;;;;;;;;;;;;;;
2016-09-20 03:00:00;371,267364501953;399,833333333;7,14446906988012;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;7;3;0
2016-09-20 04:00:00;370,396469533443;412,166666667;10,1342977275025;;;;;;;;;;;;;;
2016-09-20 05:00:00;302,164985656738;330;8,43485283129143;;;;;;;;;;;;;;
2016-09-20 06:00:00;307,333312988281;313,833333333;2,07116952035867;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;8;6;0
2016-09-20 07:00:00;370,709903717041;372,833333333;0,569538564853161;;;;;;;;;;;;;;
2016-09-20 08:00:00;446,747146606445;469,833333333;4,91369706844364;;;;;;;;;;;;;;
2016-09-20 09:00:00;497,223663330078;491,666666667;1,13023660943885;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;8;9;0
2016-09-20 10:00:00;515,771524429321;533,5;3,32305071615346;;;;;;;;;;;;;;
2016-09-20 11:00:00;537,322456359863;541,833333333;0,832521127002067;;;;;;;;;;;;;;
2016-09-20 12:00:00;525,371948242188;589,833333333;10,9287457062756;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;8;12;0
2016-09-20 13:00:00;511,718375205994;614,166666667;16,6808615675903;;;;;;;;;;;;;;
2016-09-20 14:00:00;496,97038269043;608,666666667;18,3509776522195;;;;;;;;;;;;;;
2016-09-20 15:00:00;492,765930175781;568;13,2454348282075;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;7;15;0
2016-09-20 16:00:00;427,445434570312;482,5;11,4102726279145;;;;;;;;;;;;;;
2016-09-20 17:00:00;371,575584411621;412,333333333;9,88466020729471;;;;;;;;;;;;;;
2016-09-20 18:00:00;470,626190185547;445,333333333;5,67953372437855;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;8;18;0
2016-09-20 19:00:00;509,63627243042;494,5;3,06092465731444;;;;;;;;;;;;;;
2016-09-20 20:00:00;498,750089645386;507,666666667;1,7563841802249;;;;;;;;;;;;;;
2016-09-20 21:00:00;487,419738769531;500,666666667;2,64585776913314;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;8;21;0
2016-09-20 22:00:00;606,119972229004;601;0,851908856739419;;;;;;;;;;;;;;
2016-09-20 23:00:00;561,833053588867;536,333333333;4,75445374565873;;;;;;;;;;;;;;
