"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend"
2016-09-20 09:00:00;500,828247070312;491,666666667;1,86337228541823;"September";"Tuesday";14,5;1020,5;97;14;4,9;7,2;14,4;10;0;9;0
2016-09-20 10:00:00;517,688989639282;533,5;2,96363830566406;;;;;;;;;;;;;
2016-09-20 11:00:00;531,376655578613;541,833333333;1,92986977934048;;;;;;;;;;;;;
2016-09-20 12:00:00;525,098327636719;589,833333333;10,9751351844563;"September";"Tuesday";17;1019,9;86;14,6;50;7,2;14,4;10;0;12;0
2016-09-20 13:00:00;494,750341415405;614,166666667;19,4436350477389;;;;;;;;;;;;;
2016-09-20 14:00:00;498,917135238647;608,666666667;18,0311387888761;;;;;;;;;;;;;
2016-09-20 15:00:00;494,0087890625;568;13,0266216439261;"September";"Tuesday";18,1;1018,5;81;14,8;19;14,4;25,2;360;0;15;0
2016-09-20 16:00:00;427,769599914551;482,5;11,3430881006112;;;;;;;;;;;;;
2016-09-20 17:00:00;370,112571716309;412,333333333;10,2394733104427;;;;;;;;;;;;;
2016-09-20 18:00:00;463,881988525391;445,333333333;4,16511718392317;"September";"Tuesday";15,6;1018,6;91;14,1;12;14,4;21,6;350;0;18;0
2016-09-20 19:00:00;503,812480926514;494,5;1,88321151193401;;;;;;;;;;;;;
2016-09-20 20:00:00;490,892526626587;507,666666667;3,30416415766292;;;;;;;;;;;;;
2016-09-20 21:00:00;486,126892089844;500,666666667;2,90408280502262;"September";"Tuesday";14,3;1018,9;98;14;1,6;7,2;10,8;350;;21;0
2016-09-20 22:00:00;605,424781799316;601;0,736236572265625;;;;;;;;;;;;;
2016-09-20 23:00:00;549,552963256836;536,333333333;2,46481602060487;;;;;;;;;;;;;
