"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"rose_vt";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"Hour";"f_weekend";"f_evening"
2016-09-13 18:00:00;520,080688476562;505,833333333;2,81661057204057;"September";"Tuesday";"North";17,2;1005,1;98;16,9;3,9;9,26;24,076;2;18;0;1
2016-09-13 19:00:00;578,392547607422;561,166666667;3,06965505323642;;;;;;;;;;;;;;
2016-09-13 20:00:00;570,134662628174;542,333333333;5,12624387741688;;;;;;;;;;;;;;
2016-09-13 21:00:00;555,214050292969;512,833333333;8,26403320636911;"September";"Tuesday";"East";17,2;1005,1;98;16,9;3;12,964;25,928;0;21;0;1
2016-09-13 22:00:00;664,464653015137;624,333333333;6,42786754118923;;;;;;;;;;;;;;
2016-09-13 23:00:00;599,972820281982;550,666666667;8,95390198818752;;;;;;;;;;;;;;
2016-09-14 00:00:00;505,489196777344;467,166666667;8,20318161476626;"September";"Wednesday";"East";17,5;1005,5;97;17;9;12,964;24,076;3;0;0;0
2016-09-14 01:00:00;432,057281494141;405,833333333;6,46175314032744;;;;;;;;;;;;;;
2016-09-14 02:00:00;402,593101501465;362,5;11,0601659314386;;;;;;;;;;;;;;
2016-09-14 03:00:00;407,111450195312;396,666666667;2,63313870461438;"September";"Wednesday";"East";16,2;1004;97;15,7;2,9;7,408;12,964;0;3;0;0
2016-09-14 04:00:00;386,796199798584;407,833333333;5,15826731534937;;;;;;;;;;;;;;
2016-09-14 05:00:00;325,37809753418;330,833333333;1,64893777294482;;;;;;;;;;;;;;
2016-09-14 06:00:00;334,790222167969;317,166666667;5,55655980061489;"September";"Wednesday";"East";15,5;1004,6;94;14,5;45;18;36;0;6;0;0
2016-09-14 07:00:00;400,57495880127;384,833333333;4,0905046691078;;;;;;;;;;;;;;
2016-09-14 08:00:00;487,676361083984;458,833333333;6,28616660029176;;;;;;;;;;;;;;
2016-09-14 09:00:00;527,122802734375;478,333333333;10,1998890734653;"September";"Wednesday";"East";18;1005,9;82;14,9;29;28,8;46,8;0;9;0;0
2016-09-14 10:00:00;552,555032730103;504;9,63393506549654;;;;;;;;;;;;;;
2016-09-14 11:00:00;556,885688781738;492,333333333;13,1115143091636;;;;;;;;;;;;;;
2016-09-14 12:00:00;593,608825683594;519,5;14,2654139910671;"September";"Wednesday";"South";20,2;1007,2;65;13,4;7;32,4;54;0;12;0;0
2016-09-14 13:00:00;592,116597533226;543,333333333;8,97851488348268;;;;;;;;;;;;;;
2016-09-14 14:00:00;609,228231430054;573;6,32255347819437;;;;;;;;;;;;;;
2016-09-14 15:00:00;504,051025390625;539;6,48403981621058;"September";"Wednesday";"South";20,4;1007,9;62;12,9;28;25,2;46,8;0;15;0;0
2016-09-14 16:00:00;420,355590820312;438,833333333;4,21065154106377;;;;;;;;;;;;;;
2016-09-14 17:00:00;369,913116455078;380,5;2,78236098421074;;;;;;;;;;;;;;
2016-09-14 18:00:00;504,983245849609;426;18,5406680398144;"September";"Wednesday";"East";18,6;1009,3;63;11,4;45;25,2;43,2;0;18;0;1
2016-09-14 19:00:00;564,775550842285;480,5;17,5391364916306;;;;;;;;;;;;;;
2016-09-14 20:00:00;568,332363128662;471,833333333;20,451931429685;;;;;;;;;;;;;;
2016-09-14 21:00:00;555,532165527344;477,166666667;16,4230874314263;"September";"Wednesday";"East";13,8;1010,5;89;12;60;3,6;10,8;0;21;0;1
2016-09-14 22:00:00;689,996719360352;607,166666667;13,6420619313708;;;;;;;;;;;;;;
2016-09-14 23:00:00;682,982788085938;539,833333333;26,5173426526136;;;;;;;;;;;;;;
2016-09-15 00:00:00;566,199462890625;445,333333333;27,1405979545768;"September";"Thursday";"North";13,4;1010,4;89;11,6;60;10,8;14,4;0;0;0;0
2016-09-15 01:00:00;499,61701965332;393,166666667;27,0751215734371;;;;;;;;;;;;;;
2016-09-15 02:00:00;424,167327880859;358,5;18,3172462708115;;;;;;;;;;;;;;
2016-09-15 03:00:00;392,720245361328;383,833333333;2,31530491402584;"September";"Thursday";"East";12,7;1009,8;94;11,8;60;7,2;7,2;0;3;0;0
2016-09-15 04:00:00;359,020725250244;396,833333333;9,52858666512917;;;;;;;;;;;;;;
2016-09-15 05:00:00;306,804145812988;316;2,91008043892776;;;;;;;;;;;;;;
2016-09-15 06:00:00;342,798828125;294;16,5982408588435;"September";"Thursday";"North";13,8;1010,1;92;12,5;4,6;7,2;18;;6;0;0
2016-09-15 07:00:00;404,208450317383;357,5;13,0653007880791;;;;;;;;;;;;;;
2016-09-15 08:00:00;486,338653564453;459,166666667;5,91767409744466;;;;;;;;;;;;;;
2016-09-15 09:00:00;595,570068359375;503;18,40359211916;"September";"Thursday";"West";14;1010,8;98;13,7;2,9;7,2;14,4;9;9;0;0
2016-09-15 10:00:00;613,463167190552;525,5;16,7389471342629;;;;;;;;;;;;;;
2016-09-15 11:00:00;639,392292022705;593,666666667;7,70223897063663;;;;;;;;;;;;;;
2016-09-15 12:00:00;632,680358886719;615,5;2,79128495316308;"September";"Thursday";"West";16,4;1011,4;95;15,6;2;10,8;14,4;0;12;0;0
2016-09-15 13:00:00;616,085676193237;625,333333333;1,47883642960037;;;;;;;;;;;;;;
2016-09-15 14:00:00;608,508277893066;658;7,52153831412365;;;;;;;;;;;;;;
2016-09-15 15:00:00;595,716735839844;613;2,8194558173175;"September";"Thursday";"North";16,3;1011,8;91;14,8;19;10,8;18;1;15;0;0
2016-09-15 16:00:00;535,506145477295;522;2,58738419105267;;;;;;;;;;;;;;
2016-09-15 17:00:00;459,483200073242;437;5,14489704193185;;;;;;;;;;;;;;
2016-09-15 18:00:00;560,805419921875;485,5;15,510900086895;"September";"Thursday";"West";16,1;1012,8;94;15,1;18;7,2;10,8;;18;0;1
2016-09-15 19:00:00;596,395366668701;557;7,0727767807363;;;;;;;;;;;;;;
2016-09-15 20:00:00;590,472873687744;533,166666667;10,7482726515864;;;;;;;;;;;;;;
2016-09-15 21:00:00;545,49755859375;497,666666667;9,61102985801432;"September";"Thursday";"North";16,2;1014;96;15,6;10;14,4;25,2;0;21;0;1
2016-09-15 22:00:00;666,93229675293;616,5;8,18042120890992;;;;;;;;;;;;;;
2016-09-15 23:00:00;606,388492584229;541,833333333;11,9142096434208;;;;;;;;;;;;;;
2016-09-16 00:00:00;491,261566162109;442,5;11,019562974488;"September";"Friday";"West";15,9;1014,7;95;15,1;16;18;28,8;0;0;0;0
2016-09-16 01:00:00;423,651420593262;412,5;2,70337468927557;;;;;;;;;;;;;;
2016-09-16 02:00:00;380,098670959473;371,166666667;2,40646725436855;;;;;;;;;;;;;;
2016-09-16 03:00:00;404,995758056641;412;1,70005872411635;"September";"Friday";"North";15,2;1015,4;92;13,9;40;21,6;32,4;0;3;0;0
2016-09-16 04:00:00;378,198232650757;407,166666667;7,11463790819962;;;;;;;;;;;;;;
2016-09-16 05:00:00;348,132091522217;341,833333333;1,84264013336605;;;;;;;;;;;;;;
2016-09-16 06:00:00;333,828399658203;328;1,77695111530583;"September";"Friday";"North";15,1;1016,8;92;13,8;15;18;36;;6;0;0
2016-09-16 07:00:00;410,889549255371;425,666666667;3,471523276026;;;;;;;;;;;;;;
2016-09-16 08:00:00;469,265884399414;461,833333333;1,60935786353362;;;;;;;;;;;;;;
2016-09-16 09:00:00;521,601928710938;499,166666667;4,49454331430835;"September";"Friday";"North";16,4;1019;76;12,2;13;28,8;39,6;;9;0;0
2016-09-16 10:00:00;536,910470962524;506;6,10878872777162;;;;;;;;;;;;;;
2016-09-16 11:00:00;543,726865768433;536,666666667;1,31556504995558;;;;;;;;;;;;;;
2016-09-16 12:00:00;588,140441894531;524,833333333;12,0623261787688;"September";"Friday";"North";16,6;1020,4;68;10,7;16;25,2;46,8;0;12;0;0
2016-09-16 13:00:00;546,015972137451;564,5;3,27440706156755;;;;;;;;;;;;;;
2016-09-16 14:00:00;518,196624755859;572,666666667;9,51164876212611;;;;;;;;;;;;;;
2016-09-16 15:00:00;498,820892333984;520,833333333;4,22638867181371;"September";"Friday";"North";16,7;1021,1;70;11,2;19;28,8;50,4;0;15;0;0
2016-09-16 16:00:00;476,302295684814;442,166666667;7,72008194899104;;;;;;;;;;;;;;
2016-09-16 17:00:00;480,334943771362;386,666666667;24,2245544235211;;;;;;;;;;;;;;
2016-09-16 18:00:00;472,973999023438;447,833333333;5,61384421818896;"September";"Friday";"North";14,5;1022,6;80;11,1;55;18;39,6;0;18;0;1
2016-09-16 19:00:00;515,113704681396;488,166666667;5,52004875678622;;;;;;;;;;;;;;
2016-09-16 20:00:00;516,059967041016;493,5;4,57142189280965;;;;;;;;;;;;;;
2016-09-16 21:00:00;558,253173828125;511,333333333;9,17597923634073;"September";"Friday";"North";13,3;1024,3;87;11,2;45;14,4;21,6;0;21;0;1
2016-09-16 22:00:00;696,185562133789;616,5;12,9254764207282;;;;;;;;;;;;;;
2016-09-16 23:00:00;724,249969482422;560,5;29,2149811743839;;;;;;;;;;;;;;
2016-09-17 00:00:00;600,403503417969;461,333333333;30,1452680820237;"September";"Saturday";"North";12,2;1024,3;94;11,3;19;7,2;14,4;;0;1;0
2016-09-17 01:00:00;524,020530700684;397,666666667;31,7738132523666;;;;;;;;;;;;;;
2016-09-17 02:00:00;443,293334960938;363,333333333;22,0073398976177;;;;;;;;;;;;;;
2016-09-17 03:00:00;396,092376708984;398,666666667;0,645724905856226;"September";"Saturday";"West";12,6;1024,5;95;11,8;19;10,8;18;0;3;1;0
2016-09-17 04:00:00;381,258993148804;398,666666667;4,36647329051382;;;;;;;;;;;;;;
2016-09-17 05:00:00;343,429176330566;332,166666667;3,39062006930911;;;;;;;;;;;;;;
2016-09-17 06:00:00;328,114288330078;316;3,83363554749308;"September";"Saturday";"North";12,3;1024,7;96;11,7;18;3,6;18;0;6;1;0
2016-09-17 07:00:00;379,087707519531;369,166666667;2,68741512935141;;;;;;;;;;;;;;
2016-09-17 08:00:00;449,632690429688;452,166666667;0,560407571834275;;;;;;;;;;;;;;
2016-09-17 09:00:00;538,345825195312;515,166666667;4,49935138045245;"September";"Saturday";"North";15,9;1025,3;79;12,3;35;18;28,8;0;9;1;0
2016-09-17 10:00:00;574,416557312012;510,833333333;12,446960648428;;;;;;;;;;;;;;
2016-09-17 11:00:00;577,014610290527;534,833333333;7,88680778265259;;;;;;;;;;;;;;
2016-09-17 12:00:00;581,431579589844;524,5;10,8544479675584;"September";"Saturday";"North";17,3;1025;67;11,1;25;18;28,8;0;12;1;0
2016-09-17 13:00:00;537,664077758789;567,333333333;5,22959851484637;;;;;;;;;;;;;;
2016-09-17 14:00:00;512,78955078125;606,166666667;15,4045283286828;;;;;;;;;;;;;;
2016-09-17 15:00:00;522,227600097656;556,666666667;6,18665866514786;"September";"Saturday";"North";16,2;1024,1;71;10,9;40;18;32,4;0;15;1;0
2016-09-17 16:00:00;495,553678512573;449;10,3683025640475;;;;;;;;;;;;;;
2016-09-17 17:00:00;504,189485549927;401,666666667;25,5243532488402;;;;;;;;;;;;;;
2016-09-17 18:00:00;477,935852050781;454;5,2722141081016;"September";"Saturday";"North";14,5;1024,2;82;11,5;55;7,2;21,6;0;18;1;1
2016-09-17 19:00:00;511,592723846436;489,666666667;4,47775163636908;;;;;;;;;;;;;;
2016-09-17 20:00:00;513,862701416016;499,833333333;2,80680921967823;;;;;;;;;;;;;;
2016-09-17 21:00:00;554,79052734375;517,666666667;7,17138326015315;"September";"Saturday";"West";12;1024,4;94;11,1;17;7,2;10,8;0;21;1;1
2016-09-17 22:00:00;700,568740844727;628,666666667;11,437233432294;;;;;;;;;;;;;;
2016-09-17 23:00:00;686,654251098633;571,333333333;20,1845246964469;;;;;;;;;;;;;;
2016-09-18 00:00:00;600,142028808594;473,666666667;26,7013431685091;"September";"Sunday";"West";9,8;1024,2;97;9,3;6;7,2;7,2;0;0;1;0
2016-09-18 01:00:00;505,767578125;430,833333333;17,392861460439;;;;;;;;;;;;;;
2016-09-18 02:00:00;423,861724853516;390,166666667;8,63606788205557;;;;;;;;;;;;;;
2016-09-18 03:00:00;397,390808105469;418,5;5,04401240012694;"September";"Sunday";"West";10,1;1023,7;98;9,8;0,6;3,6;10,8;0;3;1;0
2016-09-18 04:00:00;392,287370204926;412,666666667;4,93844017658918;;;;;;;;;;;;;;
2016-09-18 05:00:00;323,231056213379;348;7,11751258236238;;;;;;;;;;;;;;
2016-09-18 06:00:00;330,901336669922;311,5;6,22835848151585;"September";"Sunday";"North";10,4;1023,4;99;10,2;0,3;3,6;10,8;0;6;1;0
2016-09-18 07:00:00;356,548519134521;359,833333333;0,91287101393651;;;;;;;;;;;;;;
2016-09-18 08:00:00;423,530960083008;434,333333333;2,48711586722958;;;;;;;;;;;;;;
2016-09-18 09:00:00;523,674987792969;515;1,68446364912015;"September";"Sunday";"North";15,2;1023,5;79;11,6;18;7,2;18;0;9;1;0
2016-09-18 10:00:00;586,957126617432;553;6,14052922557534;;;;;;;;;;;;;;
2016-09-18 11:00:00;589,225463867188;582,333333333;1,18353701216796;;;;;;;;;;;;;;
2016-09-18 12:00:00;589,362182617188;581,333333333;1,38110939521652;"September";"Sunday";"West";18;1023,2;63;10,8;35;10,8;25,2;0;12;1;0
2016-09-18 13:00:00;525,259300231934;582;9,74926112853375;;;;;;;;;;;;;;
2016-09-18 14:00:00;473,506355285645;572,166666667;17,2432819192481;;;;;;;;;;;;;;
2016-09-18 15:00:00;473,836944580078;547,333333333;13,4280856430512;"September";"Sunday";"West";17,7;1023,2;62;10,3;50;10,8;25,2;0;15;1;0
2016-09-18 16:00:00;441,767848968506;451,333333333;2,11938353718638;;;;;;;;;;;;;;
2016-09-18 17:00:00;434,216304779053;378,166666667;14,8214115765544;;;;;;;;;;;;;;
2016-09-18 18:00:00;433,845275878906;400,166666667;8,41614557564636;"September";"Sunday";"North";15,7;1023,5;75;11,3;55;3,6;14,4;0;18;1;1
2016-09-18 19:00:00;475,964080810547;445,166666667;6,91817614605551;;;;;;;;;;;;;;
2016-09-18 20:00:00;467,763687133789;453,833333333;3,06948669867043;;;;;;;;;;;;;;
2016-09-18 21:00:00;510,466888427734;450,5;13,311185000607;"September";"Sunday";"North";14,2;1023,5;86;11,9;35;0;3,6;0;21;1;1
2016-09-18 22:00:00;667,405609130859;580,166666667;15,0368760351294;;;;;;;;;;;;;;
2016-09-18 23:00:00;659,788146972656;527;25,1969918354186;;;;;;;;;;;;;;
2016-09-19 00:00:00;537,3408203125;453,833333333;18,400474545625;"September";"Monday";"West";13,3;1023,3;93;12,2;14;3,6;7,2;0;0;0;0
2016-09-19 01:00:00;460,916732788086;406,166666667;13,4797044204451;;;;;;;;;;;;;;
2016-09-19 02:00:00;397,604690551758;370,166666667;7,41234323765865;;;;;;;;;;;;;;
2016-09-19 03:00:00;374,367431640625;391,166666667;4,2946489202456;"September";"Monday";"South";13,6;1023;96;13;22;3,6;3,6;0;3;0;0
2016-09-19 04:00:00;367,652218341827;402,333333333;8,61999544106081;;;;;;;;;;;;;;
2016-09-19 05:00:00;288,973609924316;317,5;8,98468978761688;;;;;;;;;;;;;;
2016-09-19 06:00:00;314,541107177734;304,166666667;3,41077496242948;"September";"Monday";"South";14,4;1022,9;95;13,6;16;7,2;10,8;0;6;0;0
2016-09-19 07:00:00;374,197151184082;350,333333333;6,81174629432105;;;;;;;;;;;;;;
2016-09-19 08:00:00;457,912811279297;407,5;12,3712420317293;;;;;;;;;;;;;;
2016-09-19 09:00:00;540,725830078125;476,166666667;13,5581022214378;"September";"Monday";"South";15,7;1023,1;93;14,6;19;10,8;14,4;;9;0;0
2016-09-19 10:00:00;575,545581817627;529,166666667;8,76451939853816;;;;;;;;;;;;;;
2016-09-19 11:00:00;588,474998474121;561,5;4,80409589922014;;;;;;;;;;;;;;
2016-09-19 12:00:00;555,452453613281;581,833333333;4,53409562642233;"September";"Monday";"West";16,2;1022,8;92;14,9;6;7,2;14,4;0;12;0;0
2016-09-19 13:00:00;537,308870315552;579,166666667;7,22724541319553;;;;;;;;;;;;;;
2016-09-19 14:00:00;533,416357040405;567,166666667;5,95068638728913;;;;;;;;;;;;;;
2016-09-19 15:00:00;522,551635742188;564,5;7,43106541325288;"September";"Monday";"North";17;1022;86;14,6;40;14,4;21,6;0;15;0;0
2016-09-19 16:00:00;462,19832611084;485,833333333;4,86483853629702;;;;;;;;;;;;;;
2016-09-19 17:00:00;376,493240356445;393;4,20019329352537;;;;;;;;;;;;;;
2016-09-19 18:00:00;468,894989013672;457,5;2,49070798113046;"September";"Monday";"North";15,2;1021,9;91;13,7;18;14,4;21,6;0;18;0;1
2016-09-19 19:00:00;511,290107727051;499,666666667;2,32623903803396;;;;;;;;;;;;;;
2016-09-19 20:00:00;526,699413299561;473,666666667;11,1962167415601;;;;;;;;;;;;;;
2016-09-19 21:00:00;532,958435058594;470;13,3954117145944;"September";"Monday";"West";14,3;1021,8;96;13,7;7;10,8;21,6;0;21;0;1
2016-09-19 22:00:00;655,037231445312;583,166666667;12,3241894446879;;;;;;;;;;;;;;
2016-09-19 23:00:00;663,353256225586;527,833333333;25,6747564684569;;;;;;;;;;;;;;
2016-09-20 00:00:00;483,84912109375;440,166666667;9,92407143355931;"September";"Tuesday";"North";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;391,372421264648;404,333333333;3,20550174815224;;;;;;;;;;;;;;
2016-09-20 02:00:00;357,308708190918;379,666666667;5,88883893135972;;;;;;;;;;;;;;
2016-09-20 03:00:00;371,525543212891;399,833333333;7,07989748731962;"September";"Tuesday";"East";13,3;1020,1;98;13;0,3;3,6;3,6;0;3;0;0
2016-09-20 04:00:00;365,927937030792;412,166666667;11,2184544204214;;;;;;;;;;;;;;
2016-09-20 05:00:00;276,348114013672;330;16,2581472685843;;;;;;;;;;;;;;
2016-09-20 06:00:00;314,073303222656;313,833333333;0,0764641177875264;"September";"Tuesday";"North";13,5;1020;99;13,3;7;7,2;10,8;0;6;0;0
2016-09-20 07:00:00;374,71276473999;372,833333333;0,504094253104675;;;;;;;;;;;;;;
2016-09-20 08:00:00;449,777297973633;469,833333333;4,26875530884315;;;;;;;;;;;;;;
2016-09-20 09:00:00;520,220520019531;491,666666667;5,80756339373123;"September";"Tuesday";"North";14,5;1020,5;97;14;4,9;7,2;14,4;0;9;0;0
2016-09-20 10:00:00;534,703488349915;533,5;0,225583570743121;;;;;;;;;;;;;;
2016-09-20 11:00:00;533,582522392273;541,833333333;1,52275809426001;;;;;;;;;;;;;;
2016-09-20 12:00:00;539,300842285156;589,833333333;8,5672491180343;"September";"Tuesday";"North";17;1019,9;86;14,6;50;7,2;14,4;0;12;0;0
2016-09-20 13:00:00;501,635814666748;614,166666667;18,3225267842916;;;;;;;;;;;;;;
2016-09-20 14:00:00;495,133480072021;608,666666667;18,6527688819687;;;;;;;;;;;;;;
2016-09-20 15:00:00;498,247009277344;568;12,2804561131437;"September";"Tuesday";"North";18,1;1018,5;81;14,8;19;14,4;25,2;0;15;0;0
2016-09-20 16:00:00;412,826507568359;482,5;14,4401020583711;;;;;;;;;;;;;;
2016-09-20 17:00:00;333,02766418457;412,333333333;19,2333878290607;;;;;;;;;;;;;;
2016-09-20 18:00:00;487,149810791016;445,333333333;9,38992757291473;"September";"Tuesday";"North";15,6;1018,6;91;14,1;12;14,4;21,6;0;18;0;1
2016-09-20 19:00:00;533,77579498291;494,5;7,94252679128618;;;;;;;;;;;;;;
2016-09-20 20:00:00;541,87703704834;507,666666667;6,73874662796796;;;;;;;;;;;;;;
2016-09-20 21:00:00;531,439331054688;500,666666667;6,14633776051937;"September";"Tuesday";"North";14,3;1018,9;98;14;1,6;7,2;10,8;;21;0;1
2016-09-20 22:00:00;682,527374267578;601;13,5652868997634;;;;;;;;;;;;;;
2016-09-20 23:00:00;591,708099365234;536,333333333;10,324692237216;;;;;;;;;;;;;;
