"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"visi";"p_ros";"vt_moy";"vt_raf";"rr_3h";"Hour"
2016-09-14 14:00:00;611,167031288147;573;6,6609129647726;;;;;;;;;;;;
2016-09-14 15:00:00;507,272888183594;539;5,88629161714402;"September";"South";"Wednesday";20,4;1007,9;62;28;12,9;25,2;46,8;0;15
2016-09-14 16:00:00;412,328628540039;438,833333333;6,03981119475451;;;;;;;;;;;;
2016-09-14 17:00:00;367,269485473633;380,5;3,47713916593093;;;;;;;;;;;;
2016-09-14 18:00:00;497,36669921875;426;16,7527462954812;"September";"East";"Wednesday";18,6;1009,3;63;45;11,4;25,2;43,2;0;18
2016-09-14 19:00:00;548,948024749756;480,5;14,2451664411563;;;;;;;;;;;;
2016-09-14 20:00:00;551,480693817139;471,833333333;16,8804013742554;;;;;;;;;;;;
2016-09-14 21:00:00;555,782409667969;477,166666667;16,4755311912498;"September";"East";"Wednesday";13,8;1010,5;89;60;12;3,6;10,8;0;21
2016-09-14 22:00:00;691,292129516602;607,166666667;13,8554152373684;;;;;;;;;;;;
2016-09-14 23:00:00;697,094024658203;539,833333333;29,1313414001791;;;;;;;;;;;;
2016-09-15 00:00:00;554,176025390625;445,333333333;24,440724264455;"September";"North";"Thursday";13,4;1010,4;89;60;11,6;10,8;14,4;0;0
2016-09-15 01:00:00;502,331550598145;393,166666667;27,7655491134511;;;;;;;;;;;;
2016-09-15 02:00:00;414,6611328125;358,5;15,6655879532775;;;;;;;;;;;;
2016-09-15 03:00:00;421,168029785156;383,833333333;9,72679890200313;"September";"East";"Thursday";12,7;1009,8;94;60;11,8;7,2;7,2;0;3
2016-09-15 04:00:00;395,656883239746;396,833333333;0,296459494310343;;;;;;;;;;;;
2016-09-15 05:00:00;331,239227294922;316;4,82254028320312;;;;;;;;;;;;
2016-09-15 06:00:00;350,153564453125;294;19,0998518548044;"September";"North";"Thursday";13,8;1010,1;92;4,6;12,5;7,2;18;;6
2016-09-15 07:00:00;404,703517913818;357,5;13,2037812346345;;;;;;;;;;;;
2016-09-15 08:00:00;494,35041809082;459,166666667;7,66252299610775;;;;;;;;;;;;
2016-09-15 09:00:00;596,783203125;503;18,6447719930418;"September";"West";"Thursday";14;1010,8;98;2,9;13,7;7,2;14,4;9;9
2016-09-15 10:00:00;613,836448669434;525,5;16,8099807173042;;;;;;;;;;;;
2016-09-15 11:00:00;648,852130889893;593,666666667;9,29569863383408;;;;;;;;;;;;
2016-09-15 12:00:00;614,698425292969;615,5;0,130231471491673;"September";"West";"Thursday";16,4;1011,4;95;2;15,6;10,8;14,4;0;12
2016-09-15 13:00:00;577,797283172607;625,333333333;7,60171377831844;;;;;;;;;;;;
2016-09-15 14:00:00;548,326400756836;658;16,667720249721;;;;;;;;;;;;
2016-09-15 15:00:00;577,302551269531;613;5,82340109795575;"September";"North";"Thursday";16,3;1011,8;91;19;14,8;10,8;18;1;15
2016-09-15 16:00:00;515,637561798096;522;1,21885789308511;;;;;;;;;;;;
2016-09-15 17:00:00;450,160095214844;437;3,01146343589102;;;;;;;;;;;;
2016-09-15 18:00:00;542,170227050781;485,5;11,6725493410466;"September";"West";"Thursday";16,1;1012,8;94;18;15,1;7,2;10,8;;18
2016-09-15 19:00:00;565,090627670288;557;1,45253638604813;;;;;;;;;;;;
2016-09-15 20:00:00;574,149335861206;533,166666667;7,6866525528316;;;;;;;;;;;;
2016-09-15 21:00:00;542,687316894531;497,666666667;9,04634632836592;"September";"North";"Thursday";16,2;1014;96;10;15,6;14,4;25,2;0;21
2016-09-15 22:00:00;679,292572021484;616,5;10,1853320391702;;;;;;;;;;;;
2016-09-15 23:00:00;578,9241065979;541,833333333;6,84542108857395;;;;;;;;;;;;
2016-09-16 00:00:00;500,795166015625;442,5;13,1740488170904;"September";"West";"Friday";15,9;1014,7;95;16;15,1;18;28,8;0;0
2016-09-16 01:00:00;430,937103271484;412,5;4,46960079308712;;;;;;;;;;;;
2016-09-16 02:00:00;384,784530639648;371,166666667;3,66893506222798;;;;;;;;;;;;
2016-09-16 03:00:00;398,128570556641;412;3,36685180664062;"September";"North";"Friday";15,2;1015,4;92;40;13,9;21,6;32,4;0;3
2016-09-16 04:00:00;375,572322845459;407,166666667;7,75956049648346;;;;;;;;;;;;
2016-09-16 05:00:00;320,24430847168;341,833333333;6,3156581749414;;;;;;;;;;;;
2016-09-16 06:00:00;327,693023681641;328;0,0935903409632241;"September";"North";"Friday";15,1;1016,8;92;15;13,8;18;36;;6
2016-09-16 07:00:00;395,398658752441;425,666666667;7,11073012870828;;;;;;;;;;;;
2016-09-16 08:00:00;460,627655029297;461,833333333;0,261063508560948;;;;;;;;;;;;
2016-09-16 09:00:00;515,2099609375;499,166666667;3,21401554667565;"September";"North";"Friday";16,4;1019;76;13;12,2;28,8;39,6;;9
2016-09-16 10:00:00;530,264245033264;506;4,79530534254232;;;;;;;;;;;;
2016-09-16 11:00:00;533,702772140503;536,666666667;0,552278483197861;;;;;;;;;;;;
2016-09-16 12:00:00;592,640197753906;524,833333333;12,9196947134232;"September";"North";"Friday";16,6;1020,4;68;16;10,7;25,2;46,8;0;12
2016-09-16 13:00:00;546,861457824707;564,5;3,12463103193852;;;;;;;;;;;;
2016-09-16 14:00:00;524,559585571289;572,666666667;8,40053802602146;;;;;;;;;;;;
2016-09-16 15:00:00;495,710388183594;520,833333333;4,82360546868909;"September";"North";"Friday";16,7;1021,1;70;19;11,2;28,8;50,4;0;15
2016-09-16 16:00:00;472,699508666992;442,166666667;6,90527900489314;;;;;;;;;;;;
2016-09-16 17:00:00;472,801002502441;386,666666667;22,2761213367329;;;;;;;;;;;;
2016-09-16 18:00:00;467,891326904297;447,833333333;4,47889696419319;"September";"North";"Friday";14,5;1022,6;80;55;11,1;18;39,6;0;18
2016-09-16 19:00:00;513,879482269287;488,166666667;5,26722067646354;;;;;;;;;;;;
2016-09-16 20:00:00;508,479377746582;493,5;3,03533490305614;;;;;;;;;;;;
2016-09-16 21:00:00;558,525817871094;511,333333333;9,22929945334899;"September";"North";"Friday";13,3;1024,3;87;45;11,2;14,4;21,6;0;21
2016-09-16 22:00:00;699,245452880859;616,5;13,4218090642108;;;;;;;;;;;;
2016-09-16 23:00:00;697,926513671875;560,5;24,518557300959;;;;;;;;;;;;
2016-09-17 00:00:00;583,503845214844;461,333333333;26,4820473732512;"September";"North";"Saturday";12,2;1024,3;94;19;11,3;7,2;14,4;;0
2016-09-17 01:00:00;506,656814575195;397,666666667;27,4074135561033;;;;;;;;;;;;
2016-09-17 02:00:00;431,833602905273;363,333333333;18,8532852033953;;;;;;;;;;;;
2016-09-17 03:00:00;402,201110839844;398,666666667;0,886566264090496;"September";"West";"Saturday";12,6;1024,5;95;19;11,8;10,8;18;0;3
2016-09-17 04:00:00;393,821517944336;398,666666667;1,21533830835954;;;;;;;;;;;;
2016-09-17 05:00:00;357,748332977295;332,166666667;7,70145498553013;;;;;;;;;;;;
2016-09-17 06:00:00;326,906494140625;316;3,45142219640032;"September";"North";"Saturday";12,3;1024,7;96;18;11,7;3,6;18;0;6
2016-09-17 07:00:00;374,889511108398;369,166666667;1,55020616922616;;;;;;;;;;;;
2016-09-17 08:00:00;459,326889038086;452,166666667;1,58353609386229;;;;;;;;;;;;
2016-09-17 09:00:00;523,602294921875;515,166666667;1,63745614782328;"September";"North";"Saturday";15,9;1025,3;79;35;12,3;18;28,8;0;9
2016-09-17 10:00:00;554,067733764648;510,833333333;8,46350416280783;;;;;;;;;;;;
2016-09-17 11:00:00;552,796718597412;534,833333333;3,35868842588157;;;;;;;;;;;;
2016-09-17 12:00:00;568,343872070312;524,5;8,35917484658008;"September";"North";"Saturday";17,3;1025;67;25;11,1;18;28,8;0;12
2016-09-17 13:00:00;525,743003845215;567,333333333;7,33084538563037;;;;;;;;;;;;
2016-09-17 14:00:00;499,379104614258;606,166666667;17,616864787355;;;;;;;;;;;;
2016-09-17 15:00:00;509,124145507812;556,666666667;8,54057266332198;"September";"North";"Saturday";16,2;1024,1;71;40;10,9;18;32,4;0;15
2016-09-17 16:00:00;481,837024688721;449;7,31336852755472;;;;;;;;;;;;
2016-09-17 17:00:00;494,214726448059;401,666666667;23,0410107338545;;;;;;;;;;;;
2016-09-17 18:00:00;479,188690185547;454;5,54816964439359;"September";"North";"Saturday";14,5;1024,2;82;55;11,5;7,2;21,6;0;18
2016-09-17 19:00:00;519,159664154053;489,666666667;6,02307640987733;;;;;;;;;;;;
2016-09-17 20:00:00;523,933868408203;499,833333333;4,82171425312822;;;;;;;;;;;;
2016-09-17 21:00:00;537,7265625;517,666666667;3,87506036696467;"September";"West";"Saturday";12;1024,4;94;17;11,1;7,2;10,8;0;21
2016-09-17 22:00:00;682,53385925293;628,666666667;8,56848238375946;;;;;;;;;;;;
2016-09-17 23:00:00;680,090576171875;571,333333333;19,0356901118329;;;;;;;;;;;;
2016-09-18 00:00:00;597,528381347656;473,666666667;26,1495527122947;"September";"West";"Sunday";9,8;1024,2;97;6;9,3;7,2;7,2;0;0
2016-09-18 01:00:00;496,009605407715;430,833333333;15,1279548336012;;;;;;;;;;;;
2016-09-18 02:00:00;417,936187744141;390,166666667;7,11734841788557;;;;;;;;;;;;
2016-09-18 03:00:00;425,974884033203;418,5;1,78611326958259;"September";"West";"Sunday";10,1;1023,7;98;0,6;9,8;3,6;10,8;0;3
2016-09-18 04:00:00;422,552849531174;412,666666667;2,39568243881237;;;;;;;;;;;;
2016-09-18 05:00:00;377,153091430664;348;8,37732512375404;;;;;;;;;;;;
2016-09-18 06:00:00;332,524688720703;311,5;6,74949878674258;"September";"North";"Sunday";10,4;1023,4;99;0,3;10,2;3,6;10,8;0;6
2016-09-18 07:00:00;355,129711151123;359,833333333;1,30716688704436;;;;;;;;;;;;
2016-09-18 08:00:00;413,126617431641;434,333333333;4,88259000031672;;;;;;;;;;;;
2016-09-18 09:00:00;518,474975585938;515;0,674752540958738;"September";"North";"Sunday";15,2;1023,5;79;18;11,6;7,2;18;0;9
2016-09-18 10:00:00;586,180404663086;553;6,00007317596491;;;;;;;;;;;;
2016-09-18 11:00:00;584,832061767578;582,333333333;0,42908902711726;;;;;;;;;;;;
2016-09-18 12:00:00;591,799926757812;581,333333333;1,80044611665455;"September";"West";"Sunday";18;1023,2;63;35;10,8;10,8;25,2;0;12
2016-09-18 13:00:00;523,934143066406;582;9,97695136316044;;;;;;;;;;;;
2016-09-18 14:00:00;500,691818237305;572,166666667;12,4919630229514;;;;;;;;;;;;
2016-09-18 15:00:00;471,538330078125;547,333333333;13,8480517518126;"September";"West";"Sunday";17,7;1023,2;62;50;10,3;10,8;25,2;0;15
2016-09-18 16:00:00;443,838552474976;451,333333333;1,66058660074518;;;;;;;;;;;;
2016-09-18 17:00:00;440,022258758545;378,166666667;16,3567013022892;;;;;;;;;;;;
2016-09-18 18:00:00;423,484313964844;400,166666667;5,82698391449171;"September";"North";"Sunday";15,7;1023,5;75;55;11,3;3,6;14,4;0;18
2016-09-18 19:00:00;459,424915313721;445,166666667;3,20290123100936;;;;;;;;;;;;
2016-09-18 20:00:00;466,916042327881;453,833333333;2,88271222803316;;;;;;;;;;;;
2016-09-18 21:00:00;509,215606689453;450,5;13,0334310076478;"September";"North";"Sunday";14,2;1023,5;86;35;11,9;0;3,6;0;21
2016-09-18 22:00:00;665,068298339844;580,166666667;14,6340071829006;;;;;;;;;;;;
2016-09-18 23:00:00;648,185852050781;527;22,9954178464481;;;;;;;;;;;;
2016-09-19 00:00:00;544,580810546875;453,833333333;19,9957716960577;"September";"West";"Monday";13,3;1023,3;93;14;12,2;3,6;7,2;0;0
2016-09-19 01:00:00;463,572113037109;406,166666667;14,133470587623;;;;;;;;;;;;
2016-09-19 02:00:00;395,714950561523;370,166666667;6,90183265947782;;;;;;;;;;;;
2016-09-19 03:00:00;363,38916015625;391,166666667;7,10119467679412;"September";"South";"Monday";13,6;1023;96;22;13;3,6;3,6;0;3
2016-09-19 04:00:00;346,059171676636;402,333333333;13,9869498731759;;;;;;;;;;;;
2016-09-19 05:00:00;269,065490722656;317,5;15,2549635519193;;;;;;;;;;;;
2016-09-19 06:00:00;319,573455810547;304,166666667;5,06524574581807;"September";"South";"Monday";14,4;1022,9;95;16;13,6;7,2;10,8;0;6
2016-09-19 07:00:00;381,023544311523;350,333333333;8,76028857618059;;;;;;;;;;;;
2016-09-19 08:00:00;459,909698486328;407,5;12,8612757021664;;;;;;;;;;;;
2016-09-19 09:00:00;545,418212890625;476,166666667;14,5435518845453;"September";"South";"Monday";15,7;1023,1;93;19;14,6;10,8;14,4;;9
2016-09-19 10:00:00;583,679794311523;529,166666667;10,3016934131318;;;;;;;;;;;;
2016-09-19 11:00:00;581,189540863037;561,5;3,50659676990866;;;;;;;;;;;;
2016-09-19 12:00:00;571,781127929688;581,833333333;1,72767781208564;"September";"West";"Monday";16,2;1022,8;92;6;14,9;7,2;14,4;0;12
2016-09-19 13:00:00;532,929832458496;579,166666667;7,98333828060039;;;;;;;;;;;;
2016-09-19 14:00:00;505,525886535645;567,166666667;10,8681951451048;;;;;;;;;;;;
2016-09-19 15:00:00;525,405883789062;564,5;6,92544131283215;"September";"North";"Monday";17;1022;86;40;14,6;14,4;21,6;0;15
2016-09-19 16:00:00;446,832916259766;485,833333333;8,02753010084277;;;;;;;;;;;;
2016-09-19 17:00:00;370,735443115234;393;5,66528165006759;;;;;;;;;;;;
2016-09-19 18:00:00;478,23193359375;457,5;4,53157018442623;"September";"North";"Monday";15,2;1021,9;91;18;13,7;14,4;21,6;0;18
2016-09-19 19:00:00;527,909362792969;499,666666667;5,65230743014341;;;;;;;;;;;;
2016-09-19 20:00:00;528,015663146973;473,666666667;11,4741020013936;;;;;;;;;;;;
2016-09-19 21:00:00;527,85400390625;470;12,3093625332447;"September";"West";"Monday";14,3;1021,8;96;7;13,7;10,8;21,6;0;21
2016-09-19 22:00:00;661,114379882812;583,166666667;13,3662840610062;;;;;;;;;;;;
2016-09-19 23:00:00;653,533020019531;527,833333333;23,8142759747289;;;;;;;;;;;;
2016-09-20 00:00:00;493,794677734375;440,166666667;12,1835693450968;"September";"North";"Tuesday";14,2;1021;97;4,8;13,7;0;7,2;0;0
2016-09-20 01:00:00;426,728416442871;404,333333333;5,53876746328679;;;;;;;;;;;;
2016-09-20 02:00:00;371,329414367676;379,666666667;2,19594002615898;;;;;;;;;;;;
2016-09-20 03:00:00;380,316131591797;399,833333333;4,88133432460676;"September";"East";"Tuesday";13,3;1020,1;98;0,3;13;3,6;3,6;0;3
2016-09-20 04:00:00;378,970113396645;412,166666667;8,05415768790827;;;;;;;;;;;;
2016-09-20 05:00:00;286,20059967041;330;13,2725455544212;;;;;;;;;;;;
2016-09-20 06:00:00;339,126770019531;313,833333333;8,0595124864232;"September";"North";"Tuesday";13,5;1020;99;7;13,3;7,2;10,8;0;6
2016-09-20 07:00:00;400,16512298584;372,833333333;7,33083316572131;;;;;;;;;;;;
2016-09-20 08:00:00;479,569427490234;469,833333333;2,07224423353841;;;;;;;;;;;;
2016-09-20 09:00:00;515,109680175781;491,666666667;4,76807054415566;"September";"North";"Tuesday";14,5;1020,5;97;4,9;14;7,2;14,4;0;9
2016-09-20 10:00:00;531,304964065552;533,5;0,411440662502014;;;;;;;;;;;;
2016-09-20 11:00:00;542,046319961548;541,833333333;0,039308513420106;;;;;;;;;;;;
2016-09-20 12:00:00;549,852294921875;589,833333333;6,77836197984984;"September";"North";"Tuesday";17;1019,9;86;50;14,6;7,2;14,4;0;12
2016-09-20 13:00:00;512,367794036865;614,166666667;16,5751217308135;;;;;;;;;;;;
2016-09-20 14:00:00;487,401363372803;608,666666667;19,9231056890686;;;;;;;;;;;;
2016-09-20 15:00:00;507,109466552734;568;10,7201643393073;"September";"North";"Tuesday";18,1;1018,5;81;19;14,8;14,4;25,2;0;15
2016-09-20 16:00:00;424,376312255859;482,5;12,046360154226;;;;;;;;;;;;
2016-09-20 17:00:00;344,833160400391;412,333333333;16,3702925463211;;;;;;;;;;;;
2016-09-20 18:00:00;483,211639404297;445,333333333;8,50560765074669;"September";"North";"Tuesday";15,6;1018,6;91;12;14,1;14,4;21,6;0;18
2016-09-20 19:00:00;541,529861450195;494,5;9,51058876647024;;;;;;;;;;;;
2016-09-20 20:00:00;531,883327484131;507,666666667;4,77018926141463;;;;;;;;;;;;
2016-09-20 21:00:00;504,51123046875;500,666666667;0,767888908471523;"September";"North";"Tuesday";14,3;1018,9;98;1,6;14;7,2;10,8;;21
2016-09-20 22:00:00;643,380416870117;601;7,05165006158356;;;;;;;;;;;;
2016-09-20 23:00:00;560,480739593506;536,333333333;4,50231316230966;;;;;;;;;;;;
