"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-18 01:00:00;448,40503692627;430,833333333;4,07853855163245;;;;;;;;;;;;;;
2016-09-18 02:00:00;390,483253479004;390,166666667;0,0811414298172457;;;;;;;;;;;;;;
2016-09-18 03:00:00;395,022918701172;418,5;5,60981631991114;"September";"West";1;10,1;1023,7;98;9,8;0,6;3,6;10,8;0;;3;0
2016-09-18 04:00:00;390,614224910736;412,666666667;5,34388733996271;;;;;;;;;;;;;;
2016-09-18 05:00:00;320,036000728607;348;8,03563197453817;;;;;;;;;;;;;;
2016-09-18 06:00:00;325,270568847656;311,5;4,42072836200843;"September";"North";1;10,4;1023,4;99;10,2;0,3;3,6;10,8;0;;6;0
2016-09-18 07:00:00;373,053226470947;359,833333333;3,67389341490306;;;;;;;;;;;;;;
2016-09-18 08:00:00;444,96178817749;434,333333333;2,44707325659979;;;;;;;;;;;;;;
2016-09-18 09:00:00;517,310791015625;515;0,448697284587379;"September";"North";1;15,2;1023,5;79;11,6;18;7,2;18;0;;9;0
2016-09-18 10:00:00;519,028188943863;553;6,14318463944613;;;;;;;;;;;;;;
2016-09-18 11:00:00;519,690840780735;582,333333333;10,7571538441272;;;;;;;;;;;;;;
2016-09-18 12:00:00;542,305847167969;581,333333333;6,71344372105281;"September";"West";1;18;1023,2;63;10,8;35;10,8;25,2;0;7;12;0
2016-09-18 13:00:00;506,364505767822;582;12,9957893869721;;;;;;;;;;;;;;
2016-09-18 14:00:00;477,449844360352;572,166666667;16,5540615741206;;;;;;;;;;;;;;
2016-09-18 15:00:00;475,415557861328;547,333333333;13,1396666513488;"September";"West";1;17,7;1023,2;62;10,3;50;10,8;25,2;0;8;15;0
2016-09-18 16:00:00;440,005268096924;451,333333333;2,50991105673955;;;;;;;;;;;;;;
2016-09-18 17:00:00;430,948991775513;378,166666667;13,9574240040016;;;;;;;;;;;;;;
2016-09-18 18:00:00;450,258117675781;400,166666667;12,5176470659074;"September";"North";1;15,7;1023,5;75;11,3;55;3,6;14,4;0;8;18;1
2016-09-18 19:00:00;487,516563415527;445,166666667;9,51326770838539;;;;;;;;;;;;;;
2016-09-18 20:00:00;482,364007472992;453,833333333;6,28659731326028;;;;;;;;;;;;;;
2016-09-18 21:00:00;480,184875488281;450,5;6,58931753346976;"September";"North";1;14,2;1023,5;86;11,9;35;0;3,6;0;8;21;1
2016-09-18 22:00:00;619,124206542969;580,166666667;6,71488765457278;;;;;;;;;;;;;;
2016-09-18 23:00:00;617,324634790421;527;17,1393993909716;;;;;;;;;;;;;;
2016-09-19 00:00:00;530,425537109375;453,833333333;16,8767250333672;"September";"West";0;13,3;1023,3;93;12,2;14;3,6;7,2;0;8;0;0
2016-09-19 01:00:00;466,104042053223;406,166666667;14,7568425242938;;;;;;;;;;;;;;
2016-09-19 02:00:00;403,525226593018;370,166666667;9,01176765222536;;;;;;;;;;;;;;
2016-09-19 03:00:00;375,153289794922;391,166666667;4,09374781561086;"September";"South";0;13,6;1023;96;13;22;3,6;3,6;0;8;3;0
2016-09-19 04:00:00;367,092887878418;402,333333333;8,75901709725217;;;;;;;;;;;;;;
2016-09-19 05:00:00;300,739814758301;317,5;5,27879850132259;;;;;;;;;;;;;;
2016-09-19 06:00:00;313,709197998047;304,166666667;3,13727057458731;"September";"South";0;14,4;1022,9;95;13,6;16;7,2;10,8;0;8;6;0
2016-09-19 07:00:00;377,409225463867;350,333333333;7,72860860063548;;;;;;;;;;;;;;
2016-09-19 08:00:00;464,37378692627;407,5;13,9567575279189;;;;;;;;;;;;;;
2016-09-19 09:00:00;522,142761230469;476,166666667;9,65546263145325;"September";"South";0;15,7;1023,1;93;14,6;19;10,8;14,4;;8;9;0
2016-09-19 10:00:00;556,852882385254;529,166666667;5,23204076565099;;;;;;;;;;;;;;
2016-09-19 11:00:00;544,307591438293;561,5;3,06187151588718;;;;;;;;;;;;;;
2016-09-19 12:00:00;548,825439453125;581,833333333;5,67308402404365;"September";"West";0;16,2;1022,8;92;14,9;6;7,2;14,4;0;8;12;0
2016-09-19 13:00:00;547,103877425194;579,166666667;5,53602116404968;;;;;;;;;;;;;;
2016-09-19 14:00:00;556,415592551231;567,166666667;1,89557580648174;;;;;;;;;;;;;;
2016-09-19 15:00:00;539,817626953125;564,5;4,37243100918955;"September";"North";0;17;1022;86;14,6;40;14,4;21,6;0;8;15;0
2016-09-19 16:00:00;476,647769927979;485,833333333;1,89068200446541;;;;;;;;;;;;;;
2016-09-19 17:00:00;417,798530578613;393;6,31005867140287;;;;;;;;;;;;;;
2016-09-19 18:00:00;474,403778076172;457,5;3,69481488003757;"September";"North";0;15,2;1021,9;91;13,7;18;14,4;21,6;0;8;18;1
2016-09-19 19:00:00;513,250728607178;499,666666667;2,71862480457011;;;;;;;;;;;;;;
2016-09-19 20:00:00;512,02405834198;473,666666667;8,0979715006938;;;;;;;;;;;;;;
2016-09-19 21:00:00;518,694519042969;470;10,3605359665891;"September";"West";0;14,3;1021,8;96;13,7;7;10,8;21,6;0;8;21;1
2016-09-19 22:00:00;637,495414733887;583,166666667;9,31616142901212;;;;;;;;;;;;;;
2016-09-19 23:00:00;620,762336730957;527,833333333;17,6057474072654;;;;;;;;;;;;;;
2016-09-20 00:00:00;459,586181640625;440,166666667;4,41185497317916;"September";"North";0;14,2;1021;97;13,7;4,8;0;7,2;0;8;0;0
2016-09-20 01:00:00;397,503116607666;404,333333333;1,68925393042199;;;;;;;;;;;;;;
2016-09-20 02:00:00;357,574058532715;379,666666667;5,81894858672496;;;;;;;;;;;;;;
2016-09-20 03:00:00;377,180358886719;399,833333333;5,66560428002504;"September";"East";0;13,3;1020,1;98;13;0,3;3,6;3,6;0;7;3;0
2016-09-20 04:00:00;365,989201545715;412,166666667;11,2035904054785;;;;;;;;;;;;;;
2016-09-20 05:00:00;288,49180316925;330;12,5782414638635;;;;;;;;;;;;;;
2016-09-20 06:00:00;321,724304199219;313,833333333;2,51438264457583;"September";"North";0;13,5;1020;99;13,3;7;7,2;10,8;0;8;6;0
2016-09-20 07:00:00;379,969718933105;372,833333333;1,91409537776805;;;;;;;;;;;;;;
2016-09-20 08:00:00;449,00659942627;469,833333333;4,43279189217706;;;;;;;;;;;;;;
2016-09-20 09:00:00;507,789367675781;491,666666667;3,2791934255126;"September";"North";0;14,5;1020,5;97;14;4,9;7,2;14,4;0;8;9;0
2016-09-20 10:00:00;532,217346191406;533,5;0,240422457093486;;;;;;;;;;;;;;
2016-09-20 11:00:00;551,29732131958;541,833333333;1,74666034818564;;;;;;;;;;;;;;
2016-09-20 12:00:00;530,65625;589,833333333;10,0328482621701;"September";"North";0;17;1019,9;86;14,6;50;7,2;14,4;0;8;12;0
2016-09-20 13:00:00;536,799734592438;614,166666667;12,5970581396776;;;;;;;;;;;;;;
2016-09-20 14:00:00;548,634397983551;608,666666667;9,86291380340899;;;;;;;;;;;;;;
2016-09-20 15:00:00;498,489654541016;568;12,2377368765818;"September";"North";0;18,1;1018,5;81;14,8;19;14,4;25,2;0;7;15;0
2016-09-20 16:00:00;414,59854888916;482,5;14,0728396084642;;;;;;;;;;;;;;
2016-09-20 17:00:00;353,273857116699;412,333333333;14,3232359457595;;;;;;;;;;;;;;
2016-09-20 18:00:00;477,726959228516;445,333333333;7,27401779091465;"September";"North";0;15,6;1018,6;91;14,1;12;14,4;21,6;0;8;18;1
2016-09-20 19:00:00;525,58736038208;494,5;6,28662495087565;;;;;;;;;;;;;;
2016-09-20 20:00:00;523,771217465401;507,666666667;3,17226870618321;;;;;;;;;;;;;;
2016-09-20 21:00:00;510,214569091797;500,666666667;1,90703776793419;"September";"North";0;14,3;1018,9;98;14;1,6;7,2;10,8;;8;21;1
2016-09-20 22:00:00;647,197036743164;601;7,6866949655847;;;;;;;;;;;;;;
2016-09-20 23:00:00;634,368605613708;536,333333333;18,2787953289191;;;;;;;;;;;;;;
