"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_rosee";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-14 03:00:00;382,719360351562;396,666666667;3,51612764254432;"September";"East";"Wednesday";16,2;1004;97;15,7;2,9;12,964;0;;3;0;FALSE
2016-09-14 04:00:00;368,0083360672;407,833333333;9,76501771945227;;;;;;;;;;;;;;
2016-09-14 05:00:00;308,782737731934;330,833333333;6,66516743609731;;;;;;;;;;;;;;
2016-09-14 06:00:00;314,758239746094;317,166666667;0,75935688520349;"September";"East";"Wednesday";15,5;1004,6;94;14,5;45;36;0;7;6;0;FALSE
2016-09-14 07:00:00;370,610321044922;384,833333333;3,69588885788404;;;;;;;;;;;;;;
2016-09-14 08:00:00;454,21354675293;458,833333333;1,00685504832699;;;;;;;;;;;;;;
2016-09-14 09:00:00;505,018859863281;478,333333333;5,57885572062018;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;FALSE
2016-09-14 10:00:00;519,466827392578;504;3,06881495884487;;;;;;;;;;;;;;
2016-09-14 11:00:00;494,076581001282;492,333333333;0,354078741018876;;;;;;;;;;;;;;
2016-09-14 12:00:00;554,845642089844;519,5;6,8037809605089;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;FALSE
2016-09-14 13:00:00;554,769232429564;543,333333333;2,10476670489036;;;;;;;;;;;;;;
2016-09-14 14:00:00;562,539940357208;573;1,82549033905615;;;;;;;;;;;;;;
2016-09-14 15:00:00;474,086120605469;539;12,0433913533453;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;FALSE
2016-09-14 16:00:00;399,837882995605;438,833333333;8,88616414829263;;;;;;;;;;;;;;
2016-09-14 17:00:00;359,10279083252;380,5;5,62344524769526;;;;;;;;;;;;;;
2016-09-14 18:00:00;468,921295166016;426;10,0754214004732;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;0;FALSE
2016-09-14 19:00:00;516,132705688477;480,5;7,41575560634268;;;;;;;;;;;;;;
2016-09-14 20:00:00;506,371341705322;471,833333333;7,31995938658001;;;;;;;;;;;;;;
2016-09-14 21:00:00;524,676147460938;477,166666667;9,95657997776548;"September";"East";"Wednesday";13,8;1010,5;89;12;60;10,8;0;;21;1;FALSE
2016-09-14 22:00:00;658,681381225586;607,166666667;8,48444379224118;;;;;;;;;;;;;;
2016-09-14 23:00:00;664,095809936523;539,833333333;23,0186742705033;;;;;;;;;;;;;;
2016-09-15 00:00:00;531,13037109375;445,333333333;19,2658018923984;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;FALSE
2016-09-15 01:00:00;473,04182434082;393,166666667;20,3158518881948;;;;;;;;;;;;;;
2016-09-15 02:00:00;398,922943115234;358,5;11,2755768801212;;;;;;;;;;;;;;
2016-09-15 03:00:00;377,973114013672;383,833333333;1,52676143795046;"September";"East";"Thursday";12,7;1009,8;94;11,8;60;7,2;0;7;3;0;FALSE
2016-09-15 04:00:00;369,317316055298;396,833333333;6,93389767603324;;;;;;;;;;;;;;
2016-09-15 05:00:00;309,79264831543;316;1,96435179891466;;;;;;;;;;;;;;
2016-09-15 06:00:00;336,187286376953;294;14,3494171350181;"September";"North";"Thursday";13,8;1010,1;92;12,5;4,6;18;;8;6;0;FALSE
2016-09-15 07:00:00;389,48571395874;357,5;8,94705285559167;;;;;;;;;;;;;;
2016-09-15 08:00:00;473,510391235352;459,166666667;3,12386016007429;;;;;;;;;;;;;;
2016-09-15 09:00:00;541,760925292969;503;7,70594936241923;"September";"West";"Thursday";14;1010,8;98;13,7;2,9;14,4;9;8;9;0;FALSE
2016-09-15 10:00:00;558,993211746216;525,5;6,37358929518855;;;;;;;;;;;;;;
2016-09-15 11:00:00;581,031719207764;593,666666667;2,12828985837662;;;;;;;;;;;;;;
2016-09-15 12:00:00;583,549621582031;615,5;5,1909631873223;"September";"West";"Thursday";16,4;1011,4;95;15,6;2;14,4;0;8;12;0;FALSE
2016-09-15 13:00:00;567,093027114868;625,333333333;9,31348180461027;;;;;;;;;;;;;;
2016-09-15 14:00:00;549,343208312988;658;16,5131902259896;;;;;;;;;;;;;;
2016-09-15 15:00:00;560,738891601562;613;8,52546629664559;"September";"North";"Thursday";16,3;1011,8;91;14,8;19;18;1;8;15;0;FALSE
2016-09-15 16:00:00;498,705471038818;522;4,46255344083939;;;;;;;;;;;;;;
2016-09-15 17:00:00;446,847137451172;437;2,25334953116061;;;;;;;;;;;;;;
2016-09-15 18:00:00;512,797119140625;485,5;5,622475621138;"September";"West";"Thursday";16,1;1012,8;94;15,1;18;10,8;;8;18;0;FALSE
2016-09-15 19:00:00;565,034645080566;557;1,44248565180725;;;;;;;;;;;;;;
2016-09-15 20:00:00;547,508758544922;533,166666667;2,68998284674829;;;;;;;;;;;;;;
2016-09-15 21:00:00;504,395690917969;497,666666667;1,35211471888096;"September";"North";"Thursday";16,2;1014;96;15,6;10;25,2;0;8;21;1;FALSE
2016-09-15 22:00:00;627,053932189941;616,5;1,71191114192075;;;;;;;;;;;;;;
2016-09-15 23:00:00;547,20813369751;541,833333333;0,991965616335841;;;;;;;;;;;;;;
2016-09-16 00:00:00;459,533996582031;442,5;3,84949075300141;"September";"West";"Friday";15,9;1014,7;95;15,1;16;28,8;0;8;0;0;FALSE
2016-09-16 01:00:00;403,517051696777;412,5;2,17768443714489;;;;;;;;;;;;;;
2016-09-16 02:00:00;351,032005310059;371,166666667;5,42469547110642;;;;;;;;;;;;;;
2016-09-16 03:00:00;396,542663574219;412;3,75178068586924;"September";"North";"Friday";15,2;1015,4;92;13,9;40;32,4;0;8;3;0;FALSE
2016-09-16 04:00:00;384,389510154724;407,166666667;5,59406218066081;;;;;;;;;;;;;;
2016-09-16 05:00:00;323,001457214355;341,833333333;5,50908126338261;;;;;;;;;;;;;;
2016-09-16 06:00:00;325,404022216797;328;0,791456641220465;"September";"North";"Friday";15,1;1016,8;92;13,8;15;36;;8;6;0;FALSE
2016-09-16 07:00:00;390,690368652344;425,666666667;8,21682803789245;;;;;;;;;;;;;;
2016-09-16 08:00:00;446,610229492188;461,833333333;3,29623323872035;;;;;;;;;;;;;;
2016-09-16 09:00:00;515,831604003906;499,166666667;3,3385517202461;"September";"North";"Friday";16,4;1019;76;12,2;13;39,6;;6;9;0;FALSE
2016-09-16 10:00:00;536,734743118286;506;6,07405990479963;;;;;;;;;;;;;;
2016-09-16 11:00:00;559,717807769775;536,666666667;4,29524368374431;;;;;;;;;;;;;;
2016-09-16 12:00:00;546,135681152344;524,833333333;4,05887859371684;"September";"North";"Friday";16,6;1020,4;68;10,7;16;46,8;0;7;12;0;FALSE
2016-09-16 13:00:00;507,018371582031;564,5;10,1827508269209;;;;;;;;;;;;;;
2016-09-16 14:00:00;475,308853149414;572,666666667;17,0007823371704;;;;;;;;;;;;;;
2016-09-16 15:00:00;481,635162353516;520,833333333;7,52604882806583;"September";"North";"Friday";16,7;1021,1;70;11,2;19;50,4;0;8;15;0;FALSE
2016-09-16 16:00:00;453,229080200195;442,166666667;2,50186510362313;;;;;;;;;;;;;;
2016-09-16 17:00:00;470,887972831726;386,666666667;21,7813722839621;;;;;;;;;;;;;;
2016-09-16 18:00:00;440,141479492188;447,833333333;1,71757063806882;"September";"North";"Friday";14,5;1022,6;80;11,1;55;39,6;0;;18;0;FALSE
2016-09-16 19:00:00;480,808910369873;488,166666667;1,50722218445653;;;;;;;;;;;;;;
2016-09-16 20:00:00;488,953125;493,5;0,921352583586626;;;;;;;;;;;;;;
2016-09-16 21:00:00;513,688232421875;511,333333333;0,46054089091458;"September";"North";"Friday";13,3;1024,3;87;11,2;45;21,6;0;;21;1;FALSE
2016-09-16 22:00:00;643,213531494141;616,5;4,33309513286953;;;;;;;;;;;;;;
2016-09-16 23:00:00;658,40544128418;560,5;17,4675185163568;;;;;;;;;;;;;;
2016-09-17 00:00:00;555,563598632812;461,333333333;20,4256355418816;"September";"North";"Saturday";12,2;1024,3;94;11,3;19;14,4;;;0;0;TRUE
2016-09-17 01:00:00;464,004295349121;397,666666667;16,6817171874431;;;;;;;;;;;;;;
2016-09-17 02:00:00;410,363128662109;363,333333333;12,9439803658218;;;;;;;;;;;;;;
2016-09-17 03:00:00;385,858123779297;398,666666667;3,21284520594292;"September";"West";"Saturday";12,6;1024,5;95;11,8;19;18;0;;3;0;TRUE
2016-09-17 04:00:00;371,842277526855;398,666666667;6,72852570404401;;;;;;;;;;;;;;
2016-09-17 05:00:00;330,240383148193;332,166666667;0,579914757291939;;;;;;;;;;;;;;
2016-09-17 06:00:00;325,829711914062;316;3,11066832723497;"September";"North";"Saturday";12,3;1024,7;96;11,7;18;18;0;8;6;0;TRUE
2016-09-17 07:00:00;377,017719268799;369,166666667;2,12669596436796;;;;;;;;;;;;;;
2016-09-17 08:00:00;445,264495849609;452,166666667;1,52646608567318;;;;;;;;;;;;;;
2016-09-17 09:00:00;506,236480712891;515,166666667;1,73345570121713;"September";"North";"Saturday";15,9;1025,3;79;12,3;35;28,8;0;7;9;0;TRUE
2016-09-17 10:00:00;539,307060241699;510,833333333;5,5739759038273;;;;;;;;;;;;;;
2016-09-17 11:00:00;556,481395721436;534,833333333;4,04762774480193;;;;;;;;;;;;;;
2016-09-17 12:00:00;549,72216796875;524,5;4,80880228193518;"September";"North";"Saturday";17,3;1025;67;11,1;25;28,8;0;7;12;0;TRUE
2016-09-17 13:00:00;511,05814743042;567,333333333;9,91924545874498;;;;;;;;;;;;;;
2016-09-17 14:00:00;499,844799041748;606,166666667;17,5400386513929;;;;;;;;;;;;;;
2016-09-17 15:00:00;488,767456054688;556,666666667;12,1974629842404;"September";"North";"Saturday";16,2;1024,1;71;10,9;40;32,4;0;;15;0;TRUE
2016-09-17 16:00:00;458,976648330688;449;2,2219706749863;;;;;;;;;;;;;;
2016-09-17 17:00:00;439,405178070068;401,666666667;9,39548001735362;;;;;;;;;;;;;;
2016-09-17 18:00:00;459,49609375;454;1,21059333700441;"September";"North";"Saturday";14,5;1024,2;82;11,5;55;21,6;0;;18;0;TRUE
2016-09-17 19:00:00;500,236660003662;489,666666667;2,15860993941216;;;;;;;;;;;;;;
2016-09-17 20:00:00;498,265300750732;499,833333333;0,313711086815994;;;;;;;;;;;;;;
2016-09-17 21:00:00;521,053100585938;517,666666667;0,654172682344242;"September";"West";"Saturday";12;1024,4;94;11,1;17;10,8;0;;21;1;TRUE
2016-09-17 22:00:00;660,533935546875;628,666666667;5,06902474228921;;;;;;;;;;;;;;
2016-09-17 23:00:00;665,857147216797;571,333333333;16,5444248338131;;;;;;;;;;;;;;
2016-09-18 00:00:00;528,015991210938;473,666666667;11,4741712619069;"September";"West";"Sunday";9,8;1024,2;97;9,3;6;7,2;0;;0;0;TRUE
2016-09-18 01:00:00;445,67610168457;430,833333333;3,44512998489326;;;;;;;;;;;;;;
2016-09-18 02:00:00;373,177124023438;390,166666667;4,35443211709902;;;;;;;;;;;;;;
2016-09-18 03:00:00;378,143035888672;418,5;9,64324112576538;"September";"West";"Sunday";10,1;1023,7;98;9,8;0,6;10,8;0;;3;0;TRUE
2016-09-18 04:00:00;372,6594581604;412,666666667;9,6948001227546;;;;;;;;;;;;;;
2016-09-18 05:00:00;300,632102966309;348;13,6114646648539;;;;;;;;;;;;;;
2016-09-18 06:00:00;316,126251220703;311,5;1,48515287984049;"September";"North";"Sunday";10,4;1023,4;99;10,2;0,3;10,8;0;;6;0;TRUE
2016-09-18 07:00:00;341,01816368103;359,833333333;5,22885678146933;;;;;;;;;;;;;;
2016-09-18 08:00:00;398,992034912109;434,333333333;8,13690677381068;;;;;;;;;;;;;;
2016-09-18 09:00:00;512,101318359375;515;0,562850804004854;"September";"North";"Sunday";15,2;1023,5;79;11,6;18;18;0;;9;0;TRUE
2016-09-18 10:00:00;579,43888092041;553;4,78099112484813;;;;;;;;;;;;;;
2016-09-18 11:00:00;592,931632995605;582,333333333;1,81997132157038;;;;;;;;;;;;;;
2016-09-18 12:00:00;561,775512695312;581,333333333;3,36430400877846;"September";"West";"Sunday";18;1023,2;63;10,8;35;25,2;0;7;12;0;TRUE
2016-09-18 13:00:00;498,06148147583;582;14,4224258632594;;;;;;;;;;;;;;
2016-09-18 14:00:00;486,23657989502;572,166666667;15,0183664617414;;;;;;;;;;;;;;
2016-09-18 15:00:00;498,971710205078;547,333333333;8,83586293446127;"September";"West";"Sunday";17,7;1023,2;62;10,3;50;25,2;0;8;15;0;TRUE
2016-09-18 16:00:00;463,994045257568;451,333333333;2,80517989466272;;;;;;;;;;;;;;
2016-09-18 17:00:00;469,608474731445;378,166666667;24,1802930095279;;;;;;;;;;;;;;
2016-09-18 18:00:00;457,083526611328;400,166666667;14,2232886158136;"September";"North";"Sunday";15,7;1023,5;75;11,3;55;14,4;0;8;18;0;TRUE
2016-09-18 19:00:00;506,591735839844;445,166666667;13,7982184588838;;;;;;;;;;;;;;
2016-09-18 20:00:00;490,613452911377;453,833333333;8,10432308007432;;;;;;;;;;;;;;
2016-09-18 21:00:00;469,163360595703;450,5;4,14281034310835;"September";"North";"Sunday";14,2;1023,5;86;11,9;35;3,6;0;8;21;1;TRUE
2016-09-18 22:00:00;607,287170410156;580,166666667;4,67460564374732;;;;;;;;;;;;;;
2016-09-18 23:00:00;621,411010742188;527;17,914802797379;;;;;;;;;;;;;;
2016-09-19 00:00:00;509,784210205078;453,833333333;12,3285075737317;"September";"West";"Monday";13,3;1023,3;93;12,2;14;7,2;0;8;0;0;FALSE
2016-09-19 01:00:00;433,026733398438;406,166666667;6,61306526009408;;;;;;;;;;;;;;
2016-09-19 02:00:00;373,481231689453;370,166666667;0,895425039833442;;;;;;;;;;;;;;
2016-09-19 03:00:00;373,28125;391,166666667;4,57232637417591;"September";"South";"Monday";13,6;1023;96;13;22;3,6;0;8;3;0;FALSE
2016-09-19 04:00:00;363,93927192688;402,333333333;9,54284873392342;;;;;;;;;;;;;;
2016-09-19 05:00:00;306,316314697266;317,5;3,52242056779035;;;;;;;;;;;;;;
2016-09-19 06:00:00;305,600952148438;304,166666667;0,471545911704958;"September";"South";"Monday";14,4;1022,9;95;13,6;16;10,8;0;8;6;0;FALSE
2016-09-19 07:00:00;360,632766723633;350,333333333;2,93989535413205;;;;;;;;;;;;;;
2016-09-19 08:00:00;432,416275024414;407,5;6,11442331887462;;;;;;;;;;;;;;
2016-09-19 09:00:00;502,386260986328;476,166666667;5,50639012656138;"September";"South";"Monday";15,7;1023,1;93;14,6;19;14,4;;8;9;0;FALSE
2016-09-19 10:00:00;531,519231796265;529,166666667;0,444579237026118;;;;;;;;;;;;;;
2016-09-19 11:00:00;529,147354125977;561,5;5,76182473268449;;;;;;;;;;;;;;
2016-09-19 12:00:00;544,186950683594;581,833333333;6,4703035203829;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0;FALSE
2016-09-19 13:00:00;527,291126251221;579,166666667;8,95692784156824;;;;;;;;;;;;;;
2016-09-19 14:00:00;524,81270980835;567,166666667;7,46763858806209;;;;;;;;;;;;;;
2016-09-19 15:00:00;510,830291748047;564,5;9,50747710397752;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0;FALSE
2016-09-19 16:00:00;454,052947998047;485,833333333;6,54141722160719;;;;;;;;;;;;;;
2016-09-19 17:00:00;376,392181396484;393;4,22590804160703;;;;;;;;;;;;;;
2016-09-19 18:00:00;455,474060058594;457,5;0,442828402493169;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;0;FALSE
2016-09-19 19:00:00;494,292602539062;499,666666667;1,07552984548378;;;;;;;;;;;;;;
2016-09-19 20:00:00;498,112716674805;473,666666667;5,16102392845619;;;;;;;;;;;;;;
2016-09-19 21:00:00;511,855743408203;470;8,90547732089428;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1;FALSE
2016-09-19 22:00:00;634,489128112793;583,166666667;8,80065071947934;;;;;;;;;;;;;;
2016-09-19 23:00:00;640,741790771484;527,833333333;21,3909297325966;;;;;;;;;;;;;;
2016-09-20 00:00:00;447,817077636719;440,166666667;1,73807140546299;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;0;FALSE
2016-09-20 01:00:00;384,185432434082;404,333333333;4,98299280270434;;;;;;;;;;;;;;
2016-09-20 02:00:00;346,447410583496;379,666666667;8,74958456983532;;;;;;;;;;;;;;
2016-09-20 03:00:00;377,388763427734;399,833333333;5,61348142691563;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0;FALSE
2016-09-20 04:00:00;376,956549882889;412,166666667;8,54268907013734;;;;;;;;;;;;;;
2016-09-20 05:00:00;312,737380981445;330;5,2310966722893;;;;;;;;;;;;;;
2016-09-20 06:00:00;308,359375;313,833333333;1,74422464142511;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0;FALSE
2016-09-20 07:00:00;368,73698425293;372,833333333;1,09870784445435;;;;;;;;;;;;;;
2016-09-20 08:00:00;445,209487915039;469,833333333;5,24097454799114;;;;;;;;;;;;;;
2016-09-20 09:00:00;495,826538085938;491,666666667;0,846075542834169;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0;FALSE
2016-09-20 10:00:00;511,023775100708;533,5;4,21297561373796;;;;;;;;;;;;;;
2016-09-20 11:00:00;527,936424255371;541,833333333;2,56479404693402;;;;;;;;;;;;;;
2016-09-20 12:00:00;524,78076171875;589,833333333;11,0289751253383;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0;FALSE
2016-09-20 13:00:00;517,313450336456;614,166666667;15,7698588326444;;;;;;;;;;;;;;
2016-09-20 14:00:00;508,84774017334;608,666666667;16,3996045717862;;;;;;;;;;;;;;
2016-09-20 15:00:00;486,035705566406;568;14,4303335270412;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0;FALSE
2016-09-20 16:00:00;407,034973144531;482,5;15,6404200736723;;;;;;;;;;;;;;
2016-09-20 17:00:00;355,818481445312;412,333333333;13,7061079760064;;;;;;;;;;;;;;
2016-09-20 18:00:00;464,616485595703;445,333333333;4,33004916078987;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;0;FALSE
2016-09-20 19:00:00;507,520420074463;494,5;2,63304753780847;;;;;;;;;;;;;;
2016-09-20 20:00:00;507,043663024902;507,666666667;0,122719036526053;;;;;;;;;;;;;;
2016-09-20 21:00:00;519,597106933594;500,666666667;3,78104665777253;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1;FALSE
2016-09-20 22:00:00;653,4912109375;601;8,73397852537438;;;;;;;;;;;;;;
2016-09-20 23:00:00;567,251312255859;536,333333333;5,76469464068587;;;;;;;;;;;;;;
