"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-15 14:00:00;542,079170227051;658;17,6171473819072;;;;;;;;;;;;;;
2016-09-15 15:00:00;532,757019042969;613;13,090208965258;"September";"North";"Thursday";16,3;1011,8;91;14,8;19;18;1;8;15;0;0
2016-09-15 16:00:00;470,306987762451;522;9,90287590757641;;;;;;;;;;;;;;
2016-09-15 17:00:00;418,865264892578;437;4,14982496737343;;;;;;;;;;;;;;
2016-09-15 18:00:00;495,428375244141;485,5;2,04497945296408;"September";"West";"Thursday";16,1;1012,8;94;15,1;18;10,8;;8;18;1;0
2016-09-15 19:00:00;538,791454315186;557;3,26903872258787;;;;;;;;;;;;;;
2016-09-15 20:00:00;531,722839355469;533,166666667;0,270802246613999;;;;;;;;;;;;;;
2016-09-15 21:00:00;515,315979003906;497,666666667;3,5464123918743;"September";"North";"Thursday";16,2;1014;96;15,6;10;25,2;0;8;21;1;0
2016-09-15 22:00:00;637,974220275879;616,5;3,48324740890169;;;;;;;;;;;;;;
2016-09-15 23:00:00;559,322479248047;541,833333333;3,22777223901401;;;;;;;;;;;;;;
2016-09-16 00:00:00;464,063842773438;442,5;4,8731848075565;"September";"West";"Friday";15,9;1014,7;95;15,1;16;28,8;0;8;0;0;0
2016-09-16 01:00:00;408,046897888184;412,5;1,07953990589489;;;;;;;;;;;;;;
2016-09-16 02:00:00;355,561851501465;371,166666667;4,20426093368329;;;;;;;;;;;;;;
2016-09-16 03:00:00;374,789001464844;412;9,03179576096026;"September";"North";"Friday";15,2;1015,4;92;13,9;40;32,4;0;8;3;0;0
2016-09-16 04:00:00;360,293904304504;407,166666667;11,5119350869727;;;;;;;;;;;;;;
2016-09-16 05:00:00;301,24779510498;341,833333333;11,872902455795;;;;;;;;;;;;;;
2016-09-16 06:00:00;321,169982910156;328;2,08232228348895;"September";"North";"Friday";15,1;1016,8;92;13,8;15;36;;8;6;0;0
2016-09-16 07:00:00;386,821365356445;425,666666667;9,12575598524455;;;;;;;;;;;;;;
2016-09-16 08:00:00;442,376190185547;461,833333333;4,21302269522926;;;;;;;;;;;;;;
2016-09-16 09:00:00;508,477447509766;499,166666667;1,86526494345764;"September";"North";"Friday";16,4;1019;76;12,2;13;39,6;;6;9;0;0
2016-09-16 10:00:00;529,862579345703;506;4,71592477187809;;;;;;;;;;;;;;
2016-09-16 11:00:00;552,363651275635;536,666666667;2,92490396434007;;;;;;;;;;;;;;
2016-09-16 12:00:00;543,21923828125;524,833333333;3,50318925657573;"September";"North";"Friday";16,6;1020,4;68;10,7;16;46,8;0;7;12;0;0
2016-09-16 13:00:00;501,85676574707;564,5;11,0971185567635;;;;;;;;;;;;;;
2016-09-16 14:00:00;472,39241027832;572,666666667;17,5100564124484;;;;;;;;;;;;;;
2016-09-16 15:00:00;485,912048339844;520,833333333;6,7048867186903;"September";"North";"Friday";16,7;1021,1;70;11,2;19;50,4;0;8;15;0;0
2016-09-16 16:00:00;457,689264297485;442,166666667;3,51057616972642;;;;;;;;;;;;;;
2016-09-16 17:00:00;475,164858818054;386,666666667;22,8874634873219;;;;;;;;;;;;;;
2016-09-16 18:00:00;444,383972167969;447,833333333;0,770233233725449;"September";"North";"Friday";14,5;1022,6;80;11,1;55;39,6;0;;18;1;0
2016-09-16 19:00:00;481,166210174561;488,166666667;1,43403000869266;;;;;;;;;;;;;;
2016-09-16 20:00:00;500,524974822998;493,5;1,42350047071896;;;;;;;;;;;;;;
2016-09-16 21:00:00;503,396118164062;511,333333333;1,5522585076159;"September";"North";"Friday";13,3;1024,3;87;11,2;45;21,6;0;;21;1;0
2016-09-16 22:00:00;632,921417236328;616,5;2,66365243087236;;;;;;;;;;;;;;
2016-09-16 23:00:00;653,601837158203;560,5;16,6104972628373;;;;;;;;;;;;;;
2016-09-17 00:00:00;558,358276367188;461,333333333;21,0314182877726;"September";"North";"Saturday";12,2;1024,3;94;11,3;19;14,4;;;0;0;1
2016-09-17 01:00:00;466,798973083496;397,666666667;17,3844861063968;;;;;;;;;;;;;;
2016-09-17 02:00:00;413,157806396484;363,333333333;13,7131577239074;;;;;;;;;;;;;;
2016-09-17 03:00:00;380,167572021484;398,666666667;4,64024113181442;"September";"West";"Saturday";12,6;1024,5;95;11,8;19;18;0;;3;0;1
2016-09-17 04:00:00;368,753030776978;398,666666667;7,50342037374518;;;;;;;;;;;;;;
2016-09-17 05:00:00;324,549831390381;332,166666667;2,29307635020919;;;;;;;;;;;;;;
2016-09-17 06:00:00;323,990112304688;316;2,5285165521163;"September";"North";"Saturday";12,3;1024,7;96;11,7;18;18;0;8;6;0;1
2016-09-17 07:00:00;375,193180084229;369,166666667;1,63246413107622;;;;;;;;;;;;;;
2016-09-17 08:00:00;443,424896240234;452,166666667;1,93330713455788;;;;;;;;;;;;;;
2016-09-17 09:00:00;508,789489746094;515,166666667;1,23788617034657;"September";"North";"Saturday";15,9;1025,3;79;12,3;35;28,8;0;7;9;0;1
2016-09-17 10:00:00;543,365268707275;510,833333333;6,36840496723588;;;;;;;;;;;;;;
2016-09-17 11:00:00;559,034404754639;534,833333333;4,5249744010571;;;;;;;;;;;;;;
2016-09-17 12:00:00;547,551025390625;524,5;4,39485708114871;"September";"North";"Saturday";17,3;1025;67;11,1;25;28,8;0;7;12;0;1
2016-09-17 13:00:00;509,980674743652;567,333333333;10,1091642636982;;;;;;;;;;;;;;
2016-09-17 14:00:00;497,673656463623;606,166666667;17,8982144960105;;;;;;;;;;;;;;
2016-09-17 15:00:00;501,497863769531;556,666666667;9,91056339474892;"September";"North";"Saturday";16,2;1024,1;71;10,9;40;32,4;0;;15;0;1
2016-09-17 16:00:00;470,668432235718;449;4,82593145561643;;;;;;;;;;;;;;
2016-09-17 17:00:00;452,135585784912;401,666666667;12,5648761289303;;;;;;;;;;;;;;
2016-09-17 18:00:00;476,290954589844;454;4,90990189203607;"September";"North";"Saturday";14,5;1024,2;82;11,5;55;21,6;0;;18;1;1
2016-09-17 19:00:00;518,988838195801;489,666666667;5,9881902373276;;;;;;;;;;;;;;
2016-09-17 20:00:00;516,18733215332;499,833333333;3,27189039419765;;;;;;;;;;;;;;
2016-09-17 21:00:00;528,627563476562;517,666666667;2,1173657713243;"September";"West";"Saturday";12;1024,4;94;11,1;17;10,8;0;;21;1;1
2016-09-17 22:00:00;668,1083984375;628,666666667;6,27387037706455;;;;;;;;;;;;;;
2016-09-17 23:00:00;674,355865478516;571,333333333;18,0319484502174;;;;;;;;;;;;;;
2016-09-18 00:00:00;534,615417480469;473,666666667;12,8674350767261;"September";"West";"Sunday";9,8;1024,2;97;9,3;6;7,2;0;;0;0;1
2016-09-18 01:00:00;452,275527954102;430,833333333;4,97691171089783;;;;;;;;;;;;;;
2016-09-18 02:00:00;379,776550292969;390,166666667;2,66299437181266;;;;;;;;;;;;;;
2016-09-18 03:00:00;385,373138427734;418,5;7,91561805788904;"September";"West";"Sunday";10,1;1023,7;98;9,8;0,6;10,8;0;;3;0;1
2016-09-18 04:00:00;381,397749900818;412,666666667;7,57728193040959;;;;;;;;;;;;;;
2016-09-18 05:00:00;307,862205505371;348;11,5338489927095;;;;;;;;;;;;;;
2016-09-18 06:00:00;322,742401123047;311,5;3,60911753548856;"September";"North";"Sunday";10,4;1023,4;99;10,2;0,3;10,8;0;;6;0;1
2016-09-18 07:00:00;347,636407852173;359,833333333;3,38960411695371;;;;;;;;;;;;;;
2016-09-18 08:00:00;405,608184814453;434,333333333;6,61361823144334;;;;;;;;;;;;;;
2016-09-18 09:00:00;509,854064941406;515;0,999210690989078;"September";"North";"Sunday";15,2;1023,5;79;11,6;18;18;0;;9;0;1
2016-09-18 10:00:00;577,871589660645;553;4,49757498384169;;;;;;;;;;;;;;
2016-09-18 11:00:00;590,684379577637;582,333333333;1,43406632707066;;;;;;;;;;;;;;
2016-09-18 12:00:00;558,453735351562;581,333333333;3,93571066194679;"September";"West";"Sunday";18;1023,2;63;10,8;35;25,2;0;7;12;0;1
2016-09-18 13:00:00;495,674228668213;582;14,832606758039;;;;;;;;;;;;;;
2016-09-18 14:00:00;482,91480255127;572,166666667;15,5989276054201;;;;;;;;;;;;;;
2016-09-18 15:00:00;494,082794189453;547,333333333;9,72908754145786;"September";"West";"Sunday";17,7;1023,2;62;10,3;50;25,2;0;8;15;0;1
2016-09-18 16:00:00;460,915348052979;451,333333333;2,12304609748573;;;;;;;;;;;;;;
2016-09-18 17:00:00;464,71955871582;378,166666667;22,8874989992271;;;;;;;;;;;;;;
2016-09-18 18:00:00;448,948028564453;400,166666667;12,1902611988536;"September";"North";"Sunday";15,7;1023,5;75;11,3;55;14,4;0;8;18;1;1
2016-09-18 19:00:00;494,800045013428;445,166666667;11,1493923653442;;;;;;;;;;;;;;
2016-09-18 20:00:00;500,006839752197;453,833333333;10,1741108525666;;;;;;;;;;;;;;
2016-09-18 21:00:00;477,57275390625;450,5;6,00949032325194;"September";"North";"Sunday";14,2;1023,5;86;11,9;35;3,6;0;8;21;1;1
2016-09-18 22:00:00;615,696563720703;580,166666667;6,12408452519668;;;;;;;;;;;;;;
2016-09-18 23:00:00;632,65104675293;527;20,0476369550151;;;;;;;;;;;;;;
2016-09-19 00:00:00;511,2158203125;453,833333333;12,6439559998991;"September";"West";"Monday";13,3;1023,3;93;12,2;14;7,2;0;8;0;0;0
2016-09-19 01:00:00;434,458343505859;406,166666667;6,96553389548694;;;;;;;;;;;;;;
2016-09-19 02:00:00;374,912841796875;370,166666667;1,28217247992905;;;;;;;;;;;;;;
2016-09-19 03:00:00;377,832427978516;391,166666667;3,4088381819701;"September";"South";"Monday";13,6;1023;96;13;22;3,6;0;8;3;0;0
2016-09-19 04:00:00;368,718816757202;402,333333333;8,35489227236761;;;;;;;;;;;;;;
2016-09-19 05:00:00;310,867492675781;317,5;2,08897868479331;;;;;;;;;;;;;;
2016-09-19 06:00:00;310,783966064453;304,166666667;2,17555048683151;"September";"South";"Monday";14,4;1022,9;95;13,6;16;10,8;0;8;6;0;0
2016-09-19 07:00:00;363,223178863525;350,333333333;3,679308905006;;;;;;;;;;;;;;
2016-09-19 08:00:00;437,59928894043;407,5;7,38632857433857;;;;;;;;;;;;;;
2016-09-19 09:00:00;500,310577392578;476,166666667;5,07047477610666;"September";"South";"Monday";15,7;1023,1;93;14,6;19;14,4;;8;9;0;0
2016-09-19 10:00:00;529,334060668945;529,166666667;0,0316335121786296;;;;;;;;;;;;;;
2016-09-19 11:00:00;527,071670532227;561,5;6,13149233620186;;;;;;;;;;;;;;
2016-09-19 12:00:00;532,455505371094;581,833333333;8,48659317592688;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0;0
2016-09-19 13:00:00;517,512370109558;579,166666667;10,6453461681853;;;;;;;;;;;;;;
2016-09-19 14:00:00;513,08126449585;567,166666667;9,53606855794039;;;;;;;;;;;;;;
2016-09-19 15:00:00;516,537780761719;564,5;8,49640730527569;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0;0
2016-09-19 16:00:00;460,548976898193;485,833333333;5,20432722500665;;;;;;;;;;;;;;
2016-09-19 17:00:00;382,099670410156;393;2,77362076077449;;;;;;;;;;;;;;
2016-09-19 18:00:00;457,8671875;457,5;0,08025956284153;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;1;0
2016-09-19 19:00:00;506,504981994629;499,666666667;1,36857544915764;;;;;;;;;;;;;;
2016-09-19 20:00:00;496,582901000977;473,666666667;4,8380508797946;;;;;;;;;;;;;;
2016-09-19 21:00:00;501,143188476562;470;6,62621031416223;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1;0
2016-09-19 22:00:00;623,776573181152;583,166666667;6,96368788467491;;;;;;;;;;;;;;
2016-09-19 23:00:00;631,652221679688;527,833333333;19,6688768576103;;;;;;;;;;;;;;
2016-09-20 00:00:00;447,347625732422;440,166666667;1,63141818979548;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;0;0
2016-09-20 01:00:00;383,715980529785;404,333333333;5,09909797276962;;;;;;;;;;;;;;
2016-09-20 02:00:00;345,977958679199;379,666666667;8,8732330081926;;;;;;;;;;;;;;
2016-09-20 03:00:00;373,479919433594;399,833333333;6,5910997664264;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0;0
2016-09-20 04:00:00;371,410393476486;412,166666667;9,88829919704347;;;;;;;;;;;;;;
2016-09-20 05:00:00;308,828536987305;330;6,41559485233191;;;;;;;;;;;;;;
2016-09-20 06:00:00;310,983856201172;313,833333333;0,90795872495947;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0;0
2016-09-20 07:00:00;369,91410446167;372,833333333;0,78298494537309;;;;;;;;;;;;;;
2016-09-20 08:00:00;447,833969116211;469,833333333;4,6823762079045;;;;;;;;;;;;;;
2016-09-20 09:00:00;487,58642578125;491,666666667;0,829879502185881;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0;0
2016-09-20 10:00:00;502,157032966614;533,5;5,87497039051288;;;;;;;;;;;;;;
2016-09-20 11:00:00;519,696311950684;541,833333333;4,08557761593296;;;;;;;;;;;;;;
2016-09-20 12:00:00;526,408081054688;589,833333333;10,753080352362;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0;0
2016-09-20 13:00:00;517,735607147217;614,166666667;15,7011223098612;;;;;;;;;;;;;;
2016-09-20 14:00:00;510,475059509277;608,666666667;16,1322465209752;;;;;;;;;;;;;;
2016-09-20 15:00:00;484,296417236328;568;14,7365462612098;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0;0
2016-09-20 16:00:00;405,825630187988;482,5;15,8910611009351;;;;;;;;;;;;;;
2016-09-20 17:00:00;354,079193115234;412,333333333;14,1279240625253;;;;;;;;;;;;;;
2016-09-20 18:00:00;461,572265625;445,333333333;3,64646683203866;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;1;0
2016-09-20 19:00:00;506,955810546875;494,5;2,5188696758089;;;;;;;;;;;;;;
2016-09-20 20:00:00;501,712345123291;507,666666667;1,17288014649476;;;;;;;;;;;;;;
2016-09-20 21:00:00;497,881591796875;500,666666667;0,556273276322868;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1;0
2016-09-20 22:00:00;631,775695800781;601;5,12074805337458;;;;;;;;;;;;;;
2016-09-20 23:00:00;542,910003662109;536,333333333;1,22622815334619;;;;;;;;;;;;;;
