"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-14 08:00:00;493,420639038086;458,833333333;7,53809786526213;;;;;;;;;;;;;;
2016-09-14 09:00:00;539,724487304688;478,333333333;12,8343875899088;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;0
2016-09-14 10:00:00;556,122375488281;504;10,3417411683098;;;;;;;;;;;;;;
2016-09-14 11:00:00;558,523723602295;492,333333333;13,444222803522;;;;;;;;;;;;;;
2016-09-14 12:00:00;558,5263671875;519,5;7,51229397256978;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;0
2016-09-14 13:00:00;523,522846221924;543,333333333;3,6461019222862;;;;;;;;;;;;;;
2016-09-14 14:00:00;491,585945129395;573;14,2083865393727;;;;;;;;;;;;;;
2016-09-14 15:00:00;493,420288085938;539;8,45634729388915;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;0
2016-09-14 16:00:00;461,317638397217;438,833333333;5,12365478106355;;;;;;;;;;;;;;
2016-09-14 17:00:00;452,190311431885;380,5;18,8410805340039;;;;;;;;;;;;;;
2016-09-14 18:00:00;482,398132324219;426;13,2389981981734;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;1;0
2016-09-14 19:00:00;537,653564453125;480,5;11,8946023835848;;;;;;;;;;;;;;
2016-09-14 20:00:00;566,267761230469;471,833333333;20,0143612640485;;;;;;;;;;;;;;
2016-09-14 21:00:00;512,630249023438;477,166666667;7,43211645611164;"September";"East";"Wednesday";13,8;1010,5;89;12;60;10,8;0;;21;1;0
2016-09-14 22:00:00;651,252822875977;607,166666667;7,26096451423866;;;;;;;;;;;;;;
2016-09-14 23:00:00;631,000709533691;539,833333333;16,8880598087214;;;;;;;;;;;;;;
2016-09-15 00:00:00;538,851989746094;445,333333333;20,9996982963691;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;0
2016-09-15 01:00:00;463,829010009766;393,166666667;17,9726180608832;;;;;;;;;;;;;;
2016-09-15 02:00:00;401,240936279297;358,5;11,9221579579629;;;;;;;;;;;;;;
2016-09-15 03:00:00;414,385467529297;383,833333333;7,95973969509077;"September";"East";"Thursday";12,7;1009,8;94;11,8;60;7,2;0;7;3;0;0
2016-09-15 04:00:00;414,360689979047;396,833333333;4,41680553869668;;;;;;;;;;;;;;
2016-09-15 05:00:00;372,667392730713;316;17,93271921858;;;;;;;;;;;;;;
2016-09-15 06:00:00;410,801086425781;294;39,7282606890412;"September";"North";"Thursday";13,8;1010,1;92;12,5;4,6;18;;8;6;0;0
2016-09-15 07:00:00;458,01501083374;357,5;28,1160869465008;;;;;;;;;;;;;;
2016-09-15 08:00:00;534,425132751465;459,166666667;16,3902285483289;;;;;;;;;;;;;;
2016-09-15 09:00:00;569,867858886719;503;13,2938089238009;"September";"West";"Thursday";14;1010,8;98;13,7;2,9;14,4;9;8;9;0;0
2016-09-15 10:00:00;601,183908462524;525,5;14,4022661203662;;;;;;;;;;;;;;
2016-09-15 11:00:00;600,639415740967;593,666666667;1,17452258404766;;;;;;;;;;;;;;
2016-09-15 12:00:00;562,101684570312;615,5;8,67559958240252;"September";"West";"Thursday";16,4;1011,4;95;15,6;2;14,4;0;8;12;0;0
2016-09-15 13:00:00;544,010356903076;625,333333333;13,0047403672655;;;;;;;;;;;;;;
2016-09-15 14:00:00;502,057929992676;658;23,6994027366754;;;;;;;;;;;;;;
2016-09-15 15:00:00;527,526672363281;613;13,9434465965283;"September";"North";"Thursday";16,3;1011,8;91;14,8;19;18;1;8;15;0;0
2016-09-15 16:00:00;505,426296234131;522;3,17503903560711;;;;;;;;;;;;;;
2016-09-15 17:00:00;496,007902145386;437;13,502952436015;;;;;;;;;;;;;;
2016-09-15 18:00:00;524,69677734375;485,5;8,07348657955716;"September";"West";"Thursday";16,1;1012,8;94;15,1;18;10,8;;8;18;1;0
2016-09-15 19:00:00;582,921585083008;557;4,65378547271235;;;;;;;;;;;;;;
2016-09-15 20:00:00;587,338977813721;533,166666667;10,1604834910948;;;;;;;;;;;;;;
2016-09-15 21:00:00;514,680236816406;497,666666667;3,41866781300633;"September";"North";"Thursday";16,2;1014;96;15,6;10;25,2;0;8;21;1;0
2016-09-15 22:00:00;640,936424255371;616,5;3,96373467240407;;;;;;;;;;;;;;
2016-09-15 23:00:00;604,252388000488;541,833333333;11,5199731776426;;;;;;;;;;;;;;
2016-09-16 00:00:00;499,613342285156;442,5;12,9069700079449;"September";"West";"Friday";15,9;1014,7;95;15,1;16;28,8;0;8;0;0;0
2016-09-16 01:00:00;424,656387329102;412,5;2,94700298887311;;;;;;;;;;;;;;
2016-09-16 02:00:00;377,447006225586;371,166666667;1,69205376522145;;;;;;;;;;;;;;
2016-09-16 03:00:00;418,727905273438;412;1,63298671685376;"September";"North";"Friday";15,2;1015,4;92;13,9;40;32,4;0;8;3;0;0
2016-09-16 04:00:00;417,523139953613;407,166666667;2,54354644779487;;;;;;;;;;;;;;
2016-09-16 05:00:00;377,114379882812;341,833333333;10,3211252705549;;;;;;;;;;;;;;
2016-09-16 06:00:00;403,307220458984;328;22,9595184326172;"September";"North";"Friday";15,1;1016,8;92;13,8;15;36;;8;6;0;0
2016-09-16 07:00:00;450,589649200439;425,666666667;5,85504679720123;;;;;;;;;;;;;;
2016-09-16 08:00:00;523,518936157227;461,833333333;13,3566805104882;;;;;;;;;;;;;;
2016-09-16 09:00:00;559,506408691406;499,166666667;12,088095230257;"September";"North";"Friday";16,4;1019;76;12,2;13;39,6;;6;9;0;0
2016-09-16 10:00:00;580,438869476318;506;14,7112390269404;;;;;;;;;;;;;;
2016-09-16 11:00:00;578,198497772217;536,666666667;7,73885051649523;;;;;;;;;;;;;;
2016-09-16 12:00:00;553,747619628906;524,833333333;5,50923206654644;"September";"North";"Friday";16,6;1020,4;68;10,7;16;46,8;0;7;12;0;0
2016-09-16 13:00:00;518,74409866333;564,5;8,10556268142957;;;;;;;;;;;;;;
2016-09-16 14:00:00;486,807197570801;572,666666667;14,9929224265685;;;;;;;;;;;;;;
2016-09-16 15:00:00;502,097839355469;520,833333333;3,59721484368831;"September";"North";"Friday";16,7;1021,1;70;11,2;19;50,4;0;8;15;0;0
2016-09-16 16:00:00;473,828279495239;442,166666667;7,16056076024471;;;;;;;;;;;;;;
2016-09-16 17:00:00;466,023174285889;386,666666667;20,5232347290052;;;;;;;;;;;;;;
2016-09-16 18:00:00;481,832977294922;447,833333333;7,59203065767336;"September";"North";"Friday";14,5;1022,6;80;11,1;55;39,6;0;;18;1;0
2016-09-16 19:00:00;537,088409423828;488,166666667;10,0215246343724;;;;;;;;;;;;;;
2016-09-16 20:00:00;566,534873962402;493,5;14,799366557731;;;;;;;;;;;;;;
2016-09-16 21:00:00;512,208374023438;511,333333333;0,17112920934252;"September";"North";"Friday";13,3;1024,3;87;11,2;45;21,6;0;;21;1;0
2016-09-16 22:00:00;649,863479614258;616,5;5,41175662842787;;;;;;;;;;;;;;
2016-09-16 23:00:00;627,195259094238;560,5;11,8992433709613;;;;;;;;;;;;;;
2016-09-17 00:00:00;543,205810546875;461,333333333;17,7469242515753;"September";"North";"Saturday";12,2;1024,3;94;11,3;19;14,4;;;0;0;1
2016-09-17 01:00:00;454,532722473145;397,666666667;14,2999302110889;;;;;;;;;;;;;;
2016-09-17 02:00:00;388,930816650391;363,333333333;7,04517889470114;;;;;;;;;;;;;;
2016-09-17 03:00:00;414,357971191406;398,666666667;3,93594595093473;"September";"West";"Saturday";12,6;1024,5;95;11,8;19;18;0;;3;0;1
2016-09-17 04:00:00;410,186711788177;398,666666667;2,8896434250421;;;;;;;;;;;;;;
2016-09-17 05:00:00;374,50186920166;332,166666667;12,7451688513651;;;;;;;;;;;;;;
2016-09-17 06:00:00;368,776184082031;316;16,7013240765922;"September";"North";"Saturday";12,3;1024,7;96;11,7;18;18;0;8;6;0;1
2016-09-17 07:00:00;411,503177642822;369,166666667;11,4681293839596;;;;;;;;;;;;;;
2016-09-17 08:00:00;487,224136352539;452,166666667;7,75321850766971;;;;;;;;;;;;;;
2016-09-17 09:00:00;535,137817382812;515,166666667;3,87663876722089;"September";"North";"Saturday";15,9;1025,3;79;12,3;35;28,8;0;7;9;0;1
2016-09-17 10:00:00;553,545841217041;510,833333333;8,36133922689766;;;;;;;;;;;;;;
2016-09-17 11:00:00;565,063924789429;534,833333333;5,65233869550281;;;;;;;;;;;;;;
2016-09-17 12:00:00;551,157348632812;524,5;5,08243062589371;"September";"North";"Saturday";17,3;1025;67;11,1;25;28,8;0;7;12;0;1
2016-09-17 13:00:00;516,010036468506;567,333333333;9,04640955308889;;;;;;;;;;;;;;
2016-09-17 14:00:00;484,216926574707;606,166666667;20,1181864325916;;;;;;;;;;;;;;
2016-09-17 15:00:00;487,548828125;556,666666667;12,4163781811902;"September";"North";"Saturday";16,2;1024,1;71;10,9;40;32,4;0;;15;0;1
2016-09-17 16:00:00;454,994926452637;449;1,33517292931775;;;;;;;;;;;;;;
2016-09-17 17:00:00;446,318851470947;401,666666667;11,1167265071976;;;;;;;;;;;;;;
2016-09-17 18:00:00;480,067779541016;454;5,74180166101666;"September";"North";"Saturday";14,5;1024,2;82;11,5;55;21,6;0;;18;1;1
2016-09-17 19:00:00;535,637619018555;489,666666667;9,38821355034514;;;;;;;;;;;;;;
2016-09-17 20:00:00;564,769676208496;499,833333333;12,9915991081439;;;;;;;;;;;;;;
2016-09-17 21:00:00;511,790252685547;517,666666667;1,13517333833534;"September";"West";"Saturday";12;1024,4;94;11,1;17;10,8;0;;21;1;1
2016-09-17 22:00:00;652,009185791016;628,666666667;3,71302000912035;;;;;;;;;;;;;;
2016-09-17 23:00:00;630,160713195801;571,333333333;10,2965075605896;;;;;;;;;;;;;;
2016-09-18 00:00:00;531,4052734375;473,666666667;12,1897129001674;"September";"West";"Sunday";9,8;1024,2;97;9,3;6;7,2;0;;0;0;1
2016-09-18 01:00:00;442,790016174316;430,833333333;2,77524553376998;;;;;;;;;;;;;;
2016-09-18 02:00:00;371,374069213867;390,166666667;4,81655637414356;;;;;;;;;;;;;;
2016-09-18 03:00:00;417,752502441406;418,5;0,178613514598268;"September";"West";"Sunday";10,1;1023,7;98;9,8;0,6;10,8;0;;3;0;1
2016-09-18 04:00:00;413,317987918854;412,666666667;0,157832290432928;;;;;;;;;;;;;;
2016-09-18 05:00:00;377,89640045166;348;8,59091967001729;;;;;;;;;;;;;;
2016-09-18 06:00:00;372,274291992188;311,5;19,5102060970104;"September";"North";"Sunday";10,4;1023,4;99;10,2;0,3;10,8;0;;6;0;1
2016-09-18 07:00:00;410,282188415527;359,833333333;14,0200616255417;;;;;;;;;;;;;;
2016-09-18 08:00:00;480,416168212891;434,333333333;10,6100157052784;;;;;;;;;;;;;;
2016-09-18 09:00:00;535,331726074219;515;3,94790797557646;"September";"North";"Sunday";15,2;1023,5;79;11,6;18;18;0;;9;0;1
2016-09-18 10:00:00;551,230090141296;553;0,320056032315301;;;;;;;;;;;;;;
2016-09-18 11:00:00;554,130962371826;582,333333333;4,84299444095993;;;;;;;;;;;;;;
2016-09-18 12:00:00;552,13134765625;581,333333333;5,02327735265484;"September";"West";"Sunday";18;1023,2;63;10,8;35;25,2;0;7;12;0;1
2016-09-18 13:00:00;515,18913269043;582;11,4795304655619;;;;;;;;;;;;;;
2016-09-18 14:00:00;467,492240905762;572,166666667;18,2943942489678;;;;;;;;;;;;;;
2016-09-18 15:00:00;499,704193115234;547,333333333;8,70203536256906;"September";"West";"Sunday";17,7;1023,2;62;10,3;50;25,2;0;8;15;0;1
2016-09-18 16:00:00;470,522302627563;451,333333333;4,25161801209254;;;;;;;;;;;;;;
2016-09-18 17:00:00;463,629528045654;378,166666667;22,5992581873721;;;;;;;;;;;;;;
2016-09-18 18:00:00;490,656799316406;400,166666667;22,6131110327357;"September";"North";"Sunday";15,7;1023,5;75;11,3;55;14,4;0;8;18;1;1
2016-09-18 19:00:00;549,759750366211;445,166666667;23,4952640282589;;;;;;;;;;;;;;
2016-09-18 20:00:00;558,58553314209;453,833333333;23,0816452021668;;;;;;;;;;;;;;
2016-09-18 21:00:00;511,873016357422;450,5;13,6233110671303;"September";"North";"Sunday";14,2;1023,5;86;11,9;35;3,6;0;8;21;1;1
2016-09-18 22:00:00;642,816955566406;580,166666667;10,7986708818219;;;;;;;;;;;;;;
2016-09-18 23:00:00;614,585586547852;527;16,6196558914329;;;;;;;;;;;;;;
2016-09-19 00:00:00;538,763549804688;453,833333333;18,7139661707859;"September";"West";"Monday";13,3;1023,3;93;12,2;14;7,2;0;8;0;0;0
2016-09-19 01:00:00;463,806594848633;406,166666667;14,1912010295245;;;;;;;;;;;;;;
2016-09-19 02:00:00;400,137237548828;370,166666667;8,09650721705568;;;;;;;;;;;;;;
2016-09-19 03:00:00;414,637725830078;391,166666667;6,00027077027476;"September";"South";"Monday";13,6;1023;96;13;22;3,6;0;8;3;0;0
2016-09-19 04:00:00;413,430476307869;402,333333333;2,7581962655041;;;;;;;;;;;;;;
2016-09-19 05:00:00;373,747791290283;317,5;17,7158397764672;;;;;;;;;;;;;;
2016-09-19 06:00:00;368,762176513672;304,166666667;21,2368799495675;"September";"South";"Monday";14,4;1022,9;95;13,6;16;10,8;0;8;6;0;0
2016-09-19 07:00:00;415,435501098633;350,333333333;18,582921341302;;;;;;;;;;;;;;
2016-09-19 08:00:00;494,25284576416;407,5;21,2890419053154;;;;;;;;;;;;;;
2016-09-19 09:00:00;558,787658691406;476,166666667;17,3512758889076;"September";"South";"Monday";15,7;1023,1;93;14,6;19;14,4;;8;9;0;0
2016-09-19 10:00:00;590,103708267212;529,166666667;11,5156614047572;;;;;;;;;;;;;;
2016-09-19 11:00:00;588,862405776978;561,5;4,87309096651425;;;;;;;;;;;;;;
2016-09-19 12:00:00;554,569946289062;581,833333333;4,68577262285073;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0;0
2016-09-19 13:00:00;536,478618621826;579,166666667;7,37059822362289;;;;;;;;;;;;;;
2016-09-19 14:00:00;494,526191711426;567,166666667;12,8076065158151;;;;;;;;;;;;;;
2016-09-19 15:00:00;502,757476806641;564,5;10,9375594673799;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0;0
2016-09-19 16:00:00;474,036664962769;485,833333333;2,42813071085548;;;;;;;;;;;;;;
2016-09-19 17:00:00;463,257278442383;393;17,8771700871203;;;;;;;;;;;;;;
2016-09-19 18:00:00;491,726837158203;457,5;7,48127588157445;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;1;0
2016-09-19 19:00:00;550,829788208008;499,666666667;10,2394506086005;;;;;;;;;;;;;;
2016-09-19 20:00:00;560,256683349609;473,666666667;18,2807916993417;;;;;;;;;;;;;;
2016-09-19 21:00:00;512,642944335938;470;9,0729668799867;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1;0
2016-09-19 22:00:00;642,720474243164;583,166666667;10,2121419107397;;;;;;;;;;;;;;
2016-09-19 23:00:00;611,224510192871;527,833333333;15,7987704818296;;;;;;;;;;;;;;
2016-09-20 00:00:00;488,166320800781;440,166666667;10,9048816661291;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;0;0
2016-09-20 01:00:00;413,209365844727;404,333333333;2,19522650743625;;;;;;;;;;;;;;
2016-09-20 02:00:00;366,700325012207;379,666666667;3,41519095384941;;;;;;;;;;;;;;
2016-09-20 03:00:00;412,886108398438;399,833333333;3,26455399719426;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0;0
2016-09-20 04:00:00;412,861330848187;412,166666667;0,168539631505046;;;;;;;;;;;;;;
2016-09-20 05:00:00;370,794357299805;330;12,3619264544863;;;;;;;;;;;;;;
2016-09-20 06:00:00;369,170593261719;313,833333333;17,6326903649849;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0;0
2016-09-20 07:00:00;416,384517669678;372,833333333;11,6811401886589;;;;;;;;;;;;;;
2016-09-20 08:00:00;494,661262512207;469,833333333;5,28441202821383;;;;;;;;;;;;;;
2016-09-20 09:00:00;534,949279785156;491,666666667;8,80324334605971;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0;0
2016-09-20 10:00:00;561,730756759644;533,5;5,29161326328839;;;;;;;;;;;;;;
2016-09-20 11:00:00;565,827983856201;541,833333333;4,42841904457999;;;;;;;;;;;;;;
2016-09-20 12:00:00;554,846557617188;589,833333333;5,93163758957315;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0;0
2016-09-20 13:00:00;538,089054107666;614,166666667;12,3871282321779;;;;;;;;;;;;;;
2016-09-20 14:00:00;494,802803039551;608,666666667;18,7070969814984;;;;;;;;;;;;;;
2016-09-20 15:00:00;501,575744628906;568;11,6944111568827;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0;0
2016-09-20 16:00:00;469,021842956543;482,5;2,79340042351441;;;;;;;;;;;;;;
2016-09-20 17:00:00;454,237289428711;412,333333333;10,1626409286366;;;;;;;;;;;;;;
2016-09-20 18:00:00;491,726837158203;445,333333333;10,417702954769;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;1;0
2016-09-20 19:00:00;551,972103118896;494,5;11,6222655447718;;;;;;;;;;;;;;
2016-09-20 20:00:00;558,479019165039;507,666666667;10,0089991788586;;;;;;;;;;;;;;
2016-09-20 21:00:00;542,218322753906;500,666666667;8,29926553000238;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1;0
2016-09-20 22:00:00;707,523208618164;601;17,7243275570988;;;;;;;;;;;;;;
2016-09-20 23:00:00;638,09220123291;536,333333333;18,9730642448676;;;;;;;;;;;;;;
