"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_rosee";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-19 10:00:00;535,549697875977;529,166666667;1,20624211823104;;;;;;;;;;;;;
2016-09-19 11:00:00;527,329786300659;561,5;6,08552336586658;;;;;;;;;;;;;
2016-09-19 12:00:00;541,802001953125;581,833333333;6,88020590889109;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0
2016-09-19 13:00:00;524,273210525513;579,166666667;9,47800681579091;;;;;;;;;;;;;
2016-09-19 14:00:00;518,654010772705;567,166666667;8,5535097080693;;;;;;;;;;;;;
2016-09-19 15:00:00;512,754516601562;564,5;9,16660467642826;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0
2016-09-19 16:00:00;453,124195098877;485,833333333;6,732584199138;;;;;;;;;;;;;
2016-09-19 17:00:00;373,617294311523;393;4,93198618027393;;;;;;;;;;;;;
2016-09-19 18:00:00;450,130065917969;457,5;1,61091455344945;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;0
2016-09-19 19:00:00;488,070285797119;499,666666667;2,32082338956767;;;;;;;;;;;;;
2016-09-19 20:00:00;490,80196762085;473,666666667;3,61758640826971;;;;;;;;;;;;;
2016-09-19 21:00:00;509,566589355469;470;8,41842326712101;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1
2016-09-19 22:00:00;631,431312561035;583,166666667;8,27630395438827;;;;;;;;;;;;;
2016-09-19 23:00:00;631,681343078613;527,833333333;19,6743940156007;;;;;;;;;;;;;
2016-09-20 00:00:00;461,083374023438;440,166666667;4,75199712754751;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;0
2016-09-20 01:00:00;396,989601135254;404,333333333;1,81625693266747;;;;;;;;;;;;;
2016-09-20 02:00:00;356,17707824707;379,666666667;6,18689774009897;;;;;;;;;;;;;
2016-09-20 03:00:00;379,570098876953;399,833333333;5,06792024745238;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0
2016-09-20 04:00:00;376,085053682327;412,166666667;8,7541317390967;;;;;;;;;;;;;
2016-09-20 05:00:00;314,895355224609;330;4,5771650834517;;;;;;;;;;;;;
2016-09-20 06:00:00;306,914520263672;313,833333333;2,20461382984667;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0
2016-09-20 07:00:00;366,286521911621;372,833333333;1,75596193689354;;;;;;;;;;;;;
2016-09-20 08:00:00;443,538711547852;469,833333333;5,59658498442719;;;;;;;;;;;;;
2016-09-20 09:00:00;500,644775390625;491,666666667;1,8260560115835;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0
2016-09-20 10:00:00;515,277786254883;533,5;3,41559770292731;;;;;;;;;;;;;
2016-09-20 11:00:00;531,483839035034;541,833333333;1,91008815096381;;;;;;;;;;;;;
2016-09-20 12:00:00;528,797058105469;589,833333333;10,3480545737608;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0
2016-09-20 13:00:00;520,576538085938;614,166666667;15,2385555355786;;;;;;;;;;;;;
2016-09-20 14:00:00;510,358493804932;608,666666667;16,1513975129268;;;;;;;;;;;;;
2016-09-20 15:00:00;488,763275146484;568;13,9501276150556;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0
2016-09-20 16:00:00;408,085075378418;482,5;15,4227823049911;;;;;;;;;;;;;
2016-09-20 17:00:00;357,421188354492;412,333333333;13,3174159204249;;;;;;;;;;;;;
2016-09-20 18:00:00;455,534271240234;445,333333333;2,29062976959028;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;0
2016-09-20 19:00:00;498,160926818848;494,5;0,740328982577888;;;;;;;;;;;;;
2016-09-20 20:00:00;495,305686950684;507,666666667;2,43486140176789;;;;;;;;;;;;;
2016-09-20 21:00:00;530,009338378906;500,666666667;5,8607200489787;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1
2016-09-20 22:00:00;669,557739257812;601;11,4072777467242;;;;;;;;;;;;;
2016-09-20 23:00:00;579,624015808105;536,333333333;8,07160021288981;;;;;;;;;;;;;
