"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"visi";"p_ros";"vt_moy";"vt_raf";"rr_3h";"Hour";"vt_north";"vt_east";"vt_south";"vt_west"
2016-09-16 08:00:00;471,39826965332;461,833333333;2,07107967960893;;;;;;;;;;;;;;;
2016-09-16 09:00:00;522,623840332031;499,166666667;4,69926684441046;"September";"Friday";16,4;1019;76;13;12,2;28,8;39,6;;9;0;0;0;0
2016-09-16 10:00:00;535,127413749695;506;5,75640587938633;;;;;;;;;;;;;;;
2016-09-16 11:00:00;540,84068107605;536,666666667;0,777766660070917;;;;;;;;;;;;;;;
2016-09-16 12:00:00;584,307678222656;524,833333333;11,3320441199798;"September";"Friday";16,6;1020,4;68;16;10,7;25,2;46,8;0;12;0;0;0;0
2016-09-16 13:00:00;539,239040374756;564,5;4,4749264172266;;;;;;;;;;;;;;;
2016-09-16 14:00:00;514,30046081543;572,666666667;10,1920033500936;;;;;;;;;;;;;;;
2016-09-16 15:00:00;501,065795898438;520,833333333;3,79536718743844;"September";"Friday";16,7;1021,1;70;19;11,2;28,8;50,4;0;15;0;0;0;0
2016-09-16 16:00:00;475,712940216064;442,166666667;7,58679386710271;;;;;;;;;;;;;;;
2016-09-16 17:00:00;480,123403549194;386,666666667;24,1698457453742;;;;;;;;;;;;;;;
2016-09-16 18:00:00;471,318023681641;447,833333333;5,24406930003531;"September";"Friday";14,5;1022,6;80;55;11,1;18;39,6;0;18;0;0;0;0
2016-09-16 19:00:00;515,941291809082;488,166666667;5,6895783834885;;;;;;;;;;;;;;;
2016-09-16 20:00:00;516,142024993896;493,5;4,58804964415329;;;;;;;;;;;;;;;
2016-09-16 21:00:00;555,642272949219;511,333333333;8,66537280630658;"September";"Friday";13,3;1024,3;87;45;11,2;14,4;21,6;0;21;0;0;0;0
2016-09-16 22:00:00;684,625015258789;616,5;11,05028633557;;;;;;;;;;;;;;;
2016-09-16 23:00:00;688,948715209961;560,5;22,9168091364783;;;;;;;;;;;;;;;
2016-09-17 00:00:00;586,393188476562;461,333333333;27,108350103393;"September";"Saturday";12,2;1024,3;94;19;11,3;7,2;14,4;;0;0;0;0;0
2016-09-17 01:00:00;510,644157409668;397,666666667;28,4100982588198;;;;;;;;;;;;;;;
2016-09-17 02:00:00;436,166366577148;363,333333333;20,0457889662978;;;;;;;;;;;;;;;
2016-09-17 03:00:00;402,477813720703;398,666666667;0,955973341229078;"September";"Saturday";12,6;1024,5;95;19;11,8;10,8;18;0;3;0;0;0;0
2016-09-17 04:00:00;392,751753807068;398,666666667;1,48367379429612;;;;;;;;;;;;;;;
2016-09-17 05:00:00;335,927215576172;332,166666667;1,13212711766224;;;;;;;;;;;;;;;
2016-09-17 06:00:00;329,379852294922;316;4,23413047307654;"September";"Saturday";12,3;1024,7;96;18;11,7;3,6;18;0;6;0;0;0;0
2016-09-17 07:00:00;382,622135162354;369,166666667;3,64482216578095;;;;;;;;;;;;;;;
2016-09-17 08:00:00;458,765045166016;452,166666667;1,45928016933522;;;;;;;;;;;;;;;
2016-09-17 09:00:00;524,712890625;515,166666667;1,85303603196257;"September";"Saturday";15,9;1025,3;79;35;12,3;18;28,8;0;9;0;0;0;0
2016-09-17 10:00:00;554,620534896851;510,833333333;8,57171971886705;;;;;;;;;;;;;;;
2016-09-17 11:00:00;550,188047409058;534,833333333;2,87093438630112;;;;;;;;;;;;;;;
2016-09-17 12:00:00;561,69970703125;524,5;7,09241316134414;"September";"Saturday";17,3;1025;67;25;11,1;18;28,8;0;12;0;0;0;0
2016-09-17 13:00:00;520,97331237793;567,333333333;8,17156656082801;;;;;;;;;;;;;;;
2016-09-17 14:00:00;496,227066040039;606,166666667;18,1368601529118;;;;;;;;;;;;;;;
2016-09-17 15:00:00;511,697387695312;556,666666667;8,07831358772345;"September";"Saturday";16,2;1024,1;71;40;10,9;18;32,4;0;15;0;0;0;0
2016-09-17 16:00:00;488,724098205566;449;8,84723790769853;;;;;;;;;;;;;;;
2016-09-17 17:00:00;489,245826721191;401,666666667;21,8039402624362;;;;;;;;;;;;;;;
2016-09-17 18:00:00;475,159881591797;454;4,66076687043984;"September";"Saturday";14,5;1024,2;82;55;11,5;7,2;21,6;0;18;0;0;0;0
2016-09-17 19:00:00;510,560497283936;489,666666667;4,26694975158366;;;;;;;;;;;;;;;
2016-09-17 20:00:00;515,35982131958;499,833333333;3,10633304166531;;;;;;;;;;;;;;;
2016-09-17 21:00:00;531,938232421875;517,666666667;2,75690259269785;"September";"Saturday";12;1024,4;94;17;11,1;7,2;10,8;0;21;0;0;0;0
2016-09-17 22:00:00;681,274139404297;628,666666667;8,3681027683885;;;;;;;;;;;;;;;
2016-09-17 23:00:00;674,533584594727;571,333333333;18,0630544798927;;;;;;;;;;;;;;;
2016-09-18 00:00:00;615,205200195312;473,666666667;29,8814637990597;"September";"Sunday";9,8;1024,2;97;6;9,3;7,2;7,2;0;0;0;0;0;0
2016-09-18 01:00:00;515,69889831543;430,833333333;19,6980034775618;;;;;;;;;;;;;;;
2016-09-18 02:00:00;439,4755859375;390,166666667;12,6379118164352;;;;;;;;;;;;;;;
2016-09-18 03:00:00;404,893371582031;418,5;3,25128516558393;"September";"Sunday";10,1;1023,7;98;0,6;9,8;3,6;10,8;0;3;0;0;0;0
2016-09-18 04:00:00;398,501177310944;412,666666667;3,43267108789458;;;;;;;;;;;;;;;
2016-09-18 05:00:00;307,394790649414;348;11,6681636064902;;;;;;;;;;;;;;;
2016-09-18 06:00:00;328,363891601562;311,5;5,4137693744984;"September";"Sunday";10,4;1023,4;99;0,3;10,2;3,6;10,8;0;6;0;0;0;0
2016-09-18 07:00:00;350,131143569946;359,833333333;2,69630099946161;;;;;;;;;;;;;;;
2016-09-18 08:00:00;407,194152832031;434,333333333;6,24846826576889;;;;;;;;;;;;;;;
2016-09-18 09:00:00;518,042846679688;515;0,590844015473301;"September";"Sunday";15,2;1023,5;79;18;11,6;7,2;18;0;9;0;0;0;0
2016-09-18 10:00:00;580,436962127686;553;4,9614759724567;;;;;;;;;;;;;;;
2016-09-18 11:00:00;630,242866516113;582,333333333;8,2271665454735;;;;;;;;;;;;;;;
2016-09-18 12:00:00;598,211242675781;581,333333333;2,90331009336999;"September";"Sunday";18;1023,2;63;35;10,8;10,8;25,2;0;12;0;0;0;0
2016-09-18 13:00:00;530,554000854492;582;8,83951875352368;;;;;;;;;;;;;;;
2016-09-18 14:00:00;507,797500610352;572,166666667;11,2500727159821;;;;;;;;;;;;;;;
2016-09-18 15:00:00;475,190093994141;547,333333333;13,1808598061334;"September";"Sunday";17,7;1023,2;62;50;10,3;10,8;25,2;0;15;0;0;0;0
2016-09-18 16:00:00;439,40503692627;451,333333333;2,64290171493484;;;;;;;;;;;;;;;
2016-09-18 17:00:00;438,071899414062;378,166666667;15,8409606206284;;;;;;;;;;;;;;;
2016-09-18 18:00:00;427,536193847656;400,166666667;6,83953199016246;"September";"Sunday";15,7;1023,5;75;55;11,3;3,6;14,4;0;18;0;0;0;0
2016-09-18 19:00:00;468,085247039795;445,166666667;5,14831457269436;;;;;;;;;;;;;;;
2016-09-18 20:00:00;485,571926116943;453,833333333;6,99344681247889;;;;;;;;;;;;;;;
2016-09-18 21:00:00;511,809844970703;450,5;13,6092885617543;"September";"Sunday";14,2;1023,5;86;35;11,9;0;3,6;0;21;0;0;0;0
2016-09-18 22:00:00;658,228637695312;580,166666667;13,45509411576;;;;;;;;;;;;;;;
2016-09-18 23:00:00;635,828880310059;527;20,6506414250586;;;;;;;;;;;;;;;
2016-09-19 00:00:00;544,956115722656;453,833333333;20,078468392888;"September";"Monday";13,3;1023,3;93;14;12,2;3,6;7,2;0;0;0;0;0;0
2016-09-19 01:00:00;470,685302734375;406,166666667;15,8847688306907;;;;;;;;;;;;;;;
2016-09-19 02:00:00;396,142166137695;370,166666667;7,01724434146922;;;;;;;;;;;;;;;
2016-09-19 03:00:00;374,267272949219;391,166666667;4,32025403948024;"September";"Monday";13,6;1023;96;22;13;3,6;3,6;0;3;0;0;0;0
2016-09-19 04:00:00;358,713974952698;402,333333333;10,8415969462316;;;;;;;;;;;;;;;
2016-09-19 05:00:00;276,065002441406;317,5;13,0503929318406;;;;;;;;;;;;;;;
2016-09-19 06:00:00;317,451110839844;304,166666667;4,36748849517672;"September";"Monday";14,4;1022,9;95;16;13,6;7,2;10,8;0;6;0;0;0;0
2016-09-19 07:00:00;376,719242095947;350,333333333;7,53165806745168;;;;;;;;;;;;;;;
2016-09-19 08:00:00;454,732025146484;407,5;11,5906810175422;;;;;;;;;;;;;;;
2016-09-19 09:00:00;531,613891601562;476,166666667;11,644499461223;"September";"Monday";15,7;1023,1;93;19;14,6;10,8;14,4;;9;0;0;0;0
2016-09-19 10:00:00;567,302227020264;529,166666667;7,20672006675396;;;;;;;;;;;;;;;
2016-09-19 11:00:00;563,719013214111;561,5;0,395193804828375;;;;;;;;;;;;;;;
2016-09-19 12:00:00;568,093505859375;581,833333333;2,36147135038091;"September";"Monday";16,2;1022,8;92;6;14,9;7,2;14,4;0;12;0;0;0;0
2016-09-19 13:00:00;531,676845550537;579,166666667;8,19968134384498;;;;;;;;;;;;;;;
2016-09-19 14:00:00;503,858551025391;567,166666667;11,1621714325428;;;;;;;;;;;;;;;
2016-09-19 15:00:00;531,340881347656;564,5;5,87406884895372;"September";"Monday";17;1022;86;40;14,6;14,4;21,6;0;15;0;0;0;0
2016-09-19 16:00:00;454,595138549805;485,833333333;6,42981710803775;;;;;;;;;;;;;;;
2016-09-19 17:00:00;379,606460571289;393;3,40802529992645;;;;;;;;;;;;;;;
2016-09-19 18:00:00;472,287139892578;457,5;3,23216172515369;"September";"Monday";15,2;1021,9;91;18;13,7;14,4;21,6;0;18;0;0;0;0
2016-09-19 19:00:00;529,474349975586;499,666666667;5,96551367082709;;;;;;;;;;;;;;;
2016-09-19 20:00:00;522,213882446289;473,666666667;10,2492362658525;;;;;;;;;;;;;;;
2016-09-19 21:00:00;523,920288085938;470;11,4724017204122;"September";"Monday";14,3;1021,8;96;7;13,7;10,8;21,6;0;21;0;0;0;0
2016-09-19 22:00:00;659,374130249023;583,166666667;13,0678702912798;;;;;;;;;;;;;;;
2016-09-19 23:00:00;649,890670776367;527,833333333;23,1242192819913;;;;;;;;;;;;;;;
2016-09-20 00:00:00;491,45458984375;440,166666667;11,6519325657049;"September";"Tuesday";14,2;1021;97;4,8;13,7;0;7,2;0;0;0;0;0;0
2016-09-20 01:00:00;425,387054443359;404,333333333;5,20702088467685;;;;;;;;;;;;;;;
2016-09-20 02:00:00;366,684829711914;379,666666667;3,41927224453237;;;;;;;;;;;;;;;
2016-09-20 03:00:00;381,307708740234;399,833333333;4,63333670515575;"September";"Tuesday";13,3;1020,1;98;0,3;13;3,6;3,6;0;3;0;0;0;0
2016-09-20 04:00:00;386,726953029633;412,166666667;6,17219093506192;;;;;;;;;;;;;;;
2016-09-20 05:00:00;284,074401855469;330;13,9168479225852;;;;;;;;;;;;;;;
2016-09-20 06:00:00;326,069091796875;313,833333333;3,89880779518471;"September";"Tuesday";13,5;1020;99;7;13,3;7,2;10,8;0;6;0;0;0;0
2016-09-20 07:00:00;393,668251037598;372,833333333;5,58826581259266;;;;;;;;;;;;;;;
2016-09-20 08:00:00;473,907943725586;469,833333333;0,86724591541444;;;;;;;;;;;;;;;
2016-09-20 09:00:00;515,125732421875;491,666666667;4,77133540776795;"September";"Tuesday";14,5;1020,5;97;4,9;14;7,2;14,4;0;9;0;0;0;0
2016-09-20 10:00:00;536,287296295166;533,5;0,522454788222309;;;;;;;;;;;;;;;
2016-09-20 11:00:00;539,729843139648;541,833333333;0,388217199634494;;;;;;;;;;;;;;;
2016-09-20 12:00:00;534,332641601562;589,833333333;9,40955497001451;"September";"Tuesday";17;1019,9;86;50;14,6;7,2;14,4;0;12;0;0;0;0
2016-09-20 13:00:00;495,270942687988;614,166666667;19,358869575948;;;;;;;;;;;;;;;
2016-09-20 14:00:00;478,283672332764;608,666666667;21,4210834064893;;;;;;;;;;;;;;;
2016-09-20 15:00:00;500,074554443359;568;11,9587052036339;"September";"Tuesday";18,1;1018,5;81;19;14,8;14,4;25,2;0;15;0;0;0;0
2016-09-20 16:00:00;420,652854919434;482,5;12,8180611565941;;;;;;;;;;;;;;;
2016-09-20 17:00:00;341,833801269531;412,333333333;17,0977038149214;;;;;;;;;;;;;;;
2016-09-20 18:00:00;474,805267333984;445,333333333;6,61794925172301;"September";"Tuesday";15,6;1018,6;91;12;14,1;14,4;21,6;0;18;0;0;0;0
2016-09-20 19:00:00;526,071392059326;494,5;6,38450799986374;;;;;;;;;;;;;;;
2016-09-20 20:00:00;519,027927398682;507,666666667;2,23793711063838;;;;;;;;;;;;;;;
2016-09-20 21:00:00;508,495910644531;500,666666667;1,56376377713569;"September";"Tuesday";14,3;1018,9;98;1,6;14;7,2;10,8;;21;0;0;0;0
2016-09-20 22:00:00;657,128570556641;601;9,33919643205335;;;;;;;;;;;;;;;
2016-09-20 23:00:00;555,7624168396;536,333333333;3,62257616655282;;;;;;;;;;;;;;;
