"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_rosee";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-17 06:00:00;313,459045410156;316;0,804099553748022;"September";"North";"Saturday";12,3;1024,7;96;11,7;18;18;0;8;6;0;TRUE
2016-09-17 07:00:00;364,647052764893;369,166666667;1,22427464616795;;;;;;;;;;;;;;
2016-09-17 08:00:00;432,893829345703;452,166666667;4,26233040647608;;;;;;;;;;;;;;
2016-09-17 09:00:00;509,337677001953;515,166666667;1,13147647978837;"September";"North";"Saturday";15,9;1025,3;79;12,3;35;28,8;0;7;9;0;TRUE
2016-09-17 10:00:00;542,408256530762;510,833333333;6,18106163741253;;;;;;;;;;;;;;
2016-09-17 11:00:00;559,582592010498;534,833333333;4,62747123917359;;;;;;;;;;;;;;
2016-09-17 12:00:00;549,384826660156;524,5;4,74448554054457;"September";"North";"Saturday";17,3;1025;67;11,1;25;28,8;0;7;12;0;TRUE
2016-09-17 13:00:00;510,720806121826;567,333333333;9,97870632394955;;;;;;;;;;;;;;
2016-09-17 14:00:00;499,507457733154;606,166666667;17,5956902282849;;;;;;;;;;;;;;
2016-09-17 15:00:00;478,306213378906;556,666666667;14,0767281355773;"September";"North";"Saturday";16,2;1024,1;71;10,9;40;32,4;0;;15;0;TRUE
2016-09-17 16:00:00;448,515405654907;449;0,107927471067433;;;;;;;;;;;;;;
2016-09-17 17:00:00;428,943935394287;401,666666667;6,79102125989986;;;;;;;;;;;;;;
2016-09-17 18:00:00;440,308837890625;454;3,01567447343062;"September";"North";"Saturday";14,5;1024,2;82;11,5;55;21,6;0;;18;0;TRUE
2016-09-17 19:00:00;481,049404144287;489,666666667;1,75982216256781;;;;;;;;;;;;;;
2016-09-17 20:00:00;479,078044891357;499,833333333;4,15244183560982;;;;;;;;;;;;;;
2016-09-17 21:00:00;515,104187011719;517,666666667;0,49500572864383;"September";"West";"Saturday";12;1024,4;94;11,1;17;10,8;0;;21;1;TRUE
2016-09-17 22:00:00;654,585021972656;628,666666667;4,12275004861758;;;;;;;;;;;;;;
2016-09-17 23:00:00;659,908233642578;571,333333333;15,5031914194218;;;;;;;;;;;;;;
2016-09-18 00:00:00;537,729736328125;473,666666667;13,5249267405517;"September";"West";"Sunday";9,8;1024,2;97;9,3;6;7,2;0;;0;1;TRUE
2016-09-18 01:00:00;455,389846801758;430,833333333;5,69977101789791;;;;;;;;;;;;;;
2016-09-18 02:00:00;382,890869140625;390,166666667;1,86479218958619;;;;;;;;;;;;;;
2016-09-18 03:00:00;381,805206298828;418,5;8,76817053791443;"September";"West";"Sunday";10,1;1023,7;98;9,8;0,6;10,8;0;;3;0;TRUE
2016-09-18 04:00:00;376,321628570557;412,666666667;8,80735979719241;;;;;;;;;;;;;;
2016-09-18 05:00:00;304,294273376465;348;12,5591168458434;;;;;;;;;;;;;;
2016-09-18 06:00:00;322,920776367188;311,5;3,66638085623997;"September";"North";"Sunday";10,4;1023,4;99;10,2;0,3;10,8;0;;6;0;TRUE
2016-09-18 07:00:00;347,812688827515;359,833333333;3,34061449898003;;;;;;;;;;;;;;
2016-09-18 08:00:00;405,786560058594;434,333333333;6,57254948758898;;;;;;;;;;;;;;
2016-09-18 09:00:00;510,640960693359;515;0,846415399347694;"September";"North";"Sunday";15,2;1023,5;79;11,6;18;18;0;;9;0;TRUE
2016-09-18 10:00:00;577,978523254395;553;4,51691198090317;;;;;;;;;;;;;;
2016-09-18 11:00:00;591,47127532959;582,333333333;1,5691943897988;;;;;;;;;;;;;;
2016-09-18 12:00:00;562,714538574219;581,333333333;3,20277432777385;"September";"West";"Sunday";18;1023,2;63;10,8;35;25,2;0;7;12;0;TRUE
2016-09-18 13:00:00;499,000507354736;582;14,2610812105264;;;;;;;;;;;;;;
2016-09-18 14:00:00;487,175605773926;572,166666667;14,8542489180934;;;;;;;;;;;;;;
2016-09-18 15:00:00;493,970672607422;547,333333333;9,74957260516638;"September";"West";"Sunday";17,7;1023,2;62;10,3;50;25,2;0;8;15;0;TRUE
2016-09-18 16:00:00;458,993007659912;451,333333333;1,69712134274397;;;;;;;;;;;;;;
2016-09-18 17:00:00;464,607437133789;378,166666667;22,8578502776676;;;;;;;;;;;;;;
2016-09-18 18:00:00;459,391052246094;400,166666667;14,7999297573622;"September";"North";"Sunday";15,7;1023,5;75;11,3;55;14,4;0;8;18;0;TRUE
2016-09-18 19:00:00;508,899261474609;445,166666667;14,3165694064159;;;;;;;;;;;;;;
2016-09-18 20:00:00;492,920978546143;453,833333333;8,61277529485963;;;;;;;;;;;;;;
2016-09-18 21:00:00;498,404510498047;450,5;10,633631631087;"September";"North";"Sunday";14,2;1023,5;86;11,9;35;3,6;0;8;21;1;TRUE
2016-09-18 22:00:00;636,5283203125;580,166666667;9,71473490010934;;;;;;;;;;;;;;
2016-09-18 23:00:00;650,652160644531;527;23,4634080919414;;;;;;;;;;;;;;
2016-09-19 00:00:00;514,79736328125;453,833333333;13,4331318284895;"September";"West";"Monday";13,3;1023,3;93;12,2;14;7,2;0;8;0;1;FALSE
2016-09-19 01:00:00;438,039886474609;406,166666667;7,84732535270822;;;;;;;;;;;;;;
2016-09-19 02:00:00;378,494384765625;370,166666667;2,24972123330504;;;;;;;;;;;;;;
2016-09-19 03:00:00;371,432098388672;391,166666667;5,0450536714899;"September";"South";"Monday";13,6;1023;96;13;22;3,6;0;8;3;0;FALSE
2016-09-19 04:00:00;362,090120315552;402,333333333;10,0024555967228;;;;;;;;;;;;;;
2016-09-19 05:00:00;304,467163085938;317,5;4,10483052411417;;;;;;;;;;;;;;
2016-09-19 06:00:00;308,514099121094;304,166666667;1,42929286161829;"September";"South";"Monday";14,4;1022,9;95;13,6;16;10,8;0;8;6;0;FALSE
2016-09-19 07:00:00;363,545913696289;350,333333333;3,77143112177973;;;;;;;;;;;;;;
2016-09-19 08:00:00;435,32942199707;407,5;6,829306011551;;;;;;;;;;;;;;
2016-09-19 09:00:00;518,823913574219;476,166666667;8,95846977399836;"September";"South";"Monday";15,7;1023,1;93;14,6;19;14,4;;8;9;0;FALSE
2016-09-19 10:00:00;547,956884384155;529,166666667;3,55090728512948;;;;;;;;;;;;;;
2016-09-19 11:00:00;545,585006713867;561,5;2,83437102157307;;;;;;;;;;;;;;
2016-09-19 12:00:00;543,126525878906;581,833333333;6,65255928744474;"September";"West";"Monday";16,2;1022,8;92;14,9;6;14,4;0;8;12;0;FALSE
2016-09-19 13:00:00;526,230701446533;579,166666667;9,14002277187389;;;;;;;;;;;;;;
2016-09-19 14:00:00;523,752285003662;567,166666667;7,65460740463926;;;;;;;;;;;;;;
2016-09-19 15:00:00;520,488647460938;564,5;7,79651949319088;"September";"North";"Monday";17;1022;86;14,6;40;21,6;0;8;15;0;FALSE
2016-09-19 16:00:00;463,711303710938;485,833333333;4,5534194762424;;;;;;;;;;;;;;
2016-09-19 17:00:00;386,050537109375;393;1,76831116809796;;;;;;;;;;;;;;
2016-09-19 18:00:00;464,650756835938;457,5;1,56300695867486;"September";"North";"Monday";15,2;1021,9;91;13,7;18;21,6;0;8;18;0;FALSE
2016-09-19 19:00:00;503,469299316406;499,666666667;0,761033885804609;;;;;;;;;;;;;;
2016-09-19 20:00:00;507,289413452148;473,666666667;7,0983983360573;;;;;;;;;;;;;;
2016-09-19 21:00:00;482,550628662109;470;2,67034652385306;"September";"West";"Monday";14,3;1021,8;96;13,7;7;21,6;0;8;21;1;FALSE
2016-09-19 22:00:00;605,184013366699;583,166666667;3,77548100023207;;;;;;;;;;;;;;
2016-09-19 23:00:00;611,436676025391;527,833333333;15,8389660926637;;;;;;;;;;;;;;
2016-09-20 00:00:00;473,548553466797;440,166666667;7,58391975761566;"September";"North";"Tuesday";14,2;1021;97;13,7;4,8;7,2;0;8;0;1;FALSE
2016-09-20 01:00:00;409,91690826416;404,333333333;1,3809336185898;;;;;;;;;;;;;;
2016-09-20 02:00:00;372,178886413574;379,666666667;1,97219848641419;;;;;;;;;;;;;;
2016-09-20 03:00:00;371,9423828125;399,833333333;6,97564414852603;"September";"East";"Tuesday";13,3;1020,1;98;13;0,3;3,6;0;7;3;0;FALSE
2016-09-20 04:00:00;371,510169267654;412,166666667;9,86409156473418;;;;;;;;;;;;;;
2016-09-20 05:00:00;307,291000366211;330;6,88151504054214;;;;;;;;;;;;;;
2016-09-20 06:00:00;309,561340332031;313,833333333;1,36122984630056;"September";"North";"Tuesday";13,5;1020;99;13,3;7;10,8;0;8;6;0;FALSE
2016-09-20 07:00:00;369,938949584961;372,833333333;0,776321076810452;;;;;;;;;;;;;;
2016-09-20 08:00:00;446,41145324707;469,833333333;4,98514652414607;;;;;;;;;;;;;;
2016-09-20 09:00:00;494,097351074219;491,666666667;0,494376489603475;"September";"North";"Tuesday";14,5;1020,5;97;14;4,9;14,4;0;8;9;0;FALSE
2016-09-20 10:00:00;509,294588088989;533,5;4,53709689053622;;;;;;;;;;;;;;
2016-09-20 11:00:00;526,207237243652;541,833333333;2,88393037638092;;;;;;;;;;;;;;
2016-09-20 12:00:00;529,2197265625;589,833333333;10,2763956095848;"September";"North";"Tuesday";17;1019,9;86;14,6;50;14,4;0;8;12;0;FALSE
2016-09-20 13:00:00;521,752415180206;614,166666667;15,0470965785742;;;;;;;;;;;;;;
2016-09-20 14:00:00;513,28670501709;608,666666667;15,6703113334925;;;;;;;;;;;;;;
2016-09-20 15:00:00;492,816284179688;568;13,2365696866747;"September";"North";"Tuesday";18,1;1018,5;81;14,8;19;25,2;0;7;15;0;FALSE
2016-09-20 16:00:00;413,815551757812;482,5;14,235118806671;;;;;;;;;;;;;;
2016-09-20 17:00:00;362,599060058594;412,333333333;12,0616669218544;;;;;;;;;;;;;;
2016-09-20 18:00:00;457,884094238281;445,333333333;2,81828463442156;"September";"North";"Tuesday";15,6;1018,6;91;14,1;12;21,6;0;8;18;0;FALSE
2016-09-20 19:00:00;500,788028717041;494,5;1,27159326937129;;;;;;;;;;;;;;
2016-09-20 20:00:00;500,31127166748;507,666666667;1,44886309905083;;;;;;;;;;;;;;
2016-09-20 21:00:00;467,039825439453;500,666666667;6,71641302813406;"September";"North";"Tuesday";14,3;1018,9;98;14;1,6;10,8;;8;21;1;FALSE
2016-09-20 22:00:00;600,933929443359;601;0,0109934370450291;;;;;;;;;;;;;;
2016-09-20 23:00:00;514,694030761719;536,333333333;4,03467418980014;;;;;;;;;;;;;;
