"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"Hour";"f_evening"
2016-09-15 06:00:00;338,832977294922;294;15,2493120050755;"September";"North";0;13,8;1010,1;92;12,5;4,6;7,2;18;;6;0
2016-09-15 07:00:00;392,718723297119;357,5;9,8513911320613;;;;;;;;;;;;;
2016-09-15 08:00:00;462,40013885498;459,166666667;0,70420446925113;;;;;;;;;;;;;
2016-09-15 09:00:00;562,871276855469;503;11,9028383410475;"September";"West";0;14;1010,8;98;13,7;2,9;7,2;14,4;9;9;0
2016-09-15 10:00:00;573,419067382812;525,5;9,11875687589201;;;;;;;;;;;;;
2016-09-15 11:00:00;587,170585632324;593,666666667;1,09423038203348;;;;;;;;;;;;;
2016-09-15 12:00:00;591,571105957031;615,5;3,88771633516958;"September";"West";0;16,4;1011,4;95;15,6;2;10,8;14,4;0;12;0
2016-09-15 13:00:00;581,523022651672;625,333333333;7,00591322196445;;;;;;;;;;;;;
2016-09-15 14:00:00;571,501928329468;658;13,1456035973453;;;;;;;;;;;;;
2016-09-15 15:00:00;555,626647949219;613;9,35943752867557;"September";"North";0;16,3;1011,8;91;14,8;19;10,8;18;1;15;0
2016-09-15 16:00:00;494,685623168945;522;5,23263923966565;;;;;;;;;;;;;
2016-09-15 17:00:00;428,806533813477;437;1,87493505412436;;;;;;;;;;;;;
2016-09-15 18:00:00;524,648986816406;485,5;8,06364301058831;"September";"West";0;16,1;1012,8;94;15,1;18;7,2;10,8;;18;1
2016-09-15 19:00:00;552,728935241699;557;0,766797981741612;;;;;;;;;;;;;
2016-09-15 20:00:00;559,975570678711;533,166666667;5,02824082745124;;;;;;;;;;;;;
2016-09-15 21:00:00;523,724243164062;497,666666667;5,23594973148929;"September";"North";0;16,2;1014;96;15,6;10;14,4;25,2;0;21;1
2016-09-15 22:00:00;645,520606994629;616,5;4,70731662524394;;;;;;;;;;;;;
2016-09-15 23:00:00;589,171508789062;541,833333333;8,73666726350506;;;;;;;;;;;;;
2016-09-16 00:00:00;482,499176025391;442,5;9,0393618136476;"September";"West";0;15,9;1014,7;95;15,1;16;18;28,8;0;0;0
2016-09-16 01:00:00;414,552856445312;412,5;0,497662168560606;;;;;;;;;;;;;
2016-09-16 02:00:00;368,903747558594;371,166666667;0,609677352960278;;;;;;;;;;;;;
2016-09-16 03:00:00;390,847381591797;412;5,1341306816027;"September";"North";0;15,2;1015,4;92;13,9;40;21,6;32,4;0;3;0
2016-09-16 04:00:00;367,994966506958;407,166666667;9,62055673188947;;;;;;;;;;;;;
2016-09-16 05:00:00;327,284732818604;341,833333333;4,25605085745802;;;;;;;;;;;;;
2016-09-16 06:00:00;322,06884765625;328;1,80827815358232;"September";"North";0;15,1;1016,8;92;13,8;15;18;36;;6;0
2016-09-16 07:00:00;364,596038818359;425,666666667;14,3470543105543;;;;;;;;;;;;;
2016-09-16 08:00:00;447,400001525879;461,833333333;3,1252252198769;;;;;;;;;;;;;
2016-09-16 09:00:00;529,645751953125;499,166666667;6,10599371340994;"September";"North";0;16,4;1019;76;12,2;13;28,8;39,6;;9;0
2016-09-16 10:00:00;541,91578578949;506;7,09798138132208;;;;;;;;;;;;;
2016-09-16 11:00:00;559,416946411133;536,666666667;4,23918256101591;;;;;;;;;;;;;
2016-09-16 12:00:00;549,3671875;524,833333333;4,67459907913919;"September";"North";0;16,6;1020,4;68;10,7;16;25,2;46,8;0;12;0
2016-09-16 13:00:00;498,391288757324;564,5;11,7110205921481;;;;;;;;;;;;;
2016-09-16 14:00:00;461,936721801758;572,666666667;19,3358460183663;;;;;;;;;;;;;
2016-09-16 15:00:00;476,384063720703;520,833333333;8,53425976556647;"September";"North";0;16,7;1021,1;70;11,2;19;28,8;50,4;0;15;0
2016-09-16 16:00:00;458,41379737854;442,166666667;3,67443589405076;;;;;;;;;;;;;
2016-09-16 17:00:00;472,531290054321;386,666666667;22,2063681173915;;;;;;;;;;;;;
2016-09-16 18:00:00;463,962768554688;447,833333333;3,60166026535903;"September";"North";0;14,5;1022,6;80;11,1;55;18;39,6;0;18;1
2016-09-16 19:00:00;506,626194000244;488,166666667;3,78139856604265;;;;;;;;;;;;;
2016-09-16 20:00:00;502,875949859619;493,5;1,89988852271918;;;;;;;;;;;;;
2016-09-16 21:00:00;524,310668945312;511,333333333;2,53794047177073;"September";"North";0;13,3;1024,3;87;11,2;45;14,4;21,6;0;21;1
2016-09-16 22:00:00;658,05419921875;616,5;6,74034050587997;;;;;;;;;;;;;
2016-09-16 23:00:00;680,094467163086;560,5;21,3371038649573;;;;;;;;;;;;;
2016-09-17 00:00:00;534,693420410156;461,333333333;15,9017529791639;"September";"North";1;12,2;1024,3;94;11,3;19;7,2;14,4;;0;0
2016-09-17 01:00:00;466,481811523438;397,666666667;17,3047304752003;;;;;;;;;;;;;
2016-09-17 02:00:00;382,4833984375;363,333333333;5,27066012050943;;;;;;;;;;;;;
2016-09-17 03:00:00;375,756622314453;398,666666667;5,74666664361064;"September";"West";1;12,6;1024,5;95;11,8;19;10,8;18;0;3;0
2016-09-17 04:00:00;366,38472366333;398,666666667;8,09747734205091;;;;;;;;;;;;;
2016-09-17 05:00:00;308,241256713867;332,166666667;7,20283290108645;;;;;;;;;;;;;
2016-09-17 06:00:00;317,026824951172;316;0,324944604801226;"September";"North";1;12,3;1024,7;96;11,7;18;3,6;18;0;6;0
2016-09-17 07:00:00;372,810405731201;369,166666667;0,987017353733056;;;;;;;;;;;;;
2016-09-17 08:00:00;449,669708251953;452,166666667;0,552220806865842;;;;;;;;;;;;;
2016-09-17 09:00:00;507,795654296875;515,166666667;1,43080149533229;"September";"North";1;15,9;1025,3;79;12,3;35;18;28,8;0;9;0
2016-09-17 10:00:00;523,763097763062;510,833333333;2,53111212334159;;;;;;;;;;;;;
2016-09-17 11:00:00;551,294933319092;534,833333333;3,07789342214435;;;;;;;;;;;;;
2016-09-17 12:00:00;549,255920410156;524,5;4,71990856247021;"September";"North";1;17,3;1025;67;11,1;25;18;28,8;0;12;0
2016-09-17 13:00:00;508,144695281982;567,333333333;10,4327799149916;;;;;;;;;;;;;
2016-09-17 14:00:00;465,834129333496;606,166666667;23,1508172669937;;;;;;;;;;;;;
2016-09-17 15:00:00;490,091033935547;556,666666667;11,9596945026491;"September";"North";1;16,2;1024,1;71;10,9;40;18;32,4;0;15;0
2016-09-17 16:00:00;465,03243637085;449;3,57069852357452;;;;;;;;;;;;;
2016-09-17 17:00:00;465,664855957031;401,666666667;15,9331591593307;;;;;;;;;;;;;
2016-09-17 18:00:00;440,958190917969;454;2,87264517225358;"September";"North";1;14,5;1024,2;82;11,5;55;7,2;21,6;0;18;1
2016-09-17 19:00:00;476,784732818604;489,666666667;2,63075572125005;;;;;;;;;;;;;
2016-09-17 20:00:00;479,237728118896;499,833333333;4,12049454100378;;;;;;;;;;;;;
2016-09-17 21:00:00;516,959899902344;517,666666667;0,136529317061639;"September";"West";1;12;1024,4;94;11,1;17;7,2;10,8;0;21;1
2016-09-17 22:00:00;655,798324584961;628,666666667;4,3157462223669;;;;;;;;;;;;;
2016-09-17 23:00:00;653,356338500977;571,333333333;14,3564186408444;;;;;;;;;;;;;
2016-09-18 00:00:00;544,6064453125;473,666666667;14,9767301855278;"September";"West";1;9,8;1024,2;97;9,3;6;7,2;7,2;0;0;0
2016-09-18 01:00:00;459,64542388916;430,833333333;6,68752585443307;;;;;;;;;;;;;
2016-09-18 02:00:00;395,01106262207;390,166666667;1,24162220121303;;;;;;;;;;;;;
2016-09-18 03:00:00;396,946746826172;418,5;5,15012023269489;"September";"West";1;10,1;1023,7;98;9,8;0,6;3,6;10,8;0;3;0
2016-09-18 04:00:00;395,217484712601;412,666666667;4,2283962732759;;;;;;;;;;;;;
2016-09-18 05:00:00;323,897850036621;348;6,92590516189049;;;;;;;;;;;;;
2016-09-18 06:00:00;318,516571044922;311,5;2,25251076883527;"September";"North";1;10,4;1023,4;99;10,2;0,3;3,6;10,8;0;6;0
2016-09-18 07:00:00;376,031345367432;359,833333333;4,50153182986012;;;;;;;;;;;;;
2016-09-18 08:00:00;443,823738098145;434,333333333;2,18505098199965;;;;;;;;;;;;;
2016-09-18 09:00:00;511,5166015625;515;0,676388046116505;"September";"North";1;15,2;1023,5;79;11,6;18;7,2;18;0;9;0
2016-09-18 10:00:00;521,559829711914;553;5,68538341556708;;;;;;;;;;;;;
2016-09-18 11:00:00;529,231702804565;582,333333333;9,11876883717201;;;;;;;;;;;;;
2016-09-18 12:00:00;538,198486328125;581,333333333;7,41998514992542;"September";"West";1;18;1023,2;63;10,8;35;10,8;25,2;0;12;0
2016-09-18 13:00:00;508,961360931396;582;12,5495943416845;;;;;;;;;;;;;
2016-09-18 14:00:00;475,110137939453;572,166666667;16,9629820088827;;;;;;;;;;;;;
2016-09-18 15:00:00;478,4833984375;547,333333333;12,5791598469321;"September";"West";1;17,7;1023,2;62;10,3;50;10,8;25,2;0;15;0
2016-09-18 16:00:00;447,087522506714;451,333333333;0,940726180123173;;;;;;;;;;;;;
2016-09-18 17:00:00;436,841609954834;378,166666667;15,5156306622606;;;;;;;;;;;;;
2016-09-18 18:00:00;442,886962890625;400,166666667;10,675625878448;"September";"North";1;15,7;1023,5;75;11,3;55;3,6;14,4;0;18;1
2016-09-18 19:00:00;485,723793029785;445,166666667;9,11054878983634;;;;;;;;;;;;;
2016-09-18 20:00:00;468,423343658447;453,833333333;3,21483885246963;;;;;;;;;;;;;
2016-09-18 21:00:00;504,396270751953;450,5;11,9636561047621;"September";"North";1;14,2;1023,5;86;11,9;35;0;3,6;0;21;1
2016-09-18 22:00:00;650,587707519531;580,166666667;12,1380708162868;;;;;;;;;;;;;
2016-09-18 23:00:00;655,748672485352;527;24,4304881376379;;;;;;;;;;;;;
2016-09-19 00:00:00;540,403381347656;453,833333333;19,0752951923731;"September";"West";0;13,3;1023,3;93;12,2;14;3,6;7,2;0;0;0
2016-09-19 01:00:00;471,526084899902;406,166666667;16,091773056918;;;;;;;;;;;;;
2016-09-19 02:00:00;397,980117797852;370,166666667;7,51376437572981;;;;;;;;;;;;;
2016-09-19 03:00:00;385,875885009766;391,166666667;1,35256454807752;"September";"South";0;13,6;1023;96;13;22;3,6;3,6;0;3;0
2016-09-19 04:00:00;379,100417137146;402,333333333;5,7745442077564;;;;;;;;;;;;;
2016-09-19 05:00:00;292,616195678711;317,5;7,83741868387057;;;;;;;;;;;;;
2016-09-19 06:00:00;316,615142822266;304,166666667;4,09264969487736;"September";"South";0;14,4;1022,9;95;13,6;16;7,2;10,8;0;6;0
2016-09-19 07:00:00;384,137275695801;350,333333333;9,64907964686003;;;;;;;;;;;;;
2016-09-19 08:00:00;449,350341796875;407,5;10,2700225268405;;;;;;;;;;;;;
2016-09-19 09:00:00;537,971252441406;476,166666667;12,9796119932159;"September";"South";0;15,7;1023,1;93;14,6;19;10,8;14,4;;9;0
2016-09-19 10:00:00;549,174020767212;529,166666667;3,78091731027389;;;;;;;;;;;;;
2016-09-19 11:00:00;559,162481307983;561,5;0,416298965630739;;;;;;;;;;;;;
2016-09-19 12:00:00;553,611938476562;581,833333333;4,85042592777778;"September";"West";0;16,2;1022,8;92;14,9;6;7,2;14,4;0;12;0
2016-09-19 13:00:00;525,456800460815;579,166666667;9,27364596365242;;;;;;;;;;;;;
2016-09-19 14:00:00;501,243663787842;567,166666667;11,6232153180933;;;;;;;;;;;;;
2016-09-19 15:00:00;514,390380859375;564,5;8,87681472818866;"September";"North";0;17;1022;86;14,6;40;14,4;21,6;0;15;0
2016-09-19 16:00:00;450,421360015869;485,833333333;7,28891389032353;;;;;;;;;;;;;
2016-09-19 17:00:00;380,384292602539;393;3,21010366347607;;;;;;;;;;;;;
2016-09-19 18:00:00;466,788055419922;457,5;2,03017604807036;"September";"North";0;15,2;1021,9;91;13,7;18;14,4;21,6;0;18;1
2016-09-19 19:00:00;497,408620834351;499,666666667;0,451910440156356;;;;;;;;;;;;;
2016-09-19 20:00:00;509,705032348633;473,666666667;7,60838121356948;;;;;;;;;;;;;
2016-09-19 21:00:00;512,682556152344;470;9,08139492603059;"September";"West";0;14,3;1021,8;96;13,7;7;10,8;21,6;0;21;1
2016-09-19 22:00:00;636,983924865723;583,166666667;9,22845239188773;;;;;;;;;;;;;
2016-09-19 23:00:00;642,070693969727;527,833333333;21,642695415876;;;;;;;;;;;;;
2016-09-20 00:00:00;485,574920654297;440,166666667;10,3161500917673;"September";"North";0;14,2;1021;97;13,7;4,8;0;7,2;0;0;0
2016-09-20 01:00:00;415,834999084473;404,333333333;2,84459993853639;;;;;;;;;;;;;
2016-09-20 02:00:00;353,842025756836;379,666666667;6,80192473489238;;;;;;;;;;;;;
2016-09-20 03:00:00;378,061370849609;399,833333333;5,44525947896843;"September";"East";0;13,3;1020,1;98;13;0,3;3,6;3,6;0;3;0
2016-09-20 04:00:00;375,339952707291;412,166666667;8,93490836061777;;;;;;;;;;;;;
2016-09-20 05:00:00;291,464202880859;330;11,6775142785275;;;;;;;;;;;;;
2016-09-20 06:00:00;312,151336669922;313,833333333;0,535952202787009;"September";"North";0;13,5;1020;99;13,3;7;7,2;10,8;0;6;0
2016-09-20 07:00:00;372,372718811035;372,833333333;0,123544350996488;;;;;;;;;;;;;
2016-09-20 08:00:00;439,946067810059;469,833333333;6,36124842631343;;;;;;;;;;;;;
2016-09-20 09:00:00;511,128509521484;491,666666667;3,95834091955346;"September";"North";0;14,5;1020,5;97;14;4,9;7,2;14,4;0;9;0
2016-09-20 10:00:00;526,47954750061;533,5;1,31592361750509;;;;;;;;;;;;;
2016-09-20 11:00:00;548,739681243896;541,833333333;1,27462588327912;;;;;;;;;;;;;
2016-09-20 12:00:00;526,510498046875;589,833333333;10,7357166351219;"September";"North";0;17;1019,9;86;14,6;50;7,2;14,4;0;12;0
2016-09-20 13:00:00;498,513689041138;614,166666667;18,8308783108493;;;;;;;;;;;;;
2016-09-20 14:00:00;465,855018615723;608,666666667;23,4630308955968;;;;;;;;;;;;;
2016-09-20 15:00:00;495,675872802734;568;12,7331209854341;"September";"North";0;18,1;1018,5;81;14,8;19;14,4;25,2;0;15;0
2016-09-20 16:00:00;411,334289550781;482,5;14,7493700412889;;;;;;;;;;;;;
2016-09-20 17:00:00;338,052795410156;412,333333333;18,0146817921351;;;;;;;;;;;;;
2016-09-20 18:00:00;469,695190429688;445,333333333;5,47047689297285;"September";"North";0;15,6;1018,6;91;14,1;12;14,4;21,6;0;18;1
2016-09-20 19:00:00;512,443241119385;494,5;3,62856241039126;;;;;;;;;;;;;
2016-09-20 20:00:00;509,907024383545;507,666666667;0,441304868655962;;;;;;;;;;;;;
2016-09-20 21:00:00;513,624816894531;500,666666667;2,58817913998454;"September";"North";0;14,3;1018,9;98;14;1,6;7,2;10,8;;21;1
2016-09-20 22:00:00;653,569885253906;601;8,74706909382799;;;;;;;;;;;;;
2016-09-20 23:00:00;581,664840698242;536,333333333;8,45211448699882;;;;;;;;;;;;;
