"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-15 00:00:00;519,062744140625;445,333333333;16,5560054208863;"September";"North";"Thursday";13,4;1010,4;89;60;14,4;0;8;0;0;FALSE
2016-09-15 01:00:00;459,891532897949;393,166666667;16,9711402028553;;;;;;;;;;;;;
2016-09-15 02:00:00;396,249084472656;358,5;10,5297306757758;;;;;;;;;;;;;
2016-09-15 03:00:00;375,078277587891;383,833333333;2,28095243033877;"September";"East";"Thursday";12,7;1009,8;94;60;7,2;0;7;3;0;FALSE
2016-09-15 04:00:00;367,661590576172;396,833333333;7,35113215208382;;;;;;;;;;;;;
2016-09-15 05:00:00;309,815055847168;316;1,95726080785824;;;;;;;;;;;;;
2016-09-15 06:00:00;322,062042236328;294;9,54491232528168;"September";"North";"Thursday";13,8;1010,1;92;4,6;18;;8;6;0;FALSE
2016-09-15 07:00:00;378,129016876221;357,5;5,77035437097083;;;;;;;;;;;;;
2016-09-15 08:00:00;458,440582275391;459,166666667;0,158130901983781;;;;;;;;;;;;;
2016-09-15 09:00:00;537,34619140625;503;6,82826866923459;"September";"West";"Thursday";14;1010,8;98;2,9;14,4;9;8;9;0;FALSE
2016-09-15 10:00:00;556,103429794312;525,5;5,82367836238088;;;;;;;;;;;;;
2016-09-15 11:00:00;579,598049163818;593,666666667;2,36978397021455;;;;;;;;;;;;;
2016-09-15 12:00:00;582,481201171875;615,5;5,36454895664094;"September";"West";"Thursday";16,4;1011,4;95;2;14,4;0;8;12;0;FALSE
2016-09-15 13:00:00;568,733748435974;625,333333333;9,05110632682134;;;;;;;;;;;;;
2016-09-15 14:00:00;522,937580108643;658;20,5262036309054;;;;;;;;;;;;;
2016-09-15 15:00:00;530,505920410156;613;13,4574354958962;"September";"North";"Thursday";16,3;1011,8;91;19;18;1;8;15;0;FALSE
2016-09-15 16:00:00;485,981384277344;522;6,90011795453185;;;;;;;;;;;;;
2016-09-15 17:00:00;471,898727416992;437;7,98597881395702;;;;;;;;;;;;;
2016-09-15 18:00:00;487,161407470703;485,5;0,34220545225605;"September";"West";"Thursday";16,1;1012,8;94;18;10,8;;8;18;0;FALSE
2016-09-15 19:00:00;539,033592224121;557;3,22556692565151;;;;;;;;;;;;;
2016-09-15 20:00:00;518,33603477478;533,166666667;2,78161273376876;;;;;;;;;;;;;
2016-09-15 21:00:00;512,036865234375;497,666666667;2,88751478245788;"September";"North";"Thursday";16,2;1014;96;10;25,2;0;8;21;1;FALSE
2016-09-15 22:00:00;635,498664855957;616,5;3,08169746244234;;;;;;;;;;;;;
2016-09-15 23:00:00;571,474025726318;541,833333333;5,47044461273514;;;;;;;;;;;;;
2016-09-16 00:00:00;463,194885253906;442,5;4,67681022687147;"September";"West";"Friday";15,9;1014,7;95;16;28,8;0;8;0;0;FALSE
2016-09-16 01:00:00;402,365585327148;412,5;2,45682779947917;;;;;;;;;;;;;
2016-09-16 02:00:00;350,05542755127;371,166666667;5,68780577881765;;;;;;;;;;;;;
2016-09-16 03:00:00;373,377777099609;412;9,37432594669675;"September";"North";"Friday";15,2;1015,4;92;40;32,4;0;8;3;0;FALSE
2016-09-16 04:00:00;360,29064655304;407,166666667;11,5127351896657;;;;;;;;;;;;;
2016-09-16 05:00:00;302,075141906738;341,833333333;11,6308702368505;;;;;;;;;;;;;
2016-09-16 06:00:00;317,918334960938;328;3,07367836556784;"September";"North";"Friday";15,1;1016,8;92;15;36;;8;6;0;FALSE
2016-09-16 07:00:00;381,716613769531;425,666666667;10,324992849828;;;;;;;;;;;;;
2016-09-16 08:00:00;440,629608154297;461,833333333;4,59120718413246;;;;;;;;;;;;;
2016-09-16 09:00:00;506,020324707031;499,166666667;1,37301997462971;"September";"North";"Friday";16,4;1019;76;13;39,6;;6;9;0;FALSE
2016-09-16 10:00:00;525,219228744507;506;3,79826655029779;;;;;;;;;;;;;
2016-09-16 11:00:00;546,775970458984;536,666666667;1,88372120347419;;;;;;;;;;;;;
2016-09-16 12:00:00;539,466247558594;524,833333333;2,78810687054995;"September";"North";"Friday";16,6;1020,4;68;16;46,8;0;7;12;0;FALSE
2016-09-16 13:00:00;499,214767456055;564,5;11,565143054729;;;;;;;;;;;;;
2016-09-16 14:00:00;468,84105682373;572,666666667;18,1301996233776;;;;;;;;;;;;;
2016-09-16 15:00:00;482,088256835938;520,833333333;7,43905468744077;"September";"North";"Friday";16,7;1021,1;70;19;50,4;0;8;15;0;FALSE
2016-09-16 16:00:00;463,927694320679;442,166666667;4,92145367214375;;;;;;;;;;;;;
2016-09-16 17:00:00;470,811412811279;386,666666667;21,7615722786742;;;;;;;;;;;;;
2016-09-16 18:00:00;443,360229492188;447,833333333;0,998832268138998;"September";"North";"Friday";14,5;1022,6;80;55;39,6;0;;18;0;FALSE
2016-09-16 19:00:00;487,00025177002;488,166666667;0,23893784164828;;;;;;;;;;;;;
2016-09-16 20:00:00;501,672828674316;493,5;1,65609496946634;;;;;;;;;;;;;
2016-09-16 21:00:00;504,629211425781;511,333333333;1,31110597924833;"September";"North";"Friday";13,3;1024,3;87;45;21,6;0;;21;1;FALSE
2016-09-16 22:00:00;638,14143371582;616,5;3,51037043241205;;;;;;;;;;;;;
2016-09-16 23:00:00;644,844268798828;560,5;15,0480408204867;;;;;;;;;;;;;
2016-09-17 00:00:00;553,341918945312;461,333333333;19,9440575749376;"September";"North";"Saturday";12,2;1024,3;94;19;14,4;;;0;0;TRUE
2016-09-17 01:00:00;461,898880004883;397,666666667;16,1522749382638;;;;;;;;;;;;;
2016-09-17 02:00:00;399,814041137695;363,333333333;10,040561781118;;;;;;;;;;;;;
2016-09-17 03:00:00;383,440612792969;398,666666667;3,81924428278057;"September";"West";"Saturday";12,6;1024,5;95;19;18;0;;3;0;TRUE
2016-09-17 04:00:00;371,242413520813;398,666666667;6,87899326408798;;;;;;;;;;;;;
2016-09-17 05:00:00;330,451881408691;332,166666667;0,516242425983007;;;;;;;;;;;;;
2016-09-17 06:00:00;317,321624755859;316;0,418235682233979;"September";"North";"Saturday";12,3;1024,7;96;18;18;0;8;6;0;TRUE
2016-09-17 07:00:00;367,572490692139;369,166666667;0,431830963844669;;;;;;;;;;;;;
2016-09-17 08:00:00;437,545295715332;452,166666667;3,23362424290244;;;;;;;;;;;;;
2016-09-17 09:00:00;503,220458984375;515,166666667;2,31890152363971;"September";"North";"Saturday";15,9;1025,3;79;35;28,8;0;7;9;0;TRUE
2016-09-17 10:00:00;534,762041091919;510,833333333;4,68424947972618;;;;;;;;;;;;;
2016-09-17 11:00:00;541,579391479492;534,833333333;1,26133838825111;;;;;;;;;;;;;
2016-09-17 12:00:00;540,109008789062;524,5;2,97597879677073;"September";"North";"Saturday";17,3;1025;67;25;28,8;0;7;12;0;TRUE
2016-09-17 13:00:00;504,205722808838;567,333333333;11,1270758855815;;;;;;;;;;;;;
2016-09-17 14:00:00;473,191314697266;606,166666667;21,9370940835295;;;;;;;;;;;;;
2016-09-17 15:00:00;477,058837890625;556,666666667;14,3008075646097;"September";"North";"Saturday";16,2;1024,1;71;40;32,4;0;;15;0;TRUE
2016-09-17 16:00:00;450,912977218628;449;0,426052832656554;;;;;;;;;;;;;
2016-09-17 17:00:00;443,997688293457;401,666666667;10,5388435584453;;;;;;;;;;;;;
2016-09-17 18:00:00;454,283752441406;454;0,0625005377546806;"September";"North";"Saturday";14,5;1024,2;82;55;21,6;0;;18;0;TRUE
2016-09-17 19:00:00;495,115207672119;489,666666667;1,11270408545584;;;;;;;;;;;;;
2016-09-17 20:00:00;485,853717803955;499,833333333;2,79685539094116;;;;;;;;;;;;;
2016-09-17 21:00:00;514,17578125;517,666666667;0,674350048357575;"September";"West";"Saturday";12;1024,4;94;17;10,8;0;;21;1;TRUE
2016-09-17 22:00:00;653,066314697266;628,666666667;3,88117412994476;;;;;;;;;;;;;
2016-09-17 23:00:00;663,248992919922;571,333333333;16,087921748012;;;;;;;;;;;;;
2016-09-18 00:00:00;506,005157470703;473,666666667;6,82726758698389;"September";"West";"Sunday";9,8;1024,2;97;6;7,2;0;;0;0;TRUE
2016-09-18 01:00:00;419,777465820312;430,833333333;2,56615880372055;;;;;;;;;;;;;
2016-09-18 02:00:00;356,994216918945;390,166666667;8,50212295976754;;;;;;;;;;;;;
2016-09-18 03:00:00;382,161285400391;418,5;8,68308592583259;"September";"West";"Sunday";10,1;1023,7;98;0,6;10,8;0;;3;0;TRUE
2016-09-18 04:00:00;376,321148872375;412,666666667;8,8074760406935;;;;;;;;;;;;;
2016-09-18 05:00:00;303,542640686035;348;12,7751032511393;;;;;;;;;;;;;
2016-09-18 06:00:00;318,573822021484;311,5;2,27088989453752;"September";"North";"Sunday";10,4;1023,4;99;0,3;10,8;0;;6;0;TRUE
2016-09-18 07:00:00;344,729772567749;359,833333333;4,19737677589577;;;;;;;;;;;;;
2016-09-18 08:00:00;401,576286315918;434,333333333;7,54191412519735;;;;;;;;;;;;;
2016-09-18 09:00:00;509,179901123047;515;1,13011628678701;"September";"North";"Sunday";15,2;1023,5;79;18;18;0;;9;0;TRUE
2016-09-18 10:00:00;580,16202545166;553;4,91175867118629;;;;;;;;;;;;;
2016-09-18 11:00:00;583,575347900391;582,333333333;0,213282409969885;;;;;;;;;;;;;
2016-09-18 12:00:00;548,601379394531;581,333333333;5,63049666373066;"September";"West";"Sunday";18;1023,2;63;35;25,2;0;7;12;0;TRUE
2016-09-18 13:00:00;490,599086761475;582;15,7046242677879;;;;;;;;;;;;;
2016-09-18 14:00:00;473,616157531738;572,166666667;17,2240913140468;;;;;;;;;;;;;
2016-09-18 15:00:00;501,815979003906;547,333333333;8,31620359240953;"September";"West";"Sunday";17,7;1023,2;62;50;25,2;0;8;15;0;TRUE
2016-09-18 16:00:00;450,665187835693;451,333333333;0,148038145636732;;;;;;;;;;;;;
2016-09-18 17:00:00;429,904754638672;378,166666667;13,681292544282;;;;;;;;;;;;;
2016-09-18 18:00:00;443,087768554688;400,166666667;10,7258063859188;"September";"North";"Sunday";15,7;1023,5;75;55;14,4;0;8;18;0;TRUE
2016-09-18 19:00:00;488,946197509766;445,166666667;9,83441351764871;;;;;;;;;;;;;
2016-09-18 20:00:00;493,276588439941;453,833333333;8,69113223069491;;;;;;;;;;;;;
2016-09-18 21:00:00;478,786071777344;450,5;6,2788172646712;"September";"North";"Sunday";14,2;1023,5;86;35;3,6;0;8;21;1;TRUE
2016-09-18 22:00:00;616,001663208008;580,166666667;6,17667277351116;;;;;;;;;;;;;
2016-09-18 23:00:00;612,870986938477;527;16,2943049219121;;;;;;;;;;;;;
2016-09-19 00:00:00;508,600006103516;453,833333333;12,0675738752602;"September";"West";"Monday";13,3;1023,3;93;14;7,2;0;8;0;0;FALSE
2016-09-19 01:00:00;436,400611877441;406,166666667;7,44372881668032;;;;;;;;;;;;;
2016-09-19 02:00:00;369,012756347656;370,166666667;0,311727236202447;;;;;;;;;;;;;
2016-09-19 03:00:00;380,768798828125;391,166666667;2,65816817354908;"September";"South";"Monday";13,6;1023;96;22;3,6;0;8;3;0;FALSE
2016-09-19 04:00:00;371,454941749573;402,333333333;7,67482806548123;;;;;;;;;;;;;
2016-09-19 05:00:00;320,480564117432;317,5;0,938760351946973;;;;;;;;;;;;;
2016-09-19 06:00:00;311,990325927734;304,166666667;2,57216194873177;"September";"South";"Monday";14,4;1022,9;95;16;10,8;0;8;6;0;FALSE
2016-09-19 07:00:00;368,192268371582;350,333333333;5,09769791777328;;;;;;;;;;;;;
2016-09-19 08:00:00;442,950347900391;407,5;8,69947187739647;;;;;;;;;;;;;
2016-09-19 09:00:00;499,275024414062;476,166666667;4,85299777676856;"September";"South";"Monday";15,7;1023,1;93;19;14,4;;8;9;0;FALSE
2016-09-19 10:00:00;528,715951919556;529,166666667;0,0851744404618603;;;;;;;;;;;;;
2016-09-19 11:00:00;523,004959106445;561,5;6,85575082699104;;;;;;;;;;;;;
2016-09-19 12:00:00;534,01220703125;581,833333333;8,21904204556473;"September";"West";"Monday";16,2;1022,8;92;6;14,4;0;8;12;0;FALSE
2016-09-19 13:00:00;518,652395248413;579,166666667;10,4485072952896;;;;;;;;;;;;;
2016-09-19 14:00:00;473,507991790771;567,166666667;16,5134307745237;;;;;;;;;;;;;
2016-09-19 15:00:00;506,110809326172;564,5;10,3435235914665;"September";"North";"Monday";17;1022;86;40;21,6;0;8;15;0;FALSE
2016-09-19 16:00:00;462,691410064697;485,833333333;4,76334612726969;;;;;;;;;;;;;
2016-09-19 17:00:00;427,595123291016;393;8,802830353948;;;;;;;;;;;;;
2016-09-19 18:00:00;454,908477783203;457,5;0,566452943562158;"September";"North";"Monday";15,2;1021,9;91;18;21,6;0;8;18;0;FALSE
2016-09-19 19:00:00;488,613212585449;499,666666667;2,21216559337093;;;;;;;;;;;;;
2016-09-19 20:00:00;498,204486846924;473,666666667;5,18039834903023;;;;;;;;;;;;;
2016-09-19 21:00:00;501,938934326172;470;6,7955179417387;"September";"West";"Monday";14,3;1021,8;96;7;21,6;0;8;21;1;FALSE
2016-09-19 22:00:00;624,109481811523;583,166666667;7,02077424598458;;;;;;;;;;;;;
2016-09-19 23:00:00;622,773292541504;527,833333333;17,98673050999;;;;;;;;;;;;;
2016-09-20 00:00:00;465,863494873047;440,166666667;5,83797687376616;"September";"North";"Tuesday";14,2;1021;97;4,8;7,2;0;8;0;0;FALSE
2016-09-20 01:00:00;399,45580291748;404,333333333;1,20631420004704;;;;;;;;;;;;;
2016-09-20 02:00:00;350,056243896484;379,666666667;7,79905779731948;;;;;;;;;;;;;
2016-09-20 03:00:00;375,175079345703;399,833333333;6,16713313563587;"September";"East";"Tuesday";13,3;1020,1;98;0,3;3,6;0;7;3;0;FALSE
2016-09-20 04:00:00;375,784693837166;412,166666667;8,8270051346069;;;;;;;;;;;;;
2016-09-20 05:00:00;313,854820251465;330;4,89247871167732;;;;;;;;;;;;;
2016-09-20 06:00:00;313,082000732422;313,833333333;0,239404970975754;"September";"North";"Tuesday";13,5;1020;99;7;10,8;0;8;6;0;FALSE
2016-09-20 07:00:00;375,091693878174;372,833333333;0,605729247700276;;;;;;;;;;;;;
2016-09-20 08:00:00;449,933380126953;469,833333333;4,23553455964405;;;;;;;;;;;;;
2016-09-20 09:00:00;500,284790039062;491,666666667;1,75283865194372;"September";"North";"Tuesday";14,5;1020,5;97;4,9;14,4;0;8;9;0;FALSE
2016-09-20 10:00:00;511,786214828491;533,5;4,07006282502508;;;;;;;;;;;;;
2016-09-20 11:00:00;534,172019958496;541,833333333;1,41396125029382;;;;;;;;;;;;;
2016-09-20 12:00:00;522,682678222656;589,833333333;11,3846829800026;"September";"North";"Tuesday";17;1019,9;86;50;14,4;0;8;12;0;FALSE
2016-09-20 13:00:00;511,891800880432;614,166666667;16,6526240086587;;;;;;;;;;;;;
2016-09-20 14:00:00;469,663314819336;608,666666667;22,8373524393627;;;;;;;;;;;;;
2016-09-20 15:00:00;473,59423828125;568;16,620732696963;"September";"North";"Tuesday";18,1;1018,5;81;19;25,2;0;7;15;0;FALSE
2016-09-20 16:00:00;396,985801696777;482,5;17,7231499074037;;;;;;;;;;;;;
2016-09-20 17:00:00;352,878005981445;412,333333333;14,4192386463062;;;;;;;;;;;;;
2016-09-20 18:00:00;460,919036865234;445,333333333;3,49978372730076;"September";"North";"Tuesday";15,6;1018,6;91;12;21,6;0;8;18;0;FALSE
2016-09-20 19:00:00;499,747325897217;494,5;1,06113769407822;;;;;;;;;;;;;
2016-09-20 20:00:00;509,170162200928;507,666666667;0,296158017188457;;;;;;;;;;;;;
2016-09-20 21:00:00;500,345520019531;500,666666667;0,0641438044211488;"September";"North";"Tuesday";14,3;1018,9;98;1,6;10,8;;8;21;1;FALSE
2016-09-20 22:00:00;638,773880004883;601;6,28517138184406;;;;;;;;;;;;;
2016-09-20 23:00:00;549,004768371582;536,333333333;2,36260441987381;;;;;;;;;;;;;
