"date_time";"fuseau_hor";"dt_posix";"puissance"
"2015-09-21T22:59:59+02:00";"+02:00";2015-09-21 23:00:00;667,333333333
"2015-09-21T23:59:59+02:00";"+02:00";2015-09-22 00:00:00;540,166666667
"2015-09-22T00:59:59+02:00";"+02:00";2015-09-22 01:00:00;468,5
"2015-09-22T01:59:59+02:00";"+02:00";2015-09-22 02:00:00;404
"2015-09-22T02:59:59+02:00";"+02:00";2015-09-22 03:00:00;360,666666667
"2015-09-22T03:59:59+02:00";"+02:00";2015-09-22 04:00:00;359
"2015-09-22T04:59:59+02:00";"+02:00";2015-09-22 05:00:00;348,666666667
"2015-09-22T05:59:59+02:00";"+02:00";2015-09-22 06:00:00;338,333333333
"2015-09-22T06:59:59+02:00";"+02:00";2015-09-22 07:00:00;368,333333333
"2015-09-22T07:59:59+02:00";"+02:00";2015-09-22 08:00:00;472,5
"2015-09-22T08:59:59+02:00";"+02:00";2015-09-22 09:00:00;551,833333333
"2015-09-22T09:59:59+02:00";"+02:00";2015-09-22 10:00:00;546
"2015-09-22T10:59:59+02:00";"+02:00";2015-09-22 11:00:00;551
"2015-09-22T11:59:59+02:00";"+02:00";2015-09-22 12:00:00;563,166666667
"2015-09-22T12:59:59+02:00";"+02:00";2015-09-22 13:00:00;504,5
"2015-09-22T13:59:59+02:00";"+02:00";2015-09-22 14:00:00;480,333333333
"2015-09-22T14:59:59+02:00";"+02:00";2015-09-22 15:00:00;448,166666667
"2015-09-22T15:59:59+02:00";"+02:00";2015-09-22 16:00:00;438,666666667
"2015-09-22T16:59:59+02:00";"+02:00";2015-09-22 17:00:00;440,166666667
"2015-09-22T17:59:59+02:00";"+02:00";2015-09-22 18:00:00;450
"2015-09-22T18:59:59+02:00";"+02:00";2015-09-22 19:00:00;494,833333333
"2015-09-22T19:59:59+02:00";"+02:00";2015-09-22 20:00:00;527,166666667
"2015-09-22T20:59:59+02:00";"+02:00";2015-09-22 21:00:00;555,833333333
"2015-09-22T21:59:59+02:00";"+02:00";2015-09-22 22:00:00;691,5
"2015-09-22T22:59:59+02:00";"+02:00";2015-09-22 23:00:00;692
"2015-09-22T23:59:59+02:00";"+02:00";2015-09-23 00:00:00;566,5
"2015-09-23T00:59:59+02:00";"+02:00";2015-09-23 01:00:00;481,333333333
"2015-09-23T01:59:59+02:00";"+02:00";2015-09-23 02:00:00;406,5
"2015-09-23T02:59:59+02:00";"+02:00";2015-09-23 03:00:00;383,166666667
"2015-09-23T03:59:59+02:00";"+02:00";2015-09-23 04:00:00;364,166666667
"2015-09-23T04:59:59+02:00";"+02:00";2015-09-23 05:00:00;340,166666667
"2015-09-23T05:59:59+02:00";"+02:00";2015-09-23 06:00:00;342,333333333
"2015-09-23T06:59:59+02:00";"+02:00";2015-09-23 07:00:00;385,333333333
"2015-09-23T07:59:59+02:00";"+02:00";2015-09-23 08:00:00;491,5
"2015-09-23T08:59:59+02:00";"+02:00";2015-09-23 09:00:00;584
"2015-09-23T09:59:59+02:00";"+02:00";2015-09-23 10:00:00;586,166666667
"2015-09-23T10:59:59+02:00";"+02:00";2015-09-23 11:00:00;555,833333333
"2015-09-23T11:59:59+02:00";"+02:00";2015-09-23 12:00:00;556,666666667
"2015-09-23T12:59:59+02:00";"+02:00";2015-09-23 13:00:00;492,666666667
"2015-09-23T13:59:59+02:00";"+02:00";2015-09-23 14:00:00;459,666666667
"2015-09-23T14:59:59+02:00";"+02:00";2015-09-23 15:00:00;442
"2015-09-23T15:59:59+02:00";"+02:00";2015-09-23 16:00:00;420,666666667
"2015-09-23T16:59:59+02:00";"+02:00";2015-09-23 17:00:00;444
"2015-09-23T17:59:59+02:00";"+02:00";2015-09-23 18:00:00;516,333333333
"2015-09-23T18:59:59+02:00";"+02:00";2015-09-23 19:00:00;579,666666667
"2015-09-23T19:59:59+02:00";"+02:00";2015-09-23 20:00:00;567
"2015-09-23T20:59:59+02:00";"+02:00";2015-09-23 21:00:00;570,166666667
"2015-09-23T21:59:59+02:00";"+02:00";2015-09-23 22:00:00;684
"2015-09-23T22:59:59+02:00";"+02:00";2015-09-23 23:00:00;703,833333333
"2015-09-23T23:59:59+02:00";"+02:00";2015-09-24 00:00:00;557,333333333
"2015-09-24T00:59:59+02:00";"+02:00";2015-09-24 01:00:00;486,5
"2015-09-24T01:59:59+02:00";"+02:00";2015-09-24 02:00:00;404,666666667
"2015-09-24T02:59:59+02:00";"+02:00";2015-09-24 03:00:00;380,333333333
"2015-09-24T03:59:59+02:00";"+02:00";2015-09-24 04:00:00;372,833333333
"2015-09-24T04:59:59+02:00";"+02:00";2015-09-24 05:00:00;344
"2015-09-24T05:59:59+02:00";"+02:00";2015-09-24 06:00:00;321
"2015-09-24T06:59:59+02:00";"+02:00";2015-09-24 07:00:00;396,833333333
"2015-09-24T07:59:59+02:00";"+02:00";2015-09-24 08:00:00;511,333333333
"2015-09-24T08:59:59+02:00";"+02:00";2015-09-24 09:00:00;572,5
"2015-09-24T09:59:59+02:00";"+02:00";2015-09-24 10:00:00;580,666666667
"2015-09-24T10:59:59+02:00";"+02:00";2015-09-24 11:00:00;555,5
"2015-09-24T11:59:59+02:00";"+02:00";2015-09-24 12:00:00;557,666666667
"2015-09-24T12:59:59+02:00";"+02:00";2015-09-24 13:00:00;527,666666667
"2015-09-24T13:59:59+02:00";"+02:00";2015-09-24 14:00:00;488,333333333
"2015-09-24T14:59:59+02:00";"+02:00";2015-09-24 15:00:00;459,166666667
"2015-09-24T15:59:59+02:00";"+02:00";2015-09-24 16:00:00;430,5
"2015-09-24T16:59:59+02:00";"+02:00";2015-09-24 17:00:00;425,5
"2015-09-24T17:59:59+02:00";"+02:00";2015-09-24 18:00:00;491,166666667
"2015-09-24T18:59:59+02:00";"+02:00";2015-09-24 19:00:00;510,5
"2015-09-24T19:59:59+02:00";"+02:00";2015-09-24 20:00:00;529,5
"2015-09-24T20:59:59+02:00";"+02:00";2015-09-24 21:00:00;524,166666667
"2015-09-24T21:59:59+02:00";"+02:00";2015-09-24 22:00:00;645
"2015-09-24T22:59:59+02:00";"+02:00";2015-09-24 23:00:00;689,333333333
"2015-09-24T23:59:59+02:00";"+02:00";2015-09-25 00:00:00;549,333333333
"2015-09-25T00:59:59+02:00";"+02:00";2015-09-25 01:00:00;485,166666667
"2015-09-25T01:59:59+02:00";"+02:00";2015-09-25 02:00:00;390,333333333
"2015-09-25T02:59:59+02:00";"+02:00";2015-09-25 03:00:00;359
"2015-09-25T03:59:59+02:00";"+02:00";2015-09-25 04:00:00;359
"2015-09-25T04:59:59+02:00";"+02:00";2015-09-25 05:00:00;330,5
"2015-09-25T05:59:59+02:00";"+02:00";2015-09-25 06:00:00;333
"2015-09-25T06:59:59+02:00";"+02:00";2015-09-25 07:00:00;403
"2015-09-25T07:59:59+02:00";"+02:00";2015-09-25 08:00:00;457,333333333
"2015-09-25T08:59:59+02:00";"+02:00";2015-09-25 09:00:00;529,666666667
"2015-09-25T09:59:59+02:00";"+02:00";2015-09-25 10:00:00;551,333333333
"2015-09-25T10:59:59+02:00";"+02:00";2015-09-25 11:00:00;534,166666667
"2015-09-25T11:59:59+02:00";"+02:00";2015-09-25 12:00:00;537
"2015-09-25T12:59:59+02:00";"+02:00";2015-09-25 13:00:00;493,5
"2015-09-25T13:59:59+02:00";"+02:00";2015-09-25 14:00:00;453,333333333
"2015-09-25T14:59:59+02:00";"+02:00";2015-09-25 15:00:00;438
"2015-09-25T15:59:59+02:00";"+02:00";2015-09-25 16:00:00;419,166666667
"2015-09-25T16:59:59+02:00";"+02:00";2015-09-25 17:00:00;414
"2015-09-25T17:59:59+02:00";"+02:00";2015-09-25 18:00:00;449,5
"2015-09-25T18:59:59+02:00";"+02:00";2015-09-25 19:00:00;513,333333333
"2015-09-25T19:59:59+02:00";"+02:00";2015-09-25 20:00:00;535,333333333
"2015-09-25T20:59:59+02:00";"+02:00";2015-09-25 21:00:00;564,5
"2015-09-25T21:59:59+02:00";"+02:00";2015-09-25 22:00:00;732,833333333
"2015-09-25T22:59:59+02:00";"+02:00";2015-09-25 23:00:00;746
"2015-09-25T23:59:59+02:00";"+02:00";2015-09-26 00:00:00;603,333333333
"2015-09-26T00:59:59+02:00";"+02:00";2015-09-26 01:00:00;478
"2015-09-26T01:59:59+02:00";"+02:00";2015-09-26 02:00:00;426,5
"2015-09-26T02:59:59+02:00";"+02:00";2015-09-26 03:00:00;379
"2015-09-26T03:59:59+02:00";"+02:00";2015-09-26 04:00:00;369,166666667
"2015-09-26T04:59:59+02:00";"+02:00";2015-09-26 05:00:00;345
"2015-09-26T05:59:59+02:00";"+02:00";2015-09-26 06:00:00;337,833333333
"2015-09-26T06:59:59+02:00";"+02:00";2015-09-26 07:00:00;396
"2015-09-26T07:59:59+02:00";"+02:00";2015-09-26 08:00:00;471
"2015-09-26T08:59:59+02:00";"+02:00";2015-09-26 09:00:00;554,333333333
"2015-09-26T09:59:59+02:00";"+02:00";2015-09-26 10:00:00;528,333333333
"2015-09-26T10:59:59+02:00";"+02:00";2015-09-26 11:00:00;558,166666667
"2015-09-26T11:59:59+02:00";"+02:00";2015-09-26 12:00:00;557,333333333
"2015-09-26T12:59:59+02:00";"+02:00";2015-09-26 13:00:00;528,5
"2015-09-26T13:59:59+02:00";"+02:00";2015-09-26 14:00:00;468,5
"2015-09-26T14:59:59+02:00";"+02:00";2015-09-26 15:00:00;452,833333333
"2015-09-26T15:59:59+02:00";"+02:00";2015-09-26 16:00:00;440,833333333
"2015-09-26T16:59:59+02:00";"+02:00";2015-09-26 17:00:00;442,166666667
"2015-09-26T17:59:59+02:00";"+02:00";2015-09-26 18:00:00;476,666666667
"2015-09-26T18:59:59+02:00";"+02:00";2015-09-26 19:00:00;558,166666667
"2015-09-26T19:59:59+02:00";"+02:00";2015-09-26 20:00:00;558,666666667
